,SZ,SZ,SZ,SZ,SZ,SZ,SZ,BIP,BIP,BIP,BIP,BIP,BIP,BIP,DEL22q11_2,DEL22q11_2,DEL22q11_2,DEL22q11_2,DEL22q11_2,DEL22q11_2,DEL22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DEL1q21_1,DEL1q21_1,DEL1q21_1,DEL1q21_1,DEL1q21_1,DEL1q21_1,DEL1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1,ADHD,ADHD,ADHD,ADHD,ADHD,ADHD,ADHD,DEL15q11_2,DEL15q11_2,DEL15q11_2,DEL15q11_2,DEL15q11_2,DEL15q11_2,DEL15q11_2
,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train
0,0.8205406212129709,0.6329921134704197,68.50393700787401,0.7898809523809524,0.668463833630085,0.6022321525961161,0.8520833365619183,0.6202849890368011,67.74193548387096,0.834375,0.0,0.0,0.0,0.4942097455621588,0.6952929849768873,29.411764705882355,0.4444444444444445,0.600000003973643,0.5,1.0,0.7922321259449545,0.6384306751953522,66.66666666666666,0.41666666666666663,0.0,0.0,0.0,0.7970490992954717,0.72577418209966,61.53846153846154,0.28125,0.20000000298023224,0.5,0.125,0.7437887054553975,0.8429864688768763,42.857142857142854,0.4111111111111111,0.0,0.0,0.0,0.6570991452669711,0.8451503057953602,50.0,0.25,0.0,0.0,0.0,0.6589285894554514,0.6929203841020986,57.14285714285714,0.4166666666666667,0.0,0.0,0.0,0.6933982784569823,0.6921830546217825,56.52173913043478,0.5580555555555555,0.22777777910232544,0.31666666666666665,0.19000000258286795,0.6939392120734299,0.693103380456711,56.09756097560976,0.4236111111111111,0.0,0.0,0.0,0.6866219679479098
1,0.4890464675053822,0.5787202348806114,66.14173228346458,0.8291666666666666,0.33779762499034405,0.625,0.23854167014360428,0.6294809124864391,67.74193548387096,0.7291666666666666,0.0,0.0,0.0,0.34374678314262086,0.6934794208377456,35.294117647058826,0.2916666666666667,0.14814815918604532,0.13333333532015482,0.16666666666666666,0.6946105308409583,0.689410277267874,66.66666666666666,0.41666666666666663,0.0,0.0,0.0,0.7682252969895967,0.6800279730149312,46.15384615384615,0.75,0.6444444805383682,0.5250000059604645,1.0,0.6187729416341757,0.7062195681579918,50.0,0.53125,0.3333333432674408,0.5,0.25,0.7059514037083553,0.7761519662619591,50.0,0.55,0.38461539149284363,0.3125,0.5,0.666907936759512,0.6953896493640664,42.857142857142854,0.5,0.5999999642372131,0.4285714328289032,1.0,0.6430095701193418,0.7700827861394263,54.78260869565217,0.5396031746031745,0.0,0.0,0.0,0.6565537351839293,0.694094169271776,43.90243902439025,0.3423611111111111,0.6544677664836248,0.5208333333333334,1.0,0.6937786371405855
2,0.3189761719839453,0.6191192111942766,67.71653543307087,0.7830729166666667,0.3967261929064989,0.7291666679084301,0.28437500447034836,0.8399031610620118,67.74193548387096,0.9208333333333333,0.0,0.0,0.0,1.181709669549587,0.6946267253015711,29.411764705882355,0.4142857142857143,0.5892255951960882,0.5,1.0,0.6933615389078439,0.6773223035926068,66.66666666666666,0.3333333333333333,0.0,0.0,0.0,0.5739187477156033,0.7573651590359118,23.076923076923077,0.125,0.2857142686843872,0.3333333432674408,0.25,0.6613532609639733,0.6879943959089552,42.857142857142854,0.75,0.0,0.0,0.0,0.7011148682165066,0.7261776978397491,50.0,0.71875,0.6666666865348816,0.5,1.0,0.7231244466151652,0.7862614849482393,42.857142857142854,0.4166666666666667,0.5999999642372131,0.4285714328289032,1.0,0.6910054772615203,0.944650282938856,54.78260869565217,0.49115079365079367,0.0,0.0,0.0,0.42205622301586637,0.693802720622627,43.90243902439025,0.47083333333333327,0.5120435257752737,0.375,0.8333333333333334,0.6963087408294266
3,0.4383752688624219,0.49847962011811303,77.16535433070865,0.8419270833333334,0.6175595354288816,0.7583333365619183,0.5614583399146795,0.5041456406093897,77.41935483870968,0.8354166666666667,0.4333333447575569,0.75,0.3125,0.5544869638301487,0.6926027292946992,64.70588235294117,0.6666666666666666,0.0,0.0,0.0,0.6930335599391946,0.6675313090876553,66.66666666666666,0.6166666666666667,0.0,0.0,0.0,0.6912062321629141,0.7890784567985379,38.46153846153847,0.41666666666666663,0.1428571492433548,0.5,0.0833333358168602,0.4938709444323801,0.6701366523964276,50.0,0.6,0.6285714507102966,0.5750000029802322,0.7000000029802322,0.442409786347699,0.6856419173249844,70.0,0.3125,0.7333333492279053,0.5833333432674408,1.0,0.6785196147692393,0.6698274857583257,71.42857142857143,0.9166666666666666,0.6666666865348816,0.6666666865348816,0.6666666865348816,0.6956549413598426,0.6850212975468734,53.04347826086957,0.5249999999999999,0.13111110925674438,0.2888888895511627,0.09888888994852701,0.6933288161349507,0.6938761200938732,43.90243902439025,0.5659722222222222,0.5080031206210455,0.375,0.8333333333333334,0.6942059830521021
4,0.2966227016314157,1.3101405005604672,62.99212598425197,0.8436011904761905,0.19404762238264084,0.34375,0.13958333618938923,1.078946147950128,67.74193548387096,0.9330357142857143,0.0,0.0,0.0,0.04165740226675925,0.6934164035559442,47.05882352941176,0.7023809523809524,0.3174603283405304,0.2222222238779068,0.6666666666666666,0.6923555158666646,0.6891524014399439,66.66666666666666,0.5166666666666666,0.0,0.0,0.0,0.6326831866655639,0.6775982205471932,53.84615384615385,0.6333333333333333,0.20000000298023224,0.25,0.1666666716337204,0.5969255445619384,0.7110768378281899,50.0,0.71875,0.20000000298023224,0.5,0.125,0.5920980008666826,0.7254525886579216,50.0,0.9375,0.0,0.0,0.0,0.6774231327761013,0.663265555234071,57.14285714285714,0.75,0.0,0.0,0.0,0.8717262888799109,0.8777747299372731,54.78260869565217,0.5361111111111112,0.0,0.0,0.0,1.0400903665083001,0.69351827823712,43.90243902439025,0.6381944444444444,0.6575757712125778,0.5208333333333334,1.0,0.6885567439855732
5,0.667413793823168,0.4809157881927665,76.37795275590551,0.8819568452380954,0.6049107257276773,0.828125,0.5197916701436043,0.539877709886283,77.41935483870968,0.7177083333333334,0.2142857164144516,0.25,0.1875,0.38979130794818845,0.677318163332712,76.47058823529412,0.7166666666666667,0.4444444576899211,0.5555555621782938,0.3888888955116272,0.7479684391391339,0.6900344985220275,66.66666666666666,0.5833333333333333,0.0,0.0,0.0,0.6940164847624747,0.6667155718557461,61.53846153846154,0.6666666666666667,0.4166666567325592,0.4166666567325592,0.4166666567325592,0.5824073968070894,0.6332952409555231,71.42857142857143,0.7666666666666666,0.7333333492279053,0.875,0.6333333551883698,0.5334899340565841,0.762427908892957,60.0,0.75,0.8333333432674408,0.75,1.0,0.5936941444778424,0.6932540006195339,71.42857142857143,0.4166666666666667,0.5,1.0,0.3333333432674408,0.739728989602301,0.7409600937152334,53.91304347826087,0.4256746031746032,0.0,0.0,0.0,0.5686484259096212,0.693802031563523,43.90243902439025,0.45684523809523814,0.6378917470574379,0.5208333333333334,1.0,0.6983685283923702
6,0.23532303900838752,0.813324880252574,62.99212598425197,0.8901041666666667,0.22738095559179783,0.34375,0.18645833432674408,0.852951078903923,70.96774193548387,0.9,0.10000000149011612,0.25,0.0625,0.07344557876774203,0.6934836704004246,35.294117647058826,0.4444444444444444,0.3333333233992259,0.2261904776096344,0.6666666666666666,0.6491171335071375,0.6825152343070289,66.66666666666666,0.55,0.0,0.0,0.0,0.6921547880168616,0.7083293843998549,53.84615384615385,0.41666666666666663,0.20000000298023224,0.25,0.1666666716337204,0.28559356714478845,0.6446742320849957,64.28571428571429,0.9333333333333333,0.5357142984867096,1.0,0.36666667461395264,0.5347754428735514,0.7161501557731075,60.0,0.8125,0.6969697177410126,0.5357142984867096,1.0,0.8062861812267604,0.694449908839159,42.857142857142854,0.5833333333333334,0.5999999642372131,0.4285714328289032,1.0,0.6932268074974691,0.8328750742641852,53.91304347826087,0.5357539682539684,0.03333333333333333,0.06666666666666667,0.022222222884496053,0.4107257789115433,0.6939032355585741,43.90243902439025,0.53125,0.4814814900358518,0.375,0.8333333333333334,0.6952851607082551
7,0.8524451755652513,0.44662853484955617,80.31496062992126,0.8911458333333334,0.7533955685794353,0.7552083358168602,0.8197916708886623,0.5182840410682591,77.41935483870968,0.8635416666666667,0.5500000044703484,0.75,0.4791666716337204,0.42933375099011,0.6728068887608686,29.411764705882355,0.7916666666666666,0.29629630347092945,0.20833333333333334,0.6666666666666666,0.5809782047725702,0.6602549221132559,66.66666666666666,0.5416666666666667,0.0,0.0,0.0,0.6917901083492737,0.8099530294512254,61.53846153846154,0.4,0.7083333432674408,0.550000011920929,1.0,1.2136545053702317,0.7166395975110386,64.28571428571429,0.5666666666666667,0.5750000029802322,0.75,0.46666668355464935,0.4791204257278697,0.6274626507472931,70.0,0.8125,0.3333333432674408,0.5,0.25,0.4343732876298136,0.703383311304842,42.857142857142854,0.3333333333333333,0.0,0.0,0.0,0.6990011141220588,0.7084700509524523,51.30434782608696,0.5429365079365079,0.28693121870358784,0.41111111640930176,0.2611111134290695,0.6049524935793843,0.6815649934216272,43.90243902439025,0.5861111111111111,0.6448773543039957,0.5208333333333334,1.0,0.6882365720232587
8,0.25230569971649086,0.470836768793693,79.52755905511812,0.8927083333333334,0.7477137520909309,0.7416666764765978,0.8177083376795053,0.4654898125849328,77.41935483870968,0.8333333333333333,0.5166666731238365,0.625,0.4583333358168602,0.5788828675877876,0.6169657822229414,52.94117647058824,0.7916666666666666,0.33766234914461773,0.24603175620237985,0.6666666666666666,0.6420283625194607,0.679463472122148,66.66666666666666,0.5833333333333333,0.0,0.0,0.0,0.6905891105985137,0.7557975571669684,53.84615384615385,0.5729166666666666,0.6493506729602814,0.48571430146694183,1.0,1.4861703664998,0.5345660336563925,71.42857142857143,0.9333333333333333,0.7333333492279053,0.875,0.6333333551883698,0.4592458470640026,0.605521251868431,70.0,0.875,0.375,0.375,0.375,0.8834579019282367,0.9681450654234756,42.857142857142854,0.3333333333333333,0.5999999642372131,0.4285714328289032,1.0,0.6110430334266547,0.7884473033160476,54.78260869565217,0.4680952380952382,0.07111110885938009,0.2,0.04333333373069763,0.4891824907701343,0.6912674898343708,43.90243902439025,0.5055555555555556,0.4953047037124634,0.375,0.8333333333333334,0.6912407038536316
