,ASD,ASD,ASD,DUP16p11_2,DUP16p11_2,DUP16p11_2
,Loss/train,Loss/test,Accuracy/test,Loss/test,Accuracy/test,Loss/train
0,0.6929740835418728,0.08932373403214769,50.0,0.17331330376287915,50.0,0.6933278744937219
1,0.6930892097814045,0.08932216593217959,50.0,0.1732891168471679,50.0,0.6931001602776488
2,0.6925545105094708,0.08932063865350737,50.0,0.17328831959102658,50.0,0.6934928064101284
3,0.6937633345641139,0.0893200074672574,50.0,0.17228139893923491,50.0,0.6968584561055954
4,0.6952604963910558,0.0893145943187116,50.0,0.17312340694962441,50.0,0.6944829121555436
5,0.6943603760957548,0.08933957349358325,50.0,0.1730905165444983,50.0,0.680219601067755
6,0.6924924239881762,0.08931804945580786,50.0,0.1732151080496767,50.0,0.6925000344696126
7,0.6944995896056025,0.08932741566877272,50.0,0.1731534281133704,50.0,0.6818217413418018
8,0.700320274730692,0.0893582929330931,50.0,0.1731466166063423,50.0,0.6765609674841554
9,0.6957626553401087,0.08927092514684247,50.0,0.173133771891064,50.0,0.7183033444266818
10,0.6964723254081229,0.08935053465625553,50.0,0.17314738173683122,50.0,0.6766552846006563
11,0.6905623331682909,0.08929588069717347,50.51546391752577,0.17315711702844247,50.0,0.6698122977851007
12,0.6942480734599281,0.08938271764866455,50.0,0.1731466684465528,50.0,0.6971803401736527
13,0.7047875324997298,0.08926379647738505,50.0,0.17322751303286854,50.0,0.6824367904756647
14,0.7035034883860934,0.08948575453541381,50.0,0.27207555802014705,50.0,0.6276848649501792
15,0.6860087247623821,0.0892276293184072,50.0,0.17427675796509082,50.0,0.6876000740594426
16,0.6965968848152854,0.08966897703019625,50.0,0.17424048863644107,50.0,0.7337704291894747
17,0.6903203272966384,0.08912731351533885,58.24742268041238,0.1737658891642788,50.0,0.6842242269178682
18,0.6848720673851971,0.08923321035076384,50.0,0.17345866108405017,50.0,0.6774935168855082
19,0.6949788127338291,0.08902183756330773,58.76288659793815,0.17385324390395238,50.0,0.6969025527192141
20,0.6493620814633265,0.08891002923411838,56.18556701030928,0.17506234006053165,50.0,0.6591136689413256
21,0.36177988710726605,0.10042778303661619,53.09278350515464,0.23418834190701857,0.0,0.6775852070949473
22,0.9934467737284015,0.0976844850113255,55.670103092783506,0.19165740674370532,25.0,0.6918264487893968
23,0.6896459422215737,0.0856205268670155,57.73195876288659,0.17556508061431852,50.0,0.6852672377559406
24,0.47304880456103626,0.12118531177595349,57.21649484536082,0.4318999580033114,25.0,0.22464127296125436
25,0.35188255901665416,0.12177755486183867,56.18556701030928,0.37652706814926423,50.0,0.4276105286187212
26,0.36422428406909874,0.1072644982702347,57.21649484536082,0.2956119932695225,25.0,0.2574130184714788
27,0.9775836939806165,0.10568318578414361,59.27835051546392,0.3009148445602478,25.0,0.47986138765547354
28,0.40771234131794537,0.10689157038287865,57.73195876288659,0.21882251868340694,0.0,0.4834461615564625
29,0.2509772517338746,0.12180372772475327,58.24742268041238,0.2714267302747947,25.0,0.9993498737435613
30,0.47353246925111314,0.10616179028246417,61.855670103092784,0.2951798395679427,25.0,0.741969672445876
31,0.8795567317474525,0.10899315972465402,62.88659793814433,0.23686876272849272,50.0,0.36249070440913717
32,0.40548870181046537,0.1208297106221856,59.79381443298969,0.2825628066682342,25.0,0.2657512501537757
33,0.2733846674959929,0.10850442811778982,60.824742268041234,0.35203351694334,50.0,0.20817536864917183
34,1.0277019393076932,0.16330431903925027,64.43298969072166,0.5275536970402684,25.0,0.3468482429601999
35,0.04478529355215738,0.13717611378644867,60.824742268041234,0.3857590492454986,50.0,0.16851832471606817
