,SZ6,SZ6,SZ6,SZ6,SZ6,SZ6,SZ6,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,HSJ,HSJ,HSJ,HSJ,HSJ,HSJ,HSJ,NYU,NYU,NYU,NYU,NYU,NYU,NYU,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ2,SZ2,SZ2,SZ2,SZ2,SZ2,SZ2,SZ3,SZ3,SZ3,SZ3,SZ3,SZ3,SZ3,Svip1,Svip1,Svip1,Svip1,Svip1,Svip1,Svip1,Svip2,Svip2,Svip2,Svip2,Svip2,Svip2,Svip2,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027,USM,USM,USM,USM,USM,USM,USM
,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train
0,833.0223558323152,653.1735665432972,0.0,0.0,0.0,0.0,0.0,92.36938864201528,0.0,0.0,0.0,0.0,0.0,109.30108399593045,7.407494616750141,0.0,0.0,0.0,0.0,0.0,14.145815112775384,25.832214047987215,0.0,0.0,0.0,0.0,0.0,38.35517920084607,9.572281499580825,0.0,0.0,0.0,0.0,0.0,36.169938735121455,828.6171606346597,0.0,0.0,0.0,0.0,0.0,768.33843143432,95.3319332955871,0.0,0.0,0.0,0.0,0.0,91.05104760527482,1138.9384161059616,0.0,0.0,0.0,0.0,0.0,753.6834635646669,488.70758619328467,0.0,0.0,0.0,0.0,0.0,1842.471176927262,589.7279461951929,0.0,0.0,0.0,0.0,0.0,554.9725234271667,675.8499068056068,0.0,0.0,0.0,0.0,0.0,299.75042191104933,165.26901063286257,0.0,0.0,0.0,0.0,0.0,514.6760861857513,8.585327194069936,0.0,0.0,0.0,0.0,0.0,63.988402347361934,4355.907116848668,0.0,0.0,0.0,0.0,0.0,4111.138004869632,4046.549713716181,0.0,0.0,0.0,0.0,0.0,3864.6943785132326,2911.593911562467,0.0,0.0,0.0,0.0,0.0,2952.931612924492,381.8482044711068,0.0,0.0,0.0,0.0,0.0,211.46592207914662
1,295.0007733666477,283.71118720611804,0.0,0.0,0.0,0.0,0.0,39.45507837315711,0.0,0.0,0.0,0.0,0.0,1.9471764964885399,18.857268545726654,0.0,0.0,0.0,0.0,0.0,32.811078069871485,21.08135666844067,0.0,0.0,0.0,0.0,0.0,57.83592641997708,11.28573955055744,0.0,0.0,0.0,0.0,0.0,9.917538801508126,576.3724414229839,0.0,0.0,0.0,0.0,0.0,395.54279805007906,74.3734145565846,0.0,0.0,0.0,0.0,0.0,21.383691802579314,482.8879811269878,0.0,0.0,0.0,0.0,0.0,101.23873218203127,162.36093786880048,0.0,0.0,0.0,0.0,0.0,19.47714097954098,483.7013564700167,0.0,0.0,0.0,0.0,0.0,1075.0920761877908,375.73285721415965,0.0,0.0,0.0,0.0,0.0,258.0057605259119,29.28824930167053,0.0,0.0,0.0,0.0,0.0,162.63016856290056,27.49644742010134,0.0,0.0,0.0,0.0,0.0,31.11385734396065,3224.447848558813,0.0,0.0,0.0,0.0,0.0,3255.2648594144202,2906.9164892482086,0.0,0.0,0.0,0.0,0.0,2441.6421952907326,1177.9107468803572,0.0,0.0,0.0,0.0,0.0,1616.7691450674454,130.60303430152484,0.0,0.0,0.0,0.0,0.0,49.150416564195964
2,187.04723073151774,75.45596538858958,0.0,0.0,0.0,0.0,0.0,5.73404860329762,0.0,0.0,0.0,0.0,0.0,43.50745295157666,2.72748829800996,0.0,0.0,0.0,0.0,0.0,6.23612810657454,17.203522620517294,0.0,0.0,0.0,0.0,0.0,9.973659242961642,30.31943535804348,0.0,0.0,0.0,0.0,0.0,8.075752958518828,853.7173505977129,0.0,0.0,0.0,0.0,0.0,517.1860677795268,67.91160961389734,0.0,0.0,0.0,0.0,0.0,32.587566802582636,228.72845252903778,0.0,0.0,0.0,0.0,0.0,371.5897933451323,59.33890822850026,0.0,0.0,0.0,0.0,0.0,1.220064572977843,135.30438623915134,0.0,0.0,0.0,0.0,0.0,548.0272233936663,207.69979108864732,0.0,0.0,0.0,0.0,0.0,311.7089235231416,181.11299679335005,0.0,0.0,0.0,0.0,0.0,136.92649490157126,18.088909063231487,0.0,0.0,0.0,0.0,0.0,17.64070569682963,2422.5414737629694,0.0,0.0,0.0,0.0,0.0,2264.2509861879016,1308.0850402405854,0.0,0.0,0.0,0.0,0.0,1565.1126438526562,270.867977325782,0.0,0.0,0.0,0.0,0.0,249.13542769205029,81.06113675088707,0.0,0.0,0.0,0.0,0.0,189.92224836320608
3,152.65292186123625,85.55933389703911,0.0,0.0,0.0,0.0,0.0,38.942463343488136,0.0,0.0,0.0,0.0,0.0,5.3678473826014015,12.604474084282197,0.0,0.0,0.0,0.0,0.0,0.32435765731362004,31.29707472555598,0.0,0.0,0.0,0.0,0.0,4.970385223025756,33.04073458081713,0.0,0.0,0.0,0.0,0.0,17.894031959787807,639.3329418150162,0.0,0.0,0.0,0.0,0.0,1081.3799846268435,102.10897484425313,0.0,0.0,0.0,0.0,0.0,100.81439394636986,276.77719587104536,0.0,0.0,0.0,0.0,0.0,205.6022397839897,64.27179334164602,0.0,0.0,0.0,0.0,0.0,0.30027123017541996,117.55743105205833,0.0,0.0,0.0,0.0,0.0,480.00906894749545,195.8723857923117,0.0,0.0,0.0,0.0,0.0,342.6991964744844,74.97228865976113,0.0,0.0,0.0,0.0,0.0,400.5167271960855,11.394660599775827,0.0,0.0,0.0,0.0,0.0,20.603859412115586,1989.9454451659208,0.0,0.0,0.0,0.0,0.0,1379.2873332150104,884.5680673278032,0.0,0.0,0.0,0.0,0.0,838.5541346208386,181.0922501841962,0.0,0.0,0.0,0.0,0.0,319.115035716532,172.66507387893873,0.0,0.0,0.0,0.0,0.0,134.01870251155626
4,179.7940475595006,77.19555965369636,0.0,0.0,0.0,0.0,0.0,2.3254411436649476,0.0,0.0,0.0,0.0,0.0,5.599627036782645,12.367132347733651,0.0,0.0,0.0,0.0,0.0,16.985316459599026,8.958350619522497,0.0,0.0,0.0,0.0,0.0,4.38514257030129,2.8066604039188316,0.0,0.0,0.0,0.0,0.0,3.2771144002253885,352.2345498961512,0.0,0.0,0.0,0.0,0.0,795.0499435639823,50.191744633676606,0.0,0.0,0.0,0.0,0.0,57.97650001263539,170.00935201138591,0.0,0.0,0.0,0.0,0.0,8.860718778125634,61.79203153987762,0.0,0.0,0.0,0.0,0.0,10.670407200976396,84.20459553535149,0.0,0.0,0.0,0.0,0.0,119.94666651663911,135.41318790808583,0.0,0.0,0.0,0.0,0.0,232.9346413309545,64.63783300814202,0.0,0.0,0.0,0.0,0.0,234.7625924832817,16.1448954600477,0.0,0.0,0.0,0.0,0.0,25.85609227780367,1834.6262208818503,0.0,0.0,0.0,0.0,0.0,1764.802377528698,833.9321490525745,0.0,0.0,0.0,0.0,0.0,433.21812153735686,132.30756681655603,0.0,0.0,0.0,0.0,0.0,182.31296698046305,118.88981281669298,0.0,0.0,0.0,0.0,0.0,49.273078740154894
5,132.64380372652948,78.75679038305987,0.0,0.0,0.0,0.0,0.0,2.8675177490671278,0.0,0.0,0.0,0.0,0.0,17.261517234751445,13.805552484707738,0.0,0.0,0.0,0.0,0.0,45.417700944841286,7.131368053676647,0.0,0.0,0.0,0.0,0.0,2.0706752698935307,2.8810903584212064,0.0,0.0,0.0,0.0,0.0,2.0583103729036916,245.72160852928275,0.0,0.0,0.0,0.0,0.0,759.5664291203128,49.17757141711905,0.0,0.0,0.0,0.0,0.0,23.20694493671767,152.9722974920531,0.0,0.0,0.0,0.0,0.0,46.72704745874647,54.08282059249916,0.0,0.0,0.0,0.0,0.0,242.6833890592223,81.17328049664405,0.0,0.0,0.0,0.0,0.0,10.955965405977437,112.33553548496366,0.0,0.0,0.0,0.0,0.0,217.421302390886,64.40972130416166,0.0,0.0,0.0,0.0,0.0,137.16242729288018,16.49706627853414,0.0,0.0,0.0,0.0,0.0,39.37190924439934,1230.474982933182,0.0,0.0,0.0,0.0,0.0,963.4491760915873,281.2237680017139,0.0,0.0,0.0,0.0,0.0,190.45436730354908,107.62596805180078,0.0,0.0,0.0,0.0,0.0,115.95384118482048,107.34018506956015,0.0,0.0,0.0,0.0,0.0,31.890651299791774
6,143.20939811854194,109.29144669664655,0.0,0.0,0.0,0.0,0.0,28.45851632079375,0.0,0.0,0.0,0.0,0.0,6.352932492635055,50.247612291496246,0.0,0.0,0.0,0.0,0.0,2.5383731324389673,23.024856520909214,0.0,0.0,0.0,0.0,0.0,6.886816251193096,21.65374628308149,0.0,0.0,0.0,0.0,0.0,2.5372614983398605,252.96332655889304,0.0,0.0,0.0,0.0,0.0,423.629026782654,85.57792477343159,0.0,0.0,0.0,0.0,0.0,32.70595675936691,163.96998091949825,0.0,0.0,0.0,0.0,0.0,296.15298450564427,66.5860855532909,0.0,0.0,0.0,0.0,0.0,216.43753682166246,67.39889709861629,0.0,0.0,0.0,0.0,0.0,204.09317434079406,199.41545481352242,0.0,0.0,0.0,0.0,0.0,375.0007243701197,30.908752737658975,0.0,0.0,0.0,0.0,0.0,90.69017514037891,44.61737564086569,0.0,0.0,0.0,0.0,0.0,17.065972635282133,1245.2244939192847,0.0,0.0,0.0,0.0,0.0,674.665351451174,302.99745835636026,0.0,0.0,0.0,0.0,0.0,51.0118074525173,334.8839417951937,0.0,0.0,0.0,0.0,0.0,111.71912064353094,175.78427145345344,0.0,0.0,0.0,0.0,0.0,35.3306350368605
7,27.523035303577245,93.7768477730207,0.0,0.0,0.0,0.0,0.0,8.298433127024655,0.0,0.0,0.0,0.0,0.0,15.343476523567753,1.8804248213093764,0.0,0.0,0.0,0.0,0.0,0.30367191991989245,7.0563237534727365,0.0,0.0,0.0,0.0,0.0,11.427026185992373,6.638313657039076,0.0,0.0,0.0,0.0,0.0,1.9057682320308906,192.364821276086,0.0,0.0,0.0,0.0,0.0,309.53729886682856,37.43462128165689,0.0,0.0,0.0,0.0,0.0,25.15221383964786,127.79458680785969,0.0,0.0,0.0,0.0,0.0,131.3289856772247,61.63667644310465,0.0,0.0,0.0,0.0,0.0,62.395639213350734,61.544768523280254,0.0,0.0,0.0,0.0,0.0,0.08577039605844751,104.44304144505024,0.0,0.0,0.0,0.0,0.0,145.0599668759592,35.09551293944239,0.0,0.0,0.0,0.0,0.0,77.5636006891744,19.583439103983135,0.0,0.0,0.0,0.0,0.0,21.520673117958307,475.4306071000177,0.0,0.0,0.0,0.0,0.0,402.4870247738161,116.26011791634501,0.0,0.0,0.0,0.0,0.0,68.29925725045608,130.01928958889283,0.0,0.0,0.0,0.0,0.0,31.592211570316408,90.63020972699796,0.0,0.0,0.0,0.0,0.0,23.113202942946437
8,55.19514177617425,123.15472350817522,0.0,0.0,0.0,0.0,0.0,1.799075256429301,0.0,0.0,0.0,0.0,0.0,5.01718666365829,3.658054858409261,0.0,0.0,0.0,0.0,0.0,3.327970700590349,12.550514616789465,0.0,0.0,0.0,0.0,0.0,7.654416060089989,2.6487410776205356,0.0,0.0,0.0,0.0,0.0,2.6142594718588517,156.16170529005495,0.0,0.0,0.0,0.0,0.0,75.49215469836064,37.473619340159885,0.0,0.0,0.0,0.0,0.0,7.5556545302946745,134.17074509398503,0.0,0.0,0.0,0.0,0.0,39.339372265566716,58.789352802569795,0.0,0.0,0.0,0.0,0.0,4.050585849379101,71.67350204860485,0.0,0.0,0.0,0.0,0.0,59.80379013481162,113.98546008217188,0.0,0.0,0.0,0.0,0.0,214.53947969225206,38.29491706556562,0.0,0.0,0.0,0.0,0.0,83.6616565166345,26.6507296727456,0.0,0.0,0.0,0.0,0.0,14.75279114382304,260.0171578307511,0.0,0.0,0.0,0.0,0.0,173.6710322659393,162.2249008090416,0.0,0.0,0.0,0.0,0.0,69.89388671864351,272.62924511828135,0.0,0.0,0.0,0.0,0.0,49.92071404757268,78.13443272266885,0.0,0.0,0.0,0.0,0.0,40.53220484964193
