,Svip1,Svip1,Svip1,Svip1,Svip1,Svip1,Svip1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,HSJ,HSJ,HSJ,HSJ,HSJ,HSJ,HSJ,NYU,NYU,NYU,NYU,NYU,NYU,NYU,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ2,SZ2,SZ2,SZ2,SZ2,SZ2,SZ2,SZ3,SZ3,SZ3,SZ3,SZ3,SZ3,SZ3,SZ6,SZ6,SZ6,SZ6,SZ6,SZ6,SZ6,Svip2,Svip2,Svip2,Svip2,Svip2,Svip2,Svip2,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027,USM,USM,USM,USM,USM,USM,USM
,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train
0,736.4887791843042,259.37431847532457,0.0,0.0,0.0,0.0,0.0,1.96983041540282,0.0,0.0,0.0,0.0,0.0,12.2392604147456,11.04837789058553,0.0,0.0,0.0,0.0,0.0,67.90328333836513,7.851905940452583,0.0,0.0,0.0,0.0,0.0,11.427047788426947,6.581552621672712,0.0,0.0,0.0,0.0,0.0,94.41942993504897,146.76112688912957,0.0,0.0,0.0,0.0,0.0,1686.6154573416866,52.24031842312781,0.0,0.0,0.0,0.0,0.0,370.1981557337,111.49520995680194,0.0,0.0,0.0,0.0,0.0,1147.1318232455376,69.43446591200542,0.0,0.0,0.0,0.0,0.0,477.8912189448077,141.43402512139377,0.0,0.0,0.0,0.0,0.0,2026.916922284381,21.290855999027826,0.0,0.0,0.0,0.0,0.0,521.5624040821509,57.26594042303487,0.0,0.0,0.0,0.0,0.0,1656.8275950231287,4.217689619731031,0.0,0.0,0.0,0.0,0.0,95.22596171081362,625.8189047119849,0.0,0.0,0.0,0.0,0.0,2210.877095099263,533.156905512335,0.0,0.0,0.0,0.0,0.0,2294.9281254454327,571.0617171618655,0.0,0.0,0.0,0.0,0.0,3473.839938756911,128.63735667239433,0.0,0.0,0.0,0.0,0.0,431.55124358789817
1,311.31596137758527,47.801459378418734,0.0,0.0,0.0,0.0,0.0,2.3135869852223077,0.0,0.0,0.0,0.0,0.0,13.938776915526278,3.108239015441788,0.0,0.0,0.0,0.0,0.0,16.089414864199167,3.329400637280318,0.0,0.0,0.0,0.0,0.0,25.009576359447816,6.3960012053080595,0.0,0.0,0.0,0.0,0.0,81.1491220753351,95.99510547431788,0.0,0.0,0.0,0.0,0.0,1263.4953044513143,13.529059483417798,0.0,0.0,0.0,0.0,0.0,86.89171792846325,28.749991827107763,0.0,0.0,0.0,0.0,0.0,268.28393104530824,31.922712757562245,0.0,0.0,0.0,0.0,0.0,128.09902637148355,141.42757941484447,0.0,0.0,0.0,0.0,0.0,530.8807650900736,23.317575452244565,0.0,0.0,0.0,0.0,0.0,113.63212249470828,35.25775886316307,0.0,0.0,0.0,0.0,0.0,989.8598901437824,2.383119227140043,0.0,0.0,0.0,0.0,0.0,60.15831076703082,363.2240120257335,0.0,0.0,0.0,0.0,0.0,1549.9784586366036,478.9139469349684,0.0,0.0,0.0,0.0,0.0,1623.0543141551389,305.2366030000527,0.0,0.0,0.0,0.0,0.0,2044.9260449573671,119.21092409176707,0.0,0.0,0.0,0.0,0.0,362.15926404605983
2,109.25172030347208,31.644974713488963,0.0,0.0,0.0,0.0,0.0,0.9259278700845042,0.0,0.0,0.0,0.0,0.0,5.52971833690945,1.322642691218273,0.0,0.0,0.0,0.0,0.0,13.855762420735891,2.6161477737182253,0.0,0.0,0.0,0.0,0.0,13.961343825364482,1.1395654015642258,0.0,0.0,0.0,0.0,0.0,28.997116685264874,42.42509743390459,0.0,0.0,0.0,0.0,0.0,612.8368687638113,9.709062056322516,0.0,0.0,0.0,0.0,0.0,26.114861678716046,27.578493152415877,0.0,0.0,0.0,0.0,0.0,751.9174751067869,7.8661329527593296,0.0,0.0,0.0,0.0,0.0,41.03543734126375,141.66077131559578,0.0,0.0,0.0,0.0,0.0,1604.2202392055528,31.974836413136337,0.0,0.0,0.0,0.0,0.0,100.93796016065677,6.63859115101342,0.0,0.0,0.0,0.0,0.0,507.55660404208163,0.9654749681513426,0.0,0.0,0.0,0.0,0.0,54.35709696613126,209.56223709603864,0.0,0.0,0.0,0.0,0.0,1314.6867152724703,134.9709637056961,0.0,0.0,0.0,0.0,0.0,766.681533643008,59.11568420876715,0.0,0.0,0.0,0.0,0.0,606.9491496647197,92.46170355129306,0.0,0.0,0.0,0.0,0.0,318.44239210235486
3,257.1141041253431,76.58890227056541,0.0,0.0,0.0,0.0,0.0,0.6843204492626556,0.0,0.0,0.0,0.0,0.0,2.980154943991012,1.8417820464682022,0.0,0.0,0.0,0.0,0.0,8.23860765796805,1.9787895554010972,0.0,0.0,0.0,0.0,0.0,7.660471195411659,1.7756242142836864,0.0,0.0,0.0,0.0,0.0,4.307660157635974,25.004449183230296,0.0,0.0,0.0,0.0,0.0,710.6041239130934,10.623347847438863,0.0,0.0,0.0,0.0,0.0,54.228169962581845,25.17494575293937,0.0,0.0,0.0,0.0,0.0,401.8461732271873,12.948473144750732,0.0,0.0,0.0,0.0,0.0,297.81172276683355,141.47566792023483,0.0,0.0,0.0,0.0,0.0,965.0104757763131,19.858522440142284,0.0,0.0,0.0,0.0,0.0,167.33080946087694,3.871608821222469,0.0,0.0,0.0,0.0,0.0,34.69672468187674,0.830700404118241,0.0,0.0,0.0,0.0,0.0,22.517645977313578,114.1901987803316,0.0,0.0,0.0,0.0,0.0,684.9127567018538,36.18379867090956,0.0,0.0,0.0,0.0,0.0,284.87576656138936,53.14689963605518,0.0,0.0,0.0,0.0,0.0,235.54011772057692,79.26810536263393,0.0,0.0,0.0,0.0,0.0,169.49239556872254
4,270.89740527169346,28.728715958044162,0.0,0.0,0.0,0.0,0.0,0.569789665801074,0.0,0.0,0.0,0.0,0.0,1.9101537791696555,0.5750388418998372,0.0,0.0,0.0,0.0,0.0,2.86667367584516,1.3787967434364843,0.0,0.0,0.0,0.0,0.0,22.23453995846448,0.45059360240065405,0.0,0.0,0.0,0.0,0.0,1.9562478093875,22.37517096289435,0.0,0.0,0.0,0.0,0.0,704.2951995604783,8.561295887870934,0.0,0.0,0.0,0.0,0.0,81.65851848108527,25.16772677332601,0.0,0.0,0.0,0.0,0.0,89.56708056626748,8.458260819100607,0.0,0.0,0.0,0.0,0.0,88.45616720039212,93.81821655070274,0.0,0.0,0.0,0.0,0.0,522.7142511024566,15.847720851914275,0.0,0.0,0.0,0.0,0.0,104.94573853877618,5.989713122950071,0.0,0.0,0.0,0.0,0.0,84.97125034158573,1.2833302154864004,0.0,0.0,0.0,0.0,0.0,36.9007201807977,88.90845018904557,0.0,0.0,0.0,0.0,0.0,350.3241447399145,43.139298007681965,0.0,0.0,0.0,0.0,0.0,143.80193968869753,37.101025584674176,0.0,0.0,0.0,0.0,0.0,138.527093752547,76.93476027531005,0.0,0.0,0.0,0.0,0.0,314.22624823611665
5,197.47445385917808,23.16428495307477,0.0,0.0,0.0,0.0,0.0,0.6099779783773169,0.0,0.0,0.0,0.0,0.0,0.7480296083696144,0.6951996585136908,0.0,0.0,0.0,0.0,0.0,2.751393615867509,0.8303811348070697,0.0,0.0,0.0,0.0,0.0,6.2410467835772385,0.34122505518128715,0.0,0.0,0.0,0.0,0.0,2.4250738201657867,27.639886503703753,0.0,0.0,0.0,0.0,0.0,429.3951980941624,7.704766706866379,0.0,0.0,0.0,0.0,0.0,82.01804812011494,20.832720375815075,0.0,0.0,0.0,0.0,0.0,53.76847585816078,8.791399426948082,0.0,0.0,0.0,0.0,0.0,55.80281985012482,48.05379368230896,0.0,0.0,0.0,0.0,0.0,1075.8543755272833,13.859014955716374,0.0,0.0,0.0,0.0,0.0,50.02593741929191,9.792826634937242,0.0,0.0,0.0,0.0,0.0,97.24185031578585,1.2993849824708148,0.0,0.0,0.0,0.0,0.0,24.12210941177597,79.27391931039809,0.0,0.0,0.0,0.0,0.0,108.09750682108702,22.453474766738328,0.0,0.0,0.0,0.0,0.0,103.18101541255587,29.989669608006682,0.0,0.0,0.0,0.0,0.0,127.47784580379218,53.89674377409847,0.0,0.0,0.0,0.0,0.0,121.3360819329908
6,180.704042617998,26.496306867361987,0.0,0.0,0.0,0.0,0.0,0.5353100908611996,0.0,0.0,0.0,0.0,0.0,6.085492321260055,0.4665642628170799,0.0,0.0,0.0,0.0,0.0,1.0068882773755652,1.7599924136999063,0.0,0.0,0.0,0.0,0.0,17.848731888884824,1.5881000654487045,0.0,0.0,0.0,0.0,0.0,3.1286145830655023,28.513934556348502,0.0,0.0,0.0,0.0,0.0,232.51372371565103,8.976593891971408,0.0,0.0,0.0,0.0,0.0,71.54723824463773,20.480715619016507,0.0,0.0,0.0,0.0,0.0,38.12858109123359,11.264255493780755,0.0,0.0,0.0,0.0,0.0,38.2086403354546,26.06419392219577,0.0,0.0,0.0,0.0,0.0,128.49242995966404,14.00010473515125,0.0,0.0,0.0,0.0,0.0,6.55143184259948,15.641345419374575,0.0,0.0,0.0,0.0,0.0,44.82003197599299,1.3618599728260943,0.0,0.0,0.0,0.0,0.0,21.945907446203194,40.315593617412546,0.0,0.0,0.0,0.0,0.0,62.64620197642867,30.504122868516152,0.0,0.0,0.0,0.0,0.0,177.79281942904515,18.989005553177716,0.0,0.0,0.0,0.0,0.0,54.31510155651089,32.928415695435866,0.0,0.0,0.0,0.0,0.0,70.58749055189767
7,184.877912299647,22.704990428922756,0.0,0.0,0.0,0.0,0.0,0.48564349842607285,0.0,0.0,0.0,0.0,0.0,1.0098166147094785,0.6013051462150788,0.0,0.0,0.0,0.0,0.0,6.070187218746819,0.7012610443429532,0.0,0.0,0.0,0.0,0.0,9.16111580063375,0.16247845913086947,0.0,0.0,0.0,0.0,0.0,0.724162464027646,20.177836212130316,0.0,0.0,0.0,0.0,0.0,233.72236352358064,7.439382229860935,0.0,0.0,0.0,0.0,0.0,3.133617130225795,24.858649497096387,0.0,0.0,0.0,0.0,0.0,45.132062600204755,7.846710979640768,0.0,0.0,0.0,0.0,0.0,0.267608532497641,15.386169741386801,0.0,0.0,0.0,0.0,0.0,6.225421544392692,13.595567576977077,0.0,0.0,0.0,0.0,0.0,64.00146074840004,10.343406767433422,0.0,0.0,0.0,0.0,0.0,72.57410731980639,1.4597070312251867,0.0,0.0,0.0,0.0,0.0,9.912478733787763,26.46948064528176,0.0,0.0,0.0,0.0,0.0,142.82267211004577,28.728338623334697,0.0,0.0,0.0,0.0,0.0,71.26510580283727,37.00516736317036,0.0,0.0,0.0,0.0,0.0,74.61206236473441,27.480020623247636,0.0,0.0,0.0,0.0,0.0,93.38708918454915
8,190.6248349731405,58.40641892451955,0.0,0.0,0.0,0.0,0.0,0.376379274206426,0.0,0.0,0.0,0.0,0.0,3.0866710659632908,0.4133741457044493,0.0,0.0,0.0,0.0,0.0,0.5471113542004524,1.6253319175479144,0.0,0.0,0.0,0.0,0.0,9.778125805465315,0.35456950919329755,0.0,0.0,0.0,0.0,0.0,1.6200280759325405,19.399394622502538,0.0,0.0,0.0,0.0,0.0,85.37637512213335,8.912909696383595,0.0,0.0,0.0,0.0,0.0,74.86222676820744,21.222652320835728,0.0,0.0,0.0,0.0,0.0,121.88735732350976,7.747278470261811,0.0,0.0,0.0,0.0,0.0,17.539605647925004,11.625123868626345,0.0,0.0,0.0,0.0,0.0,3.4069779919553413,13.30304481956408,0.0,0.0,0.0,0.0,0.0,27.72663822928555,5.042627990263888,0.0,0.0,0.0,0.0,0.0,99.4529621404855,1.4547895802327608,0.0,0.0,0.0,0.0,0.0,41.36087623103185,40.58766352350406,0.0,0.0,0.0,0.0,0.0,61.58023052901553,21.76098301011065,0.0,0.0,0.0,0.0,0.0,53.73655442884398,31.57364861813111,0.0,0.0,0.0,0.0,0.0,62.06193257353971,16.375417574389466,0.0,0.0,0.0,0.0,0.0,24.65846518663901
9,166.6472770872385,22.64995462353158,0.0,0.0,0.0,0.0,0.0,0.3295235310695561,0.0,0.0,0.0,0.0,0.0,0.03841195734583405,2.6288768060343304,0.0,0.0,0.0,0.0,0.0,14.375686812909322,0.870366691093681,0.0,0.0,0.0,0.0,0.0,1.7938731621370276,0.48204928750157006,0.0,0.0,0.0,0.0,0.0,0.591337364299017,25.056644035562467,0.0,0.0,0.0,0.0,0.0,174.6430951057055,7.658465283246395,0.0,0.0,0.0,0.0,0.0,7.955195254463296,17.11327532964696,0.0,0.0,0.0,0.0,0.0,20.365106064401587,7.693026222045477,0.0,0.0,0.0,0.0,0.0,46.26085028735292,12.948889548861644,0.0,0.0,0.0,0.0,0.0,15.511565834416691,13.853075446209802,0.0,0.0,0.0,0.0,0.0,93.60404216069836,4.50040346964755,0.0,0.0,0.0,0.0,0.0,90.58668589543143,1.98706040981495,0.0,0.0,0.0,0.0,0.0,27.36195622638557,25.39601876055217,0.0,0.0,0.0,0.0,0.0,60.01159904052341,24.771499272030574,0.0,0.0,0.0,0.0,0.0,30.86435265178852,22.229111755397646,0.0,0.0,0.0,0.0,0.0,175.0143799440642,12.922438489198813,0.0,0.0,0.0,0.0,0.0,17.24218068408986
10,193.69836068031697,26.89326824684569,0.0,0.0,0.0,0.0,0.0,2.256265715982102,0.0,0.0,0.0,0.0,0.0,1.3532147760018634,0.41110875892352144,0.0,0.0,0.0,0.0,0.0,1.4305488454410402,0.7261763389261359,0.0,0.0,0.0,0.0,0.0,3.565193246815481,0.2172558790256383,0.0,0.0,0.0,0.0,0.0,2.1693764121545804,18.488095403049382,0.0,0.0,0.0,0.0,0.0,343.80342504833413,6.118177859118935,0.0,0.0,0.0,0.0,0.0,12.06492813462522,17.47907735179559,0.0,0.0,0.0,0.0,0.0,51.77868696788418,9.584700418994357,0.0,0.0,0.0,0.0,0.0,65.71031136598465,7.9596941356094755,0.0,0.0,0.0,0.0,0.0,166.55938611901294,13.9098599757821,0.0,0.0,0.0,0.0,0.0,15.942486185798048,3.2651013930362116,0.0,0.0,0.0,0.0,0.0,51.83502311603668,1.7765213053033964,0.0,0.0,0.0,0.0,0.0,35.49254039015985,33.48978848090238,0.0,0.0,0.0,0.0,0.0,69.64455562064398,13.884854047392727,0.0,0.0,0.0,0.0,0.0,51.1779896212325,40.6359995940207,0.0,0.0,0.0,0.0,0.0,61.60256484229022,11.129771094185612,0.0,0.0,0.0,0.0,0.0,31.308293385734796
11,140.8804725919553,36.300785281520035,0.0,0.0,0.0,0.0,0.0,2.2899934611187405,0.0,0.0,0.0,0.0,0.0,1.6407878063083092,0.5442704750526893,0.0,0.0,0.0,0.0,0.0,3.8045522555359597,1.6614983523850408,0.0,0.0,0.0,0.0,0.0,9.775600251402954,2.7303486522933227,0.0,0.0,0.0,0.0,0.0,4.528414891600398,29.169052926733613,0.0,0.0,0.0,0.0,0.0,198.84311133333944,5.833123523308322,0.0,0.0,0.0,0.0,0.0,45.36810905564162,11.934772344841344,0.0,0.0,0.0,0.0,0.0,26.45940163616859,16.747787333484577,0.0,0.0,0.0,0.0,0.0,314.76890742931425,14.226616402579888,0.0,0.0,0.0,0.0,0.0,7.944211777388836,11.455585038414597,0.0,0.0,0.0,0.0,0.0,48.35183207321913,4.785825098807264,0.0,0.0,0.0,0.0,0.0,67.34090747996318,1.3744168589141963,0.0,0.0,0.0,0.0,0.0,19.051695809791166,44.1242668292265,0.0,0.0,0.0,0.0,0.0,38.210062529214255,17.129054810532544,0.0,0.0,0.0,0.0,0.0,21.1528718218119,40.280393759365765,0.0,0.0,0.0,0.0,0.0,80.70720230642996,10.795487481065548,0.0,0.0,0.0,0.0,0.0,38.204512744018054
12,197.32233884509668,19.989640443200045,0.0,0.0,0.0,0.0,0.0,0.8023323777928315,0.0,0.0,0.0,0.0,0.0,4.03098176379046,0.3727459225511096,0.0,0.0,0.0,0.0,0.0,3.0099095184045335,1.0671936681043712,0.0,0.0,0.0,0.0,0.0,5.418936515483324,0.19302954747589318,0.0,0.0,0.0,0.0,0.0,3.767399059421778,14.873824922482028,0.0,0.0,0.0,0.0,0.0,150.17363507842236,6.318659731959144,0.0,0.0,0.0,0.0,0.0,4.051909557637947,15.23363589155645,0.0,0.0,0.0,0.0,0.0,1.1862437540746522,10.52658871255689,0.0,0.0,0.0,0.0,0.0,41.78638414845566,7.3720680095852025,0.0,0.0,0.0,0.0,0.0,19.503930078525666,16.788242146707642,0.0,0.0,0.0,0.0,0.0,38.48817403076433,3.2611040061939973,0.0,0.0,0.0,0.0,0.0,41.71496884176791,2.8320392844657447,0.0,0.0,0.0,0.0,0.0,19.617381526078663,26.884161265204472,0.0,0.0,0.0,0.0,0.0,69.39918319835256,28.650421838320295,0.0,0.0,0.0,0.0,0.0,30.20076306292783,27.876313563121037,0.0,0.0,0.0,0.0,0.0,98.77873075969795,10.206543300737584,0.0,0.0,0.0,0.0,0.0,30.283949360463797
