,SZ6,SZ6,SZ6,SZ6,SZ6,SZ6,SZ6,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,HSJ,HSJ,HSJ,HSJ,HSJ,HSJ,HSJ,NYU,NYU,NYU,NYU,NYU,NYU,NYU,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ2,SZ2,SZ2,SZ2,SZ2,SZ2,SZ2,SZ3,SZ3,SZ3,SZ3,SZ3,SZ3,SZ3,Svip1,Svip1,Svip1,Svip1,Svip1,Svip1,Svip1,Svip2,Svip2,Svip2,Svip2,Svip2,Svip2,Svip2,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027,USM,USM,USM,USM,USM,USM,USM
,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train
0,992.7099389934173,808.107758330052,0.0,0.0,0.0,0.0,0.0,75.20806936509997,0.0,0.0,0.0,0.0,0.0,94.76734635730458,16.422799382000566,0.0,0.0,0.0,0.0,0.0,16.363097294403637,31.73129303788032,0.0,0.0,0.0,0.0,0.0,26.55487552122294,13.996269055357796,0.0,0.0,0.0,0.0,0.0,19.353777668191622,912.8321192965391,0.0,0.0,0.0,0.0,0.0,840.332523096643,82.91308446156326,0.0,0.0,0.0,0.0,0.0,182.8852012918905,683.2069933784935,0.0,0.0,0.0,0.0,0.0,2113.344987889573,836.5190729034668,0.0,0.0,0.0,0.0,0.0,1444.0784281524852,544.740909456145,0.0,0.0,0.0,0.0,0.0,407.5306399962104,603.3026393696821,0.0,0.0,0.0,0.0,0.0,2203.4048589955755,1151.2009928148161,0.0,0.0,0.0,0.0,0.0,494.93308688125137,158.7526970780949,0.0,0.0,0.0,0.0,0.0,135.53757419617628,242.39299411924878,0.0,0.0,0.0,0.0,0.0,211.42572651716645,3340.491961469491,0.0,0.0,0.0,0.0,0.0,3870.9599100343016,2413.2997830052336,0.0,0.0,0.0,0.0,0.0,3301.252445469031,3048.8926519663646,0.0,0.0,0.0,0.0,0.0,3119.077717670267,353.97057657193085,0.0,0.0,0.0,0.0,0.0,360.13148714310097
1,1223.8302122894465,618.9951183738693,0.0,0.0,0.0,0.0,0.0,11.679823469415602,0.0,0.0,0.0,0.0,0.0,3.73293221256135,14.215586646208301,0.0,0.0,0.0,0.0,0.0,7.243564036729994,69.52921779423677,0.0,0.0,0.0,0.0,0.0,85.1872695889056,6.208142674927398,0.0,0.0,0.0,0.0,0.0,5.28690760631307,709.2174270339497,0.0,0.0,0.0,0.0,0.0,1664.313596622253,23.058646526398267,0.0,0.0,0.0,0.0,0.0,109.04435919126232,313.8173912245208,0.0,0.0,0.0,0.0,0.0,323.82138966080805,857.2868887255837,0.0,0.0,0.0,0.0,0.0,729.289117605119,262.8815948507327,0.0,0.0,0.0,0.0,0.0,731.6584168823748,489.90810741088643,0.0,0.0,0.0,0.0,0.0,1121.9363129366054,997.6221810235321,0.0,0.0,0.0,0.0,0.0,288.53731189314914,52.29697994178537,0.0,0.0,0.0,0.0,0.0,68.07937574919156,130.78311859030467,0.0,0.0,0.0,0.0,0.0,108.95776653396122,2874.2317005986497,0.0,0.0,0.0,0.0,0.0,3564.701061118327,1441.7053068880957,0.0,0.0,0.0,0.0,0.0,2116.360309280981,2401.533554208402,0.0,0.0,0.0,0.0,0.0,3064.9719878194587,248.57109396650773,0.0,0.0,0.0,0.0,0.0,424.6629448183494
2,405.51337597752746,290.59552430401664,0.0,0.0,0.0,0.0,0.0,13.587851987918599,0.0,0.0,0.0,0.0,0.0,0.6334756912126945,9.785817544971964,0.0,0.0,0.0,0.0,0.0,4.259245685570827,27.8651974645403,0.0,0.0,0.0,0.0,0.0,21.179975018155684,19.418408084075885,0.0,0.0,0.0,0.0,0.0,29.025815086167146,451.8232419146681,0.0,0.0,0.0,0.0,0.0,573.1332165164453,14.207191246159102,0.0,0.0,0.0,0.0,0.0,75.03352975790496,247.07089049138014,0.0,0.0,0.0,0.0,0.0,737.282855163265,562.4102070273284,0.0,0.0,0.0,0.0,0.0,365.09058377722033,166.4346629560261,0.0,0.0,0.0,0.0,0.0,13.474429631238202,392.0266991363578,0.0,0.0,0.0,0.0,0.0,742.5710325183026,752.7218801653755,0.0,0.0,0.0,0.0,0.0,351.15543683439785,30.126427863877772,0.0,0.0,0.0,0.0,0.0,46.41579058086578,114.87848089008125,0.0,0.0,0.0,0.0,0.0,74.77083123704965,2261.7786761076923,0.0,0.0,0.0,0.0,0.0,3192.358639430531,676.2335926998649,0.0,0.0,0.0,0.0,0.0,809.6093452965304,1569.3422152162373,0.0,0.0,0.0,0.0,0.0,2218.417490900103,278.33761726222997,0.0,0.0,0.0,0.0,0.0,321.9168491861607
3,151.52658131360656,95.03198587866957,0.0,0.0,0.0,0.0,0.0,7.783067897968139,0.0,0.0,0.0,0.0,0.0,7.4210386563723985,6.790927136524331,0.0,0.0,0.0,0.0,0.0,7.274629537167309,32.046352886520836,0.0,0.0,0.0,0.0,0.0,12.818888207113005,3.958407776373153,0.0,0.0,0.0,0.0,0.0,6.780158695271583,344.9474242200854,0.0,0.0,0.0,0.0,0.0,315.11867719255577,17.986468612121485,0.0,0.0,0.0,0.0,0.0,51.61382143779174,119.47943404687052,0.0,0.0,0.0,0.0,0.0,1539.945147959033,360.578013771774,0.0,0.0,0.0,0.0,0.0,1584.2109797337337,165.06782354009033,0.0,0.0,0.0,0.0,0.0,6.512668791148535,311.3702110050206,0.0,0.0,0.0,0.0,0.0,65.08443850382541,571.9626617494513,0.0,0.0,0.0,0.0,0.0,216.77978012107525,35.64535361540293,0.0,0.0,0.0,0.0,0.0,52.763947919424666,122.65428147957384,0.0,0.0,0.0,0.0,0.0,163.42034578217783,1711.982267597146,0.0,0.0,0.0,0.0,0.0,1913.8463174392864,222.4611812670537,0.0,0.0,0.0,0.0,0.0,487.3226659944425,795.1238312426856,0.0,0.0,0.0,0.0,0.0,1364.848886052423,179.17932624909972,0.0,0.0,0.0,0.0,0.0,226.58935778445135
4,24.96638031106269,46.23504275912717,0.0,0.0,0.0,0.0,0.0,5.578603577901287,0.0,0.0,0.0,0.0,0.0,0.02391537031121986,7.46837411604829,0.0,0.0,0.0,0.0,0.0,4.5829558614700945,22.99042395904215,0.0,0.0,0.0,0.0,0.0,13.209328070427176,14.460645059101768,0.0,0.0,0.0,0.0,0.0,27.49024528557561,331.69636847636724,0.0,0.0,0.0,0.0,0.0,407.35391703882834,10.495999968566808,0.0,0.0,0.0,0.0,0.0,68.80198977190017,110.28504541699911,0.0,0.0,0.0,0.0,0.0,195.8084811886034,163.55038403859464,0.0,0.0,0.0,0.0,0.0,364.27818596747295,168.31058735047986,0.0,0.0,0.0,0.0,0.0,79.50782025056257,319.16238810057786,0.0,0.0,0.0,0.0,0.0,351.81306382154594,334.962238701325,0.0,0.0,0.0,0.0,0.0,59.94365518112669,27.51789897758279,0.0,0.0,0.0,0.0,0.0,0.872259731735254,87.01085137498009,0.0,0.0,0.0,0.0,0.0,265.12786653086397,985.3277508074312,0.0,0.0,0.0,0.0,0.0,1374.056339064512,157.67658994780157,0.0,0.0,0.0,0.0,0.0,217.4352774511819,367.1861625053106,0.0,0.0,0.0,0.0,0.0,940.2564918329933,86.50455671699899,0.0,0.0,0.0,0.0,0.0,101.2696236332789
5,101.8513387611289,41.190113287753846,0.0,0.0,0.0,0.0,0.0,4.704569061753535,0.0,0.0,0.0,0.0,0.0,4.473292243656126,3.2873731363128,0.0,0.0,0.0,0.0,0.0,1.4688486060056192,20.894995839884345,0.0,0.0,0.0,0.0,0.0,8.769249943955941,5.653228526360819,0.0,0.0,0.0,0.0,0.0,9.139177078402373,412.5131168232895,0.0,0.0,0.0,0.0,0.0,261.39820112950486,16.100214520249104,0.0,0.0,0.0,0.0,0.0,5.519350415554259,156.0945609853939,0.0,0.0,0.0,0.0,0.0,76.25353301830131,69.10526436097129,0.0,0.0,0.0,0.0,0.0,50.0146995526452,160.0691643405088,0.0,0.0,0.0,0.0,0.0,20.208429623067982,404.2443935490977,0.0,0.0,0.0,0.0,0.0,285.38273358646217,329.2925064090464,0.0,0.0,0.0,0.0,0.0,12.192936878218466,33.313448603499594,0.0,0.0,0.0,0.0,0.0,5.927261956452579,80.08154591970481,0.0,0.0,0.0,0.0,0.0,35.295595034213754,495.94472518570353,0.0,0.0,0.0,0.0,0.0,662.515716383998,135.7438587808183,0.0,0.0,0.0,0.0,0.0,274.0004417454516,493.6768848635682,0.0,0.0,0.0,0.0,0.0,397.3212426109354,53.75637777578751,0.0,0.0,0.0,0.0,0.0,166.2719082620481
6,26.195170715853244,51.411877250340716,0.0,0.0,0.0,0.0,0.0,2.984316246483317,0.0,0.0,0.0,0.0,0.0,1.4848299072527393,6.087681460296619,0.0,0.0,0.0,0.0,0.0,0.5168276942908413,22.142880178465376,0.0,0.0,0.0,0.0,0.0,11.803043935349274,3.342451260621269,0.0,0.0,0.0,0.0,0.0,5.2984934142469795,474.51442462364633,0.0,0.0,0.0,0.0,0.0,79.33649764231946,10.401568569231525,0.0,0.0,0.0,0.0,0.0,6.474642730685761,157.64941854891453,0.0,0.0,0.0,0.0,0.0,82.4319805319459,92.12402316567588,0.0,0.0,0.0,0.0,0.0,28.82261359377962,137.71010098140422,0.0,0.0,0.0,0.0,0.0,11.762899367768798,397.3797245136771,0.0,0.0,0.0,0.0,0.0,332.1982270753552,266.01369499984366,0.0,0.0,0.0,0.0,0.0,70.13131461414956,26.296624901810173,0.0,0.0,0.0,0.0,0.0,65.48731543895876,77.6041545155122,0.0,0.0,0.0,0.0,0.0,45.80166824502303,203.5620370667104,0.0,0.0,0.0,0.0,0.0,257.2116184931084,136.03753119805748,0.0,0.0,0.0,0.0,0.0,192.8020333007425,771.6072840551932,0.0,0.0,0.0,0.0,0.0,128.83730853948663,52.31837259143336,0.0,0.0,0.0,0.0,0.0,95.78819304972681
7,79.84534585686072,36.42581295496403,0.0,0.0,0.0,0.0,0.0,5.6374697805456755,0.0,0.0,0.0,0.0,0.0,2.707771530932654,5.374481065470461,0.0,0.0,0.0,0.0,0.0,1.3312193436683282,15.764859448180768,0.0,0.0,0.0,0.0,0.0,7.200048064248289,2.593740295731485,0.0,0.0,0.0,0.0,0.0,0.5657714375469562,490.5294986876469,0.0,0.0,0.0,0.0,0.0,373.2345657916787,11.319256919569579,0.0,0.0,0.0,0.0,0.0,139.11415374779293,162.3501268783631,0.0,0.0,0.0,0.0,0.0,179.49524493823847,64.9853054416093,0.0,0.0,0.0,0.0,0.0,310.023887705585,121.37242316127181,0.0,0.0,0.0,0.0,0.0,109.11714061168927,311.6814994405969,0.0,0.0,0.0,0.0,0.0,203.42852986086692,272.66977461915275,0.0,0.0,0.0,0.0,0.0,70.84704576086926,21.453842107324995,0.0,0.0,0.0,0.0,0.0,26.122111115641328,73.65714221261189,0.0,0.0,0.0,0.0,0.0,119.81187416479922,119.12013875690255,0.0,0.0,0.0,0.0,0.0,215.9356502378186,73.3566000700929,0.0,0.0,0.0,0.0,0.0,144.7014602518189,509.70488314679443,0.0,0.0,0.0,0.0,0.0,284.10152076255054,52.43635781315976,0.0,0.0,0.0,0.0,0.0,138.54975626051493
8,109.605807909265,42.37897098190439,0.0,0.0,0.0,0.0,0.0,2.1167348966463546,0.0,0.0,0.0,0.0,0.0,0.03099082427073795,2.8395927835106165,0.0,0.0,0.0,0.0,0.0,1.502676960198197,17.411272245602685,0.0,0.0,0.0,0.0,0.0,7.177532531419107,2.228187667750807,0.0,0.0,0.0,0.0,0.0,0.3852368015114774,486.12914241384453,0.0,0.0,0.0,0.0,0.0,249.93162805111143,16.791720107145924,0.0,0.0,0.0,0.0,0.0,39.32830483260019,134.36540593794632,0.0,0.0,0.0,0.0,0.0,81.47381369095292,79.89009934660567,0.0,0.0,0.0,0.0,0.0,20.368413157290462,112.22979910910645,0.0,0.0,0.0,0.0,0.0,216.85118208482046,310.45462307748636,0.0,0.0,0.0,0.0,0.0,188.3503678051196,268.23348470157003,0.0,0.0,0.0,0.0,0.0,102.32416327624654,18.69433144968088,0.0,0.0,0.0,0.0,0.0,20.83974087777755,72.19893169326821,0.0,0.0,0.0,0.0,0.0,35.92963051132468,76.95559556787576,0.0,0.0,0.0,0.0,0.0,300.8549777062707,61.30259559032508,0.0,0.0,0.0,0.0,0.0,12.693368009203025,503.4980278181296,0.0,0.0,0.0,0.0,0.0,190.60665976882092,49.261709598750315,0.0,0.0,0.0,0.0,0.0,84.00193125050845
