,BIP,BIP,BIP,ADHD,ADHD,ADHD
48,5.211047797100935e-06,0.12485140999025404,81.25,0.3842075205980437,61.206896551724135,4.761164929075083e-05
49,3.460525459412054e-05,0.12516473574063255,81.25,0.39115925186395545,59.48275862068966,2.361890376924963e-05
50,6.339266037762203e-06,0.12561308797289877,81.25,0.38908538346828686,59.48275862068966,4.882607522838453e-05
51,6.302899059340875e-06,0.1259964448546872,81.25,0.39684178888420735,59.48275862068966,4.8967245565969334e-05
52,4.652252109076309e-06,0.12629019515839757,81.25,0.3894503926626635,59.48275862068966,3.668021700218293e-05
53,9.371627859833505e-06,0.12668219647392637,81.25,0.42680625689525026,59.48275862068966,1.8395862093419895e-05
54,1.6120050786636627e-05,0.12734526831654053,81.25,0.3918041264581253,60.3448275862069,1.8788378132488365e-05
55,4.490040731919813e-06,0.12753712351591398,81.25,0.40489356091213446,59.48275862068966,1.2691470809156017e-05
56,1.6752920765744345e-05,0.12795106042323204,81.25,0.4050550051070281,60.3448275862069,3.29106000137252e-05
57,6.907581237607262e-06,0.12838744061268512,81.25,0.42514305598525487,59.48275862068966,6.396169680604687e-05
58,2.0134050756556067e-05,0.12886628342548007,81.25,0.4162746769318643,59.48275862068966,1.6403924421995493e-05
59,8.685255697613533e-06,0.12935801597805785,81.25,0.42679692597793983,59.48275862068966,2.5291074734875547e-05
60,4.049046598894163e-06,0.1297233805665743,81.25,0.4226357734725723,59.48275862068966,1.4112119940654457e-05
61,4.086872399505665e-06,0.13001265725087452,81.25,0.41858125575344823,60.3448275862069,2.2478732735419707e-05
62,3.919641470189968e-06,0.1306488549747762,81.25,0.42650358255638204,60.3448275862069,3.31594521234119e-06
63,2.3947781605963978e-05,0.13094882613442796,81.25,0.4018187355124114,59.48275862068966,2.4640390471858827e-05
64,4.611006532264535e-06,0.1315411183829503,81.25,0.40939955293366453,59.48275862068966,2.0600557501389525e-05
65,9.163069049334684e-07,0.1319032995971845,81.25,0.4281690992662021,60.3448275862069,7.747859891881745e-06
66,1.0428337542033806e-05,0.1323410174375895,81.25,0.45432982002715666,60.3448275862069,5.637245407548367e-06
67,4.755402475881656e-06,0.13275394150877737,81.25,0.43055948396511945,60.3448275862069,1.2764087993245877e-05
68,1.746655718607797e-05,0.13325315425824852,81.25,0.4086230939988862,60.3448275862069,1.2260425921416098e-05
69,4.83305352959226e-06,0.1335244940520263,81.25,0.41788403885090697,60.3448275862069,1.5372492815162242e-05
70,2.0097928279451046e-05,0.13392890906067786,81.25,0.4310749689221832,60.3448275862069,2.251954504426506e-05
71,5.482899450419215e-06,0.13419431833574702,81.25,0.40975462574691146,59.48275862068966,2.0137120803941148e-05
72,4.748451870870876e-07,0.13485799407699067,81.25,0.4294782608231818,60.3448275862069,1.4157811664701315e-05
73,8.246299647566292e-06,0.13517990639682514,81.25,0.4378677972566701,60.3448275862069,3.410767608570463e-06
74,4.991653011638722e-06,0.13561818850283802,81.25,0.4308588256433206,60.3448275862069,1.589132529794996e-05
75,2.801743843177467e-06,0.1360834611173021,81.25,0.44343638650183326,60.3448275862069,7.40757741561697e-06
76,8.976576127679201e-06,0.13647090031698378,81.25,0.4406178097235792,60.3448275862069,1.1322524893088813e-05
77,7.606396721879732e-06,0.13681317671283616,81.25,0.4268717099415092,61.206896551724135,9.698667017432067e-06
78,1.0509690472917803e-05,0.13729689030144784,81.25,0.42346008299600835,61.206896551724135,4.625122417883162e-06
79,1.0916916774081173e-06,0.13777072176803948,81.25,0.42149802123468383,61.206896551724135,1.7630254982038822e-05
80,3.6828570915313304e-06,0.13815786656473622,81.25,0.434912406890229,60.3448275862069,1.685248105101e-05
81,5.4491337437170136e-06,0.1386040987053042,81.25,0.43519935010325156,60.3448275862069,3.6811516008179147e-06
82,3.829357161950206e-06,0.13888288284000502,81.25,0.45154713628174964,61.206896551724135,5.547755909823839e-06
83,1.5724049089120004e-06,0.13941135315951034,81.25,0.45272593366617425,60.3448275862069,6.781926326844588e-06
84,2.459200969406415e-07,0.13983346069037328,81.25,0.4409654649726709,60.3448275862069,1.228126247040923e-05
85,7.636357828880395e-07,0.14011583149459125,81.25,0.4688231180517437,60.3448275862069,1.2004196923126408e-06
86,3.961792366753629e-06,0.14060837504530102,81.25,0.4423769708550113,60.3448275862069,1.5564567783040394e-05
87,3.793663312579249e-06,0.14071908962478397,81.25,0.45320640574617577,60.3448275862069,1.447467184469547e-05
88,6.636358703957426e-06,0.14141168181201197,81.25,0.44256106415669433,60.3448275862069,6.392213576038236e-07
89,1.5381368542455542e-06,0.14157018172166752,81.25,0.46873692824713314,60.3448275862069,3.910762581229178e-06
90,3.207336091866647e-06,0.14196580365685374,81.25,0.436463479427429,60.3448275862069,6.602675321692953e-06
91,3.374865636228198e-06,0.14229481550697343,81.25,0.43677456141108295,60.3448275862069,5.351253255390907e-06
92,2.719766580540546e-09,0.1426688653926867,81.25,0.4543497197509886,60.3448275862069,7.536767107702809e-06
93,1.8741415334923567e-06,0.14300124994759614,81.25,0.4583569118824526,60.3448275862069,2.9918327776825994e-06
94,9.013239288898521e-07,0.14342258221842905,81.25,0.4544757244418044,60.3448275862069,4.127228096921321e-06
95,1.1306788908674624e-06,0.143753025532075,81.25,0.4441057399114191,60.3448275862069,3.469099327785868e-06
96,5.697043492839948e-06,0.14412354419872683,81.25,0.4612306486555865,60.3448275862069,2.6378475225882874e-06
97,1.074543001615093e-06,0.14458580682629163,81.25,0.45296233989109436,60.3448275862069,1.136449197476982e-05
98,2.249954968141151e-06,0.14482525689230205,81.25,0.45601585684736556,60.3448275862069,2.3569647991972498e-06
99,2.1931980482628827e-06,0.14524493333002658,81.25,0.4653574925597841,60.3448275862069,4.001790344659984e-06
