,DUP1q21_1,DUP1q21_1,DUP1q21_1,ADHD,ADHD,ADHD
,Loss/train,Loss/test,Accuracy/test,Loss/test,Accuracy/test,Loss/train
0,0.7151632561209209,0.08670549875610041,37.5,0.08757451871717355,64.65517241379311,0.7970801769134894
1,0.6930193882486865,0.08666358053164507,37.5,0.08207612700877266,65.51724137931035,0.44779840585770575
2,0.693274013047208,0.08664113285281147,50.0,0.0813625914601884,67.24137931034483,0.7535992063747663
3,0.6934881241082321,0.08658918646542782,50.0,0.08295018794702487,64.65517241379311,0.5314707695587865
4,0.6924349991936234,0.08679301157277826,62.5,0.0816544559220459,68.10344827586206,0.4971794786908174
5,0.785228434954555,0.08645315734652324,62.5,0.08062699552593616,68.96551724137932,0.7605216078186934
6,0.770449461450417,0.0868902039793824,37.5,0.0884802132500151,65.51724137931035,1.1049307209277623
7,0.8982630840569192,0.08776700790382681,62.5,0.08583524944554828,61.206896551724135,0.3310644785972144
8,0.681987014886014,0.1177964220947011,37.5,0.09806945242391427,65.51724137931035,1.0900573292571107
9,0.7141204432231542,0.0942142191283619,37.5,0.09371723854182451,60.3448275862069,0.1896938487237686
10,0.771315308039218,0.09543014248125736,37.5,0.09328006197228321,69.82758620689656,0.8439852059910764
11,0.6222468923047698,0.10728566140214758,37.5,0.10433231129121254,67.24137931034483,0.8373253927302067
12,0.6185470328016786,0.09458869249245692,37.5,0.10902805712759471,56.03448275862068,1.2663417689754566
13,0.6922983212489355,0.08203059410590888,25.0,0.09579041532414462,63.793103448275865,0.5900375541729305
14,0.6539413069192513,0.0855637317813383,50.0,0.11144975139135008,55.172413793103445,1.320938340681055
15,0.5753959991550686,0.09032526478197839,50.0,0.1303597872783754,62.93103448275862,0.11445945410861981
16,0.8693881899998419,0.0751709277774289,50.0,0.14711253387831016,67.24137931034483,0.03079167962047314
17,0.6420391569957199,0.078260705694953,50.0,0.10390499011825154,60.3448275862069,0.5573322740788645
18,0.9826678811495221,0.09050991931733207,50.0,0.12927548427846125,56.03448275862068,0.4336511424432873
19,0.6903241955817844,0.07884541396026623,50.0,0.12258183705510013,56.03448275862068,0.1269929526382866
20,0.7573207440983758,0.09202337004938888,50.0,0.11501173905905358,56.896551724137936,0.03738512185996287
21,0.5322389527302248,0.09405487636386627,50.0,0.17029025668907855,58.620689655172406,0.617847762961661
22,0.6298664894426556,0.08693694113244985,50.0,0.17667246747747525,59.48275862068966,0.016681533849048608
23,0.4526911282842181,0.10880484218180203,50.0,0.2336304249533607,63.793103448275865,0.9606108142736325
