,DEL1q21_1,DEL1q21_1,DEL1q21_1,ADHD,ADHD,ADHD
,Loss/train,Loss/test,Accuracy/test,Loss/test,Accuracy/test,Loss/train
0,2.5653713562375566,0.22698210335708477,50.0,0.09907767204808464,44.34782608695652,0.7283955967793831
1,0.43358034304476495,0.10924808100616043,90.0,0.10370748904498124,51.30434782608696,0.624337018060418
2,0.20667270053741957,0.07429400999902894,70.0,0.10912393406894368,45.21739130434783,0.7848167424130621
3,0.10944825765418595,0.028295995372809857,100.0,0.13793301330694194,49.56521739130435,0.1485379164876655
4,0.027623325458078406,0.04131797386519909,90.0,0.17104999236799048,41.73913043478261,1.0713401834289686
5,0.00696582785801982,0.030363792883400208,90.0,0.1801734611723122,53.91304347826087,0.6801562575745435
6,0.030373432167993573,0.07508950858660664,90.0,0.18771877476838592,47.82608695652174,0.11769389900040875
7,0.005033257157696343,0.018986959261004254,90.0,0.2497147762596224,44.34782608695652,0.662856149959477
8,0.003371898719249567,0.03200139578052405,90.0,0.2746058884413687,51.30434782608696,0.15185111157918932
9,0.0012865694337496167,0.020594180117861804,90.0,0.2729678056424343,50.43478260869565,0.12788010079877907
10,0.0032430402551200184,0.03767549998325004,90.0,0.33760640316013457,53.04347826086957,0.04301163514681657
11,0.0005705994237376275,0.029364867636301743,90.0,0.3135876035139732,56.52173913043478,0.012910165945059277
12,0.00025073114115906525,0.021898804362618162,90.0,0.35863844778968335,53.91304347826087,0.007299832136207221
13,0.0001639403427279239,0.03497531349974956,90.0,0.47606671564204034,55.65217391304348,0.011391376999549292
14,0.0008258522079016606,0.020774170187322832,90.0,0.42541206141658955,59.130434782608695,7.930904784897855e-05
15,0.0003669789980977803,0.020943499101690924,90.0,0.4313268495917072,56.52173913043478,0.00010350405694025133
16,0.00023902956520322993,0.08970447057543489,90.0,0.4309734663398579,60.0,4.70175167093561e-05
17,0.00024971721534949263,0.023607331360840686,90.0,0.43515136585221187,59.130434782608695,8.292281782619663e-05
18,0.00019838472439837073,0.018565690180422846,90.0,0.45066925994363966,59.130434782608695,0.000241937596758382
19,0.00017015136992905248,0.019253877955873674,90.0,0.45459217663275653,59.130434782608695,5.763572117874846e-05
20,0.00010904815583515221,0.01903395640141538,90.0,0.4762875459327955,58.26086956521739,0.0003454060787517452
21,0.0001576347368752125,0.021318223652316188,90.0,0.47471218294880996,58.26086956521739,1.8913038164711863e-05
22,0.00024753292234934687,0.020496168782241277,90.0,0.46981881404589665,58.26086956521739,0.00047270892577746745
23,0.00010821208541013991,0.018674069191861688,90.0,0.4695312201944298,58.26086956521739,0.0001668525902505786
24,0.00011277898021171274,0.018158499558297923,90.0,0.5047156646887485,58.26086956521739,0.00036401509778578465
25,0.00013273153763810531,0.022345656567774014,90.0,0.48662082274059704,57.391304347826086,0.00015786297390007738
26,0.000128288597269183,0.06420725797667934,90.0,0.47482387335143156,57.391304347826086,0.00026261912281627783
27,7.08087331890876e-05,0.06267995142582125,90.0,0.49468583861056353,58.26086956521739,0.00016445868106382513
28,8.192990031766086e-05,0.02212944502213519,90.0,0.48099613675422054,57.391304347826086,5.7995659934908684e-05
29,0.00014886560609355255,0.017560774704080243,90.0,0.487995698118221,57.391304347826086,1.4344344807251983e-05
30,5.293630640136923e-05,0.0623584891018482,90.0,0.541581065845644,57.391304347826086,0.00011659109024964376
31,7.684109750244806e-05,0.024454746936232,90.0,0.48811537361271695,57.391304347826086,5.276290395793507e-05
32,9.996515360178947e-05,0.017971149809796434,90.0,0.49507487764821856,57.391304347826086,0.0001897066158129862
33,7.484705880738054e-05,0.01763899085593577,90.0,0.5290168252276071,58.26086956521739,8.243765766798421e-05
34,5.612918904581301e-05,0.01812401397535844,90.0,0.49776446875846686,57.391304347826086,7.391297334629765e-05
35,3.237500663611465e-05,0.06266434272672297,90.0,0.5599361290497513,57.391304347826086,0.00019016015894665858
36,2.1428909459364523e-05,0.021916345687338107,90.0,0.49733949760590235,57.391304347826086,2.2286417450404237e-05
37,6.846027561716664e-05,0.06336677202637046,90.0,0.5247635799880748,57.391304347826086,2.1551379210317028e-05
38,5.639029532960659e-05,0.06687979661515513,90.0,0.504595643070865,57.391304347826086,0.00010966302942070697
39,4.0762064316084367e-05,0.021854766809342178,90.0,0.5015068939808769,57.391304347826086,7.514316050537163e-05
40,4.990793871615033e-05,0.06415902646204572,90.0,0.5287770837467631,57.391304347826086,5.2480831357515055e-05
41,2.85452597886586e-05,0.01756218437489127,90.0,0.5069911796917508,57.391304347826086,0.00016295623631282433
42,6.975575484172039e-05,0.021824995936709304,90.0,0.5328005101718036,57.391304347826086,8.25939456046835e-05
43,6.341720146230198e-05,0.06704285678670255,90.0,0.5202968280911148,55.65217391304348,4.919112733829676e-05
44,4.1425064582387856e-05,0.06210554654221926,90.0,0.5161948491741146,57.391304347826086,5.649653532908265e-05
45,6.300012195519716e-05,0.06691121092682586,90.0,0.5212893416731971,57.391304347826086,3.18219646069455e-05
46,3.061200202433943e-05,0.017350837582615,90.0,0.5291362662086541,57.391304347826086,1.2088899305210971e-05
47,3.222622584432082e-05,0.01732455738703888,90.0,0.5544209596254855,57.391304347826086,4.146148851265625e-05
48,6.78108253503359e-05,0.061720838066668546,90.0,0.5317305380477014,57.391304347826086,4.448530968120554e-05
49,2.8232859563521472e-05,0.01913200044670995,90.0,0.5250371580966174,57.391304347826086,0.00014414188545457314
50,5.684182171094857e-05,0.06256071514921943,90.0,0.5435042172333397,57.391304347826086,5.955706489050354e-05
51,2.6910101343947667e-05,0.06439669503573779,90.0,0.5320350360390084,57.391304347826086,5.628803583199889e-05
52,3.359341379049597e-05,0.017466474728078007,90.0,0.5510190287770268,57.391304347826086,3.291054023666976e-05
53,5.2226175272127606e-05,0.06153025834189287,90.0,0.551052131877218,57.391304347826086,8.711435742570769e-05
54,4.293762895200993e-05,0.01898011793586404,90.0,0.5428514483060711,57.391304347826086,4.238874274200567e-05
55,4.243205551322617e-05,0.062173206561310236,90.0,0.5384787148526026,57.391304347826086,2.056759631449192e-06
