,DUP1q21_1,DUP1q21_1,DUP1q21_1,SZ,SZ,SZ,ASD,ASD,ASD,BIP,BIP,BIP,DEL22q11_2,DEL22q11_2,DEL22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DEL1q21_1,DEL1q21_1,DEL1q21_1
,Loss/train,Loss/test,Accuracy/test,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train
0,0.7008980764258168,0.10336194240110369,37.5,0.08647782519857425,50.0,0.6931058719515354,0.087991868183919,53.43915343915344,0.6914094768629028,0.08508875581418125,68.75,0.6886484925406509,0.16516999890486708,61.111111111111114,0.7740628627423403,0.15882589199299924,22.22222222222222,0.6900925743232756,0.10675261795900057,46.15384615384615,0.6940719907552948,0.0989022047902194,57.14285714285714,0.6955064161225873,0.1387920981199175,40.0,0.6891097910498056
1,0.6948165112586168,0.08779323044469224,37.5,0.08603622481207211,50.0,0.7230727674021197,0.08793711309573651,52.910052910052904,0.6932473912709756,0.08570012844081462,68.75,0.6084076769858671,0.11567579342070977,38.88888888888889,0.6902943130506392,0.15764342805934925,22.22222222222222,0.6910671491664635,0.1091554695206344,46.15384615384615,0.6730846045023986,0.0987833449916619,57.14285714285714,0.6944705671280976,0.14464136948443845,40.0,0.6837835476561707
2,0.6620018270238198,0.08999112791843507,37.5,0.08481181553893469,57.03125,0.6919702565017362,0.08802310447499184,48.148148148148145,0.6910374731257589,0.08173610450063334,68.75,0.47810103749538857,0.11525350066228343,44.44444444444444,0.6863563403110394,0.14991496435949456,77.77777777777779,0.7790157690475111,0.10745417595988192,46.15384615384615,0.679954400100839,0.0989609495374324,57.14285714285714,0.6930915793010137,0.27224172600005436,60.0,7.749509274259964
3,0.6134804954731209,0.7196014233535031,37.5,0.0857224621102767,50.0,0.7094198041905245,0.08822785271314572,47.08994708994709,0.6798213183897948,0.07993426814943405,68.75,0.594246376711052,0.11802235440760467,38.88888888888889,0.6809896458022776,0.1545585566110421,22.22222222222222,0.7267601599603838,0.10747522267234642,46.15384615384615,0.6740170442345951,0.09893204235725224,57.14285714285714,0.6919001489808522,0.139672660754189,40.0,0.6920132863335436
4,0.7647172390134559,0.08648264968573595,62.5,0.08169649561812047,61.71875,0.7253344827536958,0.08822510416508726,47.08994708994709,0.6885186291761887,0.07888871988842774,68.75,0.6526363713650085,0.12471445506649112,61.111111111111114,1.0957327438267,0.15941479332543468,22.22222222222222,0.6869541711486059,0.10719436723250754,46.15384615384615,0.6999802420553182,0.09878237121107548,57.14285714285714,0.6893149021406482,0.14014444982095817,40.0,0.6881895820181233
5,0.6941222757995297,0.0873646690544849,37.5,0.08625426643261705,66.40625,0.49131903521806713,0.08818452028426073,47.08994708994709,0.672807842492718,0.07695343153282423,68.75,0.48705472338622907,0.12759921760684875,61.111111111111114,0.5883958741503259,0.15405827649441883,66.66666666666666,0.6447838695674287,0.10651352441772372,69.23076923076923,0.6942743747178235,0.09903121429873152,50.0,0.6991079340978615,0.15649509138749731,40.0,0.6833524564687903
6,0.6867584621313161,0.0882557890987816,37.5,0.2214883801291124,54.6875,0.962710783935472,0.08803353405215257,47.08994708994709,0.7036125178616988,0.07945402916527777,68.75,0.5748212976210441,0.11214910305324957,61.111111111111114,0.6506933877636824,0.15405729873509327,22.22222222222222,0.701619311142983,0.10665743867048594,61.53846153846154,0.6945822185366487,0.09892467507866483,50.0,0.6997480380953884,0.14057652396149814,40.0,0.7080023216637883
7,0.6846543989308773,0.08944333555893534,37.5,0.100807502756908,57.03125,0.5885541267762877,0.08797888430262742,47.08994708994709,0.7283575652580472,0.07589244604332115,68.75,0.3571484997608977,0.0855047219484888,77.77777777777779,0.8713961074053559,0.16185707792101914,22.22222222222222,0.6796751363687582,0.3326949002987536,61.53846153846154,4.5339728059257585,0.09857128015516772,57.14285714285714,0.6979699164263173,0.1407350104528448,40.0,0.6960729127428663
8,0.8220254435213348,0.08590262759936973,75.0,0.17308082429752397,54.6875,0.8456289587362767,0.08771081565905257,55.55555555555556,0.7023127599352639,0.08167335361627018,68.75,0.24259519440204946,0.2335004858206431,44.44444444444444,0.22756565541778961,0.16418543207258915,22.22222222222222,0.7196875706132868,0.10671843960889295,61.53846153846154,0.6885486798460049,0.09777178090862224,57.14285714285714,0.710774010328488,0.14229598292683673,40.0,0.6812803331367742
9,0.6773963224766438,0.08924761794142308,37.5,0.07405155766855832,67.1875,0.44154670631380505,0.08686367898557232,57.14285714285714,0.6917111380620987,0.0795385812110534,68.75,0.11776725638334547,0.1449344256365104,61.111111111111114,0.24860801196636556,0.16086016849493337,22.22222222222222,0.7340912806824806,0.10767057834612317,61.53846153846154,0.673225247027719,0.09809136624887681,57.14285714285714,0.7020981235862004,0.1434429655963702,40.0,0.6695899844200172
10,0.6099303708463242,0.09294780133129744,37.5,0.0815289854320389,66.40625,0.2353718288542838,0.08348218182922908,57.14285714285714,0.6312384208950803,0.0739486091054766,71.875,0.40308388177227217,0.28959748491207726,44.44444444444444,0.0015606399747549878,0.2093964175873109,22.22222222222222,0.6472025276273551,0.10675274763876774,46.15384615384615,0.45370265428552753,1.4415915273054776,57.14285714285714,0.6132163625087926,0.14850864986968842,40.0,0.6796921370500173
11,0.6252721279696326,0.08782038422067062,37.5,0.09887370118139088,69.53125,0.19971293647022872,0.08578789671746763,57.14285714285714,0.6380507829107926,0.07822222446409574,71.875,1.3024710980777885,0.18653213167798244,72.22222222222221,0.010113182046765534,0.16393376502621915,22.22222222222222,0.9254311514228647,0.5477930586429778,46.15384615384615,1.2046498027490755,0.7731898175532288,42.857142857142854,0.31976267871280833,0.14936569341750766,40.0,0.7403965436753587
12,0.5580611261716818,0.08932395064810128,37.5,0.10399700263968076,71.09375,1.2040541969734382,0.08697563178190387,63.49206349206349,0.35397172363974466,0.07019887208734671,71.875,0.597500069148021,0.16056553060121095,66.66666666666666,1.8893817112547457,0.16577031094184294,22.22222222222222,0.6833120385961098,0.10622027105742086,46.15384615384615,1.607684547167435,0.30634855964039914,57.14285714285714,0.4378863376159,0.14631898060852663,40.0,0.7855447766982426
13,41.70979897121719,0.7630912506506752,62.5,0.12696077053724242,65.625,0.04595509670415281,0.14747519836442288,54.4973544973545,0.4172492164500082,0.07623155073952104,71.875,0.2918516250769589,0.2746662166693972,61.111111111111114,0.6691247333637904,0.15305508557005568,22.22222222222222,0.7164419863306891,0.10518784671619041,53.84615384615385,0.6540639764754025,0.14128645389467695,64.28571428571429,1.3791783262149107,0.15903646464099852,40.0,0.6302701438477346
14,0.6579878394286666,0.08482881468827562,50.0,0.07581828461491662,75.0,0.42229469008459697,0.09327084259341535,58.730158730158735,0.8283018981011335,0.45109168385690873,62.5,0.5030268133481274,0.09825852562189041,61.111111111111114,0.9652432614569822,0.156125495229337,22.22222222222222,0.7357508470327542,0.2055677684987644,61.53846153846154,0.23714568413417036,0.31586436786344146,57.14285714285714,0.11950661618910442,0.21821212654937563,40.0,0.5774764753864625
15,2.9030285092358135,0.1941838907763918,37.5,0.11770254596323038,67.1875,0.009886357422303737,0.08282519859021689,65.07936507936508,0.2613261730037606,0.07645981993578184,75.0,0.13509188245120876,0.21667393272585278,66.66666666666666,0.26720731412881704,0.18205512813365093,22.22222222222222,0.6445202796651596,1.0949375677336441,46.15384615384615,0.1609137420727401,0.29223237809195945,57.14285714285714,0.1276332180718163,0.16253624500517772,20.0,0.618074519644747
16,1.163163583412919,0.08145648319911283,50.0,0.10960579897917215,67.96875,2.692609002033988,0.09804823161202005,58.730158730158735,0.10401172276007181,0.07364950613129012,65.625,0.19234845291309674,0.6129205897030489,61.111111111111114,1.4841654790228436,0.15435642964843538,22.22222222222222,0.6187484699677882,0.1021840872931378,53.84615384615385,0.30787600637934637,0.22048068100505733,57.14285714285714,0.6036953659238862,0.14669106629975065,40.0,5.902535002649822
17,0.3454662980130612,0.19736332592982625,75.0,0.08611304652116727,68.75,0.15513881670454036,0.08593103747161374,59.78835978835979,0.7522685022342446,0.08999238928487623,65.625,0.5277938930345335,0.16377524215448366,72.22222222222221,0.19428579271946794,1.0034199021720245,22.22222222222222,0.6076438603540204,1.095764793161037,46.15384615384615,0.12168388930152546,0.1534955637046704,57.14285714285714,0.012885420788495382,0.33767931561099357,40.0,0.9876597153899891
18,0.540957090536875,0.08315728459508658,37.5,0.17318936645576197,58.59375,0.28870970812235014,0.10756321176448232,59.78835978835979,0.3171820222330402,0.06135290993558689,71.875,0.6430131436879929,0.1420578865385903,72.22222222222221,0.00039772083523604754,0.14481259806276592,66.66666666666666,0.716834448036896,0.11781096835291449,53.84615384615385,0.41732223697993476,0.2039965898015696,57.14285714285714,0.11380048674187032,0.3318128866088933,40.0,2.533156342685527
19,0.472638101929083,0.43391903763273454,37.5,0.09955945308021888,71.09375,0.12346022076851283,0.08253933851540368,62.96296296296296,0.19079230407088651,0.17211909402329467,71.875,2.0865301817221735,0.18297694297997538,77.77777777777779,0.0005157363222680806,0.1819113603229048,22.22222222222222,0.8288333829376237,0.22319652722542732,53.84615384615385,0.06688574025695468,0.1851205084370893,78.57142857142857,0.05218550682049587,0.18800397869709923,70.0,7.0174787948870865
20,1.6066368246548193,0.08720628406505455,37.5,0.0926002105185712,72.65625,0.13679168193734564,0.11370939298654589,52.910052910052904,0.25701143081019046,0.3731212518642568,71.875,0.498010015373371,0.19520903045375207,77.77777777777779,6.627794995002935e-05,0.18636491780421938,22.22222222222222,0.6578436075820222,0.21795880495458297,76.92307692307693,0.020675391956190958,0.16558867834944305,57.14285714285714,0.9608162716047337,0.7236098222274261,30.0,1.3745384867653159
21,2.017882845114629,0.08507415366552012,62.5,0.08411842075603397,72.65625,0.13219618197293123,0.09777935032284445,58.201058201058196,0.2548730432993258,0.1088768000556535,68.75,2.1450413548431975,0.20627126913166127,77.77777777777779,7.628474952445772e-05,0.20439201659609735,22.22222222222222,0.5737708741313395,0.0932837813361663,69.23076923076923,5.528651590620928,0.2244929190888962,57.14285714285714,0.002998194494663671,0.3924655565141865,70.0,0.10145051037868252
22,1.1490276118179545,0.08505716857648728,62.5,0.07644779856672355,73.4375,0.05346719284823614,0.10332174648066413,65.60846560846561,1.3154373502197223,0.1233735718299619,75.0,0.00795156374324339,0.3269003995917063,77.77777777777779,0.00021714490739622243,0.6048597591559008,66.66666666666666,0.4810636083287118,0.21217244148510211,69.23076923076923,0.0006028600198670387,0.24547247838356312,50.0,0.0004172404341106039,0.1408563683766278,20.0,0.5890384072471994
23,0.103746932437846,0.07153088136812076,50.0,0.1683933361222785,68.75,0.0012842092881714408,0.11068186045604705,60.84656084656085,0.7003030964153527,0.09050591361770968,71.875,3.8812875763534264e-07,0.3540629572749392,77.77777777777779,7.043835621348902e-05,0.1584456043016705,33.33333333333333,0.64366903815431,0.11102403169059603,61.53846153846154,0.027614211150797218,0.34243092720661317,57.14285714285714,0.00012917716008308255,0.2274562471288532,40.0,0.3037252369074617
24,0.4042445969643775,0.25338598361064585,37.5,0.09871213035468944,75.0,0.12257861645379386,0.10014314576720446,58.730158730158735,0.2753279992186551,0.08009736271646979,75.0,0.5259468050947071,0.42357227109042866,77.77777777777779,4.1281373882459565e-05,0.29550427245385996,22.22222222222222,1.391684731396689,0.2346395205428127,61.53846153846154,1.806421526368209,0.3212127873858316,57.14285714285714,2.2841631168537083e-05,0.3653202869597366,70.0,0.05308916770311031
25,0.38545042041744565,0.07252497309110276,37.5,0.16300656440088415,67.1875,0.23397906943090474,0.1131060561421109,62.43386243386243,0.12769489519537164,0.10179082990123048,71.875,0.18389556055763404,0.22302160279010141,77.77777777777779,2.926544102801257e-05,1.8809330433059581,77.77777777777779,0.38991208563150637,0.5317697294304664,61.53846153846154,0.002471050318299033,0.3555147363736368,57.14285714285714,0.00016326380601434403,2.85896090104412,40.0,0.0643926019265839
26,0.10745299900088623,0.05798649125691896,50.0,0.25699781652350007,63.28125,0.05685458441846495,0.11977672417476885,62.43386243386243,0.004806180028145646,0.2982496533193406,62.5,0.001988413858935971,0.2244286794924965,77.77777777777779,2.1184363689335935e-06,0.3376684167059354,22.22222222222222,0.29066840322146065,0.23552739105410375,61.53846153846154,0.8672378963707924,0.34838402085036474,57.14285714285714,4.3656400759698745e-05,0.249469241004534,70.0,0.02382876679948866
27,4.262595046419627,0.0672537654784758,62.5,0.1424547689654851,72.65625,0.01237180276017917,0.1651240391195247,56.613756613756614,0.03551026300991542,0.09610964202169663,65.625,0.1619277314705102,0.2244179788912629,77.77777777777779,2.0595011639773582e-05,0.5546007859523203,55.55555555555556,3.129491043705548,0.16509033198183973,76.92307692307693,0.005075331349529139,0.3327765475182741,50.0,1.9928593577101685e-05,0.1896455876629897,50.0,0.005900347554112126
28,0.4581973262890198,0.23278984335474592,62.5,0.18196425451702541,67.1875,0.004428569990518455,0.13190985210046152,62.96296296296296,0.1192507595785696,0.15271720206136147,81.25,0.03180497122558351,0.22972339961844007,77.77777777777779,1.8164254901583465e-06,2.9268719453612926,22.22222222222222,0.2377418423028931,0.16184920990687438,76.92307692307693,0.0024804056481378157,0.3132441513511805,57.14285714285714,2.6051500540308124e-05,0.13920911245721976,60.0,2.433585282262378
29,0.2509333096427284,0.2247293980171564,37.5,0.17157008668149076,72.65625,1.788639461944963,0.1474409593464718,56.08465608465608,1.5756593692711605,0.14173460357369858,71.875,0.0019982330682421527,0.4031240717209402,72.22222222222221,2.0595284859556708e-05,1.0844772542996668,44.44444444444444,0.22130851836736956,0.3316986151444655,61.53846153846154,0.1384533007049331,0.34446143612409524,50.0,3.958963625123014e-06,0.8961151417820187,40.0,1.127648704264278
30,0.7617882077630947,0.27070637249573015,75.0,0.17358737731810558,70.3125,0.2560084860494701,0.1870976235770803,63.49206349206349,0.05904309251680659,0.1453868031918363,75.0,0.0010519061130132745,0.3641021774488988,72.22222222222221,6.33062036584229e-05,0.6240611073291675,44.44444444444444,1.3069370655510448,0.1696353506671358,84.61538461538461,8.818388736233397e-05,0.38125243544754894,50.0,4.819196085250171e-06,0.6680967157957782,50.0,0.000206365830006709
