,DEL16p11_2,DEL16p11_2,DEL16p11_2
,Loss/train,Loss/test,Accuracy/test
0,0.6875890756778725,0.10675803599717207,46.15384615384615
1,0.6724202969527076,0.10673214025720738,46.15384615384615
2,0.6946762881928453,0.10545294178199044,46.15384615384615
3,0.5944792504584684,0.10472357882802333,46.15384615384615
4,0.7243195260959485,0.10004910567099029,76.92307692307693
5,0.5617906354888704,0.09587649040687385,76.92307692307693
6,0.3903489851185755,0.08302862561838611,61.53846153846154
7,0.23740632146393637,0.10911226538078288,53.84615384615385
8,0.33646755235198245,0.07994536498503338,69.23076923076923
9,0.3066546584563447,0.06956765584416603,69.23076923076923
10,0.06964099344585196,0.07712249155290077,76.92307692307693
11,0.1810364079828106,0.08394686044367622,84.61538461538461
12,0.005336487665810956,0.06730560852031107,76.92307692307693
13,0.0006007146616143155,0.07567546941794791,76.92307692307693
14,0.0009758131328860154,0.14696674391534542,84.61538461538461
15,0.0012652502881950857,0.09057209941567336,69.23076923076923
16,3.2306025423970416e-05,0.1369388178440123,84.61538461538461
17,0.012029676659490141,0.09348796045213831,76.92307692307693
18,0.0012854338533121723,0.14399228375153103,84.61538461538461
19,0.00012419800192806267,0.06553190797117955,76.92307692307693
20,8.62203654763377e-05,0.17392426795732205,84.61538461538461
21,0.00043476541600151095,0.0797936198829302,76.92307692307693
22,0.00016866816080828747,0.07650061631035864,92.3076923076923
23,0.00012190108535279818,0.11313684552995672,69.23076923076923
24,0.00026411371004953014,0.11840343789938536,84.61538461538461
25,0.0006743895403190954,0.10047200430853061,84.61538461538461
26,0.0011746827130673743,0.09880384974021969,84.61538461538461
27,0.000189895915493569,0.0781133984655992,92.3076923076923
28,2.948881744344048e-05,0.12348196386709588,76.92307692307693
29,0.0002231583891354332,0.12451727237103588,76.92307692307693
30,0.0002455753828679098,0.09725040813082056,76.92307692307693
31,0.00013126252873476663,0.09791160444926339,76.92307692307693
32,7.375709122255308e-05,0.08950131725015804,84.61538461538461
33,6.095322230307672e-05,0.085013936035157,84.61538461538461
34,2.3323288385928387e-06,0.09005095664718873,84.61538461538461
35,1.141670377762261e-05,0.13279279546725936,92.3076923076923
36,2.0720405820528442e-05,0.08520369233254924,92.3076923076923
37,3.423808754143228e-07,0.13130636104175744,92.3076923076923
38,1.1666947835299327e-05,0.08728626830659356,92.3076923076923
39,8.423663150206391e-05,0.08569315406002412,92.3076923076923
40,4.64536920498409e-05,0.08621263309929969,92.3076923076923
41,1.0987258985359468e-05,0.08665843982373506,92.3076923076923
42,5.462896301784177e-05,0.08762534824604327,92.3076923076923
43,3.0202441224863195e-05,0.08919123686467723,92.3076923076923
44,5.418606051858332e-05,0.1401148175502074,92.3076923076923
45,5.15776860520999e-07,0.14111914018922714,92.3076923076923
46,5.749306305195584e-07,0.090086682835315,92.3076923076923
47,3.700813314287787e-05,0.14202119388967016,92.3076923076923
48,4.994634127770991e-07,0.09106194942562454,92.3076923076923
49,2.521976608275604e-06,0.14279125280353644,92.3076923076923
50,5.024352007727289e-06,0.09245187571645164,92.3076923076923
51,2.7515497633114715e-05,0.09331439575136358,92.3076923076923
52,2.8790512542628142e-05,0.09172219048276542,92.3076923076923
53,2.8175407463547055e-05,0.09368927776959929,92.3076923076923
54,4.537680594643008e-05,0.09323848890338092,92.3076923076923
55,2.294734216892001e-05,0.09281485439030358,92.3076923076923
56,1.4344472969437123e-05,0.09548681992723353,92.3076923076923
57,4.02422935357516e-06,0.09571791047505783,92.3076923076923
58,3.1767606866898345e-07,0.14790616295654607,92.3076923076923
59,1.7235235729857628e-05,0.1501066061926091,92.3076923076923
60,1.4838064937762274e-05,0.14871070801378924,92.3076923076923
61,1.5737578563912543e-05,0.09743100809316417,92.3076923076923
62,3.122441771895956e-06,0.0975111860642606,92.3076923076923
63,2.470127293042745e-06,0.15175622738750144,92.3076923076923
64,2.813077216419569e-07,0.09709284814224009,92.3076923076923
65,5.403952685885766e-06,0.15428008552864655,92.3076923076923
66,1.5736578002871902e-06,0.15245732706463772,92.3076923076923
67,5.1976677464024464e-06,0.09720045572479538,92.3076923076923
68,1.583098080340669e-06,0.09709276896074244,92.3076923076923
69,2.7055086529607452e-06,0.09679111984570964,92.3076923076923
70,9.53831973485536e-07,0.09808205650560062,92.3076923076923
71,3.2997600417774593e-06,0.1538163689924802,92.3076923076923
72,2.032715241993226e-07,0.09627669913525813,92.3076923076923
73,1.898742316099487e-07,0.09697834560897203,92.3076923076923
74,6.1996029652340635e-06,0.1531493034449542,92.3076923076923
75,3.2344890692937533e-06,0.09802462805531002,92.3076923076923
76,1.3267055929104743e-05,0.15374431070612984,92.3076923076923
77,3.6692723803900882e-06,0.09589388431818201,92.3076923076923
78,2.09833232453772e-06,0.09753955987088768,92.3076923076923
79,3.1864580843297943e-06,0.0964744015630888,92.3076923076923
80,1.622276973618423e-06,0.09667436807160931,92.3076923076923
81,1.485038064387677e-06,0.09674991037330907,92.3076923076923
82,2.161301967808311e-06,0.09768773670427375,92.3076923076923
83,1.5589171268492593e-06,0.1511981908915975,92.3076923076923
84,1.1265097014674953e-07,0.1506390275344154,92.3076923076923
85,2.2958504666114235e-06,0.09784788245347135,92.3076923076923
86,1.6672787515275427e-06,0.09609749948713679,92.3076923076923
87,3.947410101250575e-07,0.09788157166843267,92.3076923076923
88,4.847080039607207e-06,0.14984833158382507,92.3076923076923
89,5.024596073970535e-07,0.0960475015649714,92.3076923076923
90,3.167667750830892e-06,0.09523687902742423,92.3076923076923
91,1.9330895847030994e-07,0.0961042136945007,92.3076923076923
92,4.7744774535951775e-08,0.09550665721951702,92.3076923076923
93,1.586272676420312e-06,0.1516588708917225,92.3076923076923
94,1.7788591788145246e-06,0.09786416237905624,92.3076923076923
95,3.820651185257035e-06,0.09562404596604936,92.3076923076923
96,2.0367664024925217e-06,0.09774116468240085,92.3076923076923
97,2.359249722722495e-06,0.09596483405249848,92.3076923076923
98,1.6641976844421639e-06,0.1511344648851127,92.3076923076923
99,1.2202569286674594e-06,0.14912921751057323,92.3076923076923
