,HSJ,HSJ,HSJ
,Loss/train,Loss/test,Accuracy/test
0,0.42793738404810355,0.12782418119921832,37.5
1,0.29698279535860156,0.1249795737044952,37.5
2,0.5466646423567987,0.10264162977196932,37.5
3,0.5786966059164049,0.13523181076425497,37.5
4,0.6414009630300036,0.15850748268094725,37.5
5,0.46161933673510575,0.14322994595087415,37.5
6,0.2982643368379692,0.200558593101394,37.5
7,0.759750611041245,0.29294440085100176,37.5
8,0.39589695382089235,0.1882540944297732,12.5
9,0.4132019900225515,0.22717147380128197,37.5
10,0.33983246841919224,0.27328593640053334,37.5
11,0.521833937726855,0.23999065241492262,25.0
12,0.20509007210687136,0.20232706488960472,25.0
13,0.13129932618194598,0.3193407271119584,25.0
14,0.0559747454888195,0.26856522528516846,25.0
15,0.030262688269674803,0.35239297186718543,25.0
16,1.2410303057917644,0.5470250813715322,37.5
17,0.02351494206606427,0.2773057803939356,25.0
18,0.062292417523149755,0.322396258172539,25.0
19,0.1742255729534848,0.47173415305392197,12.5
20,0.007941220140312122,0.375263262425366,25.0
21,0.0242553065755161,0.504488344395958,12.5
22,0.0026441715161403022,0.3821038672820215,25.0
23,0.1229036905668696,0.4474907625779167,25.0
24,0.033752488872801904,0.5526915154685197,12.5
25,0.004040736121646955,0.4550848521987051,25.0
26,0.0008183227454416949,0.5532062637137711,12.5
27,0.0014984322172958396,0.6128891006331506,12.5
28,0.0003385773347719737,0.6300398462169158,12.5
29,0.0009079693963529752,0.6211232686078868,12.5
30,0.0003748364540665711,0.6009424027125069,12.5
31,0.0008909175264155107,0.5990922000242217,25.0
32,0.0005091319213458134,0.6129940542849861,12.5
33,0.0002921871586320165,0.634084192220973,12.5
34,0.000350523350310257,0.6529172117119515,12.5
35,0.0004472918092477993,0.6644842952010953,12.5
36,9.761365926849531e-05,0.6704309246426531,12.5
37,0.0002233232088809801,0.6713886386358345,12.5
38,0.00018602776826210716,0.6699279837157319,12.5
39,0.0002582261760701102,0.6705608441807314,12.5
40,0.00012505977525685132,0.672373957803433,12.5
41,0.0002054307462235124,0.6759722649980195,12.5
42,0.00016304791652332215,0.6803184477903016,12.5
43,6.311773052242699e-05,0.6861728048459871,12.5
44,0.00032852929580238973,0.691518967915118,12.5
45,0.00017087422858420417,0.693943045096701,12.5
46,0.00018567924784372784,0.6945477166235434,12.5
47,0.00019078917475230265,0.6941057173010546,12.5
48,0.0002552077317605216,0.6967559507484414,12.5
49,0.00023468704976494116,0.6997797966228676,12.5
50,0.00018138884832333927,0.7044626865183473,12.5
51,0.00014218935603381474,0.7080150505635809,12.5
52,0.00013393198246192787,0.7136798207600624,12.5
53,0.00012912107689960894,0.7164917340364659,12.5
54,0.0001599416303021013,0.719411296257472,12.5
55,0.00012721860067581864,0.72239744463055,12.5
56,0.00011801429428773409,0.7260320727414237,12.5
57,7.115690594052643e-05,0.7292527193407023,12.5
58,6.874730981333559e-05,0.7327399243030798,12.5
59,4.634653845681777e-05,0.7370676272843322,12.5
60,2.4840849788408765e-05,0.740273925321756,12.5
61,0.00012845170471629624,0.7431790430857277,12.5
62,5.29776756784321e-05,0.7447779449221519,12.5
63,9.527648365101553e-05,0.7459999326934066,12.5
64,6.741995253400995e-05,0.7483705839613641,12.5
65,4.662318837090437e-05,0.7513693667045536,12.5
66,6.824684819642259e-05,0.7544180453663436,12.5
67,7.419849930213368e-05,0.7578048573384977,12.5
68,5.868461722922825e-05,0.7611379881041092,12.5
69,2.9073787950937914e-05,0.7639848582139686,12.5
70,6.703150478883939e-05,0.7661230549008062,12.5
71,0.00011595638889632882,0.7686626071914786,12.5
72,5.7749630154035085e-05,0.7695016265627384,12.5
73,5.502144042766962e-05,0.7709756988591401,12.5
74,3.9588267364879295e-05,0.7732625277143054,12.5
75,0.00010944884845016042,0.7761545871799919,12.5
76,3.8242709606399266e-05,0.7792372474416338,12.5
77,5.445686688769333e-05,0.7824477017866224,12.5
78,6.574932132598055e-05,0.7859391859881009,12.5
79,2.296827541679395e-05,0.7882030402612443,12.5
80,5.073643970946324e-05,0.790361310502868,12.5
81,3.126129821964775e-05,0.7916025260223578,12.5
82,6.124709104873243e-05,0.7935595256507841,12.5
83,3.143096755373422e-05,0.7956774724592381,12.5
84,6.192286326423612e-05,0.7989314335695437,12.5
85,2.159386128806705e-05,0.8012730383554542,12.5
86,2.634996573909608e-05,0.8034257195902189,12.5
87,3.972897415130515e-05,0.8055619244199188,12.5
88,1.5936733496586723e-05,0.8075353038362225,12.5
89,3.655834449907405e-05,0.8101915890001513,12.5
90,5.443216600462918e-05,0.812654462949478,12.5
91,2.26306269446994e-05,0.8140054922558275,12.5
92,3.547263180624462e-05,0.8153698415266923,12.5
93,3.56227077025887e-05,0.8172101976815405,12.5
94,2.8076185243005322e-05,0.8192744738184997,12.5
95,3.388522334902606e-05,0.8215482540611746,12.5
96,3.7089310218818194e-05,0.8236578869897899,12.5
97,4.2342609855818476e-05,0.8253819673857685,12.5
98,3.23631646676638e-05,0.8278494909928233,12.5
99,1.986107310304405e-05,0.829522830874693,12.5
