,DEL15q11_2,DEL15q11_2,DEL15q11_2,DEL15q11_2,DEL15q11_2,DEL15q11_2,DEL15q11_2,SZ,SZ,SZ,SZ,SZ,SZ,SZ,ASD,ASD,ASD,ASD,ASD,ASD,ASD,BIP,BIP,BIP,BIP,BIP,BIP,BIP,DEL22q11_2,DEL22q11_2,DEL22q11_2,DEL22q11_2,DEL22q11_2,DEL22q11_2,DEL22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DEL1q21_1,DEL1q21_1,DEL1q21_1,DEL1q21_1,DEL1q21_1,DEL1q21_1,DEL1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1
22,0.5357487773475569,0.7355551806537837,60.97560975609756,0.6083333333333333,0.5074074218670527,0.47460318108399707,0.6611111164093018,0.5806547818771636,77.95275590551181,0.8880208333333334,0.6944444645196199,0.7197916693985462,0.7260416727513075,0.12189884033005373,0.6573409217699318,62.76595744680851,0.6973958333333333,0.5787848855058352,0.6520833360652128,0.5972222269823154,0.3699421396473685,0.5055520100411609,83.87096774193549,0.8375,0.630952388048172,0.75,0.5625,0.002624718011529402,0.7300329210706216,58.82352941176471,0.8111111111111112,0.3888888955116272,0.2777777810891469,0.6666666666666666,0.022387380668013723,1.1353180071587738,33.33333333333333,0.2916666666666667,0.7000000029802322,0.625,1.0,0.2712522120539215,0.9624986382250675,76.92307692307693,0.84375,0.8333333432674408,0.800000011920929,0.875,0.06889116337590524,0.5990661459467855,78.57142857142857,0.9,0.694444477558136,1.0,0.5666666775941849,0.050199047175118264,0.5752071104395471,70.0,0.75,0.8333333432674408,0.75,1.0,0.6739840469864766,1.4917421135745343,42.857142857142854,0.4166666666666667,0.5999999642372131,0.4285714328289032,1.0,0.7480663651913373
23,0.5200135322342226,1.1068244641744005,65.85365853658537,0.6270833333333333,0.5476190547148386,0.8333333333333334,0.43611111491918564,0.9186910699446864,75.59055118110236,0.886123511904762,0.693005969747901,0.7312500029802322,0.7635416705161333,0.0034605802611445352,1.217763899379549,56.91489361702128,0.6783978174603175,0.5826657128830751,0.4832837376743555,0.7743055572112402,0.3402031077109198,0.4053449145692336,90.32258064516128,0.8809523809523809,0.45000000298023224,0.4166666716337204,0.5,0.028648586210561853,0.09629502587965108,94.11764705882352,0.8333333333333334,0.5555555621782938,0.6666666666666666,0.5,0.01328666188168419,1.8691518370687388,33.33333333333333,0.3833333333333333,0.27272728085517883,0.1875,0.5,0.5025841202755786,1.3332275550269017,61.53846153846154,0.7395833333333333,0.6666666865348816,0.550000011920929,0.875,0.06726188636339664,0.2819466621601342,92.85714285714286,0.9666666666666667,0.944444477558136,1.0,0.9000000059604645,0.015292383374136157,0.7008353924118583,70.0,0.75,0.7857142686843872,0.8333333432674408,0.75,0.4074737934937559,1.7617482820328745,42.857142857142854,0.4166666666666667,0.5999999642372131,0.4285714328289032,1.0,0.5372440983468927
24,0.4962783706020126,0.7750284981467321,65.85365853658537,0.6743055555555556,0.3880952447652817,0.5,0.3305555582046509,1.2023833500038499,77.95275590551181,0.8801339285714287,0.5961715448647738,0.8000000007450581,0.5218750052154064,0.8440474352165763,0.7335661448237972,62.76595744680851,0.720486111111111,0.5312950958808264,0.5812500032285849,0.5347222288449606,0.24823381224305005,0.5410241682570561,83.87096774193549,0.8809523809523809,0.5833333432674408,0.75,0.5,0.00935777235726044,0.2559690836565756,82.35294117647058,0.8333333333333334,0.4629629850387573,0.3777777850627899,0.6666666666666666,0.20966784905706315,1.4647666749754427,22.22222222222222,0.2916666666666667,0.611111119389534,0.5714285746216774,0.75,0.42916350061643155,1.1189010917329785,69.23076923076923,0.6770833333333333,0.625,0.625,0.625,0.7284048789723455,0.34579265891083466,78.57142857142857,1.0,0.8285714387893677,0.8333333432674408,0.875,0.021996168833612894,0.8070101787225518,70.0,0.55,0.3333333432674408,0.375,0.30000001192092896,0.703874749738559,1.0687171245421052,42.857142857142854,0.25,0.5,0.4000000059604645,0.6666666865348816,0.2959195847176828
25,0.9272667544340699,0.9893528656350509,46.34146341463415,0.6671626984126985,0.6222222472230593,0.5430555591980616,0.8694444497426351,0.6339694305024608,71.65354330708661,0.8705729166666666,0.7236586473882198,0.6088541727513075,0.9416666701436043,0.49126785584982,0.8979007815152591,56.38297872340425,0.6401785714285715,0.5648539066314697,0.4842261963834365,0.7499504002432028,0.6282444526956626,0.3023240011682182,90.32258064516128,0.9166666666666666,0.8522727340459824,0.9583333283662796,0.8333333358168602,0.010622954362687809,0.7282566828834567,64.70588235294117,0.8125,0.37777777512868244,0.28888889650503796,0.6666666666666666,0.04031253239814038,0.9899116532920051,33.33333333333333,0.3333333333333333,0.7000000029802322,0.625,1.0,0.5725484183746946,1.342197584719125,53.84615384615385,0.7166666666666667,0.25,0.5,0.1666666716337204,0.002187998793910042,1.4193111629725017,50.0,0.9166666666666667,0.1428571492433548,0.5,0.0833333358168602,0.08274815970262875,0.7852192524713455,70.0,0.875,0.375,0.375,0.375,0.27689979195993736,2.1402930374453613,42.857142857142854,0.5833333333333334,0.5999999642372131,0.4285714328289032,1.0,0.3229418040085884
26,0.36670680644966586,0.7862329821594004,68.29268292682927,0.63125,0.5523088077704111,0.5000000049670538,0.6250000099341074,0.9387507757840455,75.59055118110236,0.86328125,0.7390557434409857,0.662797624245286,0.8989583365619183,0.11406541599440014,1.0435421505723925,56.38297872340425,0.6774305555555555,0.5864374116063118,0.5242559599379698,0.7520833387970924,1.0529114521788323,0.44995283778724016,77.41935483870968,0.9479166666666666,0.5625,0.5208333358168602,0.6875,0.005887638411081205,1.9302064273330952,52.94117647058824,0.8111111111111112,0.36666665474573773,0.2539682586987813,0.6666666666666666,0.15055858713882994,1.3739542295931768,33.33333333333333,0.5166666666666666,0.27272728085517883,0.1875,0.5,0.30857045355374935,1.4210231898475099,53.84615384615385,0.7666666666666666,0.4166666716337204,0.6666666716337204,0.3333333432674408,0.5997697134754683,0.5889590478538747,85.71428571428571,0.9333333333333333,0.875,1.0,0.800000011920929,0.009560820291600377,0.9157462580761958,70.0,0.5833333333333333,0.3333333432674408,0.375,0.30000001192092896,0.4257776284890188,1.9692400895603408,42.857142857142854,0.4166666666666667,0.5999999642372131,0.4285714328289032,1.0,0.3026140173998971
27,0.14818666180779302,1.0796769355452067,65.85365853658537,0.7020833333333334,0.4742063482602437,0.46111111839612323,0.5138888955116272,1.0038496512664679,81.10236220472441,0.8470982142857142,0.6411210373044014,0.7083333358168602,0.6125000026077032,0.18032888641748193,0.8286959019408998,59.57446808510638,0.7274305555555557,0.5418937653303146,0.532192467401425,0.6493055584530035,0.7557476046564312,0.6843387024686944,80.64516129032258,0.9125,0.6416666731238365,0.875,0.5416666716337204,0.004361702339588584,0.18471281288268326,88.23529411764706,0.8333333333333334,0.5555555621782938,0.5,0.6666666666666666,0.09045798331382451,1.456683742079792,55.55555555555556,0.41666666666666663,0.75,0.6666666716337204,1.0,0.4054857676113084,1.6350954306162946,69.23076923076923,0.5416666666666667,0.7083333432674408,0.625,0.875,0.0076126851059743275,0.43000760749064615,92.85714285714286,0.9,0.944444477558136,1.0,0.9000000059604645,0.040695267943210545,0.7946596926200536,70.0,0.40625,0.375,0.375,0.375,0.9215868348641596,2.4740082207838126,42.857142857142854,0.5,0.5999999642372131,0.4285714328289032,1.0,0.022359273704656513
28,0.9479791572923537,0.9277163076807472,65.85365853658537,0.6888888888888888,0.3869047562281291,0.6111111144224802,0.2944444517294566,0.9999377130290061,81.88976377952756,0.8869791666666667,0.7370220180600882,0.8145833369344473,0.7492559580132365,0.00021985450131419598,0.9754536621021829,59.57446808510638,0.717906746031746,0.5228440649807453,0.5086309555917978,0.6319444502393404,0.008083308299817514,0.6222225263715881,83.87096774193549,0.96875,0.7000000178813934,0.875,0.6666666716337204,0.011234537321892552,0.448629355602745,82.35294117647058,0.8333333333333334,0.5079365173975626,0.4166666666666667,0.6666666666666666,0.007655540691158279,1.3405939286254254,44.44444444444444,0.3833333333333333,0.222222238779068,0.1666666716337204,0.3333333432674408,0.6320405501857516,1.8254682984900699,61.53846153846154,0.7166666666666667,0.5357142984867096,0.6666666716337204,0.7000000029802322,0.015774930871016817,0.60851274727304,85.71428571428571,1.0,0.875,1.0,0.800000011920929,0.08911096277262447,0.6836299056418788,80.0,0.46875,0.444444477558136,0.4000000059604645,0.5,0.33835943064697316,1.2736946795932,57.14285714285714,0.5833333333333334,0.6666666865348816,0.5,1.0,0.41348937729504637
29,0.4133616445992135,0.819061856647395,65.85365853658537,0.6638888888888889,0.4841269900401433,0.6666666666666666,0.4138888915379842,1.0165236979181624,77.95275590551181,0.8568824404761906,0.6094922516494989,0.7604166697710752,0.5680059576407075,0.35905641127282967,0.9885693955795837,62.76595744680851,0.6687996031746032,0.531298104673624,0.5444444467624029,0.5868055627991756,0.5704183649489784,0.8644961522581016,83.87096774193549,0.9333333333333333,0.7250000014901161,1.0,0.6458333358168602,0.2684406171964098,0.05386226876428084,100.0,0.8333333333333334,1.0,1.0,1.0,0.048021478971984465,1.1500585237251928,44.44444444444444,0.5,0.6428571492433548,0.6000000014901161,0.75,0.3143202920644448,1.7460278735871368,69.23076923076923,0.8333333333333333,0.6666666865348816,0.625,0.800000011920929,0.023688481595286952,0.7006995362407152,85.71428571428571,0.9333333333333333,0.8444444835186005,1.0,0.7333333492279053,0.01074916526452514,0.5575584690730544,80.0,0.90625,0.761904776096344,0.75,0.875,0.2470968711457651,1.4212199382020523,42.857142857142854,0.3333333333333333,0.5999999642372131,0.4285714328289032,1.0,0.06568111165409111
30,1.2266231863309112,1.2624150321532777,53.65853658536586,0.6583333333333333,0.041666666666666664,0.055555557211240135,0.033333333830038704,1.764856194367887,74.01574803149606,0.8614583333333334,0.5517857223749161,0.90625,0.4281250024214387,0.17926323239236425,0.9404563456634074,62.76595744680851,0.6581597222222222,0.5604828161497911,0.6069444504876932,0.5680555595705906,0.02590926264845791,1.1534225750991498,80.64516129032258,0.7991071428571428,0.3333333432674408,0.5,0.25,0.09595002865576836,0.06142130256741844,100.0,0.8333333333333334,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.004765591018639347,1.1193483019830905,55.55555555555556,0.5833333333333333,0.20000000298023224,0.25,0.1666666716337204,0.32531368043679626,1.5978853708115115,69.23076923076923,0.6666666666666666,0.7142857015132904,0.625,0.8333333432674408,0.0018468257732308388,0.3860245946233417,78.57142857142857,1.0,0.819444477558136,0.800000011920929,0.9000000059604645,0.016257142649876967,0.4413431982131183,80.0,0.6833333333333333,0.875,0.800000011920929,1.0,0.5591340978568462,1.0386604207159522,42.857142857142854,0.25,0.0,0.0,0.0,0.0751051191873174
31,0.89366663240746,1.0770171717547607,48.78048780487805,0.6405753968253968,0.4186813086271286,0.3749999975164731,0.5773809601863226,0.9756146698524865,77.16535433070865,0.8809895833333333,0.712698420509696,0.7312500067055225,0.7291666753590107,0.0007101548645833156,0.9278558784574175,67.02127659574468,0.7276041666666666,0.5528769878049692,0.6256944487492243,0.5493055613090595,0.9375328609435704,0.5967813410627829,83.87096774193549,0.8416666666666667,0.5500000044703484,0.625,0.5000000074505806,0.042861312943319595,0.26971055050032583,94.11764705882352,0.8333333333333334,0.9333333373069763,0.8888888955116272,1.0,0.34405759411488496,0.5596384405080459,66.66666666666666,0.5833333333333333,0.2857142686843872,0.25,0.3333333432674408,0.5025906814163744,1.7925207046438607,61.53846153846154,0.7666666666666666,0.5666666775941849,0.6666666716337204,0.5000000149011612,0.1871591146113204,1.1121508274385759,64.28571428571429,1.0,0.5357142984867096,1.0,0.36666667461395264,0.05391768107433787,0.7563001747521871,80.0,0.5833333333333333,0.40000003576278687,0.4000000059604645,0.4000000059604645,0.47741403886482703,2.0919654959142595,42.857142857142854,0.4166666666666667,0.5999999642372131,0.4285714328289032,1.0,0.2642697702233759
32,0.31398326869524296,0.9611169151004194,58.536585365853654,0.5986111111111111,0.4132756193478902,0.4583333383003871,0.39722223083178204,1.1986855398266045,78.74015748031496,0.8859374999999999,0.6791396196931601,0.8489583320915699,0.6104166749864817,0.00485917490157873,1.1880528376732598,57.97872340425532,0.7059027777777779,0.6253954507410526,0.5071924719959497,0.8750000037252903,0.03129795097703778,0.9386251109748204,83.87096774193549,0.9020833333333333,0.41428571939468384,0.5,0.3541666716337204,0.0005094805871926955,0.3308387712778045,94.11764705882352,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.00023025227246132644,1.0582164854930234,44.44444444444444,0.48333333333333334,0.222222238779068,0.1666666716337204,0.3333333432674408,0.15395022205799483,2.0386577138073716,61.53846153846154,0.5833333333333333,0.40000003576278687,0.4000000059604645,0.4000000059604645,0.10622703931949606,0.6019399988026901,92.85714285714286,0.90625,0.9285714328289032,1.0,0.875,0.008517315637174923,1.010495308420804,70.0,0.84375,0.7857142686843872,0.8333333432674408,0.75,0.25401111299567697,1.9503013056455534,42.857142857142854,0.4166666666666667,0.5999999642372131,0.4285714328289032,1.0,0.11625101346249148
33,0.2884518522604272,1.050910217813623,65.85365853658537,0.5854166666666667,0.5396825522184372,0.6666666716337204,0.4833333392937978,1.012704067891179,75.59055118110236,0.8239583333333333,0.6527462210506201,0.6936011966317892,0.6447916738688946,0.0012767496917364576,1.5248900332299704,57.446808510638306,0.6848462301587301,0.555558572212855,0.5035714364300171,0.6868055599431196,0.5240989206876753,0.4832130759117342,80.64516129032258,0.9020833333333333,0.7178571373224258,0.8333333432674408,0.7083333358168602,0.006760409698440494,0.3219078746334584,88.23529411764706,0.8333333333333334,0.8333333333333334,0.777777781089147,1.0,0.008338526478369565,1.585133567187766,55.55555555555556,0.5166666666666666,0.2857142686843872,0.25,0.3333333432674408,0.2001054136054227,2.0370334459673813,69.23076923076923,0.6,0.7142857015132904,0.625,0.8333333432674408,0.001536996813831862,0.4216928448883285,92.85714285714286,1.0,0.9000000059604645,1.0,0.8333333432674408,0.22561285847586227,0.7129692521155584,70.0,0.65,0.3333333432674408,0.375,0.30000001192092896,0.5328575525012373,1.1931688296877,57.14285714285714,0.4166666666666667,0.6666666865348816,0.5,1.0,0.062168730608660225
34,0.10738279074807026,1.2020478802175996,63.41463414634146,0.6076388888888888,0.2730158716440201,0.4166666666666667,0.23611111442248026,1.4253628272870282,75.59055118110236,0.8760416666666667,0.586904764175415,0.7718750014901161,0.5281250057742,0.07282345236126202,1.5347574316215218,57.97872340425532,0.6583085317460317,0.5665794933835665,0.5301587370534738,0.6666666691501936,0.012021557217677593,1.0939896864229641,80.64516129032258,0.9166666666666666,0.6416666731238365,0.875,0.5625,0.017005383548520433,0.2263423514002197,94.11764705882352,0.8333333333333334,0.6666666666666666,0.6666666666666666,0.6666666666666666,8.731686914987932e-05,1.652943260085787,55.55555555555556,0.5166666666666666,0.3333333432674408,0.25,0.5,0.2508320489320196,2.360423376742636,61.53846153846154,0.5833333333333334,0.533333346247673,0.6666666716337204,0.5,0.007196621917523213,0.4108214503076136,85.71428571428571,1.0,0.9000000059604645,1.0,0.8333333432674408,0.0023080782601754904,0.6400940079920824,80.0,0.96875,0.761904776096344,0.75,0.875,0.37467750605858546,1.8123309064702406,28.57142857142857,0.16666666666666666,0.444444477558136,0.3333333432674408,0.6666666865348816,0.05762074290188685
35,0.22683328882347703,0.8812923215498923,73.17073170731707,0.626388888888889,0.46878308554490405,0.5166666706403097,0.43888889253139496,1.0995030743972156,77.16535433070865,0.8690104166666667,0.731786634773016,0.6648809649050236,0.8312500026077032,0.20433889740438585,1.3526840674261196,55.319148936170215,0.6604910714285713,0.548786636441946,0.4981150881697734,0.6644841308395067,0.5244625389679984,0.7417675493517593,83.87096774193549,0.7604166666666666,0.533333346247673,0.6666666716337204,0.4583333432674408,0.0991197441889738,0.8015931034450442,76.47058823529412,0.8333333333333334,0.7777777711550394,0.7333333343267441,1.0,0.0010913864215426922,1.1128215317706305,55.55555555555556,0.55,0.2857142686843872,0.25,0.3333333432674408,0.038313039184132376,2.31288391144416,61.53846153846154,0.7291666666666667,0.6500000059604645,0.5833333432674408,0.75,0.0007072073141448802,0.4876611086001052,78.57142857142857,1.0,0.694444477558136,1.0,0.5666666775941849,0.0022735274465917384,0.6625662218916165,80.0,0.4375,0.444444477558136,0.4000000059604645,0.5,0.6382441580046927,3.154026901515391,42.857142857142854,0.3333333333333333,0.5999999642372131,0.4285714328289032,1.0,0.03270363918080356
36,0.093401593690374,0.9881556919100449,73.17073170731707,0.7111111111111109,0.5648148357868195,0.5972222288449606,0.5388889014720917,1.028506088986473,81.88976377952756,0.8866815476190477,0.6967983562499285,0.7687500007450581,0.7000000011175871,0.0014165311350421946,1.2555406572835233,57.97872340425532,0.6387152777777777,0.6074099658677975,0.5459821497400602,0.7770833360652128,0.10614847180567229,0.8719911994786534,83.87096774193549,0.75,0.49166667461395264,0.625,0.4166666716337204,0.020488839624965182,1.0025777820331987,70.58823529411765,0.8055555555555555,0.7460317611694336,0.6333333353201548,1.0,0.004678919492007147,1.3505919655420133,66.66666666666666,0.55,0.2857142686843872,0.25,0.3333333432674408,0.37019231393417323,2.1199014648346415,69.23076923076923,0.4583333333333333,0.7083333432674408,0.625,0.875,0.018176004757433025,0.37443144799318534,92.85714285714286,0.8888888888888888,0.9000000059604645,1.0,0.8333333432674408,0.005715584759726891,0.7281050491970442,80.0,0.5833333333333333,0.40000003576278687,0.4000000059604645,0.4000000059604645,0.1175455071835535,2.4219057869642397,42.857142857142854,0.5,0.5999999642372131,0.4285714328289032,1.0,0.07150115038104281
37,0.4475654684482474,1.9176420133795322,51.21951219512195,0.6166666666666667,0.46868687868118286,0.3680555621782939,0.6666666666666666,1.3643304623055164,74.80314960629921,0.8955729166666667,0.7370535768568516,0.6833333391696215,0.8552083373069763,0.6145313631169849,1.5517314724714404,62.76595744680851,0.7118551587301587,0.5733465713759264,0.5763888955116272,0.6924603246152401,0.02286007328630335,0.6385023724097422,80.64516129032258,0.8697916666666667,0.690476194024086,0.7291666716337204,0.75,0.00536821703173557,1.75295832198701,52.94117647058824,0.7857142857142857,0.3619047701358795,0.2777777860562007,0.6666666666666666,0.5723369115320283,1.6794752138333815,44.44444444444444,0.5166666666666666,0.25,0.20000000298023224,0.3333333432674408,0.03591429907603053,2.427322198271141,69.23076923076923,0.7083333333333333,0.7083333432674408,0.625,0.875,0.001386476024934875,0.5775016730819255,92.85714285714286,0.9375,0.9285714328289032,1.0,0.875,0.007947463735076089,1.303964205989283,70.0,0.84375,0.7857142686843872,0.8333333432674408,0.75,0.18225339740335988,4.170229722726665,42.857142857142854,0.08333333333333333,0.5999999642372131,0.4285714328289032,1.0,0.06346339599855727
38,0.08532475849473575,1.6824144798922127,63.41463414634146,0.6833333333333332,0.34444444874922436,0.527777781089147,0.2916666716337204,1.072684921675257,79.52755905511812,0.8697916666666665,0.7444444578140974,0.7822916693985462,0.7364583406597376,0.0021957912158232775,1.6765521726450368,63.297872340425535,0.6507688492063491,0.30416667213042575,0.5458333343267441,0.2333333349476258,0.1967440026151992,1.3081242592681965,80.64516129032258,0.85,0.7083333283662796,1.0,0.6333333365619183,0.0037990672525705076,0.11489397810112242,88.23529411764706,0.8333333333333334,0.5,0.6666666666666666,0.4444444477558136,0.0012047195904319212,1.3151223408655377,55.55555555555556,0.45833333333333337,0.5,0.5,0.5,0.14676794411763625,2.279497922402974,69.23076923076923,0.6333333333333333,0.7333333492279053,0.75,0.8333333432674408,0.0001834905549925244,1.0624847616723925,78.57142857142857,0.9166666666666667,0.8333333432674408,1.0,0.75,0.014167614727965292,0.8615816112296688,70.0,0.875,0.375,0.375,0.375,0.09498907602178953,2.6594619691261414,42.857142857142854,0.25,0.5999999642372131,0.4285714328289032,1.0,0.01061262322077853
39,0.34639248610488027,1.1962417809220047,70.73170731707317,0.5895833333333333,0.4015151560306549,0.5555555522441864,0.3611111144224803,1.7612575240837618,76.37795275590551,0.8317336309523811,0.5816964358091354,0.7812500018626451,0.5031250035390258,0.00028076580122451776,1.3898161173073436,65.95744680851064,0.6817212301587302,0.5403769910335541,0.6680555604398251,0.5173611156642437,0.00021148268565977256,1.3355404266061246,83.87096774193549,0.725,0.5625,0.75,0.4833333417773247,0.00015256843408990094,0.2665424249462146,94.11764705882352,0.8333333333333334,0.600000003973643,0.5555555621782938,0.6666666666666666,2.677922843593803e-05,1.4794613398189187,55.55555555555556,0.48333333333333334,0.25,0.20000000298023224,0.3333333432674408,0.003029677128614385,2.9511916496622086,53.84615384615385,0.5833333333333333,0.3333333432674408,0.375,0.30000001192092896,0.0023834151841593608,0.37860779278481843,92.85714285714286,1.0,0.944444477558136,1.0,0.9000000059604645,0.02813754452808647,0.6256778658240214,80.0,0.90625,0.875,0.875,0.875,0.21117678078107535,1.739447955022555,28.57142857142857,0.3333333333333333,0.2857142686843872,0.25,0.3333333432674408,0.05387739079572893
40,0.07149228974324304,1.9846969173110935,60.97560975609756,0.6888888888888888,0.56111112733682,0.4551587402820587,0.7916666666666666,1.34396179193112,79.52755905511812,0.9044270833333334,0.675396841019392,0.7041666712611914,0.7052083387970924,0.009368449903087491,1.8347915005653768,61.702127659574465,0.6866319444444445,0.5012686476111412,0.5875000059604645,0.4916666715095441,1.6502884560486286e-05,1.5464659431794856,83.87096774193549,0.9583333333333334,0.7166666761040688,1.0,0.6041666716337204,0.0007018496677905559,1.2037469986981713,64.70588235294117,0.8333333333333334,0.4126984278361003,0.3000000019868215,0.6666666666666666,3.715923079790281e-05,1.8210432736275688,55.55555555555556,0.45,0.0,0.0,0.0,0.24956149701669814,3.6022528251503596,53.84615384615385,0.5833333333333333,0.3333333432674408,0.3333333432674408,0.3333333432674408,0.010816508501412319,1.1240057784320272,85.71428571428571,1.0,0.8571428656578064,1.0,0.75,0.0016170389263653532,2.829245831849774,60.0,0.84375,0.20000000298023224,0.5,0.125,0.013440478051097163,4.76751010395285,42.857142857142854,0.25,0.5999999642372131,0.4285714328289032,1.0,0.007025965959242591
41,0.14105806150928774,1.151803625396287,63.41463414634146,0.6923611111111111,0.5525613327821096,0.5119047661622366,0.6694444517294565,1.113912211965932,77.95275590551181,0.8336309523809523,0.7105790209025145,0.7861607186496258,0.6843750067055225,2.568889953367447e-05,1.5435033606985722,64.36170212765957,0.7072420634920634,0.43144841740528744,0.6736111119389534,0.3368055609365304,0.007774023437037384,1.5691734055455915,80.64516129032258,0.7145833333333333,0.4166666716337204,0.5,0.375,0.2790961665599356,0.6101009378285506,88.23529411764706,0.8111111111111112,0.5523809591929117,0.4722222288449605,0.6666666666666666,0.0001561069201065337,1.019044414801087,33.33333333333333,0.45833333333333337,0.1428571492433548,0.10000000149011612,0.25,0.06252601263378152,3.1192557878257245,53.84615384615385,0.6,0.3333333432674408,0.3333333432674408,0.3333333432674408,1.0624860788619678e-05,2.853566075519956,57.14285714285714,0.8,0.4166666567325592,1.0,0.2666666731238365,0.20881799346400992,0.9290268463538182,80.0,0.5833333333333333,0.40000003576278687,0.4000000059604645,0.4000000059604645,0.018574980440311882,2.868786178033822,42.857142857142854,0.4166666666666667,0.5999999642372131,0.4285714328289032,1.0,0.008052422341700042
42,0.0027063447246587105,1.2131455395713815,63.41463414634146,0.6895833333333333,0.38333334028720856,0.5833333333333334,0.2916666716337204,1.3310621487668177,78.74015748031496,0.8888020833333334,0.694890882819891,0.7604166716337204,0.7052083387970924,1.1990872214557617e-05,1.5133172614164236,60.63829787234043,0.6706349206349206,0.5715354147056738,0.553968258202076,0.6541666723787785,1.0897834560234827,1.2157436649920192,83.87096774193549,0.9,0.5750000029802322,0.75,0.5000000074505806,0.00018292323046604106,0.527208597215523,94.11764705882352,0.8333333333333334,0.600000003973643,0.5555555621782938,0.6666666666666666,6.403430661587505e-05,1.8044441023280777,44.44444444444444,0.48333333333333334,0.25,0.20000000298023224,0.3333333432674408,0.605882327097098,2.8228686357724024,53.84615384615385,0.5333333333333333,0.5000000149011612,0.5000000149011612,0.5000000149011612,0.0002913488989754605,0.6253858175466175,85.71428571428571,0.9444444444444444,0.8444444835186005,1.0,0.7333333492279053,0.0002484548402287115,0.7196583405347138,80.0,0.9375,0.875,0.875,0.875,0.06910691182432376,2.650821907646796,42.857142857142854,0.16666666666666666,0.5999999642372131,0.4285714328289032,1.0,0.004900200061288214
43,0.33248700937767917,0.9853529206895073,75.60975609756098,0.6833333333333332,0.6888889074325562,0.6611111164093018,0.7444444497426351,1.1801922801361444,77.95275590551181,0.8463541666666667,0.6941964328289032,0.7760416716337204,0.6729166749864817,0.011532913085221924,1.3011096008502185,62.23404255319149,0.7077628968253968,0.5949314683675766,0.6078373075773319,0.6750000081956387,0.981143914975033,0.7928845570653343,77.41935483870968,0.8333333333333333,0.5208333432674408,0.625,0.5250000059604645,0.0022290337692865048,1.1050673565166613,58.82352941176471,0.8333333333333334,0.3619047701358795,0.2777777860562007,0.6666666666666666,0.0006659654738896969,1.9033568432010144,33.33333333333333,0.45,0.0,0.0,0.0,0.02420151002676509,2.3472410496520406,69.23076923076923,0.65625,0.6444444805383682,0.5666666775941849,0.75,0.000769066725193349,0.6090430253674401,78.57142857142857,1.0,0.7777778208255768,0.9000000059604645,0.75,0.00893468082516656,0.7658481590747642,80.0,0.4375,0.761904776096344,0.75,0.875,0.005516417317938513,3.224019885456368,42.857142857142854,0.5833333333333334,0.5999999642372131,0.4285714328289032,1.0,0.011013602813706306
44,0.22575598133692693,1.7274163761284365,53.65853658536586,0.5737103174603174,0.5132275323073069,0.4126984179019928,0.7539682586987814,1.2918986425225782,78.74015748031496,0.8638020833333333,0.7199630327522755,0.7916666679084301,0.7052083406597376,0.12473318834664916,1.920171171130557,61.170212765957444,0.6901785714285712,0.5499364087978998,0.5614087358117104,0.6182539730022351,0.08869459736979501,0.9023792208265499,80.64516129032258,1.0,0.6250000149011612,0.875,0.5833333358168602,0.0070546571663913605,2.561105594095776,52.94117647058824,0.8333333333333334,0.6444444259007772,0.5428571452697118,1.0,0.0003649416095449995,2.0065687169370223,44.44444444444444,0.5416666666666667,0.0,0.0,0.0,0.0025333321293065565,3.004204127603126,53.84615384615385,0.7083333333333334,0.4000000059604645,0.6666666716337204,0.375,0.0006986077325020494,1.578178946233406,64.28571428571429,0.9666666666666667,0.5666666626930237,1.0,0.4333333447575569,9.079816020956566e-05,1.16287502823566,80.0,0.84375,0.875,0.875,0.875,0.16328430860223975,4.025554444198531,42.857142857142854,0.3333333333333333,0.5999999642372131,0.4285714328289032,1.0,0.014583528107291716
