,ASD,ASD,ASD,ASD,ASD,ASD,ASD,SZ,SZ,SZ,SZ,SZ,SZ,SZ,BIP,BIP,BIP,BIP,BIP,BIP,BIP,DEL22q11_2,DEL22q11_2,DEL22q11_2,DEL22q11_2,DEL22q11_2,DEL22q11_2,DEL22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DEL1q21_1,DEL1q21_1,DEL1q21_1,DEL1q21_1,DEL1q21_1,DEL1q21_1,DEL1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1,DEL15q11_2,DEL15q11_2,DEL15q11_2,DEL15q11_2,DEL15q11_2,DEL15q11_2,DEL15q11_2
9,0.11050944067490924,0.6425704051510089,65.95744680851064,0.7095734126984129,0.5273148280878862,0.6479166708886623,0.48541667001942795,0.4797221786903242,78.74015748031496,0.8682291666666667,0.6941964346915483,0.7197916731238365,0.7135416697710752,0.25662490428266505,0.5414611709816747,74.19354838709677,0.7083333333333334,0.3500000014901161,0.5,0.3125,0.2990383774616302,0.5759706028691041,64.70588235294117,0.8333333333333334,0.4444444576899211,0.3333333333333333,0.6666666666666666,0.5157498760936126,0.9734400027191639,44.44444444444444,0.45,0.29999998211860657,0.2142857164144516,0.5,0.619778249488338,0.6936105895339083,38.46153846153847,0.7416666666666667,0.3333333134651184,0.6000000014901161,0.6000000014901161,0.6878132972639893,0.8032852710050176,57.14285714285714,0.53125,0.7333333492279053,0.5833333432674408,1.0,0.518389425481331,0.6934157795537798,50.0,0.48333333333333334,0.3333333432674408,0.2857142984867096,0.4000000059604645,0.6934047380361569,0.6928210729097523,57.14285714285714,0.6666666666666666,0.5714285373687744,0.5,0.6666666865348816,0.6912323792831546,0.6830530382016886,43.90243902439025,0.6458333333333334,0.661616176366806,0.5208333333333334,1.0,0.6966577835195107
10,1.0751288638779009,0.7506626461734877,63.297872340425535,0.6539930555555555,0.2876984141767025,0.625,0.19236111268401146,0.598640841832114,78.74015748031496,0.8379464285714285,0.6304563656449318,0.7583333365619183,0.5937500037252903,0.38617811179970823,0.6125935937144272,70.96774193548387,0.8375,0.3333333432674408,0.5,0.25,0.26331874850675546,0.6093149429672726,94.11764705882352,0.8333333333333334,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.5742776903626312,0.8147965437284599,44.44444444444444,0.45,0.27272728085517883,0.1875,0.5,0.6932433255786133,0.6938345128370785,38.46153846153847,0.41666666666666663,0.4583333432674408,0.4333333447575569,0.5000000149011612,0.6912001623917394,0.6742246848051596,71.42857142857143,0.75,0.7333333492279053,0.8333333432674408,0.75,0.44015928972586316,0.693160836259817,30.0,0.48333333333333334,0.222222238779068,0.25,0.20000000298023224,0.6925747610106634,0.6924918534840403,57.14285714285714,0.5833333333333334,0.0,0.0,0.0,0.6947057552671224,0.6929518419124268,48.78048780487805,0.5422619047619047,0.6532051414251328,0.5386904800931612,1.0,0.6935612328672225
11,0.6507497859053205,0.8234403139630133,61.170212765957444,0.6668402777777778,0.18432539949814478,0.4166666666666667,0.1243055568387111,0.507281969642309,77.16535433070865,0.8831845238095238,0.7386093288660049,0.6906250081956387,0.8781250044703484,0.1553184480142605,0.5035867799939835,77.41935483870968,0.7666666666666667,0.4095238223671913,0.625,0.3083333373069763,0.529869702532748,0.4723803896299466,94.11764705882352,0.7708333333333334,0.6190476218859354,0.6666666666666666,0.5833333333333334,0.3498739677593072,0.7598396982091089,55.55555555555556,0.45,0.29999998211860657,0.2142857164144516,0.5,0.4915116999888629,0.6930503749913091,53.84615384615385,0.59375,0.3333333432674408,0.5,0.25,0.6928420505971905,0.6875900887674052,57.14285714285714,0.59375,0.6969697177410126,0.5857143104076385,0.875,0.6094498717088555,0.6935044543684843,40.0,0.48333333333333334,0.0,0.0,0.0,0.6916526659242804,0.6392852492615076,57.14285714285714,0.75,0.0,0.0,0.0,0.6073991817355433,0.6935204837918628,43.90243902439025,0.41130952380952385,0.47601011395454407,0.3759920721252759,0.7666666706403097,0.6937332370623036
12,0.20475164566941997,0.6521872812394813,65.95744680851064,0.6826140873015873,0.4955357238650322,0.6479166708886623,0.4465277859320243,0.8174213100489336,74.01574803149606,0.8619791666666666,0.5373511929064989,0.84375,0.430208339355886,0.9818500012717958,0.6230551826320563,77.41935483870968,0.8833333333333333,0.5833333432674408,0.75,0.5,0.25794541058148607,0.31931425107454325,94.11764705882352,0.7916666666666666,0.6190476218859354,0.6666666666666666,0.5833333333333334,0.41376352111053566,0.7411589657465735,44.44444444444444,0.48333333333333334,0.25,0.20000000298023224,0.3333333432674408,0.4741890776621423,0.7042981678194885,53.84615384615385,0.7333333333333334,0.5833333432674408,0.4571428671479225,1.0,0.6936812399704938,0.9078709176369557,50.0,0.6666666666666666,0.597222238779068,0.550000011920929,0.7000000029802322,0.6110990390340859,0.6630347197174263,40.0,0.125,0.0,0.0,0.0,0.6922168488727509,0.7389696016447598,57.14285714285714,0.5,0.5714285373687744,0.5,0.6666666865348816,0.8355095268246506,0.7017759887264267,56.09756097560976,0.47291666666666665,0.11111111442248027,0.16666666666666666,0.08333333333333333,0.6928642978843892
13,0.4228289973363544,0.7236249581236153,65.42553191489363,0.6821180555555554,0.47546297311782837,0.625694447507461,0.4069444462656975,0.6586159889662924,80.31496062992126,0.8937499999999999,0.6633658092468977,0.8187500033527613,0.6260416712611914,0.40065492709286993,0.5235075126988479,83.87096774193549,1.0,0.7595238238573074,0.875,0.7666666731238365,0.0779526787073083,0.25709100113767325,100.0,0.8333333333333334,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6234015112608355,0.8567549814973824,44.44444444444444,0.41666666666666663,0.722222238779068,0.6428571492433548,1.0,1.9210870830282831,0.6913915129648749,53.84615384615385,0.5,0.38461536169052124,0.3571428656578064,0.4166666567325592,0.6891096306828324,0.8253892609053252,50.0,0.6666666666666667,0.6190476417541504,0.533333346247673,0.8333333432674408,0.5813877816201218,0.6793190998431251,20.0,0.125,0.0,0.0,0.0,0.6096025234557416,0.6548599077351431,57.14285714285714,0.6666666666666666,0.4000000059604645,0.5,0.3333333432674408,0.6931987407256426,0.6932856610606325,43.90243902439025,0.6137896825396826,0.4884745006759961,0.3819444477558136,0.8000000019868215,0.41643620390904745
14,0.439824666451768,0.7183279987575867,61.702127659574465,0.6737847222222223,0.5573743420342604,0.5708333371827999,0.5895833373069763,0.5411017941565643,79.52755905511812,0.88671875,0.7519841380417347,0.8802083358168602,0.6854166742414236,0.26196057115253113,0.6855095009612661,77.41935483870968,0.8833333333333333,0.5,0.5,0.5,0.08117092213017084,0.28239960643040696,88.23529411764706,0.6444444444444445,0.2777777910232544,0.23809524377187094,0.3333333333333333,0.7007995592780405,0.8151350992006718,55.55555555555556,0.41666666666666663,0.29999998211860657,0.2142857164144516,0.5,0.6929094494294659,0.69137218065315,53.84615384615385,0.5625,0.6333333551883698,0.5,0.875,0.6914731907949703,0.9247626378205255,64.28571428571429,0.5444444444444445,0.6111111491918564,0.6666666716337204,0.5666666775941849,0.5227782889545535,0.6438132181537117,50.0,0.3125,0.20000000298023224,0.5,0.125,0.6351137512583107,0.7086261341710296,57.14285714285714,0.5,0.5714285373687744,0.5,0.6666666865348816,0.6935891490331973,0.7034458467719921,41.46341463414634,0.5305555555555556,0.42887205878893536,0.33888889600833255,0.5916666736205419,0.7504628005323275
15,1.4736453726300265,1.0628718748477481,58.51063829787234,0.7133680555555556,0.6403846268852552,0.539930564040939,0.8423611149191856,0.9381587030303701,76.37795275590551,0.8574404761904761,0.5719742123037577,0.796875,0.4730654861778021,0.04108151013745049,0.9937904867707111,74.19354838709677,0.8333333333333334,0.32500000298023224,0.4166666716337204,0.3333333358168602,0.4303819933203063,0.332550797025922,82.35294117647058,0.7888888888888889,0.4444444576899211,0.5555555621782938,0.3888888955116272,0.3850736258233763,0.8197784755460605,44.44444444444444,0.41666666666666663,0.222222238779068,0.1666666716337204,0.3333333432674408,0.6931311574373624,0.6907971536056732,46.15384615384615,0.5166666666666667,0.6477272808551788,0.48750001192092896,1.0,0.6862052362803333,0.9716705659582866,57.14285714285714,0.625,0.6666666865348816,0.6000000238418579,0.75,0.5421058027067511,0.6456042959926475,40.0,0.35,0.0,0.0,0.0,0.6077871811625158,0.7575057187584152,57.14285714285714,0.5833333333333334,0.6666666865348816,0.5,1.0,0.5955718594379239,0.7162456411116305,65.85365853658537,0.5444444444444444,0.6238095362981161,0.7000000029802322,0.6750000069538752,0.7469735037543362
16,1.681035221241655,0.7722277398979409,67.02127659574468,0.7548611111111111,0.5015873052179813,0.618055559694767,0.4652777823309104,0.5501650803950637,80.31496062992126,0.8775297619047618,0.7175137400627136,0.7833333369344473,0.741071430966258,1.119161787827348,0.5525147781381616,87.09677419354838,0.875,0.7416666746139526,0.9166666716337204,0.7083333358168602,0.032145884817697395,0.3988086159334917,76.47058823529412,0.8333333333333334,0.75,0.6444444557030996,1.0,0.03660712007801868,1.2843082069395755,44.44444444444444,0.31666666666666665,0.27272728085517883,0.1875,0.5,0.9037511554288323,0.6912022820988811,61.53846153846154,0.8125,0.5666666775941849,0.5833333432674408,0.625,0.6896182858315575,0.9742740560077208,64.28571428571429,0.7,0.7045454680919647,0.6166666597127914,0.8333333432674408,0.6303337535059709,0.66255960869301,50.0,0.625,0.722222238779068,0.7000000029802322,0.75,0.6107813984212425,1.119899056067453,57.14285714285714,0.3333333333333333,0.6666666865348816,0.5,1.0,0.6380899430428327,0.8086029334968093,41.46341463414634,0.4368055555555555,0.420634925365448,0.45555556068817776,0.42222222437461215,0.658487650843641
17,0.09471966261347918,0.8473648795970936,67.02127659574468,0.6999007936507936,0.5469576753675938,0.6291666726271311,0.53283730832239,0.9451799020941689,77.95275590551181,0.8718005952380953,0.5875992216169834,0.7552083358168602,0.5145833408460021,0.24514799328072162,1.2663005833683019,67.74193548387096,0.859375,0.1666666716337204,0.25,0.125,0.04092712218283213,0.17688785040438812,94.11764705882352,0.8333333333333334,0.8888888955116272,1.0,0.8333333333333334,0.06713198788414763,0.864955737560823,44.44444444444444,0.45833333333333337,0.1666666716337204,0.125,0.25,0.6930776993414623,0.6897784970763221,53.84615384615385,0.65625,0.563636377453804,0.45238097012043,0.75,0.6872759953056522,0.8909722746819558,71.42857142857143,0.625,0.7083333432674408,0.875,0.625,0.40999307908803484,0.6923314155486606,40.0,0.5833333333333333,0.25,0.20000000298023224,0.3333333432674408,0.6925082313097818,0.7627296813252153,57.14285714285714,0.5833333333333334,0.4000000059604645,0.5,0.3333333432674408,0.6209709735261111,0.7438418268875007,56.09756097560976,0.5347222222222222,0.6155067135890325,0.5523809591929117,0.7638888855775198,0.6936280606842702
18,0.20817290022108215,0.7419157027063289,62.23404255319149,0.667956349206349,0.43869048232833546,0.5312500037252903,0.4180555610607068,0.958418095105224,72.44094488188976,0.8666666666666666,0.7254960425198078,0.6325892927125096,0.9072916693985462,1.1334083887800532,0.6223555889281576,83.87096774193549,0.8819940476190475,0.5666666775941849,0.6666666716337204,0.5416666716337204,0.5135999147127396,0.5257853370687615,76.47058823529412,0.8333333333333334,0.4888888994852702,0.3888888955116272,0.6666666666666666,0.08494668656127649,1.3961015400653676,44.44444444444444,0.5166666666666666,0.29999998211860657,0.2142857164144516,0.5,0.6724330041004943,0.6893986798394985,76.92307692307693,0.7083333333333333,0.6666666865348816,1.0,0.5,0.6953571243463762,0.8591905740570264,71.42857142857143,0.5,0.6785714328289032,0.625,0.75,0.4937196726654437,0.6583394274901011,40.0,0.55,0.1428571492433548,0.25,0.10000000149011612,0.6521063686454116,1.145308157122573,42.857142857142854,0.3333333333333333,0.5,0.4000000059604645,0.6666666865348816,0.691441576931633,0.7520230951628107,60.97560975609756,0.6333333333333334,0.38928571343421936,0.4583333333333333,0.3500000089406967,0.6104958410044097
19,0.09205820297670236,0.8315314485961305,62.76595744680851,0.7194444444444444,0.567721409102281,0.5745039756099383,0.5989087373018265,0.7671792822452805,76.37795275590551,0.8893229166666666,0.6243055686354637,0.7458333373069763,0.5790178626775742,0.01100556596379693,0.8412435617884388,83.87096774193549,0.8458333333333333,0.7000000029802322,0.875,0.6250000074505806,0.09017098795838496,0.15884812368849485,88.23529411764706,0.8111111111111112,0.8888888955116272,0.8888888955116272,0.8888888955116272,0.425533096330326,1.2292106694996434,33.33333333333333,0.41666666666666663,0.222222238779068,0.1666666716337204,0.3333333432674408,0.28680977927991813,0.6894228932195987,61.53846153846154,0.6666666666666667,0.5750000029802322,0.5416666716337204,0.625,0.6911425693868333,0.8691327327625803,64.28571428571429,0.6777777777777778,0.5833333432674408,0.875,0.46666668355464935,0.42440168757577007,0.6929283217979906,50.0,0.625,0.722222238779068,0.7000000029802322,0.75,0.6941460790592703,0.9979098145496977,42.857142857142854,0.4166666666666667,0.3333333432674408,0.3333333432674408,0.3333333432674408,0.36619237250776,0.8131864516255921,51.21951219512195,0.47152777777777777,0.6205387264490128,0.5325396905342737,0.777777781089147,0.7552973622107456
20,0.07316657740704897,1.5774541053752589,56.38297872340425,0.7431299603174604,0.6268777673443159,0.5127976232518753,0.9118055577079455,1.1458204308441027,76.37795275590551,0.8671875,0.6156250052154064,0.7916666679084301,0.5364583376795053,0.005666751757261772,0.9312711006064511,83.87096774193549,0.7291666666666666,0.5125000029802322,0.6875,0.4375000074505806,0.5098767592729004,0.28863101258451807,88.23529411764706,0.8333333333333334,0.8666666746139526,0.7777777910232544,1.0,0.5707795520629093,1.345306858547075,33.33333333333333,0.41666666666666663,0.222222238779068,0.1666666716337204,0.3333333432674408,0.5030264052516925,0.6891948918840055,53.84615384615385,0.84375,0.6493506729602814,0.48571430146694183,1.0,0.4684691160414807,1.0156060085310414,64.28571428571429,0.59375,0.6111111491918564,0.6500000059604645,0.625,0.45770325351925734,0.6926699930111547,60.0,0.5833333333333333,0.7999999821186066,0.7142857164144516,1.0,0.6888885708094625,0.9674445351554856,57.14285714285714,0.4166666666666667,0.6666666865348816,0.5,1.0,0.5688068024938907,0.8729165570665697,48.78048780487805,0.5381944444444444,0.47121213376522064,0.38174604376157123,0.6694444517294565,0.4245248036864126
21,0.7796705748656709,0.9536063313551929,62.23404255319149,0.6502728174603175,0.4946248282988866,0.5193452468762795,0.519345243771871,0.6409435738234615,79.52755905511812,0.8744047619047619,0.7181547749787569,0.758184527978301,0.7241071481257677,0.012227091431466289,0.5802657969444169,77.41935483870968,0.6898809523809524,0.5833333432674408,0.5666666775941849,0.6041666716337204,0.008512629925610563,0.8940321109376681,64.70588235294117,0.8333333333333334,0.4523809552192688,0.3611111144224803,0.6666666666666666,0.01803004968498731,1.0383591451362357,55.55555555555556,0.48333333333333334,0.3333333432674408,0.25,0.5,0.3946083260565201,0.6872742600464986,61.53846153846154,0.7916666666666667,0.6333333551883698,0.75,0.625,0.6913487738724425,0.9009251245087712,64.28571428571429,0.6333333333333333,0.5952380895614624,0.875,0.6000000014901161,0.5943036963572479,0.6940012022003506,50.0,0.1875,0.6666666865348816,0.5,1.0,0.6939942843078228,1.1923964204782638,57.14285714285714,0.3333333333333333,0.6666666865348816,0.5,1.0,0.7882559224168729,0.8984778730495453,41.46341463414634,0.6722222222222222,0.45767195771137875,0.3601190547148387,0.7444444497426351,0.5117697611797575
