,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,HSJ,HSJ,HSJ,HSJ,HSJ,HSJ,HSJ,NYU,NYU,NYU,NYU,NYU,NYU,NYU,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ2,SZ2,SZ2,SZ2,SZ2,SZ2,SZ2,SZ3,SZ3,SZ3,SZ3,SZ3,SZ3,SZ3,SZ6,SZ6,SZ6,SZ6,SZ6,SZ6,SZ6,Svip1,Svip1,Svip1,Svip1,Svip1,Svip1,Svip1,Svip2,Svip2,Svip2,Svip2,Svip2,Svip2,Svip2,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027,USM,USM,USM,USM,USM,USM,USM
,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train
0,162.73932193080256,5.237726964088063,0.0,0.0,0.0,0.0,0.0,2.09658078770111,0.0,0.0,0.0,0.0,0.0,76.71961943130292,1.938268419505283,0.0,0.0,0.0,0.0,0.0,49.04450192676397,4.046633007243036,0.0,0.0,0.0,0.0,0.0,18.692682064538115,1.0910690787021537,0.0,0.0,0.0,0.0,0.0,18.985183248490365,106.71332290736345,0.0,0.0,0.0,0.0,0.0,975.1649173697504,15.713004195198945,0.0,0.0,0.0,0.0,0.0,33.81613696933546,125.72287889296197,0.0,0.0,0.0,0.0,0.0,349.9171097716136,54.39353251148084,0.0,0.0,0.0,0.0,0.0,961.496918647498,56.47651992526957,0.0,0.0,0.0,0.0,0.0,583.2036992223277,60.988105222230736,0.0,0.0,0.0,0.0,0.0,717.9749071505439,266.922375311825,0.0,0.0,0.0,0.0,0.0,475.52024571219346,41.021826402273966,0.0,0.0,0.0,0.0,0.0,754.5896461651058,100.67013450931871,0.0,0.0,0.0,0.0,0.0,471.1034875043784,665.137141408705,0.0,0.0,0.0,0.0,0.0,3024.1967814004647,517.3816003189307,0.0,0.0,0.0,0.0,0.0,3399.886824448049,511.3302156582291,0.0,0.0,0.0,0.0,0.0,3356.4307248821538,74.60193646662351,0.0,0.0,0.0,0.0,0.0,197.17540339761126
1,58.65492985693297,1.2036002851122478,0.0,0.0,0.0,0.0,0.0,6.582809820715131,0.0,0.0,0.0,0.0,0.0,43.001672881183715,1.9046179042653835,0.0,0.0,0.0,0.0,0.0,24.600665292946264,3.407284023325744,0.0,0.0,0.0,0.0,0.0,13.690279991146433,3.4517337314105014,0.0,0.0,0.0,0.0,0.0,19.410034203225077,50.74907557532488,0.0,0.0,0.0,0.0,0.0,1059.959543567434,17.980922100866735,0.0,0.0,0.0,0.0,0.0,35.7978059369851,29.85857832726016,0.0,0.0,0.0,0.0,0.0,162.60674548782293,8.051078899285839,0.0,0.0,0.0,0.0,0.0,53.58999844397521,29.12945944997209,0.0,0.0,0.0,0.0,0.0,184.72654571049674,10.543650944300804,0.0,0.0,0.0,0.0,0.0,257.3026336751833,71.76823494888724,0.0,0.0,0.0,0.0,0.0,740.8713916326632,7.634001364220053,0.0,0.0,0.0,0.0,0.0,324.44395780273186,29.408138431793297,0.0,0.0,0.0,0.0,0.0,301.62117761256457,236.55162231570603,0.0,0.0,0.0,0.0,0.0,1341.836463925463,95.58036614726255,0.0,0.0,0.0,0.0,0.0,672.3100618784547,94.23984910940237,0.0,0.0,0.0,0.0,0.0,522.3316902735295,21.625275011686764,0.0,0.0,0.0,0.0,0.0,103.45845138421473
2,10.084949765772475,1.6577444387269584,0.0,0.0,0.0,0.0,0.0,2.865397499112018,0.0,0.0,0.0,0.0,0.0,1.5313360048625428,0.9232450931579291,0.0,0.0,0.0,0.0,0.0,31.505348331249127,2.822853758908839,0.0,0.0,0.0,0.0,0.0,16.99992046985784,0.5582234700923833,0.0,0.0,0.0,0.0,0.0,9.258624198350093,28.29402950067382,0.0,0.0,0.0,0.0,0.0,240.3050878047387,10.375708458998929,0.0,0.0,0.0,0.0,0.0,31.892426545331283,23.087999366333936,0.0,0.0,0.0,0.0,0.0,161.47260864127148,10.099788806279099,0.0,0.0,0.0,0.0,0.0,47.985897319734725,28.258290449737032,0.0,0.0,0.0,0.0,0.0,290.97910197135195,18.910003817618932,0.0,0.0,0.0,0.0,0.0,102.66813444312358,30.359987872870402,0.0,0.0,0.0,0.0,0.0,317.45894987533455,5.630502573315411,0.0,0.0,0.0,0.0,0.0,94.24768882578066,27.69133077261724,0.0,0.0,0.0,0.0,0.0,261.0011039653847,68.0686393509197,0.0,0.0,0.0,0.0,0.0,156.38683508724557,29.083412503965224,0.0,0.0,0.0,0.0,0.0,98.31186812008413,37.84847013721405,0.0,0.0,0.0,0.0,0.0,256.99156257713116,19.136300049910663,0.0,0.0,0.0,0.0,0.0,97.55519574304677
3,15.875920633815111,1.9794711385208448,0.0,0.0,0.0,0.0,0.0,0.72248955621857,0.0,0.0,0.0,0.0,0.0,5.9670868799643815,0.36420113436252616,0.0,0.0,0.0,0.0,0.0,5.373410984181476,8.273004497616075,0.0,0.0,0.0,0.0,0.0,80.40165431032399,1.7540263016023927,0.0,0.0,0.0,0.0,0.0,3.651252390093121,22.19559555606299,0.0,0.0,0.0,0.0,0.0,486.40027185634415,7.717863543855457,0.0,0.0,0.0,0.0,0.0,3.4891651241650727,18.81171034228202,0.0,0.0,0.0,0.0,0.0,160.6786230907049,16.331952348417925,0.0,0.0,0.0,0.0,0.0,67.12889076699277,24.111873264465263,0.0,0.0,0.0,0.0,0.0,265.937618833322,33.27310445118788,0.0,0.0,0.0,0.0,0.0,158.03485547469697,32.690103914674815,0.0,0.0,0.0,0.0,0.0,235.33597118036298,24.236834577990997,0.0,0.0,0.0,0.0,0.0,185.65226933949342,21.861853233373672,0.0,0.0,0.0,0.0,0.0,198.5538601989795,27.340995928412035,0.0,0.0,0.0,0.0,0.0,142.47081823606996,63.480255814992496,0.0,0.0,0.0,0.0,0.0,86.60262352973102,31.130074731327987,0.0,0.0,0.0,0.0,0.0,54.77683759394712,13.524282767548966,0.0,0.0,0.0,0.0,0.0,40.71309689873796
4,34.00681882632071,2.7809844231047736,0.0,0.0,0.0,0.0,0.0,2.163585810843812,0.0,0.0,0.0,0.0,0.0,16.337392009460228,0.6636744252777333,0.0,0.0,0.0,0.0,0.0,10.925368639776547,3.171070250443642,0.0,0.0,0.0,0.0,0.0,16.25095497750375,0.3244955366490029,0.0,0.0,0.0,0.0,0.0,6.583079869054527,23.651050082383556,0.0,0.0,0.0,0.0,0.0,191.430626335264,8.031310599255836,0.0,0.0,0.0,0.0,0.0,11.177798474891988,26.912715433152773,0.0,0.0,0.0,0.0,0.0,21.266405672791247,8.719578055093864,0.0,0.0,0.0,0.0,0.0,29.37720379098553,7.2648844621316995,0.0,0.0,0.0,0.0,0.0,195.84882235682355,17.96571248795721,0.0,0.0,0.0,0.0,0.0,129.61933744422828,75.95904153372504,0.0,0.0,0.0,0.0,0.0,581.0116478303677,5.929699121928194,0.0,0.0,0.0,0.0,0.0,31.460966634609548,20.908298046241747,0.0,0.0,0.0,0.0,0.0,186.19727865889763,77.19415415052822,0.0,0.0,0.0,0.0,0.0,85.70336263364557,39.92667076097071,0.0,0.0,0.0,0.0,0.0,110.06544593312961,37.26272578773877,0.0,0.0,0.0,0.0,0.0,114.50009823723121,22.62151633635763,0.0,0.0,0.0,0.0,0.0,34.470640830132524
5,27.03700680709497,2.0869123015107895,0.0,0.0,0.0,0.0,0.0,0.4683244405563137,0.0,0.0,0.0,0.0,0.0,6.2497299985921435,0.5188374370499639,0.0,0.0,0.0,0.0,0.0,3.7792556718787296,0.9615533421531216,0.0,0.0,0.0,0.0,0.0,8.641065889180938,1.0567918201496307,0.0,0.0,0.0,0.0,0.0,1.2988974848373835,21.566357882156534,0.0,0.0,0.0,0.0,0.0,104.00894616842302,6.153293833677371,0.0,0.0,0.0,0.0,0.0,80.65794792848145,20.231044949109496,0.0,0.0,0.0,0.0,0.0,48.818244426333266,9.29142261802983,0.0,0.0,0.0,0.0,0.0,56.75562801736596,10.691619293291879,0.0,0.0,0.0,0.0,0.0,86.95567793485236,12.83915074406859,0.0,0.0,0.0,0.0,0.0,32.177445599095634,17.957263574882695,0.0,0.0,0.0,0.0,0.0,170.32236439137816,6.330117006586225,0.0,0.0,0.0,0.0,0.0,73.99872307176406,15.323659995253413,0.0,0.0,0.0,0.0,0.0,147.46723916734535,26.278337834656377,0.0,0.0,0.0,0.0,0.0,90.91926843708396,43.176604656137876,0.0,0.0,0.0,0.0,0.0,43.590637544829576,14.750456437951787,0.0,0.0,0.0,0.0,0.0,73.81901721742763,14.291552007228006,0.0,0.0,0.0,0.0,0.0,16.05110994528222
6,74.41083386646388,3.6715479016150745,0.0,0.0,0.0,0.0,0.0,3.3000513565234866,0.0,0.0,0.0,0.0,0.0,5.432420840188634,1.0682241127275918,0.0,0.0,0.0,0.0,0.0,2.3769301176794233,1.1416990563483864,0.0,0.0,0.0,0.0,0.0,6.354666310414717,0.5340912325892905,0.0,0.0,0.0,0.0,0.0,2.299838266853521,15.260357550440698,0.0,0.0,0.0,0.0,0.0,90.88070502036479,7.078240673465135,0.0,0.0,0.0,0.0,0.0,37.04299061680848,22.289760292770573,0.0,0.0,0.0,0.0,0.0,86.63054354013218,9.096115846565446,0.0,0.0,0.0,0.0,0.0,73.04109365982751,10.526833420122497,0.0,0.0,0.0,0.0,0.0,209.22491979391472,14.221926827529359,0.0,0.0,0.0,0.0,0.0,68.9033211990328,58.70356193659789,0.0,0.0,0.0,0.0,0.0,106.10249899738253,4.516234272905583,0.0,0.0,0.0,0.0,0.0,144.0391382306862,24.36390828408985,0.0,0.0,0.0,0.0,0.0,78.34445312809272,65.05662502517255,0.0,0.0,0.0,0.0,0.0,149.2888246076452,23.389163405936372,0.0,0.0,0.0,0.0,0.0,41.390385582997396,44.544681768606814,0.0,0.0,0.0,0.0,0.0,216.94410197632152,18.145424492359933,0.0,0.0,0.0,0.0,0.0,19.345913331741784
7,106.39007268167093,2.9063032639279904,0.0,0.0,0.0,0.0,0.0,0.3287158630319729,0.0,0.0,0.0,0.0,0.0,5.9127257964419755,0.7554623525613373,0.0,0.0,0.0,0.0,0.0,3.6179960980231014,1.0343573908722634,0.0,0.0,0.0,0.0,0.0,4.833409694554862,0.5251449031585513,0.0,0.0,0.0,0.0,0.0,4.993546105519015,15.631792985330959,0.0,0.0,0.0,0.0,0.0,48.94955777461148,4.163269211735654,0.0,0.0,0.0,0.0,0.0,20.17816297837126,12.84709810805263,0.0,0.0,0.0,0.0,0.0,91.53122290670049,13.282488856809955,0.0,0.0,0.0,0.0,0.0,0.6774515303290283,8.56171361240075,0.0,0.0,0.0,0.0,0.0,43.30510557063604,11.059071497964675,0.0,0.0,0.0,0.0,0.0,6.087622829389036,16.30911956276635,0.0,0.0,0.0,0.0,0.0,128.02557171181203,5.443550327556231,0.0,0.0,0.0,0.0,0.0,115.89796147264698,14.706125148145636,0.0,0.0,0.0,0.0,0.0,19.216928953648416,34.84584557049739,0.0,0.0,0.0,0.0,0.0,94.6790056711871,68.65120592190502,0.0,0.0,0.0,0.0,0.0,189.57700366020194,12.927093906043192,0.0,0.0,0.0,0.0,0.0,230.43068765859752,10.305941233431524,0.0,0.0,0.0,0.0,0.0,26.845920030122358
8,18.267840371489996,2.016525322801945,0.0,0.0,0.0,0.0,0.0,0.49873431251752326,0.0,0.0,0.0,0.0,0.0,8.663715510205586,0.5903045334832363,0.0,0.0,0.0,0.0,0.0,10.018905244804811,1.0774893883175627,0.0,0.0,0.0,0.0,0.0,4.3060447080932915,0.6599121024237816,0.0,0.0,0.0,0.0,0.0,5.700791206840598,20.297950839194822,0.0,0.0,0.0,0.0,0.0,146.18042871415486,5.285300634160843,0.0,0.0,0.0,0.0,0.0,12.350704377555182,15.595049572813645,0.0,0.0,0.0,0.0,0.0,147.77803716310254,8.782343731043195,0.0,0.0,0.0,0.0,0.0,39.2925400232444,14.541902341326958,0.0,0.0,0.0,0.0,0.0,56.384270686621335,8.237589075749534,0.0,0.0,0.0,0.0,0.0,123.45088724619352,16.173555877981517,0.0,0.0,0.0,0.0,0.0,98.89539067642815,3.118370513025028,0.0,0.0,0.0,0.0,0.0,71.68147922090068,19.005583722129376,0.0,0.0,0.0,0.0,0.0,91.94235626808175,39.361294730367476,0.0,0.0,0.0,0.0,0.0,37.889332326921,20.331105329897696,0.0,0.0,0.0,0.0,0.0,75.92477387699037,14.595759576290897,0.0,0.0,0.0,0.0,0.0,82.01481270791166,10.099491173192803,0.0,0.0,0.0,0.0,0.0,15.76087083411205
