,ASD,ASD,ASD,ASD,ASD,ASD,ASD
,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test
0,0.6976793017015891,0.6935724058943951,44.680851063829785,0.45071924603174596,0.604643518726031,0.453125,1.0
1,0.6889238058524128,0.6951581396884238,44.680851063829785,0.4360367063492063,0.6086765248328447,0.4479166666666667,1.0
2,0.7022525322038226,0.696448531210442,44.680851063829785,0.477108134920635,0.5865264479070902,0.4479166666666667,0.9583333333333334
3,0.693667248503366,0.6917906051047196,55.319148936170215,0.6110367063492064,0.0,0.0,0.0
4,0.6866204044060883,0.6949556429889494,44.680851063829785,0.5055555555555556,0.6122988276183605,0.453125,1.0
5,0.6925022809659765,0.693443152118923,45.744680851063826,0.5699652777777778,0.5978433762987455,0.4471726218859355,0.9756944452722868
6,0.6877858223802523,0.6922469142567038,53.72340425531915,0.6038194444444445,0.6122747672100862,0.48933532647788525,0.8722222248713175
7,0.6729642848503317,0.7000522299433488,44.680851063829785,0.5647569444444445,0.590694502616922,0.4427083333333333,1.0
8,0.7866409450703807,0.7597725163623416,44.680851063829785,0.6542162698412697,0.5832241947452227,0.4427083333333333,1.0
9,0.6935662771982317,0.6883486438757689,57.446808510638306,0.6152777777777778,0.5013708621263504,0.49722222921748954,0.5849206404139599
10,0.705342088076477,0.6868797793815489,59.57446808510638,0.6350694444444445,0.28816137835383415,0.4826388905445735,0.22430555832882723
11,0.6524177903841882,0.7175643158322395,44.680851063829785,0.5635416666666668,0.602582615489761,0.453125,1.0
12,0.20820355063187956,1.4904811106612668,44.680851063829785,0.6748263888888889,0.5911126037438711,0.4427083333333333,1.0
13,0.7422260355470399,0.6791266470773372,63.829787234042556,0.7105902777777778,0.6575817813475927,0.5623015947639942,0.8708333360652128
14,0.847895297492177,0.8232283605346102,46.27659574468085,0.6892609126984124,0.5934859253466129,0.44791667101283866,0.96527777860562
15,1.555832723062215,0.6889766500632616,59.57446808510638,0.6800347222222222,0.4210317519803842,0.6034722253680229,0.3694444497426351
16,0.5418261057162076,0.6638245333392513,61.702127659574465,0.6685267857142856,0.188095240543286,0.375,0.13263889029622078
17,0.19680159702374223,0.6716286567436175,60.1063829787234,0.7288194444444445,0.16805555547277132,0.375,0.11041666815678279
18,0.3038363704312382,0.6644741947535051,62.23404255319149,0.7063740079365081,0.5216600634157658,0.5826388957599798,0.5430555591980616
19,0.2885688001603217,0.8196581077566193,61.702127659574465,0.7380208333333332,0.5800054197510084,0.581944452598691,0.6715277830759684
20,0.2309068953737736,1.039529569404649,53.72340425531915,0.671924603174603,0.6072032302618027,0.4813988171517849,0.8965277783572674
