,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,HSJ,HSJ,HSJ,HSJ,HSJ,HSJ,HSJ,NYU,NYU,NYU,NYU,NYU,NYU,NYU,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ2,SZ2,SZ2,SZ2,SZ2,SZ2,SZ2,SZ6,SZ6,SZ6,SZ6,SZ6,SZ6,SZ6,Svip1,Svip1,Svip1,Svip1,Svip1,Svip1,Svip1,Svip2,Svip2,Svip2,Svip2,Svip2,Svip2,Svip2,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027,USM,USM,USM,USM,USM,USM,USM
,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train
0,7.370150546987681,16.4235217175683,0.0,0.0,0.0,0.0,0.0,12.210531457630339,0.0,0.0,0.0,0.0,0.0,14.539054370076139,16.237582218418297,0.0,0.0,0.0,0.0,0.0,9.620451352388374,12.454493645342934,0.0,0.0,0.0,0.0,0.0,4.669622744251848,1297.6382308909156,0.0,0.0,0.0,0.0,0.0,1467.523085668375,147.9031169171476,0.0,0.0,0.0,0.0,0.0,205.25337350853994,602.0784016384773,0.0,0.0,0.0,0.0,0.0,663.0765166074776,434.2565275652618,0.0,0.0,0.0,0.0,0.0,208.43825385317862,391.4334430634396,0.0,0.0,0.0,0.0,0.0,298.3768267935872,441.6510512824755,0.0,0.0,0.0,0.0,0.0,1448.1854479196325,132.98868059835996,0.0,0.0,0.0,0.0,0.0,456.85345435918373,52.739187906127825,0.0,0.0,0.0,0.0,0.0,22.056561400773305,259.81838497711203,0.0,0.0,0.0,0.0,0.0,74.30842847526142,2551.24176939277,0.0,0.0,0.0,0.0,0.0,2790.5185637273785,2423.882421120521,0.0,0.0,0.0,0.0,0.0,2062.705659268009,2963.0446852196765,0.0,0.0,0.0,0.0,0.0,3166.412822578158,336.9329109091963,0.0,0.0,0.0,0.0,0.0,446.06759979528346
1,10.030838999436789,36.98219268797719,0.0,0.0,0.0,0.0,0.0,22.871908709294566,0.0,0.0,0.0,0.0,0.0,15.31415675961704,33.44535517397299,0.0,0.0,0.0,0.0,0.0,38.32630553406472,11.494982423276335,0.0,0.0,0.0,0.0,0.0,18.80750324416465,1117.3589433350407,0.0,0.0,0.0,0.0,0.0,1256.6295465272974,68.29430169804033,0.0,0.0,0.0,0.0,0.0,196.86542681484747,355.17284380238686,0.0,0.0,0.0,0.0,0.0,30.698746311188614,221.25597901384305,0.0,0.0,0.0,0.0,0.0,1127.3403694315969,176.55498190733502,0.0,0.0,0.0,0.0,0.0,26.975586024851637,350.7199203946652,0.0,0.0,0.0,0.0,0.0,679.6487793018381,77.33027552605952,0.0,0.0,0.0,0.0,0.0,392.19600777480827,42.47546792509168,0.0,0.0,0.0,0.0,0.0,6.267999946791846,279.05294786911537,0.0,0.0,0.0,0.0,0.0,41.28254491992263,1981.0521391997092,0.0,0.0,0.0,0.0,0.0,2425.5043889289846,1669.6906766403924,0.0,0.0,0.0,0.0,0.0,1198.9407069162703,2687.1520824893073,0.0,0.0,0.0,0.0,0.0,3119.597924554899,335.9641645622863,0.0,0.0,0.0,0.0,0.0,686.8067064833058
2,15.082418208533493,6.403481874774096,0.0,0.0,0.0,0.0,0.0,9.254915626399928,0.0,0.0,0.0,0.0,0.0,8.200256015017784,18.103959242727978,0.0,0.0,0.0,0.0,0.0,26.425552058653732,6.480629856326023,0.0,0.0,0.0,0.0,0.0,7.3975260977519355,713.8979329441524,0.0,0.0,0.0,0.0,0.0,755.5195058652072,27.16573030729999,0.0,0.0,0.0,0.0,0.0,93.14359710139559,348.55836155681794,0.0,0.0,0.0,0.0,0.0,252.42374375946918,158.9027265970508,0.0,0.0,0.0,0.0,0.0,9.289409816728131,142.17029342098778,0.0,0.0,0.0,0.0,0.0,140.55350856383302,252.39455277475216,0.0,0.0,0.0,0.0,0.0,729.0787349224962,51.25288740346614,0.0,0.0,0.0,0.0,0.0,38.160558162475965,34.535170497200625,0.0,0.0,0.0,0.0,0.0,30.310097891743983,109.08496989130602,0.0,0.0,0.0,0.0,0.0,132.0495514362058,1330.2868640306133,0.0,0.0,0.0,0.0,0.0,1397.619843221436,1352.344308045782,0.0,0.0,0.0,0.0,0.0,1440.7721399857394,3003.563724323058,0.0,0.0,0.0,0.0,0.0,3431.3202665151234,155.74902450249635,0.0,0.0,0.0,0.0,0.0,355.01683117720614
3,6.010950699059086,5.396387325724021,0.0,0.0,0.0,0.0,0.0,6.006227832764872,0.0,0.0,0.0,0.0,0.0,6.74551463733949,44.17022259751067,0.0,0.0,0.0,0.0,0.0,50.09334274569404,4.770664458639193,0.0,0.0,0.0,0.0,0.0,5.748142696403248,382.1634612935664,0.0,0.0,0.0,0.0,0.0,909.7565632606212,29.914081595436002,0.0,0.0,0.0,0.0,0.0,124.94780376010775,299.2342876515683,0.0,0.0,0.0,0.0,0.0,22.31989500093655,112.78153932821876,0.0,0.0,0.0,0.0,0.0,17.07510664551417,117.91635000290158,0.0,0.0,0.0,0.0,0.0,105.8286557790038,210.33375191050072,0.0,0.0,0.0,0.0,0.0,208.7877991105494,9.70921734948827,0.0,0.0,0.0,0.0,0.0,179.04829962529553,34.72831312704666,0.0,0.0,0.0,0.0,0.0,40.593367559395126,108.64305957389216,0.0,0.0,0.0,0.0,0.0,86.10828577426057,404.1176308911522,0.0,0.0,0.0,0.0,0.0,894.2825535299496,498.0127451323286,0.0,0.0,0.0,0.0,0.0,474.2849661236974,2349.8414885645243,0.0,0.0,0.0,0.0,0.0,2504.4149914813092,84.23495247556843,0.0,0.0,0.0,0.0,0.0,80.65977137567717
4,1.6329303353145328,6.939280943538608,0.0,0.0,0.0,0.0,0.0,6.590358682747783,0.0,0.0,0.0,0.0,0.0,1.2494684863203456,7.288816914449135,0.0,0.0,0.0,0.0,0.0,16.95638709693461,12.039118085078725,0.0,0.0,0.0,0.0,0.0,3.932011140909931,199.06265348676607,0.0,0.0,0.0,0.0,0.0,499.0439147215207,18.253707652649844,0.0,0.0,0.0,0.0,0.0,8.886096979695054,272.15922126243817,0.0,0.0,0.0,0.0,0.0,44.385184808022544,93.45263666745912,0.0,0.0,0.0,0.0,0.0,26.298146977207253,108.58929532672575,0.0,0.0,0.0,0.0,0.0,38.0218043225127,218.6555592427544,0.0,0.0,0.0,0.0,0.0,144.1823237661303,51.44710932260583,0.0,0.0,0.0,0.0,0.0,59.003008982988376,29.00520224999545,0.0,0.0,0.0,0.0,0.0,24.703508514498065,96.02940485399508,0.0,0.0,0.0,0.0,0.0,80.14837664669436,212.45713681645015,0.0,0.0,0.0,0.0,0.0,215.57593622876522,145.3370087603201,0.0,0.0,0.0,0.0,0.0,109.81782309447536,1360.9485434088988,0.0,0.0,0.0,0.0,0.0,1446.1985694186849,121.7474112784786,0.0,0.0,0.0,0.0,0.0,80.62876473508955
5,5.892856481170206,6.442709529670782,0.0,0.0,0.0,0.0,0.0,9.358021547326361,0.0,0.0,0.0,0.0,0.0,3.8116607839821532,7.47045545447708,0.0,0.0,0.0,0.0,0.0,16.809952130452384,9.437094977622282,0.0,0.0,0.0,0.0,0.0,7.645378923982449,136.4592443548109,0.0,0.0,0.0,0.0,0.0,254.24423325710137,20.454000809558877,0.0,0.0,0.0,0.0,0.0,15.897778721186615,265.6778119186702,0.0,0.0,0.0,0.0,0.0,78.5708122385105,93.12129757430125,0.0,0.0,0.0,0.0,0.0,9.130984583281922,104.00424066802069,0.0,0.0,0.0,0.0,0.0,45.7987823691059,300.7392447484651,0.0,0.0,0.0,0.0,0.0,243.209788258286,64.19730404533708,0.0,0.0,0.0,0.0,0.0,235.01104339990079,27.242465733157307,0.0,0.0,0.0,0.0,0.0,28.6669221956743,100.35350701088893,0.0,0.0,0.0,0.0,0.0,65.60027811779112,205.82878398556622,0.0,0.0,0.0,0.0,0.0,116.96194059279892,104.75245927335217,0.0,0.0,0.0,0.0,0.0,109.81625855842569,696.2991056695516,0.0,0.0,0.0,0.0,0.0,1121.9924991658213,88.7547883215289,0.0,0.0,0.0,0.0,0.0,34.72059288205242
6,1.9582217860362234,6.193453965546555,0.0,0.0,0.0,0.0,0.0,5.955989620811806,0.0,0.0,0.0,0.0,0.0,2.1743793743836894,5.35603271915744,0.0,0.0,0.0,0.0,0.0,5.413210103256888,2.9937555230458344,0.0,0.0,0.0,0.0,0.0,3.6991401812595877,108.41717659492663,0.0,0.0,0.0,0.0,0.0,433.1300187646858,16.646679763689495,0.0,0.0,0.0,0.0,0.0,19.152549481570347,229.64877022424358,0.0,0.0,0.0,0.0,0.0,109.17399259852066,75.03531713298467,0.0,0.0,0.0,0.0,0.0,78.76417783116122,84.93696650090386,0.0,0.0,0.0,0.0,0.0,209.879626118703,296.9369720215119,0.0,0.0,0.0,0.0,0.0,149.62075590338003,53.649474121702156,0.0,0.0,0.0,0.0,0.0,66.2649163814958,30.44524971485547,0.0,0.0,0.0,0.0,0.0,14.371291052430843,87.84866275789506,0.0,0.0,0.0,0.0,0.0,255.1602057078897,151.81092381936702,0.0,0.0,0.0,0.0,0.0,56.978848561245854,95.23045351534081,0.0,0.0,0.0,0.0,0.0,36.61879668298345,321.74565453550895,0.0,0.0,0.0,0.0,0.0,604.4513623010492,39.965641310375,0.0,0.0,0.0,0.0,0.0,28.788696960505142
7,8.725121270733643,11.970379227993659,0.0,0.0,0.0,0.0,0.0,6.44047641049253,0.0,0.0,0.0,0.0,0.0,2.6108248230809923,22.238264950804428,0.0,0.0,0.0,0.0,0.0,41.06072659116126,20.385238144447307,0.0,0.0,0.0,0.0,0.0,24.423914963405956,123.62511553737325,0.0,0.0,0.0,0.0,0.0,468.93770107502843,53.558656385817656,0.0,0.0,0.0,0.0,0.0,56.79670239335318,220.67530614607625,0.0,0.0,0.0,0.0,0.0,67.77467802732,121.9017215380998,0.0,0.0,0.0,0.0,0.0,14.328880180920164,63.985655724068984,0.0,0.0,0.0,0.0,0.0,81.3511353419253,312.4052772680637,0.0,0.0,0.0,0.0,0.0,134.2153096549956,68.73883691438435,0.0,0.0,0.0,0.0,0.0,78.00228415424672,58.062041709905955,0.0,0.0,0.0,0.0,0.0,11.624209297078302,116.47039326850785,0.0,0.0,0.0,0.0,0.0,131.81713926950147,424.8664766760341,0.0,0.0,0.0,0.0,0.0,28.070634447488192,225.5050945423248,0.0,0.0,0.0,0.0,0.0,47.28669627067513,176.8432605611967,0.0,0.0,0.0,0.0,0.0,111.44615469221762,61.6074983033104,0.0,0.0,0.0,0.0,0.0,29.99923453769261
8,2.8953790892837645,4.635937198248384,0.0,0.0,0.0,0.0,0.0,9.06001468534386,0.0,0.0,0.0,0.0,0.0,1.654083962621383,5.591057218429577,0.0,0.0,0.0,0.0,0.0,12.543943462085073,5.318430027775805,0.0,0.0,0.0,0.0,0.0,2.2247451873677653,100.14014396277548,0.0,0.0,0.0,0.0,0.0,66.94327478266841,34.41580322199241,0.0,0.0,0.0,0.0,0.0,110.69370494199109,222.00627743821082,0.0,0.0,0.0,0.0,0.0,211.53068024907563,61.90730313686935,0.0,0.0,0.0,0.0,0.0,34.083587832122795,69.0067300741599,0.0,0.0,0.0,0.0,0.0,52.714697023231246,181.11913716794646,0.0,0.0,0.0,0.0,0.0,171.53621501551643,72.13444187543838,0.0,0.0,0.0,0.0,0.0,66.71115231439057,54.335565924880044,0.0,0.0,0.0,0.0,0.0,36.648338770289286,79.20298915474582,0.0,0.0,0.0,0.0,0.0,45.87115922105277,117.62206092154997,0.0,0.0,0.0,0.0,0.0,175.55123314455832,75.91144879381025,0.0,0.0,0.0,0.0,0.0,83.4119163717985,141.82674408295034,0.0,0.0,0.0,0.0,0.0,153.91199847725062,31.58821746209128,0.0,0.0,0.0,0.0,0.0,39.05016546396303
