,SZ3,SZ3,SZ3,SZ3,SZ3,SZ3,SZ3,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,HSJ,HSJ,HSJ,HSJ,HSJ,HSJ,HSJ,SZ6,SZ6,SZ6,SZ6,SZ6,SZ6,SZ6,Svip1,Svip1,Svip1,Svip1,Svip1,Svip1,Svip1,Svip2,Svip2,Svip2,Svip2,Svip2,Svip2,Svip2,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027
9,0.5198377630523454,0.6886953021021683,57.14285714285714,0.5833333333333334,0.0,0.0,0.0,0.6351148782196014,63.63636363636363,0.7083333333333333,0.6785714328289032,0.5416666716337204,1.0,0.6057858508514853,0.6932346997873213,50.0,0.4666666666666667,0.1666666567325592,0.5,0.10000000149011612,0.6934899797954547,0.8433867897903908,50.0,0.5333333333333333,0.5999999642372131,0.4285714328289032,1.0,0.5183910160859068,0.6131759281098853,62.5,0.7333333333333333,0.7692307829856873,0.625,1.0,0.4506022762249385,0.5325148438406936,71.42857142857143,0.7,0.0,0.0,0.0,0.475673802031992,0.8450998510773144,60.0,0.4,0.3333333432674408,0.3333333432674408,0.3333333432674408,0.23557090696716423,0.8092552110451489,37.5,0.375,0.2857142686843872,0.3333333432674408,0.25,0.6697265810428621,0.6929971259463005,44.44444444444444,0.625,0.0,0.0,0.0,0.6920406913824788,0.7476177229810924,52.63157894736842,0.6222222222222222,0.0,0.0,0.0,0.6907544479985734,0.6919227725792872,70.0,0.45,0.8846153914928436,0.8125,1.0,0.6902373039809216,0.8384449100916834,50.0,0.45833333333333337,0.27272728085517883,0.30000001192092896,0.25,0.14444788175457163,0.6293833067407892,70.0,0.6166666666666667,0.7083333432674408,1.0,0.550000011920929,0.19427831700855702
10,0.6332794495674362,0.8079527298328716,57.14285714285714,0.5,0.0,0.0,0.0,0.5911361379843377,63.63636363636363,0.8666666666666667,0.7846153974533081,0.6458333432674408,1.0,0.6126893412997084,0.6930291210292832,62.5,0.53125,0.444444477558136,0.4000000059604645,0.5,0.6940046976007961,0.5499355009236386,62.5,0.8666666666666667,0.0,0.0,0.0,0.3239943788398704,0.6238865499453243,62.5,0.6666666666666666,0.7692307829856873,0.625,1.0,0.8250184550611852,0.5001270424659549,71.42857142857143,0.8,0.0,0.0,0.0,0.5829472863156963,1.5619897067427309,60.0,0.53125,0.0,0.0,0.0,0.8454810655181277,0.8022278837541372,50.0,0.375,0.0,0.0,0.0,0.6001063019481189,0.6929499499523278,44.44444444444444,0.6166666666666667,0.0,0.0,0.0,0.692202818300975,1.0958729520905095,52.63157894736842,0.6555555555555556,0.0,0.0,0.0,0.6279618886294234,0.692066778335915,60.0,0.375,0.4285714328289032,0.375,0.5,0.6942925581851488,1.5699932074603362,50.0,0.7666666666666666,0.1666666567325592,0.5,0.10000000149011612,0.18795813817244078,0.955410880813508,60.0,0.6166666666666667,0.6190476417541504,1.0,0.45000000298023224,0.5613247022251651
11,0.5568082516964235,0.7309151220034117,57.14285714285714,0.5,0.0,0.0,0.0,0.7012653937078626,36.36363636363637,0.5833333333333333,0.1428571492433548,0.5,0.0833333358168602,0.7257998901625173,0.7232082574785237,56.25,0.6,0.5000000149011612,0.550000011920929,0.46666668355464935,0.6946700947891686,0.5394549366831499,75.0,0.8,0.5,1.0,0.3333333432674408,1.5357299100992683,0.6991399212264456,37.5,0.3333333333333333,0.0,0.0,0.0,0.6890014940926424,0.7348464003224338,57.14285714285714,0.5,0.4000000059604645,0.3333333432674408,0.5,0.38680269563960795,0.8016324188534547,60.0,0.8,0.2857142686843872,0.25,0.3333333432674408,0.18786356452875244,1.1071717047940208,25.0,0.3125,0.4000000059604645,0.3333333432674408,0.5,0.5169124481970713,0.6925504462540163,66.66666666666666,0.59375,0.8333333432674408,0.800000011920929,0.875,0.6946860544326972,0.7193666477441751,57.89473684210527,0.4444444444444445,0.1111111044883728,0.3333333333333333,0.06666666766007741,0.5464812974714935,0.674419550892692,50.0,0.35,0.7727272808551788,0.75,0.800000011920929,0.7117757920714256,0.8296412131954953,60.0,0.8333333333333333,0.3333333432674408,0.375,0.30000001192092896,0.17498905209553575,0.6848600648962223,40.0,0.9166666666666667,0.1428571492433548,0.5,0.0833333358168602,0.6834693756251201
12,0.540365878945321,0.698671120547741,57.14285714285714,0.4166666666666667,0.0,0.0,0.0,0.6580954722467163,63.63636363636363,0.4,0.7846153974533081,0.6458333432674408,1.0,0.7789829277892529,0.6930000374493901,62.5,0.53125,0.7333333492279053,0.5833333432674408,1.0,0.6922944711593624,0.6686225359271305,50.0,0.7333333333333333,0.5999999642372131,0.4285714328289032,1.0,0.48544550761464234,0.6620553416359714,62.5,0.6,0.7692307829856873,0.625,1.0,0.7554536056525211,0.5126788073873364,71.42857142857143,0.8,0.0,0.0,0.0,0.39855791782127303,1.2546186210661898,60.0,0.7333333333333334,0.75,0.7000000029802322,0.8333333432674408,0.29511762045121875,1.0670621538339053,62.5,0.25,0.4000000059604645,1.0,0.25,0.49121000500176165,0.6931711596294261,55.55555555555556,0.59375,0.3333333432674408,0.30000001192092896,0.375,0.6910036224096754,0.6949353742601537,63.1578947368421,0.6444444444444445,0.6481481591860453,0.8333333333333334,0.5777777830759684,0.621428360652531,0.6747267392795859,70.0,0.55,0.8846153914928436,0.8125,1.0,0.6868228541383844,1.126860269467742,60.0,0.6666666666666666,0.7179487347602844,0.5625,1.0,0.16756857622943755,0.5296224844079733,70.0,0.55,0.8846153914928436,0.8125,1.0,0.47414647390518583
13,1.1478803850315349,0.974063747389793,57.14285714285714,0.5,0.0,0.0,0.0,0.612860903511984,72.72727272727273,0.8333333333333333,0.7857142984867096,1.0,0.7000000029802322,0.5372946366406107,0.6926767273856409,50.0,0.5666666666666667,0.6363636553287506,0.5208333432674408,0.9000000059604645,0.6994819727934549,0.8712606638513156,50.0,0.7333333333333333,0.5999999642372131,0.4285714328289032,1.0,0.319416474183799,0.5953634087092745,50.0,0.6,0.6666666865348816,0.5714285969734192,0.800000011920929,0.49515346377125485,0.5944266289794626,71.42857142857143,0.5,0.0,0.0,0.0,0.7771671602923559,1.2472629672227473,70.0,0.53125,0.2857142686843872,0.3333333432674408,0.25,0.24552254084787536,1.0349225055298927,62.5,0.3125,0.4000000059604645,1.0,0.25,0.5796591600037139,0.6922755837942033,66.66666666666666,0.5625,0.7857142686843872,0.8333333432674408,0.75,0.6926548224358713,0.831211227583123,52.63157894736842,0.611111111111111,0.0,0.0,0.0,0.5957150173843064,0.59204071668627,70.0,0.6785714285714286,0.46666666865348816,0.4375,0.5,0.8052767140705898,1.0579176237913654,60.0,0.5625,0.619047611951828,0.8333333432674408,0.5,0.09517398513463753,0.47595023790047775,70.0,0.7916666666666667,0.761904776096344,0.625,1.0,0.27874362448989065
14,0.492916227428858,0.7059368040604255,57.14285714285714,0.5833333333333334,0.0,0.0,0.0,0.6134754406274673,54.54545454545454,0.625,0.6333333551883698,0.625,0.75,0.7213094215898987,0.7250891592583788,50.0,0.5625,0.6666666865348816,0.5,1.0,0.6893294665272294,0.5163938272460131,75.0,0.8,0.6666666865348816,0.6666666865348816,0.6666666865348816,1.343649506352698,0.5647549088194905,62.5,0.6666666666666666,0.7692307829856873,0.625,1.0,0.5249509544218964,0.5751025828089549,57.14285714285714,0.5,0.0,0.0,0.0,0.6639690807469898,1.3988182622776133,70.0,0.4,0.25,0.5,0.1666666716337204,1.1018459055573329,1.0398279414568177,50.0,0.3125,0.0,0.0,0.0,0.6286952886560359,0.6931290432719075,44.44444444444444,0.625,0.0,0.0,0.0,0.6920040738214082,0.8875820077803674,52.63157894736842,0.5,0.0,0.0,0.0,0.25974411220185467,0.5594377033418348,70.0,0.875,0.761904776096344,0.625,1.0,0.5395754334290872,1.0622607738783336,50.0,0.36666666666666664,0.3333333432674408,0.375,0.30000001192092896,0.040626589399002155,0.914617374206615,70.0,0.8333333333333333,0.761904776096344,0.625,1.0,0.4672193923198808
15,0.6052251614488511,0.7610949088049763,57.14285714285714,0.5,0.0,0.0,0.0,0.7453612141225082,63.63636363636363,0.9666666666666667,0.7846153974533081,0.6458333432674408,1.0,0.2500087102428672,0.6943123425620544,43.75,0.6333333333333333,0.563636377453804,0.4761904925107956,0.7333333492279053,0.5171195098326008,1.3537022145669035,50.0,0.7333333333333333,0.5999999642372131,0.4285714328289032,1.0,0.4721277127891072,0.661952907712393,62.5,0.6,0.7692307829856873,0.625,1.0,0.9050479158146622,0.5901040454602023,71.42857142857143,0.7,0.0,0.0,0.0,0.21124033025553435,1.5123761538587583,70.0,0.8,0.25,0.5,0.1666666716337204,0.20419751456100263,1.546136060063142,62.5,0.375,0.4000000059604645,1.0,0.25,0.557317787952173,0.693450959394086,66.66666666666666,0.5,0.7000000029802322,1.0,0.625,0.6906190863242457,0.8581022957990633,52.63157894736842,0.5111111111111111,0.0,0.0,0.0,0.7471036972384479,0.5361553866427068,70.0,0.6166666666666667,0.8846153914928436,0.8125,1.0,0.5760420002925309,1.0743008701512098,50.0,0.8,0.722222238779068,0.75,0.7000000029802322,0.017625373340688158,0.5773287409727741,70.0,0.6166666666666667,0.7083333432674408,1.0,0.550000011920929,0.28591379295282454
16,0.28458919057422905,0.8817879686798877,57.14285714285714,0.4166666666666667,0.0,0.0,0.0,0.6633740577846597,63.63636363636363,0.625,0.6785714328289032,0.5416666716337204,1.0,0.3926198560732732,0.6924193701293,43.75,0.6666666666666667,0.5727272629737854,0.4642857164144516,0.800000011920929,0.6880863079737511,0.7830263539349732,62.5,0.8,0.0,0.0,0.0,0.5991753433503042,0.6879729743652977,62.5,0.7333333333333333,0.7692307829856873,0.625,1.0,0.6424242127598571,0.6652984332816534,71.42857142857143,0.5,0.0,0.0,0.0,0.6598714798250699,1.6483429072994356,70.0,0.7333333333333334,0.25,0.5,0.1666666716337204,0.24625908257921125,0.6947442447512228,62.5,0.3125,0.4000000059604645,1.0,0.25,0.6637195017239286,0.6934993852904947,55.55555555555556,0.5,0.6666666716337204,0.75,0.625,0.6950363339070034,0.8886160281314924,52.63157894736842,0.6138888888888889,0.0,0.0,0.0,0.5924164200217921,0.5979223479463467,70.0,0.875,0.761904776096344,0.625,1.0,0.49177192931248237,1.2030638690207853,60.0,0.7666666666666666,0.75,0.8333333432674408,0.7000000029802322,0.17885554608726786,0.8946486097114704,70.0,0.8333333333333333,0.761904776096344,0.625,1.0,0.24225050151226113
17,0.22180616594340136,0.8622884940259071,57.14285714285714,0.5,0.0,0.0,0.0,0.5266876544113156,72.72727272727273,0.65,0.8166666924953461,0.6904762089252472,1.0,0.5769582753216125,0.6924765688841852,43.75,0.625,0.5727272629737854,0.4642857164144516,0.75,0.7961737505047606,0.6096344551435016,62.5,0.8,0.5714285373687744,0.5,0.6666666865348816,0.2032214656803716,0.6038097515204431,62.5,0.7333333333333333,0.7692307829856873,0.625,1.0,0.9976087634810036,0.7478511459510483,71.42857142857143,0.3,0.0,0.0,0.0,0.3501906536893389,1.275506797852401,80.0,0.3333333333333333,0.4000000059604645,0.5,0.3333333432674408,0.004312729881995045,1.3894022266160815,50.0,0.375,0.0,0.0,0.0,0.38414473337583704,0.6943675223557061,44.44444444444444,0.53125,0.0,0.0,0.0,0.6961976605293094,0.8927647837315912,52.63157894736842,0.7111111111111111,0.0,0.0,0.0,0.7987542563075573,0.5484634251867375,70.0,0.7166666666666667,0.8846153914928436,0.8125,1.0,0.7006199737751689,0.995044412740878,60.0,0.6875,0.6666666865348816,0.800000011920929,0.625,0.00760763649270096,0.597498043618603,70.0,0.6166666666666667,0.8846153914928436,0.8125,1.0,0.19521958868026734
18,0.42778678077774995,0.8331222390764143,57.14285714285714,0.5833333333333334,0.0,0.0,0.0,0.9610636997830795,63.63636363636363,0.75,0.6785714328289032,0.5416666716337204,1.0,0.13160129256879483,0.878117479703483,50.0,0.5,0.6573426723480225,0.5,1.0,0.6420854991480243,0.4873687852019915,62.5,0.8,0.4000000059604645,0.5,0.3333333432674408,0.1852114191883661,0.7573267180782465,62.5,0.7333333333333333,0.7692307829856873,0.625,1.0,0.5770459010175207,1.2111022652346837,71.42857142857143,0.3,0.0,0.0,0.0,0.02476081328883656,2.1077836927538045,60.0,0.5625,0.0,0.0,0.0,0.30659247234335324,1.4510234956911585,50.0,0.375,0.0,0.0,0.0,0.26562443451204953,0.6945279284729097,44.44444444444444,0.46875,0.0,0.0,0.0,0.6918765196656373,0.9707858024363704,52.63157894736842,0.4166666666666667,0.0,0.0,0.0,0.46953962048889436,0.5378183527403753,70.0,0.75,0.761904776096344,0.625,1.0,0.5370883623849229,0.9003816269296918,60.0,0.5,0.3333333432674408,0.3333333432674408,0.3333333432674408,0.021348366920545238,1.5465923706427342,70.0,0.6166666666666667,0.8846153914928436,0.8125,1.0,0.13023674370518903
19,0.5004991081383212,0.7921433387748752,57.14285714285714,0.5833333333333334,0.0,0.0,0.0,0.6172053278486805,63.63636363636363,0.625,0.8333333432674408,0.75,1.0,1.102725754898878,0.9323887722278656,50.0,0.5,0.6666666865348816,0.5,1.0,0.5081005028971429,0.5244706348659348,75.0,0.8,0.6666666865348816,0.6666666865348816,0.6666666865348816,0.09206325699702485,0.5335852875335046,62.5,0.7333333333333333,0.7272727489471436,0.6666666865348816,0.800000011920929,0.47419137124600563,1.0821407566585381,71.42857142857143,0.5,0.0,0.0,0.0,0.31771737390987526,2.0170633227937897,70.0,0.3333333333333333,0.25,0.5,0.1666666716337204,0.06800583838021894,1.4582917310331407,50.0,0.375,0.0,0.0,0.0,0.3800791001620432,0.6945078775598006,55.55555555555556,0.5,0.20000000298023224,0.5,0.125,0.6909138947277936,0.8772973937299209,63.1578947368421,0.5305555555555556,0.24444443980852762,0.6666666666666666,0.15000000099341074,0.692035335416516,0.6717554486100561,70.0,0.6785714285714286,0.46666666865348816,0.4375,0.5,0.6022379886227732,0.9280234280793364,60.0,0.625,0.75,0.75,0.75,0.003960444354388108,1.2843598123807871,70.0,0.6833333333333333,0.8846153914928436,0.8125,1.0,0.27856600269893195
