,BIP,BIP,BIP,DEL16p11_2,DEL16p11_2,DEL16p11_2
,Loss/train,Loss/test,Accuracy/test,Loss/test,Accuracy/test,Loss/train
0,0.4700203217560498,0.07338321365090619,71.875,0.10663762324200875,53.84615384615385,0.6926440100677212
1,0.5244276685664587,0.07200300528129536,71.875,0.10661525859188595,53.84615384615385,0.6927976723785387
2,0.5079859892888964,0.07070671334179188,71.875,0.10662940997428932,53.84615384615385,0.6934717992392566
3,0.6965285423474546,0.06922850818232622,71.875,0.10663034223829398,53.84615384615385,0.6933920075965938
4,0.5488775881407014,0.06604705592098757,71.875,0.10664007736840012,53.84615384615385,0.693386961854419
5,0.4886010942197482,0.061869873280914686,71.875,0.10662696478299583,53.84615384615385,0.6933543434327625
6,1.4992783793442128,0.1354728299801117,71.875,0.10666375423941236,46.15384615384615,0.6945639433297336
7,0.4370351701459539,0.060491686149249616,75.0,0.10662065223232706,53.84615384615385,0.6931445755116604
8,0.1181113770278321,0.049238200816223925,84.375,0.11181593506987943,46.15384615384615,0.6927639477968935
9,0.6933668215772786,0.05763551875694432,75.0,0.11171492375909768,46.15384615384615,0.6924331285806217
10,1.257634795134588,0.18602888454027994,28.125,0.20519200665679393,46.15384615384615,2.4227813617385867
11,0.5042993365615176,0.0630527347175672,71.875,0.10990991121533963,46.15384615384615,0.7285701601305993
12,0.23875967725049607,0.06619022056555232,65.625,0.10812218009661403,46.15384615384615,0.853028594542859
13,0.15587872881701803,0.06552414748126213,78.125,0.10663527380679083,53.84615384615385,0.6925202659792961
14,0.08762208302415894,0.09128703648115391,65.625,0.10463082188732156,53.84615384615385,0.6885015542737222
15,0.1090678387628217,0.24937208712879605,46.875,0.11282869532624823,38.46153846153847,0.6298849646954988
16,0.04204746432368658,0.05308008614137901,81.25,0.09976716169747804,61.53846153846154,0.719548931032789
17,0.01710907066187836,0.09984899146207159,71.875,0.10506423186843644,46.15384615384615,0.6921590434220866
18,0.0038995071815128637,0.15510070106498927,65.625,0.14312814688292858,30.76923076923077,0.8425338318031385
19,0.01519449056382342,0.1266735159443012,78.125,0.10495658913093829,53.84615384615385,0.7032131700294911
20,0.0005673249227939991,0.10068758567890453,84.375,0.09024186825887437,69.23076923076923,1.2952561978386992
