,DUP22q11_2,DUP22q11_2,DUP22q11_2,ASD,ASD,ASD
,Loss/train,Loss/test,Accuracy/test,Loss/test,Accuracy/test,Loss/train
0,0.6928151548886143,0.15398195419418695,55.55555555555556,0.08802848741201424,48.148148148148145,0.6935035180820239
1,0.692546876420287,0.15387488193345164,55.55555555555556,0.08803134190011003,46.56084656084656,0.6939262174292458
2,0.6920161261131018,0.15433702801102023,55.55555555555556,0.08803397878167205,46.03174603174603,0.6924995198339632
3,0.6946157388112587,0.15390283962032558,55.55555555555556,0.08805034652889282,46.03174603174603,0.692344064069114
4,0.693167459122178,0.15396626867709615,55.55555555555556,0.08807026317170077,46.03174603174603,0.6962758838588379
5,0.692969803512309,0.153881148405343,55.55555555555556,0.08803905652964605,46.03174603174603,0.6929813883730701
6,0.6930148274948156,0.15413926562233143,55.55555555555556,0.08806009584827176,46.03174603174603,0.6911165001241579
7,0.6943829423929525,0.15395106224912125,55.55555555555556,0.08812029648238075,46.03174603174603,0.6860201692322787
8,0.6920387025760258,0.15503632144449653,55.55555555555556,0.08804295739321201,46.03174603174603,0.6923551337406162
9,0.6924896099965601,0.15695880841290735,55.55555555555556,0.09630337185439035,46.03174603174603,0.7267622827199869
10,0.6961107718744931,0.15298373199813364,55.55555555555556,0.08829680213386577,46.03174603174603,0.6903819869869036
11,0.695089489612926,0.1534682791570433,55.55555555555556,0.08843241556866015,46.03174603174603,0.6942644490773621
12,0.6937506015028921,0.1538476493556889,55.55555555555556,0.08912064855590933,46.03174603174603,0.6791648056266477
13,0.6982385308936777,0.15383802031351773,55.55555555555556,0.12485832059016876,54.4973544973545,0.5567371219333037
14,0.6956271475927474,0.15398651166264266,44.44444444444444,0.08963559921615878,46.03174603174603,0.7120853231121024
15,0.69040225226035,0.15305698764391984,44.44444444444444,0.08828912159728988,46.03174603174603,0.6722814267592809
16,0.6987289963157387,0.1529276636661768,44.44444444444444,0.08835565719082422,46.03174603174603,0.7222016343384149
17,0.6914585260889566,0.15495915004081098,44.44444444444444,0.09390629577915234,52.38095238095239,1.3297753532671814
18,0.6664565917866366,0.15846656837436907,44.44444444444444,0.08877292196879062,46.03174603174603,0.6832229188970627
19,0.7256995162403089,0.15041426262145163,44.44444444444444,0.08984152045397494,46.03174603174603,0.6874948088867363
20,0.6855552894294853,0.15800069174197773,44.44444444444444,0.08940407236731106,46.03174603174603,0.7118178549954712
21,0.47130752308462515,0.15550184394307986,44.44444444444444,0.08925211410389972,46.03174603174603,0.7100713114091475
22,0.6715020533835632,0.42898051212397476,44.44444444444444,0.09731149537989911,51.32275132275132,0.6988592135894285
23,0.6862241367624309,0.137108399679962,44.44444444444444,0.1211461204644685,47.61904761904761,0.41747796871593484
24,0.687676059673468,0.15440703230270214,44.44444444444444,0.08779455487947194,58.201058201058196,0.707632510829866
25,0.6924148831003437,0.15323061470652163,44.44444444444444,0.10009009126525094,46.56084656084656,0.5774086968102285
26,0.6826616769928683,0.15364695557521346,55.55555555555556,0.18020452605452614,57.67195767195767,0.5485809554068132
27,0.704357694845608,0.15438916692182095,44.44444444444444,0.09542707526187766,47.61904761904761,0.7116962018684443
