,DUP22q11_2,DUP22q11_2,DUP22q11_2,SZ,SZ,SZ,ASD,ASD,ASD,BIP,BIP,BIP,DEL22q11_2,DEL22q11_2,DEL22q11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DEL1q21_1,DEL1q21_1,DEL1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1
,Loss/train,Loss/test,Accuracy/test,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train
0,0.7045493571049516,0.08068541671322714,22.22222222222222,0.04071473336011514,57.8125,0.7477785335702493,0.0437961264178853,53.43915343915344,0.7122757709094194,0.03911326780867794,68.75,0.7233041419170152,0.0770781589189524,33.33333333333333,0.6935671258626711,0.05337486683916273,53.84615384615385,0.6975155018371715,0.05105759153216251,28.57142857142857,0.6907267125071406,0.06809453699566584,50.0,0.6307056580337427,0.08376399988182594,62.5,0.6868900021072105
1,0.8303067544158355,0.07912425817979858,22.22222222222222,0.04375525549826145,54.6875,0.5966037502988204,0.04383491599216793,55.026455026455025,0.6945781039408727,0.037035938590013376,68.75,0.6797606726116106,0.07843490376326745,38.88888888888889,0.6959668517867309,0.055962736314552994,38.46153846153847,0.6984417609403394,0.04960659643374044,64.28571428571429,0.69457591579971,0.0728721751768163,40.0,0.806505408009011,0.08415674267342739,62.5,0.6692310013551663
2,0.6718590743236117,0.08281502729040911,22.22222222222222,0.04171775468226839,64.84375,0.4370147934799173,0.04403828592489274,47.61904761904761,0.6855056096296545,0.03857434975986404,68.75,0.37012002659398124,0.08409084909272908,38.88888888888889,0.6345923300610633,0.06522565301071478,30.76923076923077,0.5837827179293512,0.049438228914192764,50.0,0.6883107896875255,0.06971831765992412,50.0,0.6312270013199904,0.08398889637868699,75.0,0.6694849710730689
3,0.6693566590018646,0.08326861844224609,33.33333333333333,0.045792221621085635,60.9375,0.47511788083769524,0.043510499766226965,54.4973544973545,0.6111403390797288,0.0405277341722395,68.75,0.6208648542947228,0.08792906021277343,38.88888888888889,0.6196549126282892,0.05390200235577548,69.23076923076923,0.779141835535092,0.04953740013715812,57.14285714285714,0.6728611676727437,0.07675187341462553,50.0,0.5866399892850339,0.08823098000445788,50.0,0.6933006342379493
4,0.7094506766862742,0.0766860266038112,44.44444444444444,0.04404897832942889,57.03125,0.7134174923240021,0.04366326748716746,57.67195767195767,0.6945243150225835,0.03872139107828795,68.75,0.2876625355937508,0.08430197356863836,38.88888888888889,0.8459796430812949,0.058453009279678086,61.53846153846154,0.6143161791848998,0.050134452981373936,57.14285714285714,0.6733359488394811,0.09551197965387617,30.0,0.7301998169353701,0.08803939356050278,50.0,0.7200563073410435
5,0.6792826639110107,0.08677956262378578,44.44444444444444,0.047210131615329734,55.46875,0.767043637269356,0.043315402580537746,53.43915343915344,0.703376170662822,0.04148980351407702,68.75,0.4397034552973246,0.12033855196344972,38.88888888888889,0.3965837402244309,0.04930752633432775,76.92307692307693,0.7281542431281376,0.04932420167354581,50.0,0.5821501061096083,0.0885315717833717,50.0,0.6629200013917459,0.09157675255212422,50.0,0.6819665976468735
6,0.5909596659946849,0.10116098697363124,11.11111111111111,0.03882169731851997,59.375,0.3988559707121227,0.04422964606956826,55.026455026455025,0.8296639833135704,0.04477078146482621,68.75,0.39156766975895935,0.07860571444482407,38.88888888888889,0.6993340604195696,0.06984463221120053,38.46153846153847,0.6538811433239627,0.05576228475002515,50.0,0.6650573136424927,0.09381111483946132,40.0,0.9558773913576607,0.08352101926151126,62.5,0.6425111681815119
7,0.9359099019255348,0.09301236425089404,44.44444444444444,0.042380405229674886,57.8125,0.4975664953334503,0.04210179800371439,59.25925925925925,0.8223936209032877,0.04455645572066243,68.75,0.4803602809802652,0.07883928330741767,55.55555555555556,0.8028023460665293,0.06303605697155872,38.46153846153847,0.7066356945859013,0.055509191612792434,64.28571428571429,0.5670862510983528,0.1245577325032754,30.0,0.48900853159295754,0.08773077135884427,87.5,0.6848652982931179
8,0.7693961703753834,0.12173534096613313,33.33333333333333,0.045741605762904834,54.6875,0.4419602707473552,0.04380447022669145,56.08465608465608,0.8256026309405031,0.03990136353365778,78.125,0.3088937492884644,0.0733816308027845,50.0,0.7353983375790168,0.08286238953699564,23.076923076923077,0.667686634192219,0.05508143092833132,57.14285714285714,0.3880491066416817,0.1118776052319006,30.0,0.7381262386240397,0.08679175384770907,37.5,0.5849236647480826
