,BIP,BIP,BIP,DUP16p11_2,DUP16p11_2,DUP16p11_2
,Loss/train,Loss/test,Accuracy/test,Loss/test,Accuracy/test,Loss/train
0,0.44402558796969094,0.08381105801400499,68.75,0.09900582922910615,64.28571428571429,0.6921672879188401
1,0.657167856806266,0.0755260862944164,68.75,0.09899730026906362,71.42857142857143,0.6929267943522694
2,0.356386615969421,0.07204030778830406,68.75,0.0989728742918563,57.14285714285714,0.6927553364463582
3,0.5426960030242178,0.06894933960200335,71.875,0.09291958778506326,57.14285714285714,0.6473380367488377
4,0.5796305273298289,0.07005579278165557,75.0,0.09920562059407224,57.14285714285714,0.6629038705874992
5,0.48361071275119016,0.07347848781705692,71.875,0.0963989227732439,35.714285714285715,0.6745755622978917
6,0.32218981618331155,0.06068251105632342,75.0,0.09804311722222216,35.714285714285715,0.8472681043117125
7,0.6105435446399418,0.13325724453991777,53.125,0.09263801533308971,57.14285714285714,0.6088262494530567
8,0.5496022531056963,0.061997711964504376,75.0,0.09113687022763359,64.28571428571429,0.6111205725827581
9,0.47974846557733103,0.10244701247065562,75.0,0.08984210046482395,64.28571428571429,0.5547886275197996
10,0.052163262354685117,0.126175524076808,75.0,0.10983842062652294,64.28571428571429,0.799808240929175
11,0.5241302637594367,0.07744634504111822,68.75,0.09460152524961594,64.28571428571429,0.3805533912330522
12,0.07558590363666973,0.08685742955494992,78.125,0.09319523551937868,64.28571428571429,0.3829010721603856
13,0.19977943550997196,0.08930888203375321,71.875,0.1227109674698107,64.28571428571429,0.7604006734820582
14,0.0028092573167040934,0.08246127133566207,78.125,0.11254542242071335,64.28571428571429,0.8514712699257986
15,0.015445881668157826,0.08689483801464593,71.875,0.1308907920069609,50.0,0.6214248453350794
16,0.0024713922796071853,0.09106560165312798,71.875,0.08652524405365526,71.42857142857143,0.18225833177531145
17,0.00030896520538344524,0.09974699608355653,75.0,0.10981108093824168,71.42857142857143,0.13708919619219637
18,0.005148976168483849,0.10525548695303125,75.0,0.11253098235790339,64.28571428571429,0.018464125401659922
19,0.07350807524013767,0.1341587518417633,68.75,0.11394615402033081,71.42857142857143,0.043785335996105526
20,0.04813068763869345,0.14704716273460272,71.875,0.13667643858477266,64.28571428571429,0.0029400012026098697
21,0.0028466777119899025,0.1584516380580472,68.75,0.1381348648668974,64.28571428571429,0.018376947340035144
22,0.0005430118149433698,0.14682180552127938,75.0,0.13934961601564883,64.28571428571429,0.02422743831578146
23,0.03243511901825583,0.1541563770947633,71.875,0.15999769884672665,64.28571428571429,0.004268627130216021
24,0.0006332531951088621,0.1381178671380082,78.125,0.17646595183113814,78.57142857142857,0.09795730531532135
25,8.841772009471425e-05,0.12843685452420794,68.75,0.14482585382724097,71.42857142857143,0.0012268784862008277
26,0.00020294481583627526,0.13726279551050277,75.0,0.1562159935845275,71.42857142857143,0.0007222950717243056
27,0.0007191569844541313,0.1917751866000918,71.875,0.15301827637177853,71.42857142857143,0.001193582239882159
28,0.00039767433937953943,0.12317846449620612,75.0,0.1740280356727519,57.14285714285714,0.0008036135823652733
29,0.00012171816547147073,0.14850687462301718,71.875,0.1773900032352116,71.42857142857143,0.0002757824633504931
30,0.00038359265260451067,0.1297130441920498,71.875,0.16734870290940254,71.42857142857143,0.0005774523682125535
31,4.813614103727185e-05,0.1290102170800898,68.75,0.15723143262940126,71.42857142857143,0.00031473278218010467
32,7.026807749209454e-05,0.1308848946307243,71.875,0.18894001921975992,71.42857142857143,0.000283759502230261
33,6.980606696107852e-05,0.13087831462868849,71.875,0.1732858257228731,71.42857142857143,0.0002615469857724957
34,0.0001832109145162255,0.1312386651082572,71.875,0.17916507336450646,71.42857142857143,0.0007270606265594964
35,5.89429508547046e-05,0.13240939869821622,71.875,0.1846372203772065,71.42857142857143,0.0003391010832889456
36,0.0002917771955987883,0.13357344306486738,71.875,0.19592700952816208,71.42857142857143,0.00012845212219411795
37,0.00023872249699856385,0.1329103782395047,71.875,0.1952607831782327,71.42857142857143,0.00013169786946421754
38,0.00015289266851395886,0.1345344745206824,71.875,0.190597866077086,71.42857142857143,0.0002232011059990937
39,0.0001683780821416379,0.13422318195730176,71.875,0.21077084868812324,71.42857142857143,0.00019739759158113183
40,0.00013383870846723,0.13578907850703753,71.875,0.1769459009779977,71.42857142857143,0.00024308644862253473
41,1.975418148954553e-05,0.13565774332319294,71.875,0.20341439148253238,71.42857142857143,0.00021280493330548886
42,2.9769469512925123e-05,0.13637573143813742,71.875,0.19050359504578473,71.42857142857143,0.00023064072376639166
43,2.6518778039228065e-05,0.13717606385180153,71.875,0.22075555586500137,71.42857142857143,0.00014280358469772022
44,3.2340644939988756e-05,0.13791528669459568,71.875,0.18398979472677138,71.42857142857143,0.00014560804578386707
45,9.31370561265388e-06,0.13792580778408284,71.875,0.19570565988652544,71.42857142857143,0.00011954622724827365
46,2.275710422033441e-05,0.13902855266710834,71.875,0.18495273698539436,71.42857142857143,0.00015493302719442345
47,0.0001008485605951953,0.13911943300900834,71.875,0.20019739761520183,71.42857142857143,0.00010452672552048335
48,0.00010381629479742521,0.13977644720969157,71.875,0.19995052436020172,71.42857142857143,0.00012400393849424626
49,9.593626800969707e-06,0.14009798279821534,71.875,0.18638070053271658,71.42857142857143,5.368272281366475e-05
50,6.913763856162031e-05,0.139945287049875,71.875,0.20172775013566024,71.42857142857143,0.00013791939963085653
