,DUP16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,SZ,SZ,SZ,SZ,SZ,SZ,SZ,ASD,ASD,ASD,ASD,ASD,ASD,ASD,BIP,BIP,BIP,BIP,BIP,BIP,BIP,DEL22q11_2,DEL22q11_2,DEL22q11_2,DEL22q11_2,DEL22q11_2,DEL22q11_2,DEL22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DUP1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1,ADHD,ADHD,ADHD,ADHD,ADHD,ADHD,ADHD,DEL15q11_2,DEL15q11_2,DEL15q11_2,DEL15q11_2,DEL15q11_2,DEL15q11_2,DEL15q11_2
,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train
0,0.691486955012012,0.6932099863001584,42.857142857142854,0.6111111111111112,0.6060606241226196,0.4375,1.0,0.6927160571491059,50.0,0.6302083333333333,0.0,0.0,0.0,0.6954021137882668,0.7015331501853197,47.08994708994709,0.4758184523809525,0.601066538443168,0.4635416666666667,0.9583333333333334,0.6949693707755378,0.6985876885028468,68.75,0.4145833333333333,0.0,0.0,0.0,0.5457118434354283,0.692266901099989,61.111111111111114,0.5694444444444444,0.811965823173523,0.7083333333333334,1.0,0.6946465675936988,0.8079475244110945,22.22222222222222,0.45833333333333337,0.0,0.0,0.0,0.6736517147230647,0.6932042911733524,46.15384615384615,0.5,0.6477272808551788,0.48750001192092896,1.0,1.018801753380269,0.6917343144514342,62.5,0.6,0.0,0.0,0.0,0.6937038907846418,0.6644091116653554,64.65517241379311,0.34960317460317464,0.0,0.0,0.0,0.7707053190301374,0.6930981613503762,54.761904761904766,0.7720238095238096,0.3452380945285161,0.527777781089147,0.27738095571597415,0.6933175778053301
1,0.6928164309598315,0.692874395481063,78.57142857142857,0.8,0.7857142984867096,1.0,0.7000000029802322,0.6919301498367771,50.0,0.6763020833333334,0.0,0.0,0.0,0.6934274092376379,0.6935640441358617,47.08994708994709,0.477281746031746,0.6260091916968425,0.46979166691501933,1.0,0.6858538857405265,0.6488306802806814,68.75,0.44389880952380956,0.0,0.0,0.0,0.6078714268790673,0.6928522695241198,61.111111111111114,0.4666666666666666,0.7350427508354187,0.5833333333333334,1.0,0.6935300006879634,0.8235836321407114,22.22222222222222,0.45833333333333337,0.0,0.0,0.0,0.4832511878273184,0.7077028537147914,38.46153846153847,0.5666666666666667,0.5750000029802322,0.44285716116428375,0.8333333432674408,0.6319037638615779,0.6911668698088504,62.5,0.6,0.0,0.0,0.0,0.6950505293789137,0.6693958156917844,64.65517241379311,0.45357142857142857,0.0,0.0,0.0,0.6798203005185789,0.693636157466074,42.857142857142854,0.29444444444444445,0.0,0.0,0.0,0.6925257408270862
2,0.6935121040658774,0.6924673581545004,57.14285714285714,0.6666666666666666,0.0,0.0,0.0,0.6764170116068797,50.0,0.7617187499999999,0.0,0.0,0.0,0.6683323986507821,0.6938264791266857,47.08994708994709,0.41473214285714294,0.61856108220915,0.46979166691501933,1.0,0.6839142669820697,0.6578839120185331,68.75,0.5190476190476191,0.0,0.0,0.0,0.47406462812841105,0.6941762681196466,38.88888888888889,0.576388888888889,0.0,0.0,0.0,0.6925311542568502,0.9147711358172723,22.22222222222222,0.6785714285714286,0.0,0.0,0.0,0.6535888919330475,0.6982160891623834,38.46153846153847,0.5416666666666666,0.5000000149011612,0.375,0.75,0.6939807276990507,0.6914965021567353,62.5,0.5333333333333333,0.0,0.0,0.0,0.6933100415044052,0.7059715539181927,64.65517241379311,0.3936507936507937,0.0,0.0,0.0,0.975276698883849,0.6927815779867179,57.14285714285714,0.50625,0.7155067324638367,0.5625,1.0,0.6932254706592569
3,0.6927675584183398,0.6926059631011022,71.42857142857143,0.9333333333333333,0.625,0.6666666716337204,0.800000011920929,0.6484601094265957,57.8125,0.7120907738095239,0.21101190708577633,0.5,0.13645833637565374,0.5685416722984429,0.6905288582952929,47.08994708994709,0.5328869047619047,0.6167256478220224,0.4729166676600774,1.0,0.7231204057162806,0.6072931679853325,71.875,0.6404761904761904,0.1666666716337204,0.25,0.125,0.6580937040911223,0.6907371845997727,44.44444444444444,0.46388888888888885,0.22222222884496054,0.3333333333333333,0.16666666666666666,0.719741035460115,0.7874147866804923,22.22222222222222,0.5833333333333333,0.0,0.0,0.0,0.8335493703389374,0.7023781200461255,46.15384615384615,0.6770833333333333,0.6190476417541504,0.45000000298023224,1.0,0.6217498218839784,0.6927988806864526,37.5,0.5333333333333333,0.2857142686843872,0.25,0.3333333432674408,0.6926593046402566,0.6651868594203321,64.65517241379311,0.4384126984126985,0.0,0.0,0.0,0.8038908952932886,0.6934546294221897,42.857142857142854,0.40158730158730155,0.0555555522441864,0.16666666666666666,0.033333333830038704,0.6929629190193896
4,0.7688880951188317,0.6902273178423466,78.57142857142857,0.9,0.6500000059604645,1.0,0.5000000149011612,0.6095249743081648,58.59375,0.7631696428571428,0.24375000037252903,0.5,0.16562500223517418,0.8565614816617032,0.6876186074546655,47.08994708994709,0.49553571428571425,0.616343853995204,0.466666666790843,1.0,0.6868309823392051,0.6102372283552773,68.75,0.6958333333333333,0.125,0.25,0.0833333358168602,0.24338506254661252,0.7121317103211098,44.44444444444444,0.6597222222222222,0.22222222884496054,0.3333333333333333,0.16666666666666666,0.6338816071876782,0.8899135077157927,33.33333333333333,0.3214285714285714,0.125,0.5,0.0714285746216774,0.4167769006494178,0.6365111872231424,76.92307692307693,0.7708333333333333,0.7750000059604645,0.7083333432674408,0.875,0.6354777171307382,0.6923613225629606,62.5,0.6,0.0,0.0,0.0,0.6919088559204978,0.6682588971361481,64.65517241379311,0.49249999999999994,0.0,0.0,0.0,0.5813789408076618,0.6933146934517609,45.23809523809524,0.3263888888888889,0.3226190507411957,0.5000000049670538,0.25833333532015484,0.5912383804294663
5,0.6940206928127882,0.6838365828223582,78.57142857142857,0.84375,0.6666666865348816,1.0,0.5,0.5541649025368991,67.96875,0.78671875,0.5529761966317892,0.8333333358168602,0.4260416738688946,0.5162685381954849,0.7356984923175027,47.08994708994709,0.5875248015873015,0.6218651868402958,0.46979166691501933,1.0,0.6714730235400213,0.5960514689597717,78.125,0.7061011904761905,0.49166667461395264,0.5666666775941849,0.5208333358168602,0.35617442396230314,0.6367619168658084,66.66666666666666,0.8263888888888888,0.7503607670466105,0.6071428656578064,1.0,0.4598425443734086,0.9445128846303749,22.22222222222222,0.5416666666666667,0.0,0.0,0.0,0.9759846372222225,0.6904803833392645,46.15384615384615,0.53125,0.25,0.25,0.25,0.4244257234064431,0.7078050135867653,37.5,0.8,0.5454545617103577,0.375,1.0,0.6222800347806755,0.7586464350804178,64.65517241379311,0.5142857142857143,0.0,0.0,0.0,0.41305344139420935,0.7022078668903774,57.14285714285714,0.5763888888888888,0.7564102709293365,0.625,1.0,1.095657175514201
6,0.5479494520903344,0.6589669039483228,78.57142857142857,0.875,0.7333333492279053,0.8333333432674408,0.75,0.5426091757087782,71.09375,0.8309895833333334,0.609672624617815,0.7604166697710752,0.5395833402872086,0.5159955366013486,0.6748301828729845,56.08465608465608,0.5969742063492063,0.5711055261393388,0.516567467401425,0.68551587810119,0.6917151515736388,0.5114727073947194,78.125,0.7625,0.4761904925107956,0.625,0.4750000014901161,0.21922714277045188,0.6536250203828154,66.66666666666666,0.6777777777777777,0.564102570215861,0.4940476218859355,0.6666666666666666,0.44246092404295584,0.6785625695300601,44.44444444444444,0.5416666666666667,0.6428571492433548,1.0,0.5833333358168602,0.8039468197294785,0.8522914964668941,53.84615384615385,0.8,0.0,0.0,0.0,0.6426941776815771,0.6934406874159129,25.0,0.4,0.25,0.20000000298023224,0.3333333432674408,0.6096193766717938,0.72491665706252,64.65517241379311,0.46793650793650793,0.0,0.0,0.0,0.19717909255914728,0.6839130583125302,57.14285714285714,0.5854166666666667,0.6214896341164907,0.5,0.8333333333333334,0.6455112262546358
7,0.6947110765109755,0.6198961398811587,71.42857142857143,0.75,0.5,0.5,0.5,0.6746022157992704,67.1875,0.8268229166666666,0.7186917345970869,0.6286458391696215,0.890625,0.43090607667284814,0.7244651354903165,47.08994708994709,0.5768849206349207,0.6140517027427753,0.4665178582072258,0.9791666666666666,0.6119993245079859,0.6582315405860305,65.625,0.7145833333333333,0.4999999850988388,0.4791666716337204,0.5416666716337204,1.0731891997329488,0.5596493556174302,66.66666666666666,0.7055555555555556,0.8228438297907511,0.7440476218859354,1.0,0.39926235683092726,0.6522429028029272,55.55555555555556,0.5833333333333333,0.3636363744735718,0.4000000059604645,0.3333333432674408,0.6712052155418355,0.5978288089101803,69.23076923076923,0.8333333333333333,0.5,0.5,0.5,0.6391603742988697,0.7351635179330908,75.0,0.7333333333333333,0.75,0.6000000238418579,1.0,0.6369671244472721,0.675911970854311,64.65517241379311,0.4876190476190477,0.0,0.0,0.0,0.6728401285958218,0.7179487898959788,57.14285714285714,0.5819444444444445,0.7508602639039358,0.625,1.0,0.6930369671921179
8,0.6914953626924759,0.6711719011179643,78.57142857142857,0.8666666666666667,0.6500000059604645,1.0,0.5000000149011612,0.5155542125089483,75.78125,0.86953125,0.7722666300833225,0.7157738171517849,0.8796130977571011,0.30458534033378876,0.682058374041216,59.25925925925925,0.6190476190476192,0.49513889600833255,0.622916671137015,0.4705357203880946,0.6901696538751385,0.5208897080546011,81.25,0.7559523809523809,0.5000000074505806,0.4583333358168602,0.5833333358168602,0.6981512654578117,0.6847827296984653,55.55555555555556,0.7777777777777777,0.6111111044883728,0.8888888955116272,0.5333333363135656,1.1256197815136595,0.9597014915346563,44.44444444444444,0.5357142857142857,0.222222238779068,0.5,0.1428571492433548,0.21235979717157308,0.8792150987823136,53.84615384615385,0.6333333333333333,0.20000000298023224,0.25,0.1666666716337204,0.9042437583328687,0.6938959985450939,37.5,0.3333333333333333,0.2857142686843872,0.25,0.3333333432674408,0.628858273548865,0.6773146112029609,62.06896551724138,0.5169841269841269,0.026666667064030966,0.06666666666666667,0.016666666666666666,0.8166807405949097,0.696127636050101,57.14285714285714,0.625,0.6183816293875376,0.5,0.8333333333333334,0.6896244557250968
