,HSJ,HSJ,HSJ,HSJ,HSJ,HSJ,HSJ,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,SZ3,SZ3,SZ3,SZ3,SZ3,SZ3,SZ3,SZ6,SZ6,SZ6,SZ6,SZ6,SZ6,SZ6,Svip1,Svip1,Svip1,Svip1,Svip1,Svip1,Svip1,Svip2,Svip2,Svip2,Svip2,Svip2,Svip2,Svip2,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026
,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train
0,0.6615362032980744,0.6841176466535431,71.42857142857143,0.2,0.8333333730697632,0.7142857313156128,1.0,0.6101035586343933,70.0,0.25,0.46666666865348816,0.4375,0.5,0.6915561149485008,0.7292967807200941,54.54545454545454,0.21875,0.0,0.0,0.0,0.6662492446687568,0.6924224542053089,53.333333333333336,0.5833333333333333,0.0,0.0,0.0,0.6915256296446951,0.7602797958618667,57.14285714285714,0.3333333333333333,0.0,0.0,0.0,0.7707100498247309,0.6930637599260546,50.0,0.6666666666666666,0.0,0.0,0.0,0.6928263236818825,0.6932564828256872,57.14285714285714,0.25,0.0,0.0,0.0,0.6921568457476989,0.6925542325346087,66.66666666666666,0.2916666666666667,0.0,0.0,0.0,0.692109362964582,0.6931069652213047,57.14285714285714,0.4166666666666667,0.7272727489471436,0.5714285969734192,1.0,0.6999103311420182,0.6930258791148486,50.0,0.9375,0.6666666865348816,0.5,1.0,0.6933351545100922,0.7686782639835718,55.55555555555556,0.40158730158730155,0.0,0.0,0.0,0.5998999369400491,0.7052275020613172,50.0,0.48333333333333334,0.38461539149284363,0.3125,0.5,0.6309957551186836,0.7167183152321295,30.0,0.7916666666666667,0.0,0.0,0.0,0.6927202725869817
1,0.8085019378371415,0.7026832957285895,28.57142857142857,0.8,0.0,0.0,0.0,0.6907089436813252,70.0,0.75,0.761904776096344,0.625,1.0,0.6898631748211601,0.7323307644319663,54.54545454545454,0.35,0.0,0.0,0.0,0.8043197703806515,0.6929760011353687,53.333333333333336,0.6354166666666667,0.0,0.0,0.0,0.694215318484085,0.6930430030203966,57.14285714285714,0.5,0.0,0.0,0.0,0.6828256410853403,0.6930671923217643,50.0,0.5555555555555556,0.0,0.0,0.0,0.6914829231119192,0.7208457511174606,57.14285714285714,0.3333333333333333,0.0,0.0,0.0,0.9942701624149111,0.6926347059724165,66.66666666666666,0.3333333333333333,0.0,0.0,0.0,0.6924982499250986,0.6928125518202993,57.14285714285714,1.0,0.7272727489471436,0.5714285969734192,1.0,0.6934419019054173,0.68812579802045,50.0,0.6875,0.6666666865348816,0.5,1.0,0.6538843500637369,0.7097595360246065,44.44444444444444,0.8611111111111112,0.6119658251603445,0.4583333333333333,1.0,0.7045193330160044,0.711257810499144,50.0,0.5166666666666666,0.7727272808551788,0.6875,1.0,0.8932127819271791,0.6928503749467445,70.0,0.48333333333333334,0.8846153914928436,0.8125,1.0,0.6927605425431559
2,0.6932066806420266,0.6942194488846042,28.57142857142857,0.8,0.0,0.0,0.0,0.6903141917211406,70.0,0.5166666666666666,0.8846153914928436,0.8125,1.0,0.6921745962219732,0.6930967129025937,54.54545454545454,0.5625,0.0,0.0,0.0,0.693047650744174,0.6927787809620773,53.333333333333336,0.5625,0.0,0.0,0.0,0.6932389501510894,0.7182256797581148,57.14285714285714,0.3333333333333333,0.0,0.0,0.0,0.7015944231269957,0.7040956080703883,50.0,0.3333333333333333,0.6666666865348816,0.5,1.0,0.6934129751860623,0.8607417899742748,57.14285714285714,0.3333333333333333,0.0,0.0,0.0,0.3567338743993115,0.6678795794385828,66.66666666666666,0.31666666666666665,0.0,0.0,0.0,0.6808845241607385,0.6877677591542044,57.14285714285714,0.6666666666666666,0.7272727489471436,0.5714285969734192,1.0,0.6931066996775203,0.6929228114644139,50.0,0.875,0.6666666865348816,0.5,1.0,0.6920427446099183,0.6895190294050952,55.55555555555556,0.6555555555555556,0.0,0.0,0.0,0.7218970863933083,0.6886801734156501,50.0,0.75,0.6666666865348816,0.5,1.0,0.6928049623265313,0.6909941503554131,40.0,0.75,0.3333333432674408,0.5,0.25,0.6946609108691977
3,0.6915540455462299,0.6937187344499073,28.57142857142857,0.9,0.0,0.0,0.0,0.6167976033722009,70.0,0.5166666666666666,0.8846153914928436,0.8125,1.0,0.652766160509008,0.6931097221676299,54.54545454545454,0.3125,0.0,0.0,0.0,0.6908342322016676,0.6925447390634787,53.333333333333336,0.5416666666666666,0.0,0.0,0.0,0.6921718914754287,0.6975535063096422,57.14285714285714,0.3333333333333333,0.0,0.0,0.0,0.7097581529038206,0.6931381565291058,50.0,0.5555555555555556,0.0,0.0,0.0,0.691409129895082,0.8066100024978092,57.14285714285714,0.3333333333333333,0.0,0.0,0.0,0.33144623493923653,0.6818346575014681,66.66666666666666,0.5833333333333333,0.0,0.0,0.0,0.8031360123209315,0.6930083587006924,57.14285714285714,0.4166666666666667,0.7272727489471436,0.5714285969734192,1.0,0.856205303450771,0.6927847187355352,50.0,0.9375,0.6666666865348816,0.5,1.0,0.6914233809514551,0.6790129028868879,55.55555555555556,0.8069444444444445,0.0,0.0,0.0,0.6719442691514866,0.6921101146065729,50.0,0.6875,0.6666666865348816,0.5,1.0,0.7424717323303222,0.7295629182046339,30.0,1.0,0.0,0.0,0.0,1.0679693180652288
4,0.6948856923867398,0.6938839823921404,28.57142857142857,0.7,0.0,0.0,0.0,0.6291085850959138,70.0,0.8333333333333333,0.761904776096344,0.625,1.0,0.9806252215978606,0.6839959409489657,54.54545454545454,0.6166666666666667,0.0,0.0,0.0,0.6885055028695937,0.6926175481442878,53.333333333333336,0.6166666666666667,0.0,0.0,0.0,0.6923032148630567,0.7171512638123014,57.14285714285714,0.3333333333333333,0.0,0.0,0.0,0.6784797286307409,0.6932449460226277,50.0,0.3333333333333333,0.0,0.0,0.0,0.6922632510476365,0.7828884773605429,57.14285714285714,0.5,0.0,0.0,0.0,0.22569164356072732,0.6463928707469858,66.66666666666666,0.3833333333333333,0.0,0.0,0.0,0.5462643911346496,0.693735786981526,42.857142857142854,0.08333333333333333,0.0,0.0,0.0,0.6926619693388346,0.6933671186026789,37.5,0.25,0.2857142686843872,0.3333333432674408,0.25,0.6929060076617591,0.6958668585130051,55.55555555555556,0.6555555555555556,0.0,0.0,0.0,0.5374303353825538,0.7461441374699089,50.0,0.34375,0.6666666865348816,0.5,1.0,0.6018845179153596,0.7052351878632955,30.0,0.6785714285714286,0.0,0.0,0.0,0.6802005884132498
5,0.6948282604916598,0.6940341832540469,28.57142857142857,0.5,0.0,0.0,0.0,0.6105156987093151,70.0,0.5166666666666666,0.8846153914928436,0.8125,1.0,0.7437944207794087,0.6878673300115914,54.54545454545454,0.23333333333333334,0.0,0.0,0.0,0.6484106489285472,0.6925228534209362,53.333333333333336,0.6666666666666666,0.0,0.0,0.0,0.6936600976471113,0.7180142134547381,57.14285714285714,0.3333333333333333,0.0,0.0,0.0,0.6398042470212849,0.6932153897136648,50.0,0.3333333333333333,0.6666666865348816,0.5,1.0,0.6919503862344933,0.6564450110470627,57.14285714285714,0.8333333333333334,0.0,0.0,0.0,0.8080300104670206,0.6252649894115643,66.66666666666666,0.6166666666666667,0.0,0.0,0.0,0.6289776621687734,0.804191830836462,42.857142857142854,0.0,0.0,0.0,0.0,0.5482167899008811,0.6934590953876417,50.0,0.25,0.0,0.0,0.0,0.6924056063505984,0.7835793106327306,55.55555555555556,0.5444444444444444,0.0,0.0,0.0,0.855662425100343,0.7256358827478413,50.0,0.28125,0.6666666865348816,0.5,1.0,0.7222964661069506,0.7343461617560939,30.0,0.65,0.0,0.0,0.0,0.6248279871105418
6,0.6917668361192078,0.7057744885416549,71.42857142857143,0.0,0.8333333730697632,0.7142857313156128,1.0,0.7424877067839035,30.0,0.6785714285714286,0.0,0.0,0.0,0.6935882395263769,0.6928815236262452,45.45454545454545,0.55,0.38461539149284363,0.3125,0.5,0.6934577086717961,0.6738093045290212,53.333333333333336,0.6,0.0,0.0,0.0,0.6912561336248219,0.7848673384425932,57.14285714285714,0.25,0.0,0.0,0.0,0.6728618614517381,0.7481003775620878,50.0,0.3333333333333333,0.6666666865348816,0.5,1.0,0.6940389371946019,0.6610403393872427,71.42857142857143,0.6666666666666666,0.5,1.0,0.3333333432674408,0.4834356600803757,0.6914854404015971,55.55555555555556,0.6166666666666667,0.1666666716337204,0.1666666716337204,0.1666666716337204,0.7007441269285029,0.7845757641592067,42.857142857142854,0.16666666666666666,0.0,0.0,0.0,0.565362727198053,0.6932241876095346,50.0,0.625,0.6666666865348816,0.5,1.0,0.7056398738237624,0.827841546850615,55.55555555555556,0.5666666666666667,0.0,0.0,0.0,0.49638985809073094,0.700059542498138,50.0,0.3833333333333333,0.38461539149284363,0.3125,0.5,0.6218180719217478,0.7116725561137929,40.0,0.9583333333333333,0.5,0.5,0.5,1.2202904860651085
7,0.6912527411743641,0.6952466176210949,71.42857142857143,0.0,0.8333333730697632,0.7142857313156128,1.0,0.6472647556736048,70.0,0.6666666666666666,0.761904776096344,0.625,1.0,0.27149865402676854,0.7937372473989064,54.54545454545454,0.45,0.0,0.0,0.0,1.2154498530700046,0.6925100249761698,53.333333333333336,0.6666666666666667,0.3928571492433548,0.5,0.3500000014901161,0.6954879547090712,0.6905708254347594,57.14285714285714,0.5,0.0,0.0,0.0,0.6498880461551396,0.6899340806039974,50.0,0.6666666666666666,0.6666666865348816,0.5,1.0,0.692726718302249,0.5999567413287034,57.14285714285714,0.9166666666666666,0.0,0.0,0.0,0.6872986108582546,0.6853871289292657,55.55555555555556,0.6833333333333333,0.29999998211860657,0.2142857164144516,0.5,0.7233775577063415,0.9285323873758087,42.857142857142854,0.0,0.0,0.0,0.0,0.739888468756645,0.6940678989289433,50.0,0.5625,0.6666666865348816,0.5,1.0,0.6993806876322447,0.7934010846988984,55.55555555555556,0.5444444444444444,0.0,0.0,0.0,0.3301467463993871,0.7297755541447376,50.0,0.34375,0.6666666865348816,0.5,1.0,0.6013901321877319,0.678516943336681,60.0,0.6833333333333333,0.6190476417541504,1.0,0.45000000298023224,0.6079407510729965
8,0.7454851236356459,0.6924375293298437,71.42857142857143,0.3,0.8333333730697632,0.7142857313156128,1.0,0.7344302486724844,30.0,0.3333333333333333,0.0,0.0,0.0,0.8784027970119188,0.6748448781031843,63.63636363636363,0.8666666666666667,0.7333333492279053,0.5833333432674408,1.0,0.5507087175941793,0.6926069828442515,53.333333333333336,0.5625,0.0,0.0,0.0,0.6934750577870424,0.7842136682610624,57.14285714285714,0.25,0.0,0.0,0.0,0.6040783648264754,0.7113392391300725,50.0,0.2222222222222222,0.6666666865348816,0.5,1.0,0.6929442714368866,0.7065306017960415,57.14285714285714,0.75,0.0,0.0,0.0,0.5799864904421899,0.5937666042992925,66.66666666666666,0.6166666666666667,0.0,0.0,0.0,0.5525767623066119,0.8888136648087183,42.857142857142854,0.08333333333333333,0.0,0.0,0.0,0.6248492686055397,0.6938467635862029,37.5,0.25,0.0,0.0,0.0,0.6941006004182206,0.6494178192988783,61.111111111111114,0.6736111111111112,0.3571428457895915,0.3888888955116272,0.3333333333333333,0.9141635402526376,0.8560872761317924,50.0,0.35,0.7727272808551788,0.6875,1.0,0.43371422570486795,0.9750960006779797,30.0,1.0,0.0,0.0,0.0,0.4149185672057021
