,DUP1q21_1,DUP1q21_1,DUP1q21_1,DUP16p11_2,DUP16p11_2,DUP16p11_2
,Loss/train,Loss/test,Accuracy/test,Loss/test,Accuracy/test,Loss/train
0,0.6928605216572657,0.08664832463100793,37.5,0.09916796609159977,42.857142857142854,0.6943093227897663
1,0.691338802596574,0.08679206434584327,37.5,0.09916052953993974,42.857142857142854,0.6918428198601912
2,0.8283599502916278,0.08676769920924726,37.5,0.09915232714070141,42.857142857142854,0.6946973538930054
3,0.6925503404805907,0.08655522738602492,62.5,0.09916565732595554,42.857142857142854,0.6915536215671957
4,0.6920974115265022,0.0865956941556469,62.5,0.09906952634375187,42.857142857142854,0.69207063499143
5,0.6925581610051667,0.08670632412780932,37.5,0.09905062612539409,42.857142857142854,0.692622747386117
6,0.6888751697453511,0.08679382907767562,37.5,0.09903061163440517,35.714285714285715,0.692093020284472
7,0.6848011073665266,0.08696032261305263,37.5,0.09894263204849227,64.28571428571429,0.6950245403992726
8,0.6836399987994941,0.0871703860218774,37.5,0.09888487896375978,57.14285714285714,0.6934903496973995
9,0.6909828047760637,0.08711676701874743,37.5,0.09896976758815643,64.28571428571429,0.69319156918466
10,1.1285060981649186,0.11750141922570428,37.5,0.09887837512330912,64.28571428571429,0.6967439062858304
11,0.6875275925250413,0.086701582821938,37.5,0.09904378929326775,42.857142857142854,0.6926183124448664
12,0.6916876225835528,0.08658632461276247,50.0,0.09904774572561414,50.0,0.6921808025554592
13,0.6864794852356089,0.08672879195539937,37.5,0.09892857157055035,64.28571428571429,0.6924557425257931
14,0.6798562226093942,0.0868713620804159,37.5,0.09867660700167888,57.14285714285714,0.6994825376939959
15,0.6840851496573216,0.08712600786682408,37.5,0.09886921589083221,64.28571428571429,0.689497516084011
16,0.6682214483944784,0.08743679382704053,37.5,0.09891787873739565,64.28571428571429,0.6938013026366435
17,0.599801893404987,0.08725405783674642,37.5,0.09898618931147565,42.857142857142854,0.6861371195934678
18,0.6902103698916767,0.08600673448476635,62.5,0.09917027709990701,50.0,0.6961430379156008
19,0.684981305718722,0.08626421818255499,50.0,0.09882144090180318,50.0,0.688545082376506
20,0.6891983912418382,0.08700092443592251,37.5,0.09878958092351676,50.0,0.6884378287954713
21,0.6562724068967026,0.08762223471338414,37.5,0.09847156885897114,64.28571428571429,0.7094006536313826
22,0.6415529712160716,0.08784457740128383,37.5,0.09855400774084824,57.14285714285714,0.6724825280450314
23,0.4030194633544217,0.1489972055621508,37.5,0.27007893607928907,57.14285714285714,0.4595343266272011
24,0.6077475658275052,0.08680466923512578,37.5,0.09906830531754228,64.28571428571429,0.5763177112264914
25,0.6987087233369865,0.08530632716435883,62.5,0.25444173883030785,42.857142857142854,2.726878410140886
26,0.6762666985032545,0.08692131944343008,37.5,0.09693059125280554,64.28571428571429,0.6709710041830546
27,0.6524303014757676,0.08820493081076107,37.5,0.09704137812500899,57.14285714285714,0.6635690966103114
28,0.7443248758428149,0.08947294258068461,37.5,0.09725231136796356,64.28571428571429,0.6727276258658863
29,0.644887791081425,0.0838407171411954,37.5,0.09554122832528329,64.28571428571429,0.6898429931467367
30,0.3947985231562656,0.09446705488181463,37.5,0.09253863748428882,57.14285714285714,0.6982255406259595
31,0.5827901585730738,0.16242773679377376,37.5,0.12216367887031795,57.14285714285714,0.4864723018015462
32,0.4928037829826568,0.08048491004910291,50.0,0.20513120497564033,64.28571428571429,0.4491098936256586
33,0.21038886499568168,0.10226540377483205,62.5,0.09168606952279676,57.14285714285714,0.3760299707680014
34,0.4233993903728264,0.06428596149553055,37.5,0.131872358249535,57.14285714285714,0.23760664323409053
35,0.20764795317413234,0.061371543620887155,50.0,0.13943495854065505,64.28571428571429,0.5168415236110444
36,0.11483338124351634,0.10226435730270617,62.5,0.1876045792453065,71.42857142857143,0.036097843652052077
37,0.6390989370946032,0.1240600739691622,62.5,0.1888708708470565,57.14285714285714,0.7787165683430595
38,0.0371626843312694,0.10508409049839008,50.0,0.16773273246971895,57.14285714285714,0.045456174829843266
39,0.021702029185421273,0.11092611380540564,75.0,0.11564513217775903,71.42857142857143,0.301210858783364
40,0.37877532858163576,0.09735619860045677,50.0,0.15160001666234804,78.57142857142857,0.005059751723643836
41,0.13932437142422466,0.08080083839013684,75.0,0.20945254076994088,64.28571428571429,0.04318385763209271
42,0.0031376799304517005,0.09225600216451978,75.0,0.16278676685097163,71.42857142857143,0.00815123836709501
43,0.010386602797529324,0.1402444266330319,50.0,0.21865837747279349,64.28571428571429,0.0009554729619108806
44,2.689273802594468,0.25770696849486097,62.5,0.1722069372294759,71.42857142857143,0.001720978117173416
45,0.016688682403110406,0.13351960263500293,62.5,0.19092151897399315,64.28571428571429,0.00042950398254144493
46,0.0002627173516108124,0.11790274634042507,75.0,0.19703839114227653,64.28571428571429,0.005127527948551622
47,0.7964725026579308,0.22560258076679515,62.5,0.1729437331855071,71.42857142857143,0.005301124791140158
48,0.03620683484770507,0.12376314739260337,62.5,0.152366123611868,71.42857142857143,0.0009833839972968124
49,0.002427454575074149,0.18462017039038642,62.5,0.17732581214325793,64.28571428571429,0.0010810485084650487
50,0.00022498395718361077,0.2670753852830402,62.5,0.1937854229463849,64.28571428571429,0.00025308623851574505
51,9.979082297044547e-05,0.10460267206841271,62.5,0.17471949497774766,64.28571428571429,0.00015097768403872578
52,0.0009368671848173703,0.10639734768072939,62.5,0.20106374654957238,64.28571428571429,0.0008270528689964066
53,0.07475279169989438,0.14815705656552985,75.0,0.18723894306168545,64.28571428571429,0.0004458303808482664
54,0.0020708018679427647,0.2211026760156891,62.5,0.20975613350841044,64.28571428571429,0.0002339289743538674
55,0.0005734963322542678,0.0898305218583545,87.5,0.154457387133591,78.57142857142857,0.00022195856929099265
56,0.001168180452403886,0.11828049316424627,75.0,0.18240928543663593,78.57142857142857,9.75215522410727e-05
57,0.00022679207391464382,0.08697881239036089,87.5,0.17554188082420344,64.28571428571429,0.00047605188975556275
58,0.0002807932671946212,0.09021761709640841,75.0,0.1810893672687072,64.28571428571429,6.25090821917275e-05
59,0.0003568316276800893,0.09326033916093039,75.0,0.16896966412935052,64.28571428571429,8.078595873574587e-05
60,0.0002606237934062081,0.09324685378124731,75.0,0.20657529425940352,64.28571428571429,0.00020902992220021353
61,0.00028500417874751147,0.09208692652780716,75.0,0.20747398689355337,64.28571428571429,0.00030096079942009167
62,0.00017969908759607318,0.09100768266594847,75.0,0.21179640077218959,64.28571428571429,0.00011695968304104384
63,0.000420603083711308,0.09018346077132904,75.0,0.1836815942983265,64.28571428571429,0.0003074747160376928
64,0.00029101791522922576,0.09009279647302061,75.0,0.1670708029701817,64.28571428571429,0.00023986884223999066
65,0.00017625711157796876,0.09022811963629522,75.0,0.21350158120767868,64.28571428571429,9.084871328284417e-05
66,0.0001605525809214627,0.09028489050882971,75.0,0.17169168744523097,64.28571428571429,6.367018166569825e-05
67,0.0001551841192207531,0.09029471077540174,75.0,0.20134701118323,64.28571428571429,0.000457262369146993
68,0.00014544369611594905,0.08990400328933287,75.0,0.17219303705547762,64.28571428571429,0.00037082724266994637
69,0.00019292180498133875,0.09004857031329995,75.0,0.20758097657143787,64.28571428571429,8.513354362990459e-05
70,0.0003462899635636159,0.0900019896667272,75.0,0.17313010803567574,64.28571428571429,0.000272824362556029
71,0.0001558716512108487,0.09008188635983941,75.0,0.2179046511311705,64.28571428571429,0.0001175475525934368
72,0.00022738436873589955,0.09006583382973425,75.0,0.2044074629087182,64.28571428571429,0.0001114791893369214
73,0.00015286667156189839,0.09009391849557563,75.0,0.17598766556605192,64.28571428571429,4.1199576870442585e-05
74,2.8914514114285186e-05,0.08993310701491891,75.0,0.18764316781844073,64.28571428571429,0.0001428981561557968
75,9.620656442732392e-05,0.09003594963488808,75.0,0.21505269425138077,64.28571428571429,0.00019449333974680806
76,9.198063741454802e-05,0.08997079549209898,75.0,0.20656441712676926,64.28571428571429,0.0001501707279230227
77,0.00024137604927390783,0.08994693053790334,87.5,0.18632811921538547,64.28571428571429,6.941870003158532e-05
78,0.00010831341085587417,0.09001595702147065,75.0,0.18726199707153746,64.28571428571429,0.00013927965001478838
79,9.682643859353734e-05,0.09000704388399311,75.0,0.192013866396992,64.28571428571429,0.00014460340148284695
80,1.1010201463546074e-05,0.09004326442415654,75.0,0.21090562860117426,64.28571428571429,0.0001384670068439433
81,0.0001435024731500136,0.0899914679584133,87.5,0.19399603027165643,64.28571428571429,3.5255191506935635e-05
82,0.0001537495249855402,0.08997180901104797,87.5,0.2120936689929723,64.28571428571429,9.952117934083762e-05
83,9.196488216307762e-05,0.09001872225049536,75.0,0.1814505133203175,64.28571428571429,4.470493961531799e-05
84,0.00013557876914520667,0.08998011000343081,75.0,0.21191263594827608,64.28571428571429,5.9527826038643826e-05
85,0.00014662142790884995,0.0898762287891334,75.0,0.180428427548086,64.28571428571429,0.00015602348912916182
86,4.9584048245403276e-05,0.08982072744207109,75.0,0.22671034029715562,64.28571428571429,3.332703547732947e-05
87,0.000145936657236279,0.0897039108093815,75.0,0.22115424345757131,64.28571428571429,0.00010416596430943092
88,8.651882709707899e-05,0.08969328071792643,75.0,0.19732117154077145,64.28571428571429,1.5153603386362862e-05
89,0.0001014570065944562,0.08939001303203015,75.0,0.18155635865760916,64.28571428571429,0.00015317171878468703
90,3.247918479237288e-05,0.089292909262599,75.0,0.2341117746454841,64.28571428571429,7.859755550096827e-06
91,0.00010832074868762265,0.08902611384180223,75.0,0.2024820091036565,64.28571428571429,9.366607713110927e-05
92,6.24754581911019e-05,0.08879336338602659,75.0,0.19965159597162568,64.28571428571429,2.1995097926377882e-05
93,1.4456386352275778e-05,0.08863542531161663,75.0,0.20498895932382102,64.28571428571429,8.499847235214296e-05
94,5.415645604976281e-05,0.08826942213992361,75.0,0.2051751488551493,64.28571428571429,7.879723036716772e-05
95,3.870718397954059e-05,0.08786435868525945,87.5,0.20263742336421456,64.28571428571429,1.0097232415066474e-05
96,1.8334511606974105e-05,0.087752657359164,75.0,0.23207515054959818,64.28571428571429,5.316244332582673e-05
97,4.378058795167461e-05,0.08771206744479021,75.0,0.19539690919762426,64.28571428571429,4.746893617524333e-05
98,8.084758148512112e-05,0.0877039148895579,75.0,0.2302015354968819,64.28571428571429,2.6619151610932346e-05
99,1.0746707839128958e-05,0.08839960085995752,75.0,0.1972125448970832,64.28571428571429,4.4233410119449524e-05
