,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,SZ3,SZ3,SZ3,SZ3,SZ3,SZ3,SZ3,SZ6,SZ6,SZ6,SZ6,SZ6,SZ6,SZ6,Svip1,Svip1,Svip1,Svip1,Svip1,Svip1,Svip1,Svip2,Svip2,Svip2,Svip2,Svip2,Svip2,Svip2,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027
,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train
0,0.6830242482884625,0.795752711370333,20.0,0.7142857142857143,0.4444444552063942,0.3125,1.0,0.6617975664235197,63.63636363636363,0.53125,0.8333333432674408,0.75,1.0,0.6329019625605407,0.6931584595110771,54.54545454545454,0.125,0.0,0.0,0.0,0.6933332990453651,0.7452715953924802,53.333333333333336,0.30000000000000004,0.6893939673900604,0.5446428656578064,1.0,0.6988920576813259,0.6929968648455885,50.0,0.6875,0.0,0.0,0.0,0.6924450380023935,0.6930826586197342,50.0,0.5555555555555556,0.0,0.0,0.0,0.6932845671398883,0.6931192411232007,42.857142857142854,0.75,0.0,0.0,0.0,0.6929032809585439,0.7031613695958517,66.66666666666666,0.2833333333333333,0.0,0.0,0.0,0.6967350045742994,0.693285315465208,42.857142857142854,0.3333333333333333,0.5999999642372131,0.4285714328289032,1.0,0.6930649170603389,0.691134242537127,50.0,0.5625,0.0,0.0,0.0,0.6978329455262227,0.6946858875422365,57.89473684210527,0.35833333333333334,0.0,0.0,0.0,1.040685310720342,0.7301857783925887,50.0,0.25,0.6666666865348816,0.5,1.0,0.6683475872415909,0.8001381735890878,50.0,0.5625,0.6666666865348816,0.5,1.0,0.562931079724424
1,0.6817153881311777,0.8099853162937505,20.0,0.5,0.20000000298023224,0.125,0.5,0.644742506728896,63.63636363636363,0.65625,0.8333333432674408,0.75,1.0,0.6647184519114373,0.6931142391346331,54.54545454545454,0.71875,0.1666666716337204,0.25,0.125,0.693139119429239,0.7475877775161149,53.333333333333336,0.17708333333333331,0.6969697177410126,0.5357142984867096,1.0,0.689800906788378,0.6932249771449495,50.0,0.4375,0.0,0.0,0.0,0.6926139066480629,0.6930333831051051,66.66666666666666,0.6666666666666666,0.75,0.6000000238418579,1.0,0.6931714612879412,0.6931337983720564,42.857142857142854,0.75,0.5999999642372131,0.4285714328289032,1.0,0.7036012160095435,0.6029432087757396,66.66666666666666,0.75,0.0,0.0,0.0,0.6728066404532894,0.7097776918965696,57.14285714285714,0.08333333333333333,0.0,0.0,0.0,0.6917099155814637,0.6962438679663026,50.0,0.3125,0.0,0.0,0.0,0.9374390687478319,0.7260867609892083,42.10526315789473,0.6111111111111112,0.5564102629820505,0.4027777810891469,1.0,0.5716466903293632,0.8173271478099112,50.0,0.65625,0.6666666865348816,0.5,1.0,0.8355012406736351,0.6984095310514125,50.0,0.55,0.7727272808551788,0.6875,1.0,0.6398242048227916
2,0.6169320501765327,1.0716608288663805,20.0,0.41666666666666663,0.20000000298023224,0.125,0.5,0.8936676612412096,63.63636363636363,0.40625,0.8333333432674408,0.75,1.0,0.10353869392516346,0.7446872117819382,45.45454545454545,0.84375,0.5833333432674408,0.4166666716337204,1.0,0.611283783130658,0.700807094464093,53.333333333333336,0.26666666666666666,0.6893939673900604,0.5446428656578064,1.0,0.6852230274757097,0.6757003942771752,50.0,0.6875,0.0,0.0,0.0,0.6807301544261628,0.6869445379878361,50.0,0.5555555555555556,0.0,0.0,0.0,0.6945421429788776,0.6929174194916131,71.42857142857143,0.8333333333333334,0.75,0.6000000238418579,1.0,0.6933537166731654,0.7039760323629284,33.33333333333333,0.25,0.0,0.0,0.0,0.7075274658904425,0.7197909452707979,57.14285714285714,0.08333333333333333,0.0,0.0,0.0,0.7156336211300961,0.6931317857614744,37.5,0.5,0.2857142686843872,0.3333333432674408,0.25,0.692399928348944,0.7326481768433512,57.89473684210527,0.6888888888888888,0.0,0.0,0.0,0.5883543986026057,0.7112328952312175,50.0,0.45,0.38461539149284363,0.3125,0.5,0.6676680846396199,0.6533280675377219,70.0,0.6833333333333333,0.4166666865348816,0.3571428656578064,0.5,0.6209289493844803
3,0.7687661079128512,0.9813800276241187,20.0,0.7857142857142857,0.4444444552063942,0.3125,1.0,0.687090822219318,63.63636363636363,0.43333333333333335,0.7846153974533081,0.6458333432674408,1.0,1.6140350758848145,0.6921922250947362,54.54545454545454,0.65625,0.0,0.0,0.0,0.7068790512392772,0.7268352604001603,53.333333333333336,0.3333333333333333,0.6846153736114502,0.5267857164144516,1.0,0.7223351234706379,0.6929979219007146,50.0,0.5,0.0,0.0,0.0,0.694842736986818,0.6930179329825658,50.0,0.7777777777777778,0.4000000059604645,0.5,0.3333333432674408,0.6928373964070895,0.6927592309681384,57.14285714285714,0.8333333333333334,0.0,0.0,0.0,0.6934681406738967,0.6673750111808257,66.66666666666666,0.3833333333333333,0.0,0.0,0.0,0.6791717273516704,0.6892460942123905,57.14285714285714,0.5833333333333334,0.5714285373687744,0.5,0.6666666865348816,0.6715240747534749,0.6932053718429049,50.0,0.375,0.0,0.0,0.0,0.6938628427581621,0.6837404053733857,68.42105263157895,0.6,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6978657472011148,0.844345578180304,50.0,0.65625,0.6666666865348816,0.5,1.0,0.5885288134687406,0.6762150933409882,70.0,0.75,0.4545454680919647,0.4166666567325592,0.5,0.647915273764996
4,0.39626658557599914,1.0894159089144027,20.0,0.5833333333333333,0.20000000298023224,0.125,0.5,0.6333566598292296,63.63636363636363,0.9166666666666667,0.6785714328289032,0.5416666716337204,1.0,0.6601278233664151,0.7067720962395246,54.54545454545454,0.48333333333333334,0.0,0.0,0.0,0.8233284737962908,0.7226242249668103,53.333333333333336,0.16666666666666666,0.6507936716079712,0.5178571492433548,1.0,0.6934137337310595,0.6928515012248554,50.0,0.625,0.0,0.0,0.0,0.6941624075986662,0.7004311997398531,66.66666666666666,0.4444444444444444,0.75,0.6000000238418579,1.0,0.6949857876853762,0.6973960563199785,42.857142857142854,0.8333333333333334,0.5999999642372131,0.4285714328289032,1.0,0.6930407952591158,0.645924970188687,66.66666666666666,0.5,0.0,0.0,0.0,0.5921400271802594,0.6982262659202547,57.14285714285714,0.16666666666666666,0.0,0.0,0.0,0.7829654008976257,0.6934108477619445,50.0,0.375,0.0,0.0,0.0,0.7248233607477319,0.671111937168331,42.10526315789473,0.6333333333333333,0.43822844823201496,0.3333333333333333,0.6666666666666666,0.6926190757707711,0.8363257394436653,50.0,0.31666666666666665,0.7727272808551788,0.6875,1.0,0.7252993089746245,0.6866809336566148,50.0,0.6833333333333333,0.7727272808551788,0.6875,1.0,0.6299759444889501
5,0.7118502076509277,0.8349896930239137,20.0,0.5416666666666667,0.20000000298023224,0.125,0.5,0.6346413164258474,63.63636363636363,0.9,0.7846153974533081,0.6458333432674408,1.0,0.46284953817077285,0.7099825399675527,54.54545454545454,0.4375,0.0,0.0,0.0,0.6799045683187954,0.6922797946213265,53.333333333333336,0.35714285714285715,0.5916666686534882,0.5089285746216774,1.0,0.6927308689130003,0.6904425964992291,50.0,0.5625,0.0,0.0,0.0,0.6921807563523202,0.6472175014519358,50.0,0.7777777777777778,0.4000000059604645,0.5,0.3333333432674408,0.6933644832937054,0.6927902616475607,57.14285714285714,0.75,0.4000000059604645,0.5,0.3333333432674408,0.6923047097170458,0.7371722587865688,66.66666666666666,0.25,0.0,0.0,0.0,0.5371142550324378,0.730461347188623,57.14285714285714,0.16666666666666666,0.0,0.0,0.0,0.6392157467405073,0.6940703435426859,50.0,0.25,0.0,0.0,0.0,0.6942761782478075,0.6686627067872568,42.10526315789473,0.85,0.5484848618507385,0.4027777810891469,0.9166666666666666,0.6561552298327785,0.7246811832360318,50.0,0.45,0.38461539149284363,0.3125,0.5,0.6789800916178139,0.6680042581203962,50.0,0.6166666666666667,0.7727272808551788,0.6875,1.0,0.5983688881960769
6,0.6267019891368101,0.5765103858012463,70.0,0.5833333333333333,0.20000000298023224,0.1666666716337204,0.25,0.6023809306513906,72.72727272727273,0.65,0.8166666924953461,0.6904762089252472,1.0,0.44754201530349563,0.7546097168005862,54.54545454545454,0.41666666666666663,0.0,0.0,0.0,0.5285905718382502,0.679570663121135,53.333333333333336,0.6666666666666667,0.6893939673900604,0.5446428656578064,1.0,0.6950659673557505,0.6585983675340298,50.0,0.6875,0.0,0.0,0.0,0.6777680829754493,0.6767517980922838,66.66666666666666,0.6666666666666666,0.75,0.6000000238418579,1.0,0.4763725978668579,0.6927275437653208,57.14285714285714,0.8333333333333334,0.0,0.0,0.0,0.5987169269488266,0.6996750033857336,11.11111111111111,0.2833333333333333,0.0,0.0,0.0,0.6460041647587251,0.6807078796674547,42.857142857142854,0.9166666666666666,0.5999999642372131,0.4285714328289032,1.0,0.7006157641402597,0.69725828387812,50.0,0.1875,0.0,0.0,0.0,0.6861601845836315,0.672217705545626,78.94736842105263,0.6111111111111112,0.5,0.6111111044883728,0.4444444378217061,0.6915710794471249,0.7218809636984542,50.0,0.65625,0.6666666865348816,0.5,1.0,0.8211358451813937,0.6334283781858903,50.0,0.75,0.38461539149284363,0.3125,0.5,0.5480757496443425
7,0.6513149265312299,0.8111420817636905,20.0,0.625,0.20000000298023224,0.125,0.5,0.7805031870468178,36.36363636363637,0.7,0.0,0.0,0.0,0.7320049290883309,0.6829220496574656,54.54545454545454,0.40625,0.0,0.0,0.0,0.6820650664589086,0.7870081579336804,53.333333333333336,0.08333333333333333,0.6507936716079712,0.5178571492433548,1.0,0.6958802535825969,0.6928444064511736,50.0,0.625,0.0,0.0,0.0,0.6723667420689766,0.6247765045968708,50.0,0.7777777777777778,0.0,0.0,0.0,0.5584146510576823,0.7149366525397413,57.14285714285714,0.5833333333333334,0.0,0.0,0.0,0.4060927150763234,0.8330898980116106,66.66666666666666,0.3833333333333333,0.0,0.0,0.0,0.4355835390625978,0.6797278741312311,57.14285714285714,0.6666666666666666,0.0,0.0,0.0,0.7520717660478751,1.0920649627475965,50.0,0.25,0.0,0.0,0.0,0.637641917598499,0.8297700408173856,42.10526315789473,0.9555555555555556,0.5564102629820505,0.4027777810891469,1.0,1.113705730526853,0.7306050258902249,50.0,0.375,0.0,0.0,0.0,0.5460391329396521,0.5740070452049372,80.0,0.96875,0.7777778208255768,0.6500000059604645,1.0,0.6606195213731824
8,0.36139940628516454,0.7866509122656642,20.0,0.8571428571428572,0.4444444552063942,0.3125,1.0,0.5896112679670904,63.63636363636363,0.6875,0.8333333432674408,0.75,1.0,0.5172031121522312,0.6780087406922701,54.54545454545454,0.43333333333333335,0.0,0.0,0.0,0.573791264364125,0.8475396588528897,53.333333333333336,0.39583333333333337,0.6969697177410126,0.5357142984867096,1.0,0.9533926826340245,0.7354581577304893,50.0,0.4375,0.0,0.0,0.0,0.6946105247344784,0.6763957659225824,50.0,0.7777777777777778,0.0,0.0,0.0,0.32228342881466093,0.8654938231366983,57.14285714285714,0.5833333333333334,0.0,0.0,0.0,0.23102427996492853,0.9468086618451134,66.66666666666666,0.31666666666666665,0.0,0.0,0.0,0.9181652086924403,0.658817075886595,71.42857142857143,0.75,0.5,1.0,0.3333333432674408,0.6578663217710602,0.7905086851181056,50.0,0.3125,0.0,0.0,0.0,0.6002872299066929,0.7729568189385289,47.368421052631575,0.9097222222222222,0.6424242556095123,0.4960317611694336,1.0,0.5531362418682562,0.8174318446495958,50.0,0.5833333333333333,0.7727272808551788,0.6875,1.0,0.5204924178100728,0.7879119283706395,50.0,0.9375,0.6666666865348816,0.5,1.0,0.2705962745320021
