,HSJ,HSJ,HSJ,HSJ,HSJ,HSJ,HSJ,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,SZ3,SZ3,SZ3,SZ3,SZ3,SZ3,SZ3,Svip1,Svip1,Svip1,Svip1,Svip1,Svip1,Svip1,Svip2,Svip2,Svip2,Svip2,Svip2,Svip2,Svip2,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027
,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train
0,0.6969777967033215,0.6660989211479273,62.5,0.4666666666666667,0.7692307829856873,0.625,1.0,0.6866451908386972,63.63636363636363,0.7,0.7846153974533081,0.6458333432674408,1.0,0.5222938261254536,0.952051557872414,50.0,0.21875,0.0,0.0,0.0,0.8414809980058962,0.6909216843093423,50.0,0.5,0.6666666865348816,0.5,1.0,0.6931263659311326,0.6840352211162464,62.5,0.3333333333333333,0.0,0.0,0.0,0.6868788616069715,0.6932916432783164,42.857142857142854,0.5833333333333334,0.5999999642372131,0.4285714328289032,1.0,0.6934193564806954,0.6834751399021322,60.0,0.4375,0.0,0.0,0.0,0.667581232988877,0.6931527429538797,50.0,0.4375,0.6666666865348816,0.5,1.0,0.7537495725011251,0.693138083248448,33.33333333333333,0.5625,0.27272725105285645,0.2142857164144516,0.375,0.6932221133931895,0.7070041066551312,47.368421052631575,0.5541666666666667,0.47863248984018963,0.375,0.6666666666666666,0.8349002419706139,0.6894168946795123,70.0,0.125,0.761904776096344,0.625,1.0,0.6879631109823604,0.6931723072302283,50.0,0.53125,0.20000000298023224,0.5,0.125,0.6929898825976374,0.6135541019421212,70.0,0.55,0.8846153914928436,0.8125,1.0,0.9929681262215202
1,0.6933277847193917,0.661154618938305,62.5,0.6,0.7692307829856873,0.625,1.0,0.6501199793575668,63.63636363636363,0.875,0.6785714328289032,0.5416666716337204,1.0,0.6311507761715697,0.7836711634885466,33.33333333333333,0.125,0.0,0.0,0.0,0.6176331401445218,0.693151684988516,50.0,0.5,0.0,0.0,0.0,0.6926281151255183,0.6931105238190818,62.5,0.13333333333333333,0.0,0.0,0.0,0.6966028223627213,0.7000120910196154,42.857142857142854,0.6666666666666666,0.5999999642372131,0.4285714328289032,1.0,0.686843463890809,0.6905157653310263,60.0,0.40625,0.0,0.0,0.0,0.6481621235902194,0.6929061533990077,50.0,0.75,0.0,0.0,0.0,0.6929637979686039,0.6932028318261056,44.44444444444444,0.46875,0.0,0.0,0.0,0.6934479973363072,0.6931433052701789,47.368421052631575,0.7777777777777778,0.5857142905394236,0.4444444477558136,1.0,0.6925868948644278,0.6920170416582464,70.0,0.2833333333333333,0.8846153914928436,0.8125,1.0,0.6921751550628442,0.7255713975402964,40.0,0.45833333333333337,0.0,0.0,0.0,0.7083049298660036,0.62279841116717,70.0,0.375,0.761904776096344,0.625,1.0,0.6595976156920064
2,0.6929791533963139,0.6807222102933912,62.5,0.5333333333333333,0.7692307829856873,0.625,1.0,0.7254250225551112,63.63636363636363,0.7083333333333333,0.6785714328289032,0.5416666716337204,1.0,0.3415529987545678,0.9230824244668616,50.0,0.6333333333333333,0.701298713684082,0.5625,1.0,0.6409132578218399,0.7052996735238657,50.0,0.5625,0.6666666865348816,0.5,1.0,0.9619374490756444,0.6572508864143989,62.5,0.7333333333333333,0.0,0.0,0.0,0.6929329618991229,0.7022712312176563,42.857142857142854,0.8333333333333334,0.5999999642372131,0.4285714328289032,1.0,0.6857171339977244,0.6875305723762811,60.0,0.3125,0.0,0.0,0.0,1.0588353140706708,0.6934463866947939,37.5,0.375,0.5454545021057129,0.4285714328289032,0.75,0.6932619732550434,0.6930219800921157,55.55555555555556,0.5166666666666666,0.38461539149284363,0.3125,0.5,0.7790191655541611,0.6930425351701266,47.368421052631575,0.7277777777777779,0.4841269950071971,0.6222222298383713,0.46666666865348816,0.6918364911165028,0.6922255520429602,70.0,0.48333333333333334,0.8846153914928436,0.8125,1.0,0.6960267048986375,0.6987230205535466,40.0,0.5625,0.0,0.0,0.0,0.6937724999164411,0.5757856066003038,70.0,0.55,0.8846153914928436,0.8125,1.0,0.6698560603622745
3,0.5184149577503072,0.6557008392514502,62.5,0.5333333333333333,0.7692307829856873,0.625,1.0,0.6418509191291555,63.63636363636363,0.4666666666666667,0.7846153974533081,0.6458333432674408,1.0,0.4466398007196744,0.8697545371625205,16.666666666666664,0.15625,0.20000000298023224,0.1666666716337204,0.25,0.6690233498676279,0.6930000461565732,56.25,0.4166666666666667,0.1428571492433548,0.5,0.0833333358168602,0.6928863630882693,0.6935511038014252,50.0,0.0,0.0,0.0,0.0,0.6933183461678597,0.7003845417150908,42.857142857142854,0.5833333333333334,0.5999999642372131,0.4285714328289032,1.0,0.6926937874895207,0.7282151912167564,60.0,0.6666666666666666,0.0,0.0,0.0,0.5929972433553238,0.667234041312401,50.0,0.875,0.0,0.0,0.0,0.6465102317768219,0.693002326714413,55.55555555555556,0.5833333333333333,0.3333333432674408,0.2857142984867096,0.4000000059604645,0.6931980101556898,0.6929468190674701,52.63157894736842,0.7777777777777777,0.6464646657307943,0.5138888955116272,0.9333333373069763,0.6938743245059511,0.6914587126684021,70.0,0.41666666666666663,0.8846153914928436,0.8125,1.0,0.6913671050278873,0.7144747949923136,40.0,0.43333333333333335,0.0,0.0,0.0,0.6545155789836813,0.5664997665198303,70.0,0.875,0.761904776096344,0.625,1.0,0.7699329094564219
4,0.5384954248220933,0.6586142533788555,62.5,0.6,0.7692307829856873,0.625,1.0,0.7445395731771671,63.63636363636363,0.9,0.7846153974533081,0.6458333432674408,1.0,0.573545665571825,0.8848701486997935,25.0,0.1,0.4444444626569748,0.416666679084301,0.5000000149011612,0.6020805247900596,0.7375936862268512,50.0,0.7666666666666666,0.6573426723480225,0.5,1.0,0.6040164277738523,0.7154227368177651,62.5,0.26666666666666666,0.0,0.0,0.0,0.701717459641625,0.7337044903247373,42.857142857142854,0.75,0.5999999642372131,0.4285714328289032,1.0,0.6258010056722109,0.6997297687001856,60.0,0.7666666666666666,0.0,0.0,0.0,0.8653427023891521,0.6679718924779784,50.0,0.8125,0.0,0.0,0.0,0.6919071994438091,0.6860316565306475,55.55555555555556,0.71875,0.8333333432674408,0.75,1.0,0.6441262694536227,0.6864960222306401,47.368421052631575,0.5222222222222223,0.6969697078069051,0.5833333333333334,1.0,0.691435539125321,0.6868141694566254,70.0,0.6666666666666666,0.761904776096344,0.625,1.0,0.6921220901069832,0.6929901236097532,40.0,0.5,0.5555555820465088,0.7000000029802322,0.5,0.6920239481651966,0.5827536928099987,70.0,0.875,0.761904776096344,0.625,1.0,0.6300113634437907
5,0.7194427699053128,0.6570267549210967,62.5,0.6,0.7692307829856873,0.625,1.0,0.6282027123781057,63.63636363636363,0.6833333333333333,0.7846153974533081,0.6458333432674408,1.0,0.5034789790696038,0.985037068590808,33.33333333333333,0.375,0.20000000298023224,0.5,0.125,0.4229079052949859,0.659447405525635,50.0,0.5333333333333333,0.6573426723480225,0.5,1.0,0.6379373495153937,0.6957334823580938,12.5,0.0,0.0,0.0,0.0,0.6925095210242317,0.7479863928368095,42.857142857142854,0.5833333333333334,0.5999999642372131,0.4285714328289032,1.0,0.6599902392499162,0.7072585187770246,60.0,0.46875,0.0,0.0,0.0,0.49511344505661037,0.6075165444484865,50.0,0.875,0.0,0.0,0.0,0.7133900273205976,0.6929259257295732,88.88888888888889,0.65,0.444444477558136,0.5,0.4000000059604645,0.6938102574716737,0.692590021306313,57.89473684210527,0.7555555555555555,0.350000003973643,0.4444444477558136,0.28888889650503796,0.6925978423444071,0.6906732192165869,70.0,0.41666666666666663,0.8846153914928436,0.8125,1.0,0.6893679107583126,0.8220595883212743,40.0,0.5625,0.0,0.0,0.0,1.0980777471185201,0.5080722337361283,80.0,0.5357142857142857,0.46666666865348816,0.4375,0.5,0.3932558368026891
6,0.7454669367034558,0.6819428382098283,62.5,0.6666666666666666,0.6666666865348816,0.75,0.6000000238418579,0.6274207618873373,63.63636363636363,0.75,0.6785714328289032,0.5416666716337204,1.0,0.33914582658797937,1.1890536868245338,41.66666666666667,0.36666666666666664,0.0,0.0,0.0,0.6246682980924446,0.6924191280488019,62.5,0.5833333333333334,0.5833333283662796,0.5416666567325592,0.6666666567325592,0.8188207791105453,0.6949418518181271,12.5,0.0,0.0,0.0,0.0,0.6921213672474883,0.7398767364026907,42.857142857142854,0.5,0.5999999642372131,0.4285714328289032,1.0,0.7265995546615519,1.0382151845625747,60.0,0.5,0.0,0.0,0.0,0.6199171257931315,1.0078196652630733,50.0,0.875,0.0,0.0,0.0,0.6362080128626958,0.6927100715007157,55.55555555555556,0.46875,0.8333333432674408,0.75,1.0,0.6928093433821301,0.6923856540579005,57.89473684210527,0.5166666666666667,0.13333333532015482,0.3333333333333333,0.08333333333333333,0.6953866967896448,0.6653469404879445,70.0,0.31666666666666665,0.8846153914928436,0.8125,1.0,0.6765250626968123,1.1382041278880601,40.0,0.7333333333333334,0.0,0.0,0.0,0.46946199955506435,0.6744762806695099,70.0,0.6833333333333333,0.444444477558136,0.5,0.4000000059604645,0.523385435307296
7,0.7894566755452299,0.7206370050496891,62.5,0.5333333333333333,0.7692307829856873,0.625,1.0,0.5952675754101501,63.63636363636363,0.6666666666666667,0.6785714328289032,0.5416666716337204,1.0,0.8465111984154065,0.8336846554088785,41.66666666666667,0.26666666666666666,0.6060606241226196,0.5208333432674408,0.8333333432674408,0.6937389297929433,0.6433703087352416,56.25,0.6333333333333333,0.6636363565921783,0.5476190596818924,0.9000000059604645,0.5377432924894094,0.7363027627591241,50.0,0.13333333333333333,0.0,0.0,0.0,0.6941948893492388,0.7928502360925321,42.857142857142854,0.75,0.5999999642372131,0.4285714328289032,1.0,0.6220940435254901,0.8476004703107698,60.0,0.5,0.0,0.0,0.0,0.4878441245433283,0.6189824588950249,50.0,0.9375,0.0,0.0,0.0,0.6085670014337624,0.692937635413741,55.55555555555556,0.59375,0.8333333432674408,0.75,1.0,0.7843635932518793,0.6801769661791892,52.63157894736842,0.5722222222222223,0.5555555621782938,0.5000000099341074,0.6388888955116272,0.6750454794627153,0.6479199288014519,70.0,0.55,0.8846153914928436,0.8125,1.0,0.6596853360416166,0.7843979988059088,60.0,0.7666666666666666,0.6666666567325592,1.0,0.6000000014901161,0.584345187183992,0.5568347290173153,70.0,0.65,0.8846153914928436,0.8125,1.0,0.5908121149465136
8,0.35941293984463873,0.7337550876978772,62.5,0.6,0.7692307829856873,0.625,1.0,0.5868976305726242,63.63636363636363,0.625,0.8333333432674408,0.75,1.0,0.4540833038056514,1.0224560381502856,41.66666666666667,0.28125,0.3333333432674408,0.5,0.25,0.32684441556246874,0.6434705465259761,56.25,0.625,0.6666666865348816,0.550000011920929,0.875,0.6182894753418113,0.727410305544729,37.5,0.0,0.0,0.0,0.0,0.6724686350310273,0.7607406771125615,42.857142857142854,0.5,0.5999999642372131,0.4285714328289032,1.0,0.515621379367785,0.747316018389864,60.0,0.53125,0.0,0.0,0.0,0.7799923214400222,0.6089970776577934,50.0,1.0,0.0,0.0,0.0,0.6900463183724506,0.6929409852898494,55.55555555555556,0.375,0.8333333432674408,0.75,1.0,0.6923079692917984,0.6757834446649685,63.1578947368421,0.5347222222222222,0.3000000019868215,0.6666666666666666,0.1944444477558136,0.6872962140033919,0.6710019003264971,70.0,0.48333333333333334,0.8846153914928436,0.8125,1.0,0.6457984795336722,0.9158163420389084,40.0,0.3,0.0,0.0,0.0,0.663413720575085,0.5787930057458345,70.0,0.8333333333333333,0.4000000059604645,0.5,0.3333333432674408,0.33253010903247543
