,DEL15q11_2,DEL15q11_2,DEL15q11_2,DEL15q11_2,DEL15q11_2,DEL15q11_2,DEL15q11_2,SZ,SZ,SZ,SZ,SZ,SZ,SZ,ASD,ASD,ASD,ASD,ASD,ASD,ASD,BIP,BIP,BIP,BIP,BIP,BIP,BIP,DEL22q11_2,DEL22q11_2,DEL22q11_2,DEL22q11_2,DEL22q11_2,DEL22q11_2,DEL22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DEL1q21_1,DEL1q21_1,DEL1q21_1,DEL1q21_1,DEL1q21_1,DEL1q21_1,DEL1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1
,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train
0,0.6931814044816554,0.6922855423165711,56.09756097560976,0.6520833333333333,0.7533022662003835,0.625,1.0,0.7108198642591416,60.15625,0.6494791666666666,0.34226191230118275,0.625,0.24583333730697632,0.6925740516391105,0.6931194100238997,51.32275132275132,0.5614335317460318,0.6037198963264624,0.5050595309585333,0.8131944487492243,0.6931219553291372,0.6952822261112621,19.35483870967742,0.5208333333333333,0.3055555485188961,0.2008928582072258,0.75,0.69474348163869,0.689566029426147,52.94117647058824,0.45555555555555555,0.7715617815653483,0.6666666666666666,1.0,0.8427520073431308,0.88275408777617,55.55555555555556,0.5,0.8333333432674408,0.75,1.0,0.6864702489490875,0.6931881550097153,46.15384615384615,0.53125,0.6190476417541504,0.45000000298023224,1.0,0.6932172357052292,0.6855994511776109,78.57142857142857,0.8,0.0,0.0,0.0,0.7093848429830676,0.6928837446054291,60.0,0.2,0.7179487347602844,0.5625,1.0,0.6979147400471256,0.8969960359103273,25.0,0.3333333333333333,0.0,0.0,0.0,0.7968690019689681
1,0.6926200263273554,0.6936382342378923,43.90243902439025,0.5541666666666666,0.0,0.0,0.0,0.7187915197118582,53.125,0.6984747023809523,0.1343254018574953,0.25,0.09494047798216343,0.45501324703599294,0.6931053218081649,49.2063492063492,0.5447668650793652,0.0138888880610466,0.041666666666666664,0.008333333457509676,0.6981652306418074,0.6937911144812612,22.58064516129032,0.5684523809523809,0.32698413357138634,0.1979166679084301,1.0,0.6964503651401849,0.684984444448248,52.94117647058824,0.7708333333333334,0.1111111044883728,0.3333333333333333,0.06666666766007741,0.6915668254589754,0.6932684057290593,44.44444444444444,0.3833333333333333,0.27272728085517883,0.25,0.30000001192092896,0.6942073914302783,0.6962185190950408,53.84615384615385,0.475,0.0,0.0,0.0,0.7860124746498475,0.9311452346115906,21.428571428571427,0.39285714285714285,0.3611111119389534,0.2291666716337204,1.0,0.7687827195974092,0.6935201046704076,40.0,0.5416666666666667,0.0,0.0,0.0,0.6935801404222618,0.6939695591231517,12.5,0.0,0.0,0.0,0.0,0.9954577497115672
2,0.6938772803928904,0.6931093157073537,43.90243902439025,0.5625,0.19841269155343375,0.3333333333333333,0.17777778208255768,0.7810226231717325,60.9375,0.7114583333333334,0.3225198481231928,0.5312500018626451,0.2479166705161333,0.5853296544190022,0.6930177902998846,48.148148148148145,0.5640128968253967,0.038194445272286735,0.06944444527228673,0.033730159824093185,0.6902202157589238,0.4825135976298095,80.64516129032258,0.6708333333333334,0.0,0.0,0.0,0.5169247695838807,0.6838038654686114,52.94117647058824,0.7666666666666666,0.7715617815653483,0.6666666666666666,1.0,0.6925411525251628,0.6873498088500842,55.55555555555556,0.59375,0.8333333432674408,0.75,1.0,0.6942562017080531,0.7040214957191039,46.15384615384615,0.28125,0.6190476417541504,0.45000000298023224,1.0,0.6913995082575367,0.6943541808214854,28.57142857142857,0.4666666666666667,0.3650793880224228,0.226190485060215,1.0,0.6931741534993784,0.6938016849853674,40.0,0.5833333333333333,0.0,0.0,0.0,0.7042676614896662,0.926593847114959,25.0,0.3333333333333333,0.0,0.0,0.0,0.5637882867190215
3,0.692427859661954,0.6923637308745867,60.97560975609756,0.5860119047619047,0.5994172592957815,0.4952381004889806,0.777777781089147,0.7139545270586232,71.09375,0.8,0.7333198077976704,0.6665178667753935,0.8531250059604645,0.3918261300966521,0.70239166699401,57.67195767195767,0.5990823412698414,0.5062169407804807,0.6397817507386208,0.4692956420282523,0.9242894887847545,0.4901455772899779,80.64516129032258,0.6160714285714286,0.0,0.0,0.0,0.47187690539366445,0.5598453145223686,52.94117647058824,0.8125,0.7777777910232544,0.6666666666666666,1.0,0.5964173503702168,0.6924704037314158,55.55555555555556,0.5,0.8333333432674408,0.75,1.0,0.6910131863575667,0.77160793512061,46.15384615384615,0.625,0.6190476417541504,0.45000000298023224,1.0,0.9022346552407111,0.5898232761044043,85.71428571428571,1.0,0.5,0.5,0.5,0.6924618352864723,0.7078308918796333,40.0,0.9666666666666667,0.0,0.0,0.0,0.6921701244172952,0.5550012305908186,75.0,0.5833333333333334,0.8571428656578064,0.75,1.0,0.815123590072535
4,0.6562812859440263,0.6939933163868361,46.34146341463415,0.5916666666666667,0.26058201988538104,0.5,0.19166667014360428,0.64672485091628,67.1875,0.7986979166666667,0.553720248863101,0.6958333365619183,0.4875000072643161,0.522031762235139,0.6904303062496349,54.4973544973545,0.6341517857142857,0.2827380994955699,0.48263888930281,0.21944444564481577,0.6878547892860056,0.4874638079420076,80.64516129032258,0.7017857142857142,0.10000000149011612,0.125,0.0833333358168602,0.434392918206608,0.5503001981066287,52.94117647058824,0.8333333333333334,0.7523809572060903,0.6666666666666666,1.0,0.5730733605220095,0.6918803333349877,55.55555555555556,0.5625,0.8333333432674408,0.75,1.0,0.6967822451500321,0.7320062806588274,38.46153846153847,0.26666666666666666,0.3333333432674408,0.2857142984867096,0.4000000059604645,0.6947553492289487,0.7678385683763079,21.428571428571427,0.6071428571428572,0.3611111119389534,0.2291666716337204,1.0,0.68734072594152,0.6934622565130488,50.0,0.26666666666666666,0.25,0.3333333432674408,0.20000000298023224,0.6952421587690203,0.7513061454013122,37.5,0.0,0.5454545617103577,0.6000000238418579,0.5,0.8179125942283861
5,0.6055869860077774,0.6878798177429495,48.78048780487805,0.5645833333333333,0.23597884674866995,0.4166666666666667,0.1750000019868215,0.6690885304275752,71.875,0.8072916666666667,0.670833345502615,0.8437500037252903,0.6041666716337204,0.38252204863530004,0.706271825421593,56.613756613756614,0.6118055555555556,0.3882936549683412,0.5520833358168602,0.32013889277974766,0.6841691223307814,0.4305624310532236,83.87096774193549,0.8125,0.375,0.375,0.375,0.22027539753770406,0.5775608295556376,76.47058823529412,0.8055555555555555,0.8333333333333334,0.777777781089147,1.0,0.6774236138788488,0.6921114016530313,55.55555555555556,0.46875,0.8333333432674408,0.75,1.0,0.6852742844539721,0.7385737659829922,46.15384615384615,0.625,0.6190476417541504,0.45000000298023224,1.0,0.7063733032926335,0.6942986290974927,21.428571428571427,0.625,0.3611111119389534,0.2291666716337204,1.0,0.7680359821586984,0.6939394684224474,50.0,0.6666666666666666,0.6428571492433548,0.75,0.6000000014901161,0.6984409020125836,0.8466245875773388,25.0,0.6666666666666666,0.0,0.0,0.0,0.7515470930070518
6,0.6743018808505308,0.6823260187664743,51.21951219512195,0.5777777777777778,0.2777777761220932,0.4583333333333333,0.22777777910232544,0.554139143589837,77.34375,0.8395833333333333,0.7543876431882381,0.8197916708886623,0.7406250052154064,0.2688155302664644,0.6901394015175489,55.55555555555556,0.6607638888888889,0.3069775216281414,0.5486111131807169,0.22926587673525015,0.6824786543643007,0.5077871076323424,80.64516129032258,0.8333333333333333,0.0,0.0,0.0,0.5788400972730542,0.5781896862939577,52.94117647058824,0.7916666666666666,0.47863248984018963,0.375,0.6666666666666666,0.6383729224977388,0.6925098456601282,55.55555555555556,0.4375,0.8333333432674408,0.75,1.0,0.7012757089711171,0.7681407916899379,46.15384615384615,0.5208333333333333,0.6190476417541504,0.45000000298023224,1.0,0.6943816922245638,0.6933090530581499,42.857142857142854,0.6875,0.4285714477300644,0.28333333879709244,1.0,0.6918856175320665,0.6941539713406867,50.0,0.6666666666666666,0.1666666567325592,0.5,0.10000000149011612,0.6929465497033678,1.1648634339628288,25.0,0.8333333333333334,0.0,0.0,0.0,0.5524918923211607
7,0.4107082438838817,0.7379424787400576,65.85365853658537,0.5750000000000001,0.7611111303170522,0.6825396964947382,0.8777777850627899,0.4964445070389428,80.46875,0.8557291666666667,0.7864802051335573,0.7843750063329935,0.8223214335739613,0.38801632553352117,0.6704773852028114,59.78835978835979,0.6388640873015874,0.5692490475873152,0.5821428646643957,0.610416671882073,0.5903225509140306,0.5172293668497799,74.19354838709677,0.6845238095238095,0.4333333447575569,0.4583333358168602,0.5,0.29215251002303777,0.5057588976077159,64.70588235294117,0.7888888888888889,0.5202020406723022,0.4285714427630107,0.6666666666666666,0.5921982483462258,0.6927520249369922,55.55555555555556,0.46875,0.8333333432674408,0.75,1.0,0.6842109470733448,0.6937076146299724,46.15384615384615,0.47916666666666663,0.6190476417541504,0.45000000298023224,1.0,0.519891197074318,1.0929813392317864,21.428571428571427,0.35,0.27272728085517883,0.1875,0.5,0.8086278627925556,0.6946646588883714,50.0,0.16666666666666666,0.6333333551883698,0.550000011920929,0.800000011920929,0.6933186325893105,0.8473885138780797,37.5,0.8333333333333334,0.2857142984867096,1.0,0.1666666716337204,0.6022709517040402
8,0.6925357008771235,0.7086063348531207,51.21951219512195,0.5499999999999999,0.5257936517397562,0.6277777850627899,0.47500000645716983,0.5426445515051458,75.0,0.8890625,0.688244067132473,0.7645833380520344,0.6864583399146795,0.22619571863761498,0.6862306858033039,54.4973544973545,0.6284722222222222,0.34940476963917416,0.5486111131807169,0.27589286118745804,0.5117832096090607,0.4443953696916193,80.64516129032258,0.6869047619047619,0.3333333432674408,0.4166666716337204,0.2916666716337204,0.953438121312133,0.5147024783001759,88.23529411764706,0.8333333333333334,0.593406597773234,0.5357142885526022,0.6666666666666666,0.6945928505171827,0.6918659188352576,55.55555555555556,0.55,0.38461539149284363,0.3125,0.5,0.678950087483163,0.694268874815224,46.15384615384615,0.375,0.6444444805383682,0.5250000059604645,1.0,0.695099592161878,1.3393365296026827,21.428571428571427,0.5,0.34285715222358704,0.2083333358168602,1.0,0.7017913675654404,0.6944349815302766,50.0,0.26666666666666666,0.30000001192092896,0.30000001192092896,0.30000001192092896,0.6930184082331073,0.7061688862070113,37.5,0.4166666666666667,0.444444477558136,0.6666666865348816,0.3333333432674408,0.6008852808718591
