,DEL15q11_2,DEL15q11_2,DEL15q11_2,DEL15q11_2,DEL15q11_2,DEL15q11_2,DEL15q11_2,SZ,SZ,SZ,SZ,SZ,SZ,SZ,ASD,ASD,ASD,ASD,ASD,ASD,ASD,BIP,BIP,BIP,BIP,BIP,BIP,BIP,DEL22q11_2,DEL22q11_2,DEL22q11_2,DEL22q11_2,DEL22q11_2,DEL22q11_2,DEL22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DEL1q21_1,DEL1q21_1,DEL1q21_1,DEL1q21_1,DEL1q21_1,DEL1q21_1,DEL1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1
9,0.8270622697618457,0.7041950977275523,43.90243902439025,0.4861111111111111,0.4798941910266876,0.511111115415891,0.4694444462656975,0.5268374837207395,72.65625,0.8614583333333333,0.6737103220075369,0.8333333395421505,0.6020833421498537,0.2698389825836518,0.6833637414737322,57.67195767195767,0.646329365079365,0.4078042320907116,0.6666666703919569,0.32490079663693905,0.6831681116838404,0.4105834521586282,83.87096774193549,0.7291666666666667,0.25,0.25,0.25,0.4257486565534832,0.5258122615726872,82.35294117647058,0.7888888888888889,0.4696969787279765,0.6666666666666666,0.3888888855775197,0.8080580961564913,0.6766613864819505,55.55555555555556,0.5833333333333333,0.38461539149284363,0.3125,0.5,0.6747230569479677,0.6932203871909082,46.15384615384615,0.41666666666666663,0.5535714328289032,0.4750000014901161,0.6666666716337204,0.6910537645024135,0.8180176824188974,21.428571428571427,0.3833333333333333,0.27272728085517883,0.1875,0.5,0.5680131903712067,0.6942807072662862,50.0,0.34375,0.3333333432674408,0.5,0.25,0.694259915376132,0.8264369465937759,37.5,1.0,0.2857142984867096,1.0,0.1666666716337204,0.6031801085146912
10,0.6503834565011654,0.7089037961451384,43.90243902439025,0.4896825396825397,0.2547979801893234,0.45000000049670535,0.20694444825251898,0.6528332724932762,67.1875,0.8484375000000001,0.4927579425275326,0.78125,0.39166667126119137,0.3350009062625681,0.6835725797029937,58.201058201058196,0.6031994047619048,0.2667989482482274,0.5625,0.18075397238135338,0.6850235664822686,0.45122727905271115,83.87096774193549,0.7351190476190477,0.1666666716337204,0.25,0.125,0.5094514229761185,0.5589965055943178,82.35294117647058,0.8333333333333334,0.5833333333333334,0.6666666666666666,0.5333333412806193,1.007546211489366,0.6913462235983154,55.55555555555556,0.5625,0.8333333432674408,0.75,1.0,0.6946702527399583,0.6949115457289865,46.15384615384615,0.5,0.6477272808551788,0.48750001192092896,1.0,0.46247479275939796,0.694090561506283,42.857142857142854,0.6785714285714286,0.4166666567325592,0.2666666731238365,1.0,0.7190589425988974,0.6987515690970241,40.0,0.41666666666666663,0.0,0.0,0.0,0.6789838553317086,1.0486131381489878,37.5,0.8333333333333334,0.2857142984867096,1.0,0.1666666716337204,0.5096938331878513
11,0.6117119515155813,0.7561840557729371,65.85365853658537,0.3916666666666666,0.5444444517294565,0.4871031741301219,0.6388888855775198,0.6035829647762933,80.46875,0.8637276785714286,0.8330763094127178,0.8322916682809591,0.8831845261156559,0.07819853298073015,0.747242381223053,57.14285714285714,0.5890128968253968,0.5663406165937582,0.5841269915302595,0.6571428639193376,0.03856338408378423,0.5881614548470688,74.19354838709677,0.7708333333333334,0.5416666716337204,0.4583333358168602,0.75,0.5621258052239136,0.4797046396545929,82.35294117647058,0.8111111111111112,0.593406597773234,0.5357142885526022,0.6666666666666666,0.5839631244058759,0.6999015218894279,55.55555555555556,0.4375,0.8333333432674408,0.75,1.0,0.6889173060324442,0.6898108473763087,46.15384615384615,0.53125,0.6190476417541504,0.45000000298023224,1.0,0.7268727101047686,1.3912112901301221,21.428571428571427,0.25,0.34285715222358704,0.2083333358168602,1.0,0.6041623999692483,0.6949764499457507,40.0,0.40625,0.6060605943202972,0.7142857164144516,0.625,0.6937586962688973,0.7239747298021186,50.0,0.8333333333333334,0.5,1.0,0.3333333432674408,0.6533258991308712
12,0.6181575802771122,1.079879941752747,41.46341463414634,0.5993055555555555,0.10833333432674408,0.3333333333333333,0.06547619154055913,0.9164611972632511,71.09375,0.7893973214285717,0.5631628930568695,0.8187500014901161,0.4758928660303354,0.13644337582962604,0.8783151884151608,54.4973544973545,0.582564484126984,0.26997354502479237,0.5659722226361433,0.18888889253139496,1.1390091190206326,0.5502375245592634,83.87096774193549,0.5833333333333334,0.125,0.25,0.0833333358168602,0.8207197469576805,0.48433680156741266,94.11764705882352,0.8333333333333334,0.9629629850387573,1.0,0.9333333373069763,0.5610971623652146,0.6590554959161211,55.55555555555556,0.59375,0.8333333432674408,0.75,1.0,0.6907646736105205,0.7501529140458972,46.15384615384615,0.625,0.6190476417541504,0.45000000298023224,1.0,0.6901750399527432,0.7715534172025091,21.428571428571427,0.5166666666666667,0.34285715222358704,0.2083333358168602,1.0,0.589012707179078,0.7467055000217762,40.0,0.6,0.0,0.0,0.0,0.6211864527340267,0.74873107868791,50.0,0.8333333333333334,0.5,1.0,0.3333333432674408,1.002030454689125
13,0.6798387108265695,0.7434389080529148,48.78048780487805,0.5416666666666666,0.5669312179088593,0.6111111144224802,0.5500000069538752,0.7790485549104369,72.65625,0.8531250000000001,0.6668831296265125,0.8697916679084301,0.6044642962515354,1.1875926864481248,0.7393658692875458,57.67195767195767,0.5934771825396826,0.3925595333178838,0.5659722238779068,0.3300595283508301,0.1020057184909281,0.4546994422035018,80.64516129032258,0.6785714285714286,0.3333333432674408,0.5,0.25,0.3468920107682947,0.4563662300295896,88.23529411764706,0.8333333333333334,0.6363636453946432,0.6666666666666666,0.6111111044883728,0.6907040380542091,0.6832075551788708,55.55555555555556,0.5833333333333333,0.38461539149284363,0.3125,0.5,0.6352871539977479,0.665486754960515,46.15384615384615,0.8125,0.5857143104076385,0.45000000298023224,0.875,0.6935340982505521,1.2371974465162108,21.428571428571427,0.45,0.34285715222358704,0.2083333358168602,1.0,0.6283672043403609,0.6961858204440887,30.0,0.5333333333333333,0.0,0.0,0.0,0.6871501119832005,0.6035291212086429,62.5,1.0,0.6666666865348816,1.0,0.5,0.464349648107295
14,0.5299206060526729,0.9039357293615028,65.85365853658537,0.5861111111111111,0.7702020406723022,0.7003968358039856,0.9000000059604645,0.6124907370298581,75.0,0.8161830357142856,0.7650793753564358,0.7389136962592602,0.8291666693985462,0.3661519719674519,0.7859684308093271,56.08465608465608,0.6383928571428571,0.5943121885259947,0.5607142932713032,0.6919642897943655,0.7867414652971376,0.49887295843920354,83.87096774193549,0.65,0.3928571343421936,0.375,0.4166666716337204,0.314657405913444,0.4254695779912237,76.47058823529412,0.7888888888888889,0.826839824517568,0.7777777711550394,0.8888888955116272,0.18775969051424377,0.7629086016665323,55.55555555555556,0.48333333333333334,0.38461539149284363,0.3125,0.5,0.6949134315277945,0.5971973827450144,61.53846153846154,0.7833333333333333,0.5357142686843872,0.75,0.5000000149011612,0.25275349796730523,1.486050816590075,21.428571428571427,0.7410714285714286,0.3611111119389534,0.2291666716337204,1.0,0.2734678705857196,0.6996135128716743,40.0,0.2,0.0,0.0,0.0,0.6074259274012893,0.49886075289014487,75.0,0.8333333333333334,0.8333333134651184,0.8333333134651184,0.8333333134651184,0.7742313468565832
15,0.4670270712992341,0.7206302891141468,43.90243902439025,0.5416666666666666,0.2777777810891469,0.4305555572112401,0.2277777815858523,0.7023523643951398,75.0,0.8064732142857143,0.6147321630269289,0.7010416686534882,0.5718750059604645,0.3238752952546546,0.7100050665825876,58.730158730158735,0.6472966269841269,0.5139911100268364,0.6305555583288273,0.5231150823334852,0.3652093846273416,0.4302757622251506,83.87096774193549,0.6642857142857143,0.3392857164144516,0.3125,0.375,0.25056500782822855,0.44324150053830425,88.23529411764706,0.8111111111111112,0.600000003973643,0.6666666666666666,0.5555555621782938,0.5823475727872378,0.6197765198046551,55.55555555555556,0.65,0.38461539149284363,0.3125,0.5,0.7062171669967764,0.6038025946056605,69.23076923076923,0.8125,0.6666666865348816,0.800000011920929,0.625,0.3974133304474199,1.6381817010849562,21.428571428571427,0.6388888888888888,0.3333333432674408,0.25,0.5,0.45177520779599684,0.696059160905732,20.0,0.23333333333333334,0.0,0.0,0.0,0.6074780633247173,0.7550827553598494,50.0,0.9166666666666666,0.5,1.0,0.3333333432674408,0.6116763874984276
16,0.5917165650958432,0.7832403360613462,43.90243902439025,0.5618055555555556,0.1031745970249176,0.2222222238779068,0.07500000049670537,0.674739085850997,74.21875,0.8528645833333334,0.7056547701358795,0.8750000037252903,0.6489583384245634,0.17618087768135274,0.7547914498951903,58.730158730158735,0.593154761904762,0.4891774964829286,0.6006944483766953,0.4635912763575713,0.3453805773957826,0.3791001807436596,83.87096774193549,0.625,0.25,0.25,0.25,0.04696461595176996,0.3936923364300097,88.23529411764706,0.8333333333333334,0.6410256425539652,0.6190476218859354,0.6666666666666666,0.4158728365917465,0.651829299908494,55.55555555555556,0.625,0.8333333432674408,0.75,1.0,0.515676914925032,0.5532182276539646,76.92307692307693,0.8,0.7333333492279053,0.8333333432674408,0.6666666865348816,0.3551261308943723,1.556713362514042,21.428571428571427,0.5916666666666667,0.34285715222358704,0.2083333358168602,1.0,0.2988408371163369,0.7067641744676616,40.0,0.5625,0.0,0.0,0.0,0.5174939348750307,0.6287405764996356,50.0,1.0,0.5,1.0,0.3333333432674408,0.7338993878465399
17,0.6575820019360943,0.7590973423777965,43.90243902439025,0.5907738095238094,0.13690475622812906,0.2777777810891469,0.1071428582072258,0.9559750698928999,70.3125,0.8489583333333334,0.5925595313310623,0.8177083358168602,0.4840773902833462,0.9858206041602657,0.7735429024056546,57.67195767195767,0.6265625,0.3451479102174441,0.5173611119389534,0.2843750050912301,0.10831502202377859,0.4497624264385993,87.09677419354838,0.6976190476190476,0.375,0.5,0.3333333358168602,0.03600869995857908,0.4737213734791998,88.23529411764706,0.8125,0.9153439402580261,0.9333333373069763,0.9166666666666666,0.3140140149209766,0.6653939094096224,55.55555555555556,0.59375,0.8333333432674408,0.75,1.0,0.693550202608504,0.5883943718362413,61.53846153846154,0.625,0.6136363744735718,0.5357142984867096,0.75,0.560527288052945,1.8944673889406578,21.428571428571427,0.75,0.3333333432674408,0.25,0.5,0.3912706490253467,0.6957710338860309,40.0,0.25,0.0,0.0,0.0,0.4516684338608843,0.8010540756093725,50.0,1.0,0.5,1.0,0.3333333432674408,0.4946833352843984
18,0.602764829044895,0.9739255605185906,43.90243902439025,0.46041666666666664,0.0555555522441864,0.16666666666666666,0.033333333830038704,1.9959601675494691,58.59375,0.7902529761904763,0.2824404798448086,0.5416666679084301,0.19895833544433117,2.0669914919702848,0.9613043109639209,53.43915343915344,0.6260416666666666,0.1503968263665835,0.3125,0.10972222437461217,0.18987517443498064,0.796318061841501,80.64516129032258,0.675,0.0,0.0,0.0,0.027674155361896473,0.5711921336615414,82.35294117647058,0.8333333333333334,0.5629629890124003,0.6666666666666666,0.4888888994852702,0.406613010443987,0.637685128359363,55.55555555555556,0.75,0.38461539149284363,0.3125,0.5,0.7165553355752902,0.6262141627264189,53.84615384615385,0.7,0.619047611951828,0.5,0.8333333432674408,1.554512702218774,1.4058016697158908,21.428571428571427,0.7166666666666667,0.34285715222358704,0.2083333358168602,1.0,0.5895102228920495,0.6957636504196787,50.0,0.45833333333333337,0.1428571492433548,0.5,0.0833333358168602,0.5945797373218962,1.2693253248996077,25.0,0.75,0.0,0.0,0.0,0.5309565735868703
19,0.7350543346087903,0.7360105862830908,46.34146341463415,0.5958333333333333,0.16666666666666666,0.3333333333333333,0.11111111442248027,1.3154648733045011,68.75,0.7747767857142857,0.5329365190118551,0.7916666679084301,0.4260416738688946,0.009740786534721506,0.9166866708356972,54.4973544973545,0.5683779761904763,0.23690476392706236,0.4652777786056201,0.16736111417412758,0.9668078546322746,0.6669964909234498,83.87096774193549,0.59375,0.25,0.25,0.25,0.04660164680967566,0.4124781617493364,82.35294117647058,0.7708333333333334,0.841269850730896,1.0,0.75,0.5702525156250009,0.6427692891031273,55.55555555555556,0.6166666666666667,0.38461539149284363,0.3125,0.5,0.44559281298985604,0.6420709693969026,61.53846153846154,0.41666666666666663,0.45000000298023224,0.75,0.375,0.6881668858599282,1.1045383767249144,50.0,0.7083333333333334,0.45000000298023224,0.2916666716337204,1.0,0.5994589819070624,0.688851222154232,40.0,0.6,0.0,0.0,0.0,0.4651998971774179,1.0968231579493546,50.0,0.75,0.5,1.0,0.3333333432674408,0.34063113971544845
20,0.6180714710630928,0.7318339781365162,46.34146341463415,0.55625,0.1666666716337204,0.25,0.125,1.1028420527091547,67.1875,0.7828124999999999,0.5279671791940928,0.7583333365619183,0.4333333382382989,0.3394696870325266,1.1025727700185721,54.4973544973545,0.5647569444444445,0.22509920845429102,0.4166666679084301,0.16875000235935053,0.37064984480903296,0.38447196602333955,83.87096774193549,0.75,0.3333333432674408,0.5,0.25,0.7344162329025248,0.3502353512700925,82.35294117647058,0.7777777777777778,0.5555555621782938,0.6666666666666666,0.5,0.16600597655526497,0.6403348565195643,55.55555555555556,0.6875,0.8333333432674408,0.75,1.0,0.6682023856376768,0.6545255558571951,61.53846153846154,0.53125,0.20000000298023224,0.5,0.125,0.8380853704291916,2.000007133422692,21.428571428571427,0.65,0.34285715222358704,0.2083333358168602,1.0,0.5591630173510824,0.6561732265137717,40.0,0.9333333333333333,0.0,0.0,0.0,0.5186798152813255,0.9115029059889312,37.5,0.8333333333333334,0.2857142984867096,1.0,0.1666666716337204,0.7918744539166939
21,0.4931282267579616,0.8164610221099183,43.90243902439025,0.6246031746031746,0.22023809949556986,0.3333333383003871,0.16666666915019354,1.0803870468214993,67.96875,0.8101562500000001,0.5854166746139526,0.7791666686534882,0.5041666738688946,0.13523804670593562,0.9038263872155392,59.78835978835979,0.6003472222222223,0.4681878375510375,0.7145833360652128,0.39513889389733475,0.10059084927739434,0.4188623785404007,87.09677419354838,0.6083333333333334,0.2916666716337204,0.5,0.2083333358168602,0.061141433094763525,0.31441373277712953,82.35294117647058,0.7666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3119901591458083,0.6607760290652609,55.55555555555556,0.5833333333333333,0.38461539149284363,0.3125,0.5,0.6990332520034697,0.5950057419617519,61.53846153846154,0.7333333333333334,0.6785714328289032,0.5750000029802322,0.8333333432674408,0.6965950414152013,2.1229516214547224,21.428571428571427,0.7166666666666667,0.34285715222358704,0.2083333358168602,1.0,0.36794723103075566,0.6692246230839497,40.0,0.43333333333333335,0.1666666567325592,0.5,0.10000000149011612,0.4985797970898313,0.7122118864947418,50.0,0.9166666666666666,0.5,1.0,0.3333333432674408,0.5105096417716509
22,1.3363923001459463,0.9986116913409719,41.46341463414634,0.5888888888888889,0.09523809949556987,0.25,0.061111112435658775,1.5044356201001299,62.5,0.8153645833333333,0.3947916701436043,0.6041666679084301,0.30937500204890966,0.12411226942498904,0.8803436255761178,56.08465608465608,0.6059275793650793,0.270105825116237,0.4861111119389534,0.19444444589316845,0.7001685503380812,0.6335202737565382,83.87096774193549,0.7083333333333334,0.125,0.25,0.0833333358168602,0.28900036312400534,0.5765664645014144,76.47058823529412,0.8125,0.46666666865348816,0.6666666666666666,0.4166666666666667,0.7935750118573444,0.5920646666452088,55.55555555555556,0.6833333333333333,0.38461539149284363,0.3125,0.5,0.5569491683638688,0.6402576595421196,61.53846153846154,0.4583333333333333,0.375,0.5,0.30000001192092896,0.4047903822863437,1.1197840776622723,21.428571428571427,0.9166666666666667,0.34285715222358704,0.2083333358168602,1.0,0.5465775551916231,0.6841941083571046,30.0,0.3333333333333333,0.111111119389534,0.1666666716337204,0.0833333358168602,0.6808078824498771,1.6625218700578093,25.0,0.8333333333333334,0.0,0.0,0.0,0.2655143209366613
