,ADHD,ADHD,ADHD,SZ,SZ,SZ,ASD,ASD,ASD,BIP,BIP,BIP
,Loss/train,Loss/test,Accuracy/test,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train
0,1.1344439067356114,0.10655243949446276,55.65217391304348,0.07599535921352017,66.14173228346458,0.8875275959915149,0.08913032898492142,59.57446808510638,0.7164705832340376,0.06311959289697004,67.74193548387096,0.8569605838183062
1,0.4220512270440143,0.09109663425566283,60.0,0.06715753313629969,73.22834645669292,0.6815494836671275,0.08142518702259327,65.42553191489363,0.5857069994356489,0.0625730273194604,80.64516129032258,0.7560848864317388
2,0.47765966689829914,0.09893892048237676,57.391304347826086,0.07470923243848439,73.22834645669292,0.3044512875655347,0.08527722189485445,58.51063829787234,0.7745457735290256,0.052968497711258236,80.64516129032258,0.2173778921297763
3,0.4544822403289932,0.10503923460206116,57.391304347826086,0.09628625160927179,70.86614173228347,0.25218587418750166,0.08317629338367565,61.170212765957444,0.4780640871949264,0.06013896786962905,74.19354838709677,0.2763030959233114
4,0.560397611335315,0.11279133508423568,59.130434782608695,0.0624939585607984,76.37795275590551,0.6517887484492569,0.08108726584323815,64.36170212765957,0.510280457204424,0.06533963224046094,77.41935483870968,1.2675957219589764
5,1.6747001806337458,0.1337422692986976,56.52173913043478,0.06500392141194414,75.59055118110236,1.3836953766776396,0.08417958909097535,64.36170212765957,0.14673476541104258,0.075449148685909,77.41935483870968,1.7595383390043005
6,0.46874942584238244,0.11925584790028258,47.82608695652174,0.09728924560684714,66.14173228346458,0.5190897932387241,0.12973509551873738,48.40425531914894,0.5472923820718488,0.08362408010767419,74.19354838709677,0.23148973940894413
7,0.4483977005207887,0.13492981809868787,48.69565217391305,0.09352812912587703,63.77952755905512,0.35190990468253597,0.1430659424561541,50.53191489361703,0.1275872421758986,0.06684766105858006,74.19354838709677,0.23734510410494322
8,0.9542959370475625,0.2239251456251946,55.65217391304348,0.12166633389446911,68.50393700787401,1.522534276748241,0.15650211268735761,59.04255319148937,1.1286626615440039,0.11470467086431259,70.96774193548387,1.3639003742817983
9,0.4868141748536187,0.11656597746450245,61.73913043478261,0.05865178750510923,75.59055118110236,0.2559411543722617,0.08647010098877589,62.76595744680851,0.5386196826340611,0.0653735241138726,77.41935483870968,0.4585501325384624
10,0.8859705955069284,0.11899624754706953,55.65217391304348,0.06951504315115566,74.80314960629921,0.6628260894685682,0.11317983371158559,58.51063829787234,0.12708128642259198,0.057438755749346634,80.64516129032258,0.03192967807250343
11,0.7557180467329664,0.1358710338872735,49.56521739130435,0.09925436069468944,62.20472440944882,0.5056932976438676,0.1262038637807741,56.38297872340425,0.9115175906902783,0.07515585977135976,74.19354838709677,0.8057537263466251
12,0.376082979091618,0.14674757439664085,53.91304347826087,0.09273821106305266,72.44094488188976,0.05912047385495759,0.10046635821110046,64.8936170212766,0.28399931196424766,0.0774481786286221,77.41935483870968,0.23031038904394344
13,0.5082667185699216,0.13244743751969526,56.52173913043478,0.08334117355176394,74.01574803149606,0.25475548985212154,0.13163798132330753,57.446808510638306,0.07939795080335023,0.06269876291706249,80.64516129032258,1.0275719425219005
