,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,HSJ,HSJ,HSJ,HSJ,HSJ,HSJ,HSJ,SZ3,SZ3,SZ3,SZ3,SZ3,SZ3,SZ3,SZ6,SZ6,SZ6,SZ6,SZ6,SZ6,SZ6,Svip1,Svip1,Svip1,Svip1,Svip1,Svip1,Svip1,Svip2,Svip2,Svip2,Svip2,Svip2,Svip2,Svip2,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027
,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train
0,0.694005149126682,0.6930333068697414,57.89473684210527,0.5625,0.13333333532015482,0.3333333333333333,0.08333333333333333,0.6927880992232746,50.0,0.78125,0.6666666865348816,0.5,1.0,0.6926915750241625,0.6932240816228893,50.0,0.4375,0.0,0.0,0.0,0.6935770641075144,0.7071902009213126,37.5,0.6666666666666666,0.5454545617103577,0.375,1.0,0.770537801763034,0.6630645012827393,62.5,0.6,0.7692307829856873,0.625,1.0,0.8485475270679813,0.6932421653128046,42.857142857142854,0.6666666666666666,0.5999999642372131,0.4285714328289032,1.0,0.6937100865870349,0.6941881246408269,28.57142857142857,0.6,0.444444477558136,0.2857142984867096,1.0,0.6930542186868569,0.6796965109649462,60.0,0.375,0.0,0.0,0.0,0.7099745639134994,0.693050641758488,50.0,0.625,0.0,0.0,0.0,0.69314900427017,0.6929719346890866,55.55555555555556,0.65625,0.8333333432674408,0.75,1.0,0.7947860325861428,0.6590625061350597,70.0,0.08333333333333333,0.761904776096344,0.625,1.0,1.0487195547045198,0.6937913917271602,40.0,0.26666666666666666,0.0,0.0,0.0,0.6933635348071127,0.6901932020698369,70.0,0.45,0.8846153914928436,0.8125,1.0,0.7514319526278062
1,0.6929405963586742,0.6929947036966324,57.89473684210527,0.7261904761904763,0.16666666666666666,0.3333333333333333,0.11111111442248027,0.7080113020146935,50.0,0.25,0.0,0.0,0.0,0.7529321280405482,0.6931184364686371,50.0,0.5,0.6573426723480225,0.5,1.0,0.6921495018243136,0.6933399178991504,37.5,0.5333333333333333,0.5454545617103577,0.375,1.0,0.6933943317107804,0.6921484374961301,62.5,0.6,0.7692307829856873,0.625,1.0,0.6917170100213248,0.693469166518615,42.857142857142854,0.6666666666666666,0.5999999642372131,0.4285714328289032,1.0,0.6945534629403579,0.6926655243646334,71.42857142857143,0.5,0.0,0.0,0.0,0.6926244552822718,0.6930760971464098,60.0,0.13333333333333333,0.0,0.0,0.0,0.6646423268167497,0.6928333651375971,50.0,0.6875,0.0,0.0,0.0,0.696230414095989,0.6937634099252497,44.44444444444444,0.3833333333333333,0.0,0.0,0.0,0.6858804140833372,0.6923631795727205,70.0,0.3214285714285714,0.46666666865348816,0.4375,0.5,0.6923864130814563,0.6929601194320052,60.0,0.5416666666666667,0.4285714328289032,0.375,0.5,0.6931306598676162,0.607163168363904,70.0,0.65,0.8846153914928436,0.8125,1.0,0.6031060620748778
2,0.6935654941315404,0.6930218200926828,47.368421052631575,0.7208333333333333,0.670707086722056,0.5138888955116272,1.0,0.6930297109216674,66.66666666666666,0.8,0.7179487347602844,0.5625,1.0,0.6936035589367703,0.6931075092184142,50.0,0.6333333333333333,0.6573426723480225,0.5,1.0,0.6929518457848232,0.7245162613144385,37.5,0.4,0.5454545617103577,0.375,1.0,0.6929953072471265,0.692201402866455,62.5,0.6,0.7692307829856873,0.625,1.0,0.6905609958845818,0.6933647861150541,42.857142857142854,0.6666666666666666,0.5999999642372131,0.4285714328289032,1.0,0.6919788991908415,0.6930227417131237,71.42857142857143,0.5,0.5,0.5,0.5,0.6933119891008369,0.7121879762462375,60.0,0.23333333333333334,0.0,0.0,0.0,0.5749466717783714,0.692760359329268,50.0,0.75,0.0,0.0,0.0,0.6917409604550969,0.6932990440693011,44.44444444444444,0.5,0.0,0.0,0.0,0.6928965716452098,0.6490518963566977,70.0,0.3833333333333333,0.8846153914928436,0.8125,1.0,0.7177814309949501,0.6931694748982425,60.0,0.3,0.2857142984867096,0.5,0.20000000298023224,0.6931506565431564,0.6132950106367581,70.0,0.8333333333333333,0.761904776096344,0.625,1.0,0.6470797127167381
3,0.6929750605367163,0.6928124010648253,52.63157894736842,0.6166666666666667,0.0,0.0,0.0,0.6931284643417285,50.0,0.625,0.0,0.0,0.0,0.6936139991929603,0.6922099540105293,50.0,0.5,0.0,0.0,0.0,0.6937275197778735,0.6929893842695654,62.5,0.8,0.0,0.0,0.0,0.6930013476769136,0.6792591875659865,62.5,0.3333333333333333,0.7692307829856873,0.625,1.0,0.6886701130797175,0.6931747483362477,42.857142857142854,0.5,0.5,0.4000000059604645,0.6666666865348816,0.6938271720774628,0.6922967488986437,71.42857142857143,0.5,0.0,0.0,0.0,0.6922760975331158,0.6757824781082945,60.0,0.5833333333333333,0.0,0.0,0.0,0.8412617719876235,0.6927961936600182,50.0,0.875,0.0,0.0,0.0,0.6929905796253752,0.6936793002789535,44.44444444444444,0.375,0.0,0.0,0.0,0.6929059106344313,0.6387512597933142,70.0,0.3833333333333333,0.8846153914928436,0.8125,1.0,0.5688692872848219,0.693753464029705,40.0,0.46875,0.0,0.0,0.0,0.6929225031283528,0.6164027654943236,70.0,0.7166666666666667,0.8846153914928436,0.8125,1.0,0.5859588156129891
4,0.6335983634585455,0.725305795222405,52.63157894736842,0.6444444444444445,0.0,0.0,0.0,0.7309015638731416,16.666666666666664,0.06666666666666667,0.20000001788139343,0.20000000298023224,0.20000000298023224,0.6931844291965069,0.6931449839754663,50.0,0.30000000000000004,0.6068376302719116,0.4791666716337204,0.8333333432674408,0.702219524943092,0.6914325502871944,62.5,0.8,0.0,0.0,0.0,0.7414786136719015,0.6676962190470452,62.5,0.5333333333333333,0.7692307829856873,0.625,1.0,0.6433925451080764,0.7060726940013021,42.857142857142854,0.6666666666666666,0.5999999642372131,0.4285714328289032,1.0,0.6936573945728941,0.6902248794047858,57.14285714285714,0.8,0.4000000059604645,0.3333333432674408,0.5,0.6868267064197128,0.6469639017312077,50.0,0.7333333333333334,0.5,0.5,0.5,0.6006744329603152,0.6778994461791911,50.0,1.0,0.0,0.0,0.0,0.6949943986643092,0.6867095667860929,44.44444444444444,0.59375,0.7727272510528564,0.7142857164144516,0.875,0.6936432642562851,0.6296285738235927,70.0,0.48333333333333334,0.8846153914928436,0.8125,1.0,0.6891134979718326,0.6933616956536637,40.0,0.5,0.0,0.0,0.0,0.6867344517447888,0.5911252625182413,70.0,0.55,0.8846153914928436,0.8125,1.0,0.6203327908220582
5,0.6939739091320206,0.6930883815222179,47.368421052631575,0.8444444444444444,0.6048951148986816,0.4444444477558136,1.0,0.6935593053857261,50.0,0.1,0.0,0.0,0.0,0.6941577216465736,0.693256276650535,50.0,0.375,0.0,0.0,0.0,0.6929853055238846,0.6242289025211057,62.5,0.7333333333333333,0.0,0.0,0.0,0.6849217821766121,0.6880073971684615,62.5,0.7333333333333333,0.7692307829856873,0.625,1.0,0.6275695829220692,0.6934790706811322,42.857142857142854,0.6666666666666666,0.5999999642372131,0.4285714328289032,1.0,0.6916114687031156,0.612343439992876,71.42857142857143,0.9,0.0,0.0,0.0,0.6428993981423622,0.7125234759305215,60.0,0.2,0.0,0.0,0.0,0.6226155861008312,0.6925969045248718,87.5,0.9375,0.888888955116272,0.800000011920929,1.0,0.6927734263046338,0.6938978942616632,44.44444444444444,0.46875,0.0,0.0,0.0,0.6867050589510224,0.6862381913013224,70.0,0.48333333333333334,0.8846153914928436,0.8125,1.0,0.8464485422256297,0.6937414404801456,40.0,0.3,0.0,0.0,0.0,0.6926246517183576,0.6345810870317894,70.0,0.4166666666666667,0.761904776096344,0.625,1.0,0.4412821582282781
6,0.7196590140728995,0.6926687310189673,57.89473684210527,0.5805555555555556,0.3888888955116272,0.6666666666666666,0.2777777810891469,0.7051634019954158,41.66666666666667,0.23333333333333334,0.0,0.0,0.0,0.6944822005143861,0.6931646631569042,56.25,0.46875,0.20000000298023224,0.5,0.125,0.6938201732959388,0.6560624314024988,62.5,0.6,0.0,0.0,0.0,0.6812779923422768,0.6460150556357184,62.5,0.6666666666666666,0.7692307829856873,0.625,1.0,0.5840947356170193,0.6928518652124832,57.14285714285714,0.5833333333333334,0.0,0.0,0.0,0.692824856394947,0.66613338567434,71.42857142857143,0.3,0.0,0.0,0.0,0.6945831537130307,0.8646557548234959,60.0,0.5,0.0,0.0,0.0,0.8453122113706274,0.6922078366843669,75.0,0.9375,0.75,0.75,0.75,0.69308944592786,0.6828626022808835,44.44444444444444,0.5833333333333333,0.3333333432674408,0.2857142984867096,0.4000000059604645,0.6899524986343541,0.6345530391986721,70.0,0.7166666666666667,0.8846153914928436,0.8125,1.0,0.6363405172758226,0.8493369304959554,40.0,0.6333333333333333,0.0,0.0,0.0,0.6444114087432742,0.6523993874774703,70.0,0.65,0.8846153914928436,0.8125,1.0,0.6927639038600408
7,0.6929173153188629,0.7307472773228487,47.368421052631575,0.6,0.670707086722056,0.5138888955116272,1.0,0.7573669838664624,41.66666666666667,0.3333333333333333,0.0,0.0,0.0,0.9992709909223894,0.6933936220131811,50.0,0.5,0.0,0.0,0.0,0.6903343444410711,0.688160866106659,62.5,0.3333333333333333,0.0,0.0,0.0,0.6809552865893862,0.691976226242822,50.0,0.6,0.6666666865348816,0.5714285969734192,0.800000011920929,0.6080453417466725,0.7606141946159067,42.857142857142854,0.4166666666666667,0.5999999642372131,0.4285714328289032,1.0,1.3619297969412536,0.551438373562671,71.42857142857143,1.0,0.0,0.0,0.0,0.6667658506130101,1.0625644991056755,60.0,0.13333333333333333,0.0,0.0,0.0,0.49786025201439216,0.6372015047394802,62.5,0.875,0.4000000059604645,1.0,0.25,0.6928432837110607,0.7180046985374948,44.44444444444444,0.4375,0.0,0.0,0.0,0.6933850461275636,0.6207701953649273,70.0,0.75,0.46666666865348816,0.4375,0.5,0.8393978593625124,0.6921429286328249,60.0,0.7,0.7179487347602844,0.5625,1.0,0.692726058270381,0.6476834649954063,70.0,0.5833333333333333,0.8846153914928436,0.8125,1.0,0.8212426967916385
8,0.5566208579205959,0.6818853171278846,42.10526315789473,0.6208333333333333,0.6303030252456665,0.4900793731212616,0.9166666666666666,0.7736914138491384,50.0,0.40625,0.6666666865348816,0.5,1.0,1.787441189861549,0.691935287372712,50.0,0.59375,0.0,0.0,0.0,0.7014431974786646,0.6859591540519081,62.5,0.26666666666666666,0.0,0.0,0.0,0.695604942200242,0.8861264809089656,62.5,0.5333333333333333,0.7692307829856873,0.625,1.0,0.6644757492399895,0.6933990264736766,42.857142857142854,0.5833333333333334,0.5999999642372131,0.4285714328289032,1.0,0.6929442707545355,0.4842212440883834,71.42857142857143,1.0,0.0,0.0,0.0,0.6532311770084608,1.1661590744197448,60.0,0.16666666666666666,0.0,0.0,0.0,0.2894217869983785,0.6791009344707583,87.5,0.875,0.8571428656578064,1.0,0.75,0.6918440639532129,0.6937035072623704,44.44444444444444,0.3833333333333333,0.0,0.0,0.0,0.6925645068654174,0.5569083984565968,70.0,0.7166666666666667,0.8846153914928436,0.8125,1.0,0.6821827222884692,0.6948956263672891,40.0,0.7,0.0,0.0,0.0,0.6899747973517723,0.5934123675005332,70.0,0.55,0.8846153914928436,0.8125,1.0,0.5136310750326211
