,DUP22q11_2,DUP22q11_2,DUP22q11_2,SZ,SZ,SZ,ASD,ASD,ASD,BIP,BIP,BIP,DEL22q11_2,DEL22q11_2,DEL22q11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DEL1q21_1,DEL1q21_1,DEL1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1
,Loss/train,Loss/test,Accuracy/test,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train
0,0.8181764191933956,0.12256524679887226,50.0,0.1223954347436606,50.0,0.7944950183414147,0.08664300239323082,51.293103448275865,0.6929417835046358,0.15684876679236187,50.0,0.40915581568337,0.09242131526827936,50.0,0.7599427110627807,0.10490254419628912,59.25925925925925,0.8326812320157753,0.11649696419928444,50.0,0.923348715506497,0.12012482042874059,41.17647058823529,0.5377204790815509,0.11554067767093905,50.0,0.6928900491865265
1,0.6983351583608657,0.11555271021220692,50.0,0.086431912457689,62.698412698412696,0.5958632878433346,0.08826087800215944,50.43103448275862,0.929261078581522,0.11209351744375444,50.0,0.3118271606997499,0.08946200636620931,56.666666666666664,0.6690635599473469,0.10260334308016948,59.25925925925925,0.7582621870779613,0.1278713846964693,50.0,0.6475991595509007,0.1579924936209982,41.17647058823529,0.6942189443501356,0.1156340074874352,41.66666666666667,0.7050154162926272
2,0.6921274555627144,0.11607805939589909,50.0,0.09949749740788282,53.17460317460318,0.5203765948278442,0.08663785852673801,53.44827586206896,0.6602922817163865,0.13274811152392282,56.52173913043478,0.2826496068522456,0.09212177008092753,73.33333333333333,0.6927971764430915,0.11239628639456559,59.25925925925925,0.6066300998963482,0.13392995093292515,50.0,0.8333277258408217,0.16307227100087301,41.17647058823529,0.5508619817147187,0.11542525195103187,58.333333333333336,0.692491546020447
3,0.6880226839304562,0.12862786738950022,50.0,0.13914580142735447,52.38095238095239,0.2073251748737454,0.11384428429753424,50.43103448275862,0.48012217913603455,0.07794464717231832,56.52173913043478,0.6905202383161501,0.11255998823110351,56.666666666666664,0.6867424315683193,0.11829585803058326,44.44444444444444,0.6125167908897436,0.16565666863767653,50.0,0.747343206200134,0.13469899279136488,52.94117647058824,1.2120328152338236,0.12586898845894792,16.666666666666664,0.6926913685506262
4,0.6897885497178554,0.11549522362645348,44.44444444444444,0.07366396060314954,73.80952380952381,0.608528031395385,0.08578163293507772,57.327586206896555,0.5197538011823472,0.09995771688048417,54.347826086956516,0.3879042830270939,0.08290519424491968,70.0,0.730755669301355,0.10262463224019912,59.25925925925925,0.5584313264182508,0.12453663052415881,50.0,0.6740212288735411,0.10694170386187467,58.82352941176471,0.5191121488250228,0.12584339543800901,41.66666666666667,0.7041421327502715
5,0.6903287742956874,0.11868341484958189,50.0,0.103325458630014,58.730158730158735,0.5972481551737728,0.08624349866986952,59.05172413793104,0.7797727898264017,0.1403657964085056,56.52173913043478,0.09901992118001192,0.09940953440039237,63.33333333333333,0.2564716426054447,0.1026803990202538,40.74074074074074,0.6956776180254645,0.1272888480347156,44.44444444444444,0.649075395427102,0.1128550037431555,58.82352941176471,1.0939712485957447,0.13354155898706307,50.0,0.6925877107401608
6,0.6891052061999099,0.1282209470901864,50.0,0.09802398400070118,63.49206349206349,0.8480697368744613,0.0858444802083696,58.189655172413794,0.6931847258719347,0.20551008174881896,52.17391304347826,0.4440692403585179,0.0775552519232393,56.666666666666664,0.29795302484553,0.10229845558983755,48.148148148148145,0.6657104878648649,0.1356354118130101,50.0,0.5830350552093724,0.1072841593038555,58.82352941176471,0.6912617534082304,0.1259024555032434,41.66666666666667,1.3408187351353316
7,1.0704227662900037,0.13141839642572795,44.44444444444444,0.1788316714641369,55.55555555555556,0.4331657017696738,0.08631224245680053,50.86206896551724,0.6920019818842303,0.34040959497621576,50.0,1.3372932552657921,0.1511809498192651,60.0,0.2697092331377187,0.11235757845775336,44.44444444444444,0.6501868527271855,0.12287693891068548,38.88888888888889,0.7250552558558029,0.14176684381883278,58.82352941176471,0.5021734495224567,0.12832822757589488,50.0,0.6905179262167402
8,0.9955037961208676,0.13255580585874063,44.44444444444444,0.12867346583951586,57.936507936507944,1.8889996606962243,0.0872407594924815,56.03448275862068,0.6060050284990276,0.20922658364663782,54.347826086956516,0.6178745514513049,0.08876283893904104,63.33333333333333,0.2804940409769938,0.12680731696984038,48.148148148148145,0.6633897704978906,0.12565048178108607,50.0,0.6873522382809865,0.13452437409039414,52.94117647058824,0.8172295926743101,0.1374889466550431,50.0,0.9202437891858202
9,0.848746808563756,0.12019766031333178,55.55555555555556,0.09287665675862945,76.19047619047619,0.34601778206175127,0.08580650930578626,58.620689655172406,0.663598072909359,0.09700801403195669,76.08695652173914,0.05572357458355554,0.09176110892432948,73.33333333333333,1.1379784158059936,0.10896631635004475,55.55555555555556,0.7278987156995346,0.1421036326873334,44.44444444444444,0.6973389006625084,0.13258748690748418,41.17647058823529,0.7848089133153886,0.16321087005503498,50.0,0.7576283474558837
10,0.6866272852920963,0.1442378409082401,38.88888888888889,0.09672247974580865,74.60317460317461,0.5386625298770236,0.08867758344632941,60.3448275862069,0.6202208163369731,0.08679079513589691,71.73913043478261,0.23615899309150243,0.07886504973600779,73.33333333333333,0.2916992503330923,0.10048605555675882,62.96296296296296,0.39073560822485326,0.13471040629811226,38.88888888888889,0.6858833300698561,0.13628255078675006,52.94117647058824,0.9137458492042838,0.1441839268363023,50.0,0.6522298378686235
11,0.4846827596417437,0.13624763988403776,44.44444444444444,0.12777998595994888,61.111111111111114,0.7026018234025203,0.09521045137089823,51.293103448275865,0.8250511312250209,0.23643724200189362,50.0,0.06472320615591065,0.1442351629848596,66.66666666666666,0.26434452652088014,0.1366556916137639,48.148148148148145,0.20295321923438028,0.1567206722187976,50.0,0.6514754648904006,0.11389619461282122,35.294117647058826,0.5934232081754074,0.142851397981428,58.333333333333336,0.4368365218084529
