,SZ,SZ,SZ,ASD,ASD,ASD,BIP,BIP,BIP,ADHD,ADHD,ADHD
,Loss/train,Loss/test,Accuracy/test,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train
0,1.3245443274067559,0.12915857638009054,50.78125,0.15012521698614553,47.61904761904761,0.9713914719484983,0.1878875379853192,31.25,1.0925077348626195,0.1773931753849013,37.06896551724138,0.6112054473622758
1,0.5448384739935026,0.07391390962791167,71.09375,0.08342831737907984,57.14285714285714,1.105698848740116,0.07300669713105934,71.875,0.6275349703544499,0.0910400629685972,59.48275862068966,0.510198917653259
2,0.4319281422973639,0.07195407928296464,66.40625,0.08832104798269252,57.67195767195767,0.4399135098350347,0.07562350679479352,75.0,0.5769006008759365,0.09133896798523164,57.758620689655174,0.3529840422965991
3,0.9983709979621312,0.1180089019549728,59.375,0.097498600707976,63.49206349206349,0.340952254626646,0.058583624660876556,78.125,0.45754252390221267,0.09294120530337029,68.10344827586206,0.3885351833290501
4,0.6114658160883264,0.07209213296526662,71.09375,0.1010013813600786,51.85185185185185,1.375401358178033,0.07790618132849446,65.625,0.35371237955860746,0.10748987468534539,48.275862068965516,0.22050294995779043
5,0.3733432599994109,0.07842774901474231,65.625,0.09009197092005385,60.84656084656085,0.9892110384276425,0.05938736133151478,84.375,0.5580049075572633,0.0979699889209291,62.06896551724138,1.8047896638254128
6,0.44614572050988444,0.0884324516395343,64.84375,0.09826620975631153,59.78835978835979,0.14874323846874982,0.06127544419606726,84.375,0.6816681584588047,0.10524162035131769,67.24137931034483,0.5748066489199677
7,0.6144114110850932,0.07498615045127867,67.1875,0.09271258354505028,58.201058201058196,0.6511413300907976,0.053607130685231985,87.5,0.21277873827055557,0.11659728307187187,62.93103448275862,0.6541707865515496
8,0.4450728670795687,0.08078568902344553,71.875,0.0977124901855976,56.08465608465608,0.22393034232690096,0.05723366654662345,75.0,0.09235796248362954,0.10408431157643724,60.3448275862069,0.3060172080289516
9,0.16456791394661738,0.06681843026190569,73.4375,0.09096470361046163,63.49206349206349,0.1134299829041813,0.06483689825149748,81.25,0.1982942338758769,0.10743858841587144,65.51724137931035,0.209904835436352
10,0.9574242833291507,0.0711742609112281,75.0,0.09163625448466767,61.904761904761905,2.2934041084507673,0.06080480259757234,84.375,0.16293171251356914,0.1093286628057727,67.24137931034483,1.2093285552923811
11,1.014388367092266,0.08561313401371341,68.75,0.10708862390123873,61.37566137566137,0.36598659601008876,0.06813824592052865,81.25,1.2721222492785642,0.114584035351006,65.51724137931035,0.23738558412028476
12,0.22950725900227473,0.07884800303599629,66.40625,0.12490078063875322,57.67195767195767,0.6018501612020777,0.07656150617862853,65.625,0.19369262185699923,0.12995151414225847,55.172413793103445,1.1283328420460914
13,0.32576937266848444,0.08426021901918869,69.53125,0.10207733293019888,62.96296296296296,0.3968769678279346,0.06604710160286738,78.125,0.06306016875215546,0.10377034884405384,65.51724137931035,0.4701029190280396
14,0.7831306030367707,0.07659837799472378,73.4375,0.11351260329568186,61.904761904761905,0.5748822249515387,0.07271402443804048,75.0,0.07917462372063788,0.11562400147586584,64.65517241379311,0.40930014337321
15,2.1069636657545563,0.1532579914894302,57.03125,0.21840811251501518,51.85185185185185,1.9107074220823161,0.18539730034198532,53.125,1.1081816768430592,0.2275045199795616,40.51724137931034,0.10149117235460933
16,1.0572962912110024,0.08127349836497606,69.53125,0.12818755891391703,57.14285714285714,0.8870077545237282,0.0747451380601628,65.625,0.2847278103484021,0.12301850889484868,56.896551724137936,0.9656579675675355
17,0.8117502586156968,0.10640975653899691,62.5,0.1661039262925745,53.96825396825397,1.6048331279017458,0.1368528205192598,59.375,0.28993688632141235,0.15923925885380158,50.0,0.29903986121757586
18,0.4332790399515613,0.08293068974254057,77.34375,0.10525191270330374,60.317460317460316,0.08144086380394028,0.06017091446619693,81.25,1.0859743733327294,0.11199671458050718,67.24137931034483,0.4427132045786642
19,0.19372358115906937,0.08846833244364698,75.78125,0.13283485192755745,61.37566137566137,0.7066223853653265,0.06632036773307022,78.125,0.09811890443068472,0.11240492810363496,65.51724137931035,1.462930998662048
20,0.23077460678819448,0.1087896015789376,72.65625,0.1202031004493099,58.730158730158735,0.26495659426861895,0.06225271435873135,81.25,0.20326728805930472,0.11740183298151877,73.27586206896551,1.1462223029619782
21,0.059450019991465125,0.09591721713484505,71.09375,0.12760652715522874,61.904761904761905,0.07545455786099901,0.06933477872386207,81.25,0.9002201322671339,0.1191054949465205,64.65517241379311,1.0209804027727647
22,0.1121241983570583,0.09551083804209112,71.875,0.1200392204427318,61.37566137566137,0.20153370451879932,0.06814260138865573,81.25,0.507779736373516,0.10631979210408248,68.10344827586206,0.2659649903813868
23,0.07880261166105013,0.08654280974598404,73.4375,0.13833055880301978,58.730158730158735,0.47387732271211347,0.07594349755812904,81.25,0.07565832785675958,0.1298336154074543,65.51724137931035,0.06498951883378855
