,ASD,ASD,ASD,ASD,ASD,ASD,ASD,SZ,SZ,SZ,SZ,SZ,SZ,SZ,BIP,BIP,BIP,BIP,BIP,BIP,BIP,DEL22q11_2,DEL22q11_2,DEL22q11_2,DEL22q11_2,DEL22q11_2,DEL22q11_2,DEL22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DEL1q21_1,DEL1q21_1,DEL1q21_1,DEL1q21_1,DEL1q21_1,DEL1q21_1,DEL1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1,DEL15q11_2,DEL15q11_2,DEL15q11_2,DEL15q11_2,DEL15q11_2,DEL15q11_2,DEL15q11_2
,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train
0,0.6178636776200922,0.09005277907935667,54.25531914893617,0.4993055555555556,0.6599500104784966,0.5468750105549892,0.8847222228844961,0.07941607431195757,67.71653543307087,0.7040178571428571,0.21770833618938923,0.375,0.15729166939854622,0.6414432135304908,0.08943548145305391,45.16129032258064,0.8444940476190477,0.5040404163300991,0.3616071492433548,1.0,0.6926762444383446,0.1592971542782686,47.05882352941176,0.5,0.43822844823201496,0.3333333333333333,0.6666666666666666,0.6175571436589393,0.08674416398740611,37.5,0.0,0.5454545617103577,0.375,1.0,0.6920432662210071,0.11523171985664393,66.66666666666666,0.5,0.0,0.0,0.0,0.6923035099593146,0.09901286105528037,57.14285714285714,0.38888888888888884,0.7179487347602844,0.5625,1.0,0.6930780029667958,0.1544706547088083,30.0,0.25,0.533333346247673,0.375,1.0,0.6751038978213775,0.09912589855150764,28.57142857142857,0.1,0.444444477558136,0.2857142984867096,1.0,0.6979258952619798,0.10152325152486477,41.46341463414634,0.45982142857142855,0.2420634925365448,0.23888889451821646,0.25,0.6932792057889055
1,0.6948120547448945,0.0880906884705241,55.319148936170215,0.559499007936508,0.6921782083809376,0.5446428606907526,0.9861111119389534,0.09969189496610745,44.09448818897638,0.7507812499999998,0.5675893696025014,0.4129464328289032,1.0,0.6927867638272741,0.0714269413901354,67.74193548387096,0.875,0.0,0.0,0.0,0.579161889582381,0.12215446810054485,58.82352941176471,0.5833333333333334,0.3015872935454051,0.3888888955116272,0.25,0.7203132869863081,0.0848089493051955,50.0,0.4666666666666667,0.5,0.4000000059604645,0.6666666865348816,0.6960258800972163,0.11754324247146719,25.0,0.5333333333333333,0.32500000298023224,0.22500000149011612,0.6666666716337204,0.8311497935523008,0.09901985288022233,42.857142857142854,0.5833333333333333,0.0,0.0,0.0,0.7064338336165064,0.11819836125496844,70.0,0.55,0.0,0.0,0.0,0.6250135429835014,0.1442265437662292,28.57142857142857,0.0,0.444444477558136,0.2857142984867096,1.0,0.6710844454846167,0.10150870353561738,46.34146341463415,0.6854166666666667,0.5211344261964163,0.3839285721381505,0.8333333333333334,0.6936083504890161
2,0.6902329426469359,0.08469584345159455,55.319148936170215,0.7093501984126984,0.6823713406920433,0.5669642922778925,0.9475198412934939,0.13248104252660978,51.96850393700787,0.7168154761904761,0.5805715275928378,0.4472470283508301,0.921875,0.4124272192204174,0.08150599115315671,83.87096774193549,0.8497023809523809,0.6041666716337204,0.6041666716337204,0.6041666716337204,0.5973242531614985,0.11766342818336675,47.05882352941176,0.6402777777777778,0.7373737494150797,0.625,1.0,0.7500581298801519,0.08679554370520288,62.5,0.4,0.6666666865348816,0.5,1.0,0.7017286152416843,0.11531055970831168,66.66666666666666,0.5,0.0,0.0,0.0,0.6930662301254025,0.09854445682926084,57.14285714285714,0.5,0.7000000178813934,0.6142857223749161,0.9000000059604645,0.6933066447656238,0.22974745659737175,30.0,0.41666666666666663,0.27272728085517883,0.1875,0.5,0.444326499189888,0.09554260984224323,28.57142857142857,0.7,0.444444477558136,0.2857142984867096,1.0,0.6916067414624889,0.10759001988141088,43.90243902439025,0.5694444444444444,0.5111111253499985,0.375,0.8333333333333334,0.6525650654251083
3,0.8514342836471008,0.08580432517286915,59.57446808510638,0.6399305555555556,0.6882446333765984,0.5654761977493763,0.9569444445272287,0.07235204076367505,66.92913385826772,0.7585193452380952,0.6108631081879139,0.5635416777804494,0.7489583399146795,0.610930459127883,0.07490572581809828,67.74193548387096,0.7916666666666666,0.0,0.0,0.0,0.454281065781825,0.138267468469743,47.05882352941176,0.7083333333333334,0.4444444576899211,0.3333333333333333,0.6666666666666666,0.5072345885247918,0.0858506821994583,37.5,0.4,0.0,0.0,0.0,0.6945559173362148,0.11557919658021254,41.66666666666667,0.8,0.4999999850988388,0.3392857164144516,1.0,0.6920594227953557,0.099212783498854,42.857142857142854,0.711111111111111,0.0,0.0,0.0,0.6914403607904243,0.15011611048751522,30.0,0.75,0.533333346247673,0.375,1.0,0.5556140161952735,0.10432566079120202,28.57142857142857,0.1,0.444444477558136,0.2857142984867096,1.0,0.6926388848401637,0.10871509898957427,46.34146341463415,0.6194444444444445,0.4830031096935272,0.3660714303453763,0.7916666666666666,0.6725788546108589
4,0.6952881889890016,0.08421526080549854,58.51063829787234,0.6413194444444443,0.6794094890356064,0.5877976268529892,0.8770833363135656,0.09567741824199219,55.118110236220474,0.7321800595238096,0.6061688363552094,0.4696428654715419,0.9218750037252903,0.7799030921061739,0.06286349861280713,70.96774193548387,0.925,0.1666666716337204,0.25,0.125,0.4876285346763703,0.12388109825032736,47.05882352941176,0.611111111111111,0.43822844823201496,0.3333333333333333,0.6666666666666666,0.751966259752556,0.08475139503376487,50.0,0.4,0.5,0.4000000059604645,0.6666666865348816,0.4913386126751608,0.11550939148782628,58.333333333333336,0.4166666666666667,0.6190476417541504,0.45000000298023224,1.0,0.6930290730125503,0.09918110226806677,42.857142857142854,0.5333333333333333,0.0,0.0,0.0,0.6565982146829988,0.14904815872883073,30.0,0.16666666666666666,0.533333346247673,0.375,1.0,0.5049126070639415,0.10689992068777894,28.57142857142857,0.6,0.444444477558136,0.2857142984867096,1.0,0.8723879868059156,0.12751778100032285,43.90243902439025,0.5472222222222223,0.4953047037124634,0.375,0.8333333333333334,0.647840801315412
5,0.6086666859981076,0.08487955060285104,60.1063829787234,0.665451388888889,0.6495069898664951,0.6152777870496114,0.7465277872979641,0.08247020906708247,66.92913385826772,0.7651785714285715,0.5915674716234207,0.529613102786243,0.7750000059604645,0.43529999575767564,0.047252782771947485,83.87096774193549,0.9833333333333334,0.7708333432674408,0.7916666716337204,0.8166666775941849,0.2999770369796409,0.10048999762889364,47.05882352941176,0.6652777777777777,0.7373737494150797,0.625,1.0,0.8779261895869686,0.08677622949259116,62.5,0.4666666666666667,0.6666666865348816,0.5,1.0,0.7349326738239328,0.11542438839391983,50.0,0.75,0.3333333432674408,0.5,0.25,0.6933382664598031,0.1004971637965839,42.857142857142854,0.6875,0.0,0.0,0.0,0.6926347533512951,0.1476329996045024,30.0,0.8333333333333333,0.533333346247673,0.375,1.0,0.6149727228286594,0.10567507181783646,28.57142857142857,0.6,0.444444477558136,0.2857142984867096,1.0,0.6729963287838965,0.10817172228620228,51.21951219512195,0.61875,0.5276094377040863,0.4047619203726451,0.8000000019868215,0.6228298723898862
6,0.6902002363799554,0.08570429276615683,61.702127659574465,0.6593253968253969,0.5612459369003773,0.6530754044651985,0.5652777832001448,0.07119225000910108,69.29133858267717,0.7777529761904762,0.6181953530758619,0.5750000057742,0.7770833373069763,0.349479892166793,0.04987147548993446,87.09677419354838,0.9520833333333334,0.8055555820465088,0.7416666746139526,0.9166666716337204,0.45019732781418753,0.13690392011413569,47.05882352941176,0.6875,0.4444444576899211,0.3333333333333333,0.6666666666666666,0.6943075283167732,0.07663097858841567,37.5,0.4666666666666667,0.2857142686843872,0.25,0.3333333432674408,0.5133597686295945,0.10842805353969982,58.333333333333336,0.5625,0.0,0.0,0.0,0.6888409799950037,0.10561613373198132,50.0,0.4583333333333333,0.1428571492433548,0.5,0.0833333358168602,0.7322003726560826,0.15898007923965357,60.0,0.5,0.0,0.0,0.0,0.7034315767226309,0.09722123395508779,42.857142857142854,0.8,0.5,0.3333333432674408,1.0,0.6810597198438245,0.14048983363913864,46.34146341463415,0.5868055555555556,0.5212121357520422,0.3869047661622365,0.8333333333333334,0.6261854371269888
7,1.0308667782086225,0.0847425224264181,60.63829787234043,0.7003472222222222,0.544787161052227,0.7145833373069763,0.48402778555949527,0.07159429447725361,70.86614173228347,0.7846354166666666,0.631570179015398,0.5885416734963655,0.7208333387970924,0.31376827446685424,0.04288854717554562,87.09677419354838,0.96875,0.8125,0.9375,0.7708333358168602,0.600777685806333,0.1221998723763989,47.05882352941176,0.6444444444444445,0.7373737494150797,0.625,1.0,0.6139327293944108,0.0796790605329372,50.0,0.4666666666666667,0.3333333432674408,0.3333333432674408,0.3333333432674408,0.751224163869872,0.11532169710999084,66.66666666666666,0.7,0.0,0.0,0.0,0.6960256539790646,0.11139250000252784,42.857142857142854,0.41666666666666663,0.0,0.0,0.0,0.6447026132122744,0.1535319522598777,40.0,0.5,0.3333333432674408,0.25,0.5,0.6409334324235894,0.10005708841159146,28.57142857142857,0.5,0.444444477558136,0.2857142984867096,1.0,0.7316034225503276,0.09513506880871424,48.78048780487805,0.5708333333333333,0.44130591054757434,0.3658730238676071,0.5833333333333334,0.7889401330931074
8,0.731855836178279,0.08573022636137498,61.702127659574465,0.6675347222222222,0.6284151176611582,0.6720238129297892,0.6614583401630322,0.08738459928958736,70.07874015748031,0.7847470238095239,0.669088214635849,0.5819940567016602,0.8400297649204731,0.3104705912971104,0.04695384877162265,87.09677419354838,0.9375,0.8541666716337204,0.8125,0.9375,0.8420846511826626,0.10172597023551833,47.05882352941176,0.6819444444444445,0.7373737494150797,0.625,1.0,0.4770887346847868,0.0908506200797054,50.0,0.4666666666666667,0.5,0.4000000059604645,0.6666666865348816,0.6406531861771214,0.11530082802021564,66.66666666666666,0.4666666666666667,0.0,0.0,0.0,0.6965125584780525,0.10849386569443108,42.857142857142854,0.40625,0.0,0.0,0.0,0.7122554967994037,0.15989572869265228,20.0,0.25,0.111111119389534,0.0833333358168602,0.1666666716337204,0.7458958929989743,0.11355665082163406,28.57142857142857,0.5,0.444444477558136,0.2857142984867096,1.0,0.627646133378783,0.10354146211639435,48.78048780487805,0.5513888888888889,0.6223905881245931,0.5500000069538752,0.8416666686534882,0.7421133731731919
