,DUP16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,SZ,SZ,SZ,SZ,SZ,SZ,SZ,ASD,ASD,ASD,ASD,ASD,ASD,ASD,BIP,BIP,BIP,BIP,BIP,BIP,BIP,DEL22q11_2,DEL22q11_2,DEL22q11_2,DEL22q11_2,DEL22q11_2,DEL22q11_2,DEL22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DEL1q21_1,DEL1q21_1,DEL1q21_1,DEL1q21_1,DEL1q21_1,DEL1q21_1,DEL1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1,DEL15q11_2,DEL15q11_2,DEL15q11_2,DEL15q11_2,DEL15q11_2,DEL15q11_2,DEL15q11_2
9,0.6915822306156456,0.6822261432063164,57.14285714285714,0.53125,0.7333333492279053,0.5833333432674408,1.0,0.5291303060848647,76.37795275590551,0.8653273809523809,0.6122023854404688,0.7145833373069763,0.5937500055879354,0.3258322495371363,0.6852085000911463,59.04255319148937,0.622842261904762,0.4703823948899905,0.6951388940215111,0.3955357205122709,1.006268238182474,0.3072852858399765,80.64516129032258,0.9791666666666666,0.6250000149011612,0.875,0.5,0.07300612089053977,0.8922145171114129,52.94117647058824,0.5833333333333334,0.2444444497426351,0.5,0.16666666666666666,0.6318908431380649,0.613662322073639,62.5,0.6666666666666666,0.5714285373687744,0.5,0.6666666865348816,0.6933608898962138,0.8262752449300944,58.333333333333336,0.7083333333333333,0.6500000059604645,0.5000000149011612,1.0,0.6296829434146575,0.8024682379289244,30.0,0.20833333333333334,0.533333346247673,0.375,1.0,0.6672292554628722,0.6959130442606949,14.285714285714285,0.0,0.25,0.1666666716337204,0.5,0.6896178729500163,0.711342999460114,48.78048780487805,0.5611111111111112,0.5255115429560343,0.3928571492433548,0.8333333333333334,0.7071471914132775
10,0.6923476075983855,0.7120990975991904,57.14285714285714,0.3111111111111111,0.7179487347602844,0.5625,1.0,0.5739793355323061,73.22834645669292,0.8299479166666667,0.6827110424637794,0.6424107197672129,0.7562500033527613,0.04442132464423763,0.69904947130185,60.63829787234043,0.6550843253968253,0.6019617095589638,0.6392857202639183,0.6492063539723555,0.6965353917949385,0.2530179573779811,90.32258064516128,0.9583333333333334,0.8166666775941849,0.9166666716337204,0.7916666716337204,0.6335381280763512,0.8388274789293183,58.82352941176471,0.5888888888888889,0.46464647849400836,0.3888888955116272,0.600000003973643,0.6426901048935072,0.5901272326277819,50.0,0.6666666666666666,0.5,0.4000000059604645,0.6666666865348816,0.5575746361594542,0.8911181785074996,50.0,0.5666666666666667,0.5499999821186066,0.380952388048172,1.0,0.8191488149876354,0.9326780370403627,30.0,0.16666666666666666,0.533333346247673,0.375,1.0,0.6004703691395832,0.7466548400338139,14.285714285714285,0.1,0.25,0.1666666716337204,0.5,0.6765965340083682,0.709128297605331,51.21951219512195,0.5263888888888889,0.5183501789967219,0.4047619178891182,0.75,0.709824407557858
11,0.7313732878829482,0.7798665065783831,57.14285714285714,0.4375,0.7333333492279053,0.5833333432674408,1.0,0.767823327050253,69.29133858267717,0.81015625,0.647640909999609,0.5309523912146688,0.890625,0.4483423756777231,0.7845869541284106,54.78723404255319,0.6229414682539682,0.6809979490935802,0.5438988134264946,0.96875,0.4646004789048275,0.27772505541940495,93.54838709677419,0.9642857142857143,0.880952388048172,0.875,0.9375,0.31504895372997543,1.272977480126357,58.82352941176471,0.611111111111111,0.47777777910232544,0.380952388048172,0.6666666666666666,0.601950837599996,0.6527515672900769,62.5,0.8,0.0,0.0,0.0,0.9322367479165614,1.2151740600299865,41.66666666666667,0.7,0.5227272808551788,0.3541666716337204,1.0,0.5595131691165178,0.7239756182848278,20.0,0.48333333333333334,0.20000000298023224,0.1428571492433548,0.3333333432674408,0.49676886393217623,1.0722388069280442,28.57142857142857,0.0,0.444444477558136,0.2857142984867096,1.0,0.6469783358174495,0.910020644092081,48.78048780487805,0.5575396825396824,0.4968253994981448,0.3898809552192688,0.8333333333333334,0.5742042921094932
12,0.4595649035016835,0.7172763855978587,57.14285714285714,0.4375,0.7333333492279053,0.5833333432674408,1.0,0.6055449833999167,77.95275590551181,0.7791666666666667,0.6062229592353106,0.6166666690260172,0.6114583387970924,0.195373643456467,0.6834188745120616,58.51063829787234,0.6557539682539683,0.43129510308305424,0.6597222238779068,0.3335317522287369,0.7859142121759773,0.24871677413511167,93.54838709677419,0.975,0.9142857193946838,0.9166666716337204,0.9375,0.10877948357329763,0.7361077216004093,64.70588235294117,0.6041666666666666,0.3888888955116272,0.5,0.3333333333333333,0.27185293955067946,0.6476906006448689,25.0,0.4,0.0,0.0,0.0,0.727087115658527,0.589988805522286,66.66666666666666,0.6666666666666667,0.6666666865348816,0.5,1.0,0.5088192374226886,1.28563069764921,30.0,0.20833333333333334,0.533333346247673,0.375,1.0,0.5548093589856633,0.7043826854155252,28.57142857142857,0.6,0.444444477558136,0.2857142984867096,1.0,0.6747911208437323,0.7316254165241892,48.78048780487805,0.5888888888888889,0.35264550646146137,0.3333333432674408,0.4333333373069763,0.4775465270347109
13,0.4822988749732886,0.8106014992982227,57.14285714285714,0.5625,0.7333333492279053,0.5833333432674408,1.0,0.5935265337748344,77.95275590551181,0.8651041666666666,0.7034767437726259,0.7781250048428774,0.7322916723787785,0.509855824492006,0.681210507305149,56.38297872340425,0.6740823412698412,0.42136244227488834,0.6770833358168602,0.32519841752946377,0.6610979121959949,0.39596819516615633,87.09677419354838,0.9476190476190476,0.8125,0.7333333417773247,1.0,0.4549293537867192,0.8351507675980547,64.70588235294117,0.6555555555555556,0.4444444576899211,0.4166666666666667,0.5333333412806193,0.17893965053406993,0.5844465609082107,62.5,0.6666666666666666,0.0,0.0,0.0,0.7202583470941432,0.6070676477618705,66.66666666666666,0.7916666666666667,0.6857143044471741,0.533333346247673,1.0,0.1495914134780699,1.2865652934017355,40.0,0.125,0.5555555820465088,0.3928571492433548,1.0,0.5539875116955701,0.705008519035643,42.857142857142854,0.7,0.3333333432674408,0.25,0.5,0.6841551662392328,0.7741919152707001,58.536585365853654,0.5868055555555556,0.2888888915379842,0.4166666716337204,0.24722222487131754,0.5341674173957112
14,0.4845174363366623,0.6469362787639074,50.0,0.71875,0.6727272570133209,0.5476190596818924,0.875,0.80102275155534,73.22834645669292,0.8622395833333333,0.6988855004310608,0.5931547675281763,0.8989583365619183,0.06337440466805513,0.6939451982601096,61.170212765957444,0.6571924603174603,0.637391789505879,0.6117063580701748,0.7453373074531555,0.6396064301276613,0.3980841745079574,87.09677419354838,0.825,0.6507936716079712,0.5750000029802322,0.75,0.13590659509253705,1.0417934396953064,64.70588235294117,0.6458333333333334,0.46464647849400836,0.3904762069384257,0.5833333333333334,0.013407538584527326,0.5891967438455458,62.5,0.6,0.0,0.0,0.0,0.6474883159007285,0.7924737198483841,50.0,0.625,0.4000000059604645,0.3333333432674408,0.5,0.38289135079996994,0.7491389887784979,60.0,0.5166666666666666,0.3333333432674408,0.3333333432674408,0.3333333432674408,0.6105294503927365,0.7841471617523835,42.857142857142854,0.7,0.5,0.3333333432674408,1.0,0.545212671479521,0.8373484260959856,56.09756097560976,0.48819444444444443,0.3000000019868215,0.4277777820825577,0.2750000059604645,1.4324610298705873
15,0.4574566621709012,0.806315296098955,57.14285714285714,0.5625,0.7333333492279053,0.5833333432674408,1.0,0.5771599509903551,76.37795275590551,0.8648809523809524,0.6422123163938522,0.6090773846954107,0.7281250022351742,0.15794386546033473,0.6931857321695405,62.76595744680851,0.673859126984127,0.6353896173338095,0.6567460360626379,0.6495039748648802,0.6890391743904022,0.39665953538170534,80.64516129032258,0.9791666666666666,0.625,0.625,0.625,0.008513975031134552,0.9298172451451274,70.58823529411765,0.7333333333333334,0.7904762228329977,0.7333333392937978,0.9333333373069763,0.026404405584151996,0.5402676249575061,75.0,0.7333333333333333,0.6666666865348816,0.6666666865348816,0.6666666865348816,0.6538914530987004,0.48010898085170367,66.66666666666666,0.53125,0.1666666716337204,0.25,0.125,0.24896747901085445,0.963359954837822,40.0,0.31666666666666665,0.222222238779068,0.1666666716337204,0.3333333432674408,0.3776616143629988,1.1664888788792478,28.57142857142857,0.6,0.444444477558136,0.2857142984867096,1.0,0.7825564371242909,1.1017573741357567,48.78048780487805,0.5237103174603175,0.5036075164874395,0.3819444452722867,0.8333333333333334,1.6401444669527367
16,0.42710255420427473,0.7702038312899153,42.857142857142854,0.5222222222222221,0.5833333432674408,0.48571430146694183,0.7333333492279053,0.8292863681339824,76.37795275590551,0.8150669642857143,0.6640377081930637,0.6958333365619183,0.6729166712611914,0.09314562992609696,0.667602342539637,62.76595744680851,0.6940972222222223,0.5771164099375407,0.7534722263614336,0.49642858033378917,0.6871137028534632,0.3560664639918767,80.64516129032258,0.925,0.5166666731238365,0.625,0.4583333358168602,0.13200288857029346,1.0794317061247822,64.70588235294117,0.5833333333333334,0.3757575849692027,0.3777777850627899,0.3888888955116272,0.5910370458648657,0.707459074758038,50.0,0.6,0.5,0.4000000059604645,0.6666666865348816,0.49028156179847404,0.8415930277165952,75.0,0.75,0.3333333432674408,0.5,0.25,0.5840644156664554,1.6515254726914068,40.0,0.41666666666666663,0.29999998211860657,0.2142857164144516,0.5,0.5865512478634752,0.5489915214463027,57.14285714285714,0.8,0.4000000059604645,0.3333333432674408,0.5,0.6027365580754316,0.9486195619136846,56.09756097560976,0.6368055555555555,0.4630952477455139,0.4583333383003871,0.5805555582046509,0.546181394678545
17,0.4586622556342426,0.8053619338603547,50.0,0.40625,0.5833333432674408,0.550000011920929,0.625,0.7256369965621461,75.59055118110236,0.8542782738095238,0.6482639014720917,0.7562500033527613,0.6697916723787785,0.6051727086691283,0.6912000392662212,55.85106382978723,0.693328373015873,0.3131283111870289,0.5347222238779068,0.2311507978787025,0.5747485409036571,0.3517974041353082,80.64516129032258,0.953125,0.7000000104308128,0.875,0.6041666716337204,0.1441216206793805,0.912674327953956,58.82352941176471,0.6055555555555555,0.25,0.3333333333333333,0.20000000794728598,0.6792286665478753,0.572080009934027,37.5,0.6,0.0,0.0,0.0,0.8256792794237745,0.760305859913485,66.66666666666666,0.6,0.6285714358091354,0.5,1.0,0.17158177309802322,1.0138424489255669,30.0,0.2833333333333333,0.20000000298023224,0.1428571492433548,0.3333333432674408,0.4733255417505216,0.6447460005839281,57.14285714285714,0.6,0.4000000059604645,0.3333333432674408,0.5,0.6039847701230604,0.732312719880364,48.78048780487805,0.5291666666666667,0.38928572336832684,0.3583333417773247,0.46666666865348816,1.2207119819041288
18,0.5962834152355321,0.8008545582696325,42.857142857142854,0.5625,0.20000000298023224,0.5,0.125,0.7532426828423887,74.01574803149606,0.8418526785714286,0.5694940518587828,0.6614583358168602,0.5354166720062494,0.17902248951597066,0.6647152427199635,55.319148936170215,0.6786458333333333,0.36554233233133954,0.6319444465140501,0.2798611155400674,0.5825096005810043,0.6383292927543917,74.19354838709677,0.9375,0.375,0.5,0.3333333358168602,0.3151285325515874,0.6777522316558945,64.70588235294117,0.6847222222222222,0.6666666666666666,0.8333333333333334,0.6111111144224802,0.028485998586844464,0.5797499454776037,62.5,0.8,0.0,0.0,0.0,0.564780821479103,0.5591619851427404,75.0,0.8666666666666667,0.8333333432674408,0.75,1.0,0.13762113661936148,1.3063881563562323,30.0,0.5416666666666666,0.4583333432674408,0.3333333358168602,0.75,0.47323055328368646,0.6426488867299237,57.14285714285714,0.7,0.4000000059604645,0.3333333432674408,0.5,0.4935605367597674,0.7222760073747329,53.65853658536586,0.6166666666666666,0.33174603680769604,0.3611111144224803,0.37222222487131756,0.5267568573085182
19,0.24241429839995532,0.8611679967923508,64.28571428571429,0.59375,0.7444444894790649,0.6500000059604645,0.875,1.197534099903394,72.44094488188976,0.8108630952380953,0.407986119389534,0.6510416679084301,0.31681547965854406,0.33064334325703687,0.7833443886355318,59.04255319148937,0.6421378968253967,0.4213083287080129,0.7013888893028101,0.3151785787194967,0.7982637325050623,0.5839601222677097,70.96774193548387,0.90625,0.6818182021379471,0.5178571492433548,1.0,0.256883516872703,0.9514975461201222,64.70588235294117,0.6555555555555556,0.3777778049310048,0.3777777850627899,0.3777777850627899,0.06209108694885098,0.6384026338412259,62.5,0.6,0.0,0.0,0.0,0.36959353007863355,0.3833353061351483,83.33333333333334,0.8333333333333333,0.5,0.5,0.5,0.10299821294638474,1.8142627888403813,40.0,0.35,0.20000000298023224,0.1428571492433548,0.3333333432674408,0.6957115781807988,0.44469288386989897,85.71428571428571,0.7,0.6666666865348816,1.0,0.5,0.6964037406759992,1.0040042650888266,53.65853658536586,0.5044642857142857,0.13095237811406454,0.2222222238779068,0.0972222238779068,1.1521837129700814
20,0.32666687408259126,0.7646183430053062,50.0,0.5416666666666667,0.472222238779068,0.5833333432674408,0.4166666716337204,0.7634316054672008,78.74015748031496,0.8223958333333333,0.6834325511008501,0.6937500014901161,0.7083333320915699,0.1178065875826069,0.641013649114887,62.23404255319149,0.6664186507936508,0.5415945251782736,0.6479166708886623,0.5140873063355684,0.5683343413373424,0.32510256737073856,87.09677419354838,0.9791666666666666,0.7476190626621246,0.9166666716337204,0.6875,0.7669671289070847,0.8264248930694958,70.58823529411765,0.6777777777777777,0.43636364738146466,0.3888888855775197,0.5,0.018387732720509108,0.8383441238971343,50.0,0.6,0.5999999642372131,0.4285714328289032,1.0,0.3204750880200124,0.8911375118070716,66.66666666666666,0.65625,0.3636363744735718,0.2857142984867096,0.5,0.27262922687410074,0.8329421456821677,60.0,0.7083333333333334,0.0,0.0,0.0,0.34900779045387215,0.815780155266639,57.14285714285714,0.7,0.4000000059604645,0.3333333432674408,0.5,0.5168964552039917,0.7721290673334912,53.65853658536586,0.5409722222222222,0.42331650853157043,0.3853174646695455,0.4944444497426351,0.3159611045517108
21,0.23448404725834934,0.9286477181836,57.14285714285714,0.5625,0.5714285671710968,0.6666666716337204,0.5,0.9692277484250721,74.01574803149606,0.8236979166666667,0.6640377044677734,0.637202387675643,0.7375000044703484,0.013867271372374543,0.7324606788203083,62.23404255319149,0.672172619047619,0.5767792475720247,0.6722222293416659,0.5475198483715454,0.658380461517471,0.3244259778019661,90.32258064516128,0.9833333333333334,0.8309523910284042,0.9375,0.7916666716337204,0.12326975138390274,0.7759703307661281,70.58823529411765,0.6666666666666666,0.4111111064751943,0.3888888855775197,0.4444444378217061,0.052957399602230004,0.8448605333633182,62.5,0.6666666666666666,0.6666666865348816,0.5,1.0,0.3171556485597561,0.5221471381583519,75.0,0.7916666666666667,0.7333333492279053,0.5833333432674408,1.0,0.02936490083663196,0.7920346827705673,60.0,0.5357142857142857,0.533333346247673,0.625,0.75,0.381318213958757,0.9909044567413681,42.857142857142854,0.7,0.3333333432674408,0.25,0.5,0.14991426985947043,0.8698086374024275,48.78048780487805,0.548611111111111,0.3240740845600764,0.3333333383003871,0.3333333333333333,0.10600645688479451
22,0.5963647236753031,1.1207300065130235,50.0,0.5,0.6000000089406967,0.5833333432674408,0.6666666716337204,0.7897179229484079,75.59055118110236,0.8083333333333335,0.6697916742414236,0.7406250070780516,0.6625000089406967,0.10375283881041195,0.7067871096033896,65.42553191489363,0.6826388888888889,0.6727078643937906,0.6943452457586924,0.7131944485008717,1.1965262921164173,0.5632683994813003,80.64516129032258,0.8166666666666667,0.347222238779068,0.5,0.28333333879709244,0.17110374769960526,1.0767353481999873,64.70588235294117,0.6777777777777777,0.4126984079678853,0.4166666666666667,0.4222222367922465,0.5893387954892985,0.5772333503539187,75.0,0.7333333333333333,0.5,1.0,0.3333333432674408,0.5919434381537284,1.4078125835635176,50.0,1.0,0.6222222447395325,0.4761904925107956,1.0,0.004663467785830959,0.7398448736459435,50.0,0.5166666666666666,0.1666666716337204,0.1666666716337204,0.1666666716337204,0.5761356998605582,0.9972214376089893,42.857142857142854,0.7,0.3333333432674408,0.25,0.5,0.3302895518452836,0.819989547020476,43.90243902439025,0.5083333333333333,0.3571428656578064,0.33888889104127884,0.40000000099341076,0.2921534122106041
