,ASD,ASD,ASD,ASD,ASD,ASD,ASD,SZ,SZ,SZ,SZ,SZ,SZ,SZ,BIP,BIP,BIP,BIP,BIP,BIP,BIP,DUP22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DEL1q21_1,DEL1q21_1,DEL1q21_1,DEL1q21_1,DEL1q21_1,DEL1q21_1,DEL1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1,ADHD,ADHD,ADHD,ADHD,ADHD,ADHD,ADHD,DEL15q11_2,DEL15q11_2,DEL15q11_2,DEL15q11_2,DEL15q11_2,DEL15q11_2,DEL15q11_2
,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train
0,0.6924947564252001,0.6929321893808139,55.319148936170215,0.5654761904761905,0.0,0.0,0.0,0.6875324810140843,57.48031496062992,0.6084821428571427,0.0,0.0,0.0,0.6808504763580184,0.6351017371504246,67.74193548387096,0.6574404761904762,0.0,0.0,0.0,0.6919728218981623,0.6539826668191185,66.66666666666666,0.3833333333333333,0.0,0.0,0.0,0.6991043708017085,0.6990544238116819,46.15384615384615,0.6666666666666667,0.4285714328289032,0.375,0.5,0.710220794108718,0.6902587240997999,57.14285714285714,0.38888888888888884,0.7179487347602844,0.5625,1.0,0.6736781576518998,0.6934951315052128,50.0,0.45,0.0,0.0,0.0,0.7203164562100877,0.773535028405776,42.857142857142854,0.6666666666666666,0.5999999642372131,0.4285714328289032,1.0,0.7265078373730055,0.6931938063259421,46.08695652173913,0.611388888888889,0.6087594032287598,0.45833333730697634,0.9700000007947286,0.6925470370281641,0.9091803342556732,43.90243902439025,0.46527777777777773,0.5151515305042267,0.375,0.8333333333333334,0.5049430338386119
1,0.6945030469314702,0.6921352600687478,55.319148936170215,0.474404761904762,0.0,0.0,0.0,0.704938652338438,42.51968503937008,0.6687500000000001,0.584192905575037,0.4274553582072258,1.0,0.6824478683176606,0.604571716182804,67.74193548387096,0.774702380952381,0.0,0.0,0.0,0.7556538514973763,0.6924772925769904,66.66666666666666,0.41666666666666663,0.0,0.0,0.0,0.6926003645588574,0.7291604715211139,46.15384615384615,0.8,0.6477272808551788,0.48750001192092896,1.0,0.5982301723431961,0.6931529015440159,57.14285714285714,0.38888888888888884,0.7179487347602844,0.5625,1.0,0.6925271623025007,0.8697820176849073,50.0,0.71875,0.0,0.0,0.0,0.6886203083010032,0.7160715602985513,42.857142857142854,0.6666666666666666,0.5999999642372131,0.4285714328289032,1.0,0.6971776477563422,1.0484195975945754,54.78260869565217,0.39694444444444443,0.0,0.0,0.0,1.0590689434831275,0.6929588324313765,60.97560975609756,0.68125,0.6392857184012731,0.5750000129143397,0.8083333373069763,0.6934571530787008
2,0.6925271397903033,0.69300661250972,54.25531914893617,0.4920882936507937,0.020833333333333332,0.041666666666666664,0.013888889302810034,0.6920214699650797,58.26771653543307,0.7119791666666666,0.0208333320915699,0.0625,0.012500000186264515,0.6905016311539446,0.5946261023490901,67.74193548387096,0.75,0.0,0.0,0.0,0.6110288876878073,0.6763283130452789,66.66666666666666,0.3833333333333333,0.0,0.0,0.0,0.6640697677008639,0.7080689862959173,46.15384615384615,0.25,0.6477272808551788,0.48750001192092896,1.0,0.7134740452092733,0.6929285625876055,57.14285714285714,0.3555555555555555,0.7179487347602844,0.5625,1.0,0.6936704442230118,0.6902210568330489,50.0,0.78125,0.0,0.0,0.0,0.6933125417714548,0.6822129871391045,42.857142857142854,0.5833333333333334,0.5999999642372131,0.4285714328289032,1.0,0.6926793938067464,0.6869306542315603,54.78260869565217,0.5177380952380952,0.0,0.0,0.0,0.6640922720490964,0.705406305033819,43.90243902439025,0.53125,0.5008547107378641,0.375,0.8333333333333334,0.6075424703792087
3,0.6929810050217572,0.692055778997723,53.72340425531915,0.4667410714285714,0.4164021263519923,0.4569444494942824,0.4354166705161333,0.6791944809349869,59.84251968503938,0.6772321428571427,0.15297619439661503,0.25,0.1187500013038516,0.5558148361678814,0.586955644763539,67.74193548387096,0.94375,0.0,0.0,0.0,0.5768453707565531,0.6924844662609864,66.66666666666666,0.45,0.0,0.0,0.0,0.6933106750461988,0.6896680120575667,46.15384615384615,0.7604166666666667,0.6190476417541504,0.45000000298023224,1.0,0.7456257671029576,0.6872717749127403,57.14285714285714,0.5625,0.4000000059604645,1.0,0.25,0.7138861778865154,0.6880825639239904,60.0,0.40625,0.6969697177410126,0.5357142984867096,1.0,0.6703422642169632,0.6931947244280564,42.857142857142854,0.6666666666666666,0.5999999642372131,0.4285714328289032,1.0,0.6929917397285611,0.7728143644123102,54.78260869565217,0.539563492063492,0.0,0.0,0.0,0.7893891820844054,0.6928885927721444,43.90243902439025,0.5920634920634921,0.4884745006759961,0.3819444477558136,0.8000000019868215,0.6927389230305911
4,0.6993590944004643,0.6923067084393362,56.38297872340425,0.6076140873015873,0.030555554976065952,0.08333333333333333,0.018750000124176342,0.6699651231845702,70.07874015748031,0.7408854166666667,0.5257440507411957,0.6354166697710752,0.48437500558793545,0.6923167510705923,0.6991265332344041,67.74193548387096,0.8563988095238094,0.0,0.0,0.0,0.16847215420780906,0.692404157248841,66.66666666666666,0.5833333333333333,0.0,0.0,0.0,0.7735369726052168,0.6931824928401965,53.84615384615385,0.53125,0.533333346247673,0.46666668355464935,0.625,0.6930232395739933,0.6933130510855181,50.0,0.21875,0.6727272570133209,0.5476190596818924,0.875,0.6947036327583145,0.6484067635296686,60.0,0.6166666666666667,0.1666666567325592,0.5,0.10000000149011612,0.7614448763299873,0.7466542609832787,42.857142857142854,0.3333333333333333,0.5999999642372131,0.4285714328289032,1.0,0.6794064528970847,0.6988832849982317,54.78260869565217,0.5128571428571429,0.0,0.0,0.0,0.5619387578892041,0.6930326541416687,43.90243902439025,0.7083333333333334,0.6489177594582239,0.5208333333333334,1.0,0.6870262747901437
5,0.6940245313902036,0.6865842045462248,55.85106382978723,0.5460069444444444,0.4049603206415971,0.5208333333333334,0.3715277798473835,0.6228898009714877,63.77952755905512,0.7940104166666666,0.6417072545737028,0.5632440596818924,0.8072916716337204,0.7651976429483366,0.5715899995362379,67.74193548387096,0.7924107142857143,0.0,0.0,0.0,0.5515476103705466,0.8338185967559597,33.33333333333333,0.5833333333333333,0.27272728085517883,0.1875,0.5,0.6502050544814121,0.6930009502885727,46.15384615384615,0.5,0.569444477558136,0.4833333417773247,0.75,0.6802641504086835,0.7018725244116502,57.14285714285714,0.5222222222222221,0.7179487347602844,0.5625,1.0,0.6926781630419272,0.7734279917159812,50.0,0.75,0.0,0.0,0.0,0.7120814172023274,1.7660665646071405,42.857142857142854,0.5833333333333334,0.5999999642372131,0.4285714328289032,1.0,0.5772624177765076,0.6950088575155406,54.78260869565217,0.5313888888888889,0.5019576887289683,0.5100000023841857,0.5488888959089915,0.7566821202468589,0.6586897864038711,60.97560975609756,0.7180555555555556,0.5462963084379832,0.475000003973643,0.6916666676600774,0.6908290810809457
6,0.693157773978054,0.688373346924557,53.191489361702125,0.5374255952380952,0.19500661517182985,0.3194444452722867,0.1493055590738853,0.5928529707725316,66.14173228346458,0.7934895833333334,0.3130952399224043,0.5,0.2572916690260172,0.3031135243993504,0.4999909035546314,67.74193548387096,0.8875,0.0,0.0,0.0,0.7232601034040389,0.7078431142802686,33.33333333333333,0.65,0.27272728085517883,0.1875,0.5,0.6902525350234258,0.6434431777453262,61.53846153846154,0.8500000000000001,0.7083333432674408,0.550000011920929,1.0,0.6092360638015389,0.7023168974367354,64.28571428571429,0.5,0.6666666865348816,0.800000011920929,0.625,0.6920285736952712,0.6441595736248421,60.0,0.34375,0.6969697177410126,0.5357142984867096,1.0,0.6402670361917628,0.7143594752687067,42.857142857142854,0.25,0.5999999642372131,0.4285714328289032,1.0,0.6728547823258617,0.694859037278062,54.78260869565217,0.481984126984127,0.0,0.0,0.0,0.6825388212987705,0.6596442676901652,63.41463414634146,0.6618055555555555,0.5436507960160574,0.4952381004889806,0.647222230831782,0.7351882511030196
7,0.6907778939734679,0.6904880469898177,45.744680851063826,0.5343998015873016,0.5952552209297816,0.4479166691501935,0.991666667163372,0.6288633808457412,59.84251968503938,0.79921875,0.6536820996552706,0.512276797555387,0.9718750007450581,0.8130686303560479,0.5182690508565689,67.74193548387096,0.8083333333333333,0.0,0.0,0.0,0.7916867702482439,0.7124493400835651,33.33333333333333,0.6166666666666667,0.27272728085517883,0.1875,0.5,0.8261513019536003,0.6536682286076428,53.84615384615385,0.8125,0.5555555820465088,0.7000000029802322,0.5,0.7477672712705551,0.6936953236554432,42.857142857142854,0.4111111111111111,0.2857142984867096,0.5,0.20000000298023224,0.676257447346708,0.649402738817472,50.0,0.5833333333333333,0.20000000298023224,0.25,0.1666666716337204,0.712442346663457,0.8984672870738658,42.857142857142854,0.0,0.5999999642372131,0.4285714328289032,1.0,0.5975569069746508,0.6993134824497838,54.78260869565217,0.5711111111111111,0.0,0.0,0.0,0.6882832122351499,0.7619003133148563,43.90243902439025,0.7131944444444445,0.5080031206210455,0.375,0.8333333333333334,0.9260531501897461
8,0.6913665595761603,0.6885988513927686,49.46808510638298,0.5925099206349206,0.6093480649093787,0.4658234150459369,0.96527777860562,0.9060845725101595,59.84251968503938,0.7709449404761906,0.640785263851285,0.5046875067055225,0.9427083320915699,0.3763946756109342,0.5814710244058822,67.74193548387096,0.825,0.0,0.0,0.0,0.13165573167842384,0.6914411613565566,33.33333333333333,0.6166666666666667,0.27272728085517883,0.1875,0.5,0.6857992749050857,0.8072934934240863,53.84615384615385,0.6145833333333333,0.0,0.0,0.0,0.618019060204388,0.7056333069742585,50.0,0.5625,0.2857142686843872,0.3333333432674408,0.25,0.6934013966841255,0.9831696801897308,50.0,0.96875,0.0,0.0,0.0,0.5911009275691597,1.6499145091197889,42.857142857142854,0.6666666666666666,0.5999999642372131,0.4285714328289032,1.0,0.5452003413151065,0.8154355427750316,53.04347826086957,0.5360714285714285,0.31613757212956745,0.3888888915379842,0.3134920676549276,0.5042995108375703,0.6806455312242874,65.85365853658537,0.6777777777777777,0.5911976993083954,0.4992063542207082,0.8055555522441864,0.6746068237274165
