,DEL22q11_2,DEL22q11_2,DEL22q11_2,SZ,SZ,SZ,ASD,ASD,ASD,BIP,BIP,BIP,DUP22q11_2,DUP22q11_2,DUP22q11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DEL1q21_1,DEL1q21_1,DEL1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1
,Loss/train,Loss/test,Accuracy/test,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train
0,0.6924411748120654,0.09244309992505759,50.0,0.08812222957322469,50.0,0.6945662036122034,0.0893301412336267,47.93814432989691,0.6939124571112403,0.09617061148254817,50.0,0.6794509087644625,0.11545622948389239,50.0,0.6880037502422219,0.09547943710733843,55.172413793103445,0.6934831756577968,0.17326546984273333,50.0,0.6937547284729608,0.12092559890477478,55.55555555555556,0.7256133421072088,0.09898973690211847,50.0,0.6920515806366012
1,1.2003048820202593,0.09247575999093596,50.0,0.08838772162193771,50.0,0.6879347709361525,0.08932018109675778,50.0,0.6872159377501855,0.3577118461769462,50.0,0.05622947632348917,0.11531640378896522,50.0,0.6993696539988092,0.09557865066700805,62.06896551724138,0.6906113719561425,0.1733771262618577,50.0,0.7033891767185585,0.22302753795913283,55.55555555555556,1.3305781748435206,0.09899018338878027,50.0,0.6938652137487784
2,0.6800110043524548,0.11404443708461563,50.0,0.08837362774375611,50.0,0.6807704504075444,0.08964795385802254,57.21649484536082,0.6929980547698149,0.12879154264935527,50.0,0.22471584797690383,0.11560797903489599,50.0,0.6889835627655702,0.10339361752715832,55.172413793103445,0.7018552472873973,0.17317065024792608,50.0,0.6908626891615293,0.20522364269901477,44.44444444444444,0.8163472270282678,0.10115300108352132,50.0,0.7249977673605917
3,0.9560408672051265,0.09738560472756923,60.0,0.09022550113584617,50.0,0.6156026899793172,0.08927247168068692,55.154639175257735,0.6913195766358969,0.4979996669539303,50.0,0.17797782876294072,0.11547877795998208,50.0,0.7129571034976574,0.09024350063535838,58.620689655172406,0.685193159430655,0.17314900932231353,50.0,0.6889278492352426,0.1324923048869803,33.33333333333333,1.1555953346057453,0.09858617291155222,50.0,0.6937236014192515
4,0.6558795935084373,0.08867547122179625,63.33333333333333,0.08953692750843437,50.0,0.6042291417570844,0.08931573572671529,56.70103092783505,0.7286341138802076,0.19614103855316994,52.77777777777778,0.26924372664904234,0.11535132249577461,50.0,0.693302636750375,0.09618437203793082,51.724137931034484,0.6388872112239058,0.1796178691385864,50.0,0.6696980523634319,0.1343326387500454,33.33333333333333,1.098774734530373,0.09767499609136829,50.0,0.6949934072830767
5,2.1175641449749816,0.14766680484233632,53.333333333333336,0.1341363142261962,50.0,0.5406605060389453,0.08916267238127074,50.51546391752577,0.6945046006287414,0.1338800346265575,52.77777777777778,0.030825201819101897,0.11471310674604204,50.0,0.7024019570679614,0.09334712329686394,55.172413793103445,0.6893399331549298,0.17327848966748566,50.0,1.2399093168696071,0.22367508547885284,50.0,0.5107985780917446,0.10756066161883333,42.857142857142854,0.6953169645794741
6,0.3712728062500204,0.10526119827025716,63.33333333333333,0.13218920262579253,50.0,0.33500662297332573,0.08905157950429679,55.154639175257735,0.6897678591398188,0.18956927598687454,52.77777777777778,5.481552409339611,0.11526825611382227,50.0,0.689514033188859,0.09545315842700544,48.275862068965516,0.7720597662707923,0.19996675044851203,50.0,0.673542579627877,0.18802069872364235,44.44444444444444,1.7237799058284096,0.13333892630294367,42.857142857142854,0.6296678868310486
7,0.6034182560430034,0.08689241994088485,63.33333333333333,0.12548442636353455,53.96825396825397,0.38612497067908724,0.08858135627132435,56.18556701030928,0.697216214716329,0.18209794706354263,55.55555555555556,0.017022186430827726,0.1151835404573446,61.111111111111114,0.6943684860979842,0.0938901961061774,48.275862068965516,0.4629845186330048,0.1785949236446689,50.0,0.6914466856914927,0.17843322685492394,44.44444444444444,0.4486313080142285,0.14037128891445752,42.857142857142854,0.6949049947848327
8,0.1494725811160412,0.1651425602315157,63.33333333333333,0.0904263769251185,67.46031746031747,0.8424455208715685,0.08722777652219958,58.24742268041238,0.6927424067312845,0.0991399069022568,63.888888888888886,0.37000936324460537,0.11550203326488824,50.0,0.6941746219460516,0.16398737358591878,55.172413793103445,0.4829141667561772,0.2607796189242671,50.0,0.6619310557536869,0.31800559007430484,38.88888888888889,0.7011333386281949,0.1684610627402793,28.57142857142857,0.9621661691943348
