,BIP,BIP,BIP,SZ,SZ,SZ,ASD,ASD,ASD,ADHD,ADHD,ADHD,DEL15q11_2,DEL15q11_2,DEL15q11_2,DEL22q11_2,DEL22q11_2,DEL22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DEL1q21_1,DEL1q21_1,DEL1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1
9,0.4705062233051698,0.06655030052613173,71.875,0.08032853588165298,68.75,0.6041240569094317,0.08816989922642988,46.03174603174603,0.6892549859998425,0.08761394511752235,55.65217391304348,0.6126119050044909,0.10145427171688254,53.65853658536586,0.692850972804587,0.12411314272081668,41.17647058823529,0.8190996419820851,0.15358689655658597,55.55555555555556,0.6987645272978994,0.14642104279043355,23.076923076923077,0.598896384738263,0.10147096200605275,28.57142857142857,0.6764655942659771,0.14288540957130297,50.0,0.6922250910619336,0.08799414769712005,37.5,0.7024421029152866
10,0.2247069771206156,0.08865713924251167,75.0,0.08141893423642126,71.875,0.7849689094325258,0.08823936846991992,46.03174603174603,0.6792764852388368,0.08659348555603218,59.130434782608695,0.647370445481646,0.10142696513157619,48.78048780487805,0.6926988833637435,0.08995007913589609,76.47058823529412,0.6056588343650392,0.1541579448485401,55.55555555555556,0.6961264250458582,0.1086083180794727,23.076923076923077,0.9034352446044337,0.10474524142116004,28.57142857142857,0.646733824914418,0.14191686580494384,50.0,0.6903961752253287,0.08809490412602461,37.5,0.6930784265190323
11,1.0063719118477095,0.06441322296463864,75.0,0.09120180237242362,69.53125,0.10894692310123165,0.08833361771492575,46.03174603174603,0.6956285549689973,0.09026793509473693,55.65217391304348,0.6329013808916635,0.10157535153315349,48.78048780487805,0.6932483628793269,0.12190135704824542,58.82352941176471,0.6918544317468645,0.15433828627518947,55.55555555555556,0.6920254528987848,0.10690486978802269,30.76923076923077,1.0528727556717197,1.0897991121471515,71.42857142857143,22.19010465572004,0.138863429924463,50.0,0.700317843316665,0.08918996787303175,37.5,0.6926855915033214
12,0.7345469313743702,0.07262678470170923,68.75,0.10173960908119692,69.53125,0.16506810450581372,0.08833932340220024,46.03174603174603,0.6944227584105784,0.08573084612375281,55.65217391304348,0.6940558349087516,0.10124712521444817,48.78048780487805,0.6903602427973974,0.1436501253821932,58.82352941176471,0.6824806908083039,0.15417018569723429,55.55555555555556,0.69632818983535,0.13511301660339037,76.92307692307693,0.5790025459366377,0.1104763461058061,28.57142857142857,0.6866162276583903,0.13775001048827443,50.0,0.6922291683588266,0.08842076188908723,37.5,0.6935673571917591
13,0.9562018704479456,0.07297744490872629,75.0,0.0732287740431827,70.3125,0.2727230783463867,0.08775529024670231,53.96825396825397,0.7482654387231937,0.08633482445918424,55.65217391304348,0.6937819245525125,0.10160395484886768,48.78048780487805,0.6914086974616369,0.12855950429696417,41.17647058823529,0.6687286972917972,0.15422035971037049,55.55555555555556,0.6929559154596868,0.16788027835255986,76.92307692307693,0.40927567530555997,0.1400187580594344,28.57142857142857,0.5530998648700884,1.1035336715598738,50.0,0.675495681185956,0.08858906869902018,37.5,0.7036151014153605
14,0.16013522779605732,0.26592165746714136,75.0,0.07352401350898566,72.65625,0.22276514877525508,0.0882317785624378,46.03174603174603,0.676058062842216,0.08730805336919902,55.65217391304348,0.6534838518819636,0.10130777858848089,48.78048780487805,0.6960443138669252,0.17597583256435534,41.17647058823529,3.906050617181408,0.15408442764310698,33.33333333333333,5.067602531750741,0.34082894313415246,84.61538461538461,0.41800048856167304,0.056675490313429125,71.42857142857143,4.240833924555328,0.1600554848973368,50.0,0.760748366586011,0.09089926382145143,37.5,0.681758484606091
15,0.12041456279414216,0.08752446705850507,71.875,0.11318061448220984,71.09375,2.499568770138987,0.08767770174585961,54.4973544973545,0.7100037102381882,0.12151090120170652,55.65217391304348,0.4638506995906133,0.10205585246105525,48.78048780487805,0.7057908790772979,0.08287341085418835,52.94117647058824,0.5455966017869874,0.15431413613892203,44.44444444444444,0.6984028587072201,0.11297790847139834,46.15384615384615,1.1848006038712666,0.10324409320231545,28.57142857142857,0.5740926516001279,0.14115070251374892,50.0,0.6851490234022827,0.08884985522665972,37.5,0.7320487199091646
16,0.8144502026721074,0.16242709019793705,71.875,0.6592038091705391,67.96875,0.007784785718442537,0.08799513103894668,46.03174603174603,0.7024704230287966,0.08898419788228308,58.26086956521739,0.8946323524673383,0.10269052176625554,48.78048780487805,0.6737447107245227,0.09835616645485426,58.82352941176471,0.9038589368528426,0.20576815472395957,44.44444444444444,0.689729822148653,0.4059755268159058,84.61538461538461,0.8481934337421917,0.21219008013671678,71.42857142857143,10.301553266880255,1.7166825074163576,50.0,0.2876371041587274,0.08898479687933812,37.5,0.7003932497150575
17,0.21568289824393894,0.08535659878451833,78.125,0.3106840737614999,66.40625,1.021895240143003,0.08800687782618039,46.56084656084656,0.6415832313583847,0.08818035548819683,55.65217391304348,0.5990493111512925,0.1022991140728853,48.78048780487805,0.640704469805161,0.6995923667492304,47.05882352941176,0.00509911702885588,0.15385497009481458,44.44444444444444,0.693543740571198,0.15729790064882626,30.76923076923077,0.23835644179497065,0.08410176774448166,71.42857142857143,0.7669685933230438,0.13867532087787557,40.0,0.7380969894387428,0.08837981913434545,37.5,0.7071529465262124
18,0.006053003356093109,0.14072861564274425,71.875,0.1731378356053788,72.65625,0.06486463251297354,0.08764836419288513,48.148148148148145,0.8537061150045344,0.0893110384913069,63.47826086956522,0.5331823758214511,2.8658951198066323,48.78048780487805,9.01670287269446,0.05898848185699032,82.35294117647058,0.4478577673298987,0.15407047496001847,22.22222222222222,0.694338037948434,0.15514654814970574,38.46153846153847,0.7031449689944255,0.07684924139104697,85.71428571428571,0.6130426896126608,0.43712836796154547,40.0,0.6547074995930867,0.08923843141101531,37.5,0.7206558435565995
19,0.24020889605008677,0.08623683781517179,78.125,0.08228147527473814,72.65625,0.6127996383564908,0.09633533611709506,46.03174603174603,0.4072869051803947,0.0931858044131847,64.34782608695652,0.4670705702076119,0.10046302379199445,53.65853658536586,0.714819767843401,0.08816425659103311,52.94117647058824,1.0305384320253002,0.15426923614088128,44.44444444444444,0.693008077115016,1.4621177831903838,30.76923076923077,23.410892549845574,0.04948346956974557,92.85714285714286,0.6931752855409944,0.700333532562035,50.0,0.5536872103552295,0.09019526862881531,37.5,0.6785208245820692
20,0.22429134178863364,0.22251315012528056,71.875,0.08917596486040652,71.875,0.2496597502897174,0.1643551272442083,57.14285714285714,0.3803798563574918,0.09107453385999241,46.95652173913044,0.7018536909258168,0.10235561387084081,48.78048780487805,0.5988234115239917,0.3225606287198621,52.94117647058824,0.0002034990405297737,0.1546183690847685,55.55555555555556,0.693434111315308,0.5142314368965957,61.53846153846154,0.24961004026662245,0.09545035992862741,71.42857142857143,7.506643485184113,0.14049276272267536,40.0,0.42754961001204883,0.0969520712947161,37.5,0.6550022741376788
21,2.624378345826623,0.37553043638228356,78.125,0.07940145308391988,73.4375,0.24719335544421905,0.08587737742076473,57.14285714285714,0.6162755123558283,0.0990790245011763,64.34782608695652,0.5005576261481617,0.128571678880224,48.78048780487805,1.042418078270846,0.2575928479384445,76.47058823529412,0.5637574771320446,0.153561020334183,55.55555555555556,0.6983201760203873,3.9077333485024637,23.076923076923077,0.5439420232168015,0.10170698916437634,64.28571428571429,0.50739285489176,0.15888974981323314,40.0,0.5620074716290977,0.09046428787870708,37.5,0.6602075290455381
22,0.12121287237093788,0.09597286415041661,75.0,0.16468499388921312,71.875,0.24757260902706799,0.2787059607337107,58.201058201058196,1.8275344429512883,0.12868573223155144,66.08695652173913,0.08573921772444013,0.10102495468404031,48.78048780487805,0.7447231469056985,0.2284335208171437,76.47058823529412,0.2392590247688188,0.15387273904131654,33.33333333333333,0.6948510208872888,0.08420264110433197,76.92307692307693,0.6663366268218451,0.054587593203517595,92.85714285714286,0.13238518582964937,0.1872665938817511,50.0,0.5967101357268175,0.09056280843306129,37.5,0.6736618566257127
23,0.0026495090891199688,0.22690252130893782,71.875,0.23007316670831862,71.09375,0.004143201417724952,0.0981119866952639,51.32275132275132,0.5627053541758428,0.1016114496351045,62.60869565217392,0.5757592137237495,0.10111740892990706,56.09756097560976,0.684952330567907,2.2147049491095347,47.05882352941176,0.9626378841324698,0.15140929235678005,44.44444444444444,0.6864744167953059,0.514992257050323,69.23076923076923,0.17953705805895118,0.751073403932755,28.57142857142857,0.4643937020579129,0.13899446615299543,50.0,1.5191430412338265,0.3970942085711495,62.5,0.6615334430120375
24,0.02997047959944868,0.17359152425132557,75.0,0.31986469794788697,71.09375,0.004389705693089891,0.10359271673699584,62.43386243386243,0.3838122827744497,0.1279793044075626,63.47826086956522,0.37014359206977543,0.1003267311751148,46.34146341463415,0.6300682008045457,0.11117929066351732,76.47058823529412,0.4192281744265622,0.1563000026744927,44.44444444444444,0.687359328179963,2.081678006517083,38.46153846153847,0.01573144843330931,0.07691326434497651,92.85714285714286,0.08494048329886066,1.2084847475065819,50.0,0.5289663356211333,0.09342868574213131,37.5,6.573862357976368
25,0.057683704551513615,0.16726943062198588,75.0,0.17330064353026875,64.84375,0.36124329749360107,0.14530902621763217,59.25925925925925,0.0014826585263370872,0.1255272593282838,66.08695652173913,1.0905316549966693,0.11277892667597222,48.78048780487805,0.47089424476859854,0.18719795989731858,58.82352941176471,3.0852439354358823,0.1583936929526855,44.44444444444444,0.6837017278979768,1.3859800800526192,23.076923076923077,0.3509550292801169,0.051788068718228004,92.85714285714286,0.4157755131443047,0.2344590942592078,40.0,1.4323205133505337,0.08830274088236179,37.5,0.6778561689823878
26,2.0552193569516386,0.11224093888702694,71.875,0.17535256218703968,69.53125,0.6097197491968384,0.09869669317019691,49.735449735449734,0.3774359222633591,0.1708465055818687,65.21739130434783,0.8488690061773504,0.09758193778557746,53.65853658536586,0.6788173370211285,1.3232388493466871,76.47058823529412,0.2551075126205868,0.15962939269596488,44.44444444444444,0.6871506803889975,0.7887092396009485,30.76923076923077,3.5297690696232646e-13,0.045626695594433705,92.85714285714286,0.4118762229941432,0.21273564927238692,50.0,0.5535129815384585,0.09242899446162596,37.5,0.6320247811838212
27,0.9582148563115467,0.12760892807668953,71.875,0.14026733512524994,71.09375,0.07071657599948501,0.20428568966289617,52.910052910052904,0.6617280847403411,0.6158631428779386,61.73913043478261,0.0809080442290195,0.10943110422659161,51.21951219512195,0.5776432291352895,0.20788703212919782,88.23529411764706,0.014553027182269937,0.15921602300413218,44.44444444444444,0.6978452952975123,0.5043560302360615,46.15384615384615,2.698582098521214e-13,0.105557770241077,71.42857142857143,0.004423628094024304,2.051563823101775,50.0,0.5099171979253598,0.0866898684997299,50.0,0.49826597676985435
28,0.019005861156036852,0.1272414409996262,78.125,0.1275288438626128,71.875,0.07090916790635861,0.12492333370278041,51.85185185185185,0.7426456530952894,0.30958841999024966,64.34782608695652,0.17885700354066175,0.09991862237081653,46.34146341463415,0.8404747230299897,0.24195256202991308,88.23529411764706,0.0015004433649313908,0.15306512059730104,55.55555555555556,0.7575143838784056,0.7787742316317742,76.92307692307693,11.198537826017253,0.5261322799600147,57.14285714285714,0.061602626892121426,0.3794737495066355,50.0,0.4954243893200949,0.17084885556464124,62.5,0.9909171900260344
29,0.021317377426155117,0.13327388909684318,68.75,0.15855105171131945,70.3125,0.09479228745476337,0.14174107308343176,61.904761904761905,1.4828054072442085,0.3984008309289099,63.47826086956522,0.27625141258848995,0.10210014808284497,53.65853658536586,0.8772420212056724,0.25615668179898754,88.23529411764706,9.118736970724125e-05,0.15410799263649302,44.44444444444444,0.6941991213938459,0.6879087367504854,38.46153846153847,6.307422848900749e-06,0.16213526345585308,64.28571428571429,0.0006408303058046812,0.2630027415969247,60.0,0.47196798745434465,0.08757536648851183,37.5,0.7458686211122755
30,0.35063117524610626,0.09722537798887432,71.875,0.2547432989933167,71.09375,0.07000405853475443,0.13328339962111938,49.735449735449734,0.7061178571361776,0.4705787382912971,60.86956521739131,1.1461906517747065,0.11759449640861525,53.65853658536586,2.911712545385229,1.8612140186471449,82.35294117647058,2.4844441825070746e-05,0.1516730744527358,55.55555555555556,0.686202955204628,2.0452705914223803,38.46153846153847,0.0,0.17159197005856913,64.28571428571429,0.002130847058733119,0.1528377595815109,50.0,0.9105849513654549,1.5822682808205528,37.5,0.4590909183005358
31,0.5624584080832252,0.16994802893579616,75.0,0.222064065159897,71.09375,0.0009980691584211693,0.13740111875119834,59.25925925925925,1.4932836862292502,0.44821542975266554,57.391304347826086,0.08818927079546189,0.10221681998109697,48.78048780487805,0.5647931667786419,0.25423733277747185,82.35294117647058,3.565507682787105e-05,0.4767718745249344,55.55555555555556,0.6828273039860141,0.9494209945721713,61.53846153846154,3.552713678800482e-15,0.219853704472279,64.28571428571429,0.00029766997876451857,0.41080538513423975,50.0,0.5681288081538773,0.0851406114456128,62.5,0.5758448119641505
32,7.012951580833972,0.28430718333898963,56.25,0.21659949761583355,69.53125,0.03252179812264545,0.121340768063763,59.78835978835979,0.11192491656894882,1.2881171240860216,57.391304347826086,2.957964897333127,0.13705431276029406,48.78048780487805,0.8918477399153467,0.3509177883378729,82.35294117647058,1.7248337480233862e-07,0.14198912677758793,55.55555555555556,0.6837971089352809,0.34879067410298936,38.46153846153847,19.966626602623066,0.2638433401994636,64.28571428571429,0.00010241937551691579,0.12643633048180836,60.0,2.490847575851723,1.1776868863780625,37.5,0.5583905508654302
33,0.00024676615716097644,0.2212507246533564,78.125,0.12761000329937872,71.09375,0.14364543603568566,0.14077089521860378,50.79365079365079,0.2855883724935874,0.14303498405371545,61.73913043478261,0.7049769372636125,0.09222325452664956,51.21951219512195,0.511240634160386,0.2365988154008294,58.82352941176471,5.9951553853395705,0.15372730202936472,44.44444444444444,0.6906257639552368,0.6789046490122583,38.46153846153847,0.00016358540467414286,0.3073995603469242,71.42857142857143,5.20790864263629e-06,0.2920913229690373,50.0,27.253686715995237,1.083180711553874,25.0,0.5580375683002045
34,0.15074259242278373,0.14015519152170455,81.25,0.19326278585905757,67.1875,0.037955597959670816,0.17087236154755064,52.910052910052904,0.9306033474350418,0.16100789298982035,48.69565217391305,0.625773969751685,0.14012204291636846,43.90243902439025,0.3877730243631536,0.21585776669003026,76.47058823529412,0.09905633402713815,0.1524797741307797,55.55555555555556,0.6829121909657481,0.5063417179217538,38.46153846153847,6.369968113533884e-07,0.3438486248497758,64.28571428571429,8.788370596479217e-07,0.5765960940252134,60.0,0.4799500594897728,0.08500466527391484,62.5,0.6856873041866938
35,5.446220910198424,0.11021227231398154,68.75,0.1765692795661011,73.4375,0.28766901111230386,0.31949741121864145,47.61904761904761,0.003925341982648607,0.10010012402406751,60.86956521739131,0.661568192097104,0.19651722362558272,43.90243902439025,0.23622084210892366,0.11464316069624077,47.05882352941176,0.5616550926573888,0.15330396573014593,44.44444444444444,0.6898920635818464,0.6237363015212215,38.46153846153847,2.9392933883070674e-09,0.24959792918762366,64.28571428571429,0.00010198016651755996,3.212315388832947,50.0,0.3400865748907562,0.1670803205801591,62.5,0.5814002787127249
36,0.09696132184492362,0.33050728064317597,75.0,0.3360453516009262,64.84375,0.014535319917693442,0.1455501856614887,58.730158730158735,0.08090572554014856,0.11538077379599491,42.608695652173914,0.44464429174550146,0.17463229456518078,53.65853658536586,0.5145539583180676,0.30980318840621796,41.17647058823529,1.6364263647256934,0.15543718843092108,44.44444444444444,0.7128575971440814,0.5568851511054769,38.46153846153847,1.91137032414843e-05,0.3200028630222938,64.28571428571429,8.138094940742998e-05,0.32205388002137647,40.0,0.8034710148225408,0.5826850259353009,37.5,0.4934782896696654
37,0.005682882896124701,0.15965501092857065,78.125,0.3317620071574614,63.28125,0.008080032011117778,0.19175399901136653,54.4973544973545,0.3750735653720203,0.15471862597972627,55.65217391304348,1.093954597000762,0.4139288848720075,58.536585365853654,0.1156407686909223,0.059306949498919834,76.47058823529412,1.3683657470858097,0.1557348425312065,44.44444444444444,0.6985304581118686,0.6304526436999099,38.46153846153847,5.837735072368896e-07,0.2899636580089074,64.28571428571429,4.115949979424827e-07,0.7068859723292586,60.0,0.0052580437182348045,0.31314373064984385,37.5,21.24004989796292
38,0.03632295577614643,0.25702809825445405,78.125,0.30730048917681885,72.65625,0.02220065117806823,0.20013441431254228,56.08465608465608,0.004854898969477882,0.6132190464110566,62.60869565217392,0.37586742097678894,0.14314302707453105,53.65853658536586,0.31933400357958763,0.08606630217765683,76.47058823529412,1.4983303302902629,0.15172729065492532,44.44444444444444,0.684537586956731,0.6376307036708131,38.46153846153847,1.3542830021614539e-06,0.32480424512527734,64.28571428571429,1.2176321068365958e-06,1.2472132740017805,50.0,0.018117677337567716,0.23216756742054434,25.0,0.17293611183210555
39,0.00015913684138126608,0.3177357293306273,71.875,0.24758759178993184,74.21875,0.00019972039575735087,0.16899169843173345,48.148148148148145,0.989412551452515,0.11844688059034027,52.17391304347826,0.4817590428145316,0.11120398429890146,48.78048780487805,0.23381146354689286,0.1432536511535331,76.47058823529412,0.010826825989710357,0.15491504729012862,44.44444444444444,0.6965909793249975,0.5352310519659519,46.15384615384615,6.2839887849271964e-06,0.2942766549530275,71.42857142857143,1.345851511264702e-06,0.19713574476857956,50.0,1.0737329566477185,0.3509619469727007,37.5,0.47438154455519066
40,0.001453473110713981,0.1800753688978218,71.875,0.29622892513393395,69.53125,0.0010055764812710128,0.14770685270630282,52.38095238095239,0.592204771180748,0.35036748418134345,60.0,0.4390676682481627,0.35932507408663594,48.78048780487805,0.21791030984919318,1.5959908381475274,76.47058823529412,0.0011387269258346922,0.15597293552018524,44.44444444444444,16.34728169562798,0.6224478209041091,38.46153846153847,5.2370691954584654e-06,0.3410232737289528,64.28571428571429,2.1620798606773985e-07,0.38649454328117694,50.0,0.2748461994133327,0.1556090379733965,62.5,0.05539042517543951
41,0.008228511778375545,0.2475602230957295,81.25,0.24133116095268461,71.09375,0.0060796036679383395,0.24535125992028928,58.201058201058196,0.2843695784889529,0.12141447540439165,62.60869565217392,0.44293708001032794,0.19991069726408625,43.90243902439025,0.6257678692849757,0.17171799437999377,94.11764705882352,8.505795112762484e-05,0.16835353480987578,44.44444444444444,0.6855847512422608,0.6712648390650078,46.15384615384615,1.4807527061528437e-05,0.4013115517876597,64.28571428571429,6.644684948605969e-06,0.43436300224355956,60.0,0.4071013920759224,0.1004497280191703,75.0,0.3908784151315458
42,2.8625597728590063e-06,0.2852196301282448,78.125,0.4019423566424175,71.875,0.00016438923893805858,0.2309528212464571,48.148148148148145,0.07608659970128676,0.2642586213998097,55.65217391304348,0.01317824897816212,0.14854352185504374,46.34146341463415,0.4535322688474855,0.35797864913284605,76.47058823529412,0.0007760178048641687,0.1485013551207308,55.55555555555556,0.6944597614282912,0.7038836648419896,46.15384615384615,4.238157415975253e-07,0.3856741075496751,71.42857142857143,1.5034642647906947e-07,0.48158374946495836,60.0,0.41344702463050176,0.24020185530368865,62.5,0.05119047466345026
43,9.043877386719858e-07,0.3326854694003353,81.25,0.42012705101387154,66.40625,4.640085128179553,0.22298464775718682,60.317460317460316,0.04272970751540147,0.15496941233702166,62.60869565217392,0.2834892834151143,0.66257939042974,48.78048780487805,0.23412420813202522,0.2498784450001772,82.35294117647058,5.899137558939356e-05,0.1530108199227235,44.44444444444444,0.6939147596958221,0.7135486346858393,46.15384615384615,0.00010116098867999931,0.3442530204279542,71.42857142857143,3.1165278878982058e-06,0.41921831522593933,60.0,2.652069353443776,2.95676291043212,37.5,0.931269953746022
44,2.335572976019216e-05,0.24194493784655718,78.125,0.44768553645262615,70.3125,0.0026027551202385687,0.20804956113948875,59.78835978835979,0.20206275421421094,0.14053690623624923,52.17391304347826,0.4442743431746591,0.13677862648783665,53.65853658536586,0.4348092578538509,0.22338206053641393,82.35294117647058,5.72207473361811e-05,0.15332046163506494,55.55555555555556,0.6937332346733287,0.7737404218834697,46.15384615384615,7.273959212660611e-12,0.2901486435523397,71.42857142857143,6.268457601157392e-07,0.25266590779301273,50.0,0.0638440880330321,0.11497567956155155,62.5,0.3832800519509563
45,0.004461854379777156,0.5377438866005932,75.0,0.4582138174960225,75.0,7.705994782630613e-08,0.43789255237498287,58.730158730158735,0.09625488185958615,0.16474949011869897,60.86956521739131,0.3018429376880782,0.3742689727174138,53.65853658536586,0.5364137824522108,0.22986276285918203,82.35294117647058,5.9214225572596556e-06,0.17124508478299008,55.55555555555556,0.6729121746750163,0.8833366563287428,46.15384615384615,5.508037750425522e-06,0.29270208881817067,71.42857142857143,7.349161292490376e-06,0.22915190883734776,60.0,0.40351477732500063,0.25198396078277174,75.0,0.0440331833959314
46,0.34631467747371614,0.2657224769379035,71.875,0.2613036950425722,70.3125,0.0010992783979172937,0.3145270526296904,55.026455026455025,9.643690028204302e-07,0.1748580470376361,55.65217391304348,0.2258150422647275,0.5240788865526638,46.34146341463415,0.45542860941249275,0.2438739091532015,82.35294117647058,8.459562726301383e-05,0.14391758275344474,44.44444444444444,0.8239148969128264,0.6518808378757328,53.84615384615385,5.162492655272338e-11,0.23885306425140737,71.42857142857143,3.013994837573234e-06,0.23030677951097606,50.0,0.36955597122580464,1.9796438275003196,37.5,0.0037420439585049998
47,0.1087139576890656,0.7493945046925399,71.875,0.3014837241464407,63.28125,0.008094967773554765,0.25996476294073423,52.38095238095239,0.1707971580337055,0.20024698339821573,56.52173913043478,0.24070444018451992,0.16498107167452702,48.78048780487805,0.2517669685421389,1.8467357025332976,82.35294117647058,7.263658234466166e-06,0.15416772954821265,33.33333333333333,0.6945212394834245,0.6265820030481511,46.15384615384615,1.2285583989831882e-05,0.2091677596775703,85.71428571428571,7.229871680738666e-06,0.6980229352516943,50.0,0.11864352369771916,2.1839758875617163,12.5,0.0001720545221444663
