,SZ,SZ,SZ,DEL1q21_1,DEL1q21_1,DEL1q21_1
,Loss/train,Loss/test,Accuracy/test,Loss/test,Accuracy/test,Loss/train
0,0.6471834933982672,0.08581240415173784,53.90625,0.1395556158914702,40.0,0.6921819238442863
1,0.5011046411692408,0.08722146395834071,66.40625,0.13875008203862604,60.0,0.6938862996931827
2,0.4974077081158645,0.08466703594923616,71.09375,0.13858619697538577,60.0,0.6931579289933697
3,0.5279937915609411,0.08377680516370428,64.84375,0.13862856431784704,60.0,0.6935110347239526
4,0.44424390344133524,0.078856685689629,64.84375,0.13858478044425068,60.0,0.6935494498568902
5,1.2370625303293525,0.11506585468618699,64.0625,0.13856812183002712,60.0,0.6932126881476344
6,0.16874426061249273,0.07453025741459715,68.75,0.13864278403560232,60.0,0.6929917537749801
7,0.5020953406236529,0.06610349181720586,79.6875,0.13863823258714994,40.0,0.6931298759086821
8,0.08532861493017253,0.08680544553724426,76.5625,0.1385838621031251,40.0,0.6844706303928721
9,1.037874778192772,0.15561143760139298,57.8125,0.1931943813154192,50.0,0.560496341214743
10,0.9061404283057994,0.11219420048382225,61.71875,0.13841933249410424,60.0,0.6924427159958497
11,0.35115278374948405,0.07320854293500843,76.5625,0.13824088564802625,60.0,0.6912804054157822
12,0.4870347909428501,0.061910402378758805,78.125,0.1385729190182784,60.0,0.6902642888212913
13,0.06721894754830753,0.12484261826144347,75.78125,0.13596704687189926,60.0,0.6982085213538455
14,0.05512442556054206,0.10061602268022453,78.125,0.17029027119610496,40.0,1.4015268567292558
15,0.17154224902971815,0.09959120525357543,69.53125,0.13899229725070253,60.0,0.649698647524577
16,0.0123452076410875,0.11302707027237405,71.875,0.1383808140241618,50.0,0.6172641875338682
17,0.006240159016948244,0.11534427909822165,82.8125,0.14037215083384885,50.0,0.7793506404385031
18,0.012983822728542038,0.13108783832142915,65.625,0.2928770878317769,50.0,0.5193040717815853
19,0.08619871427961677,0.09211716568573443,68.75,0.1702412355023219,70.0,0.8131299514836523
20,0.7062887971303665,0.12581283526768441,67.1875,0.1422058561908082,50.0,0.7368253498964992
21,0.06240707803915033,0.1314728226041789,78.125,0.13864537776118474,60.0,0.5940827332345914
22,0.030104984109724054,0.09276235438354374,76.5625,0.1782196196301907,60.0,0.5632178999417335
23,1.9349568724689183,0.15712906453466605,75.78125,0.12640398477786535,70.0,0.20045093343778392
24,0.0004501053583102926,0.16920008823909236,75.78125,0.19909731714036566,40.0,2.7828096514423404
