,SZ,SZ,SZ,ASD,ASD,ASD,BIP,BIP,BIP,ADHD,ADHD,ADHD,DEL15q11_2,DEL15q11_2,DEL15q11_2,DEL22q11_2,DEL22q11_2,DEL22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DEL1q21_1,DEL1q21_1,DEL1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1
,Loss/train,Loss/test,Accuracy/test,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train
0,0.7417046039280552,0.08472800652631778,66.14173228346458,0.08848787915240966,45.21276595744681,0.6926356083953245,0.07952327257477877,67.74193548387096,0.5289917072109956,0.08713508568005503,64.34782608695652,0.6915651386870595,0.10144331164970855,46.34146341463415,0.6934417966808737,0.1221334774741023,52.94117647058824,0.6918024147637493,0.07719607294662223,62.5,0.6309245129893984,0.1114448650609779,66.66666666666666,0.646177723043814,0.09830632652627716,50.0,0.6931313804380157,0.13978534303033974,40.0,0.6806885518399298,0.09801164261021345,28.57142857142857,0.6952623854220944
1,1.0940942552318051,0.16687748262592214,39.37007874015748,0.08853992222786841,46.27659574468085,0.6921591055174519,0.07360967181363105,67.74193548387096,0.4229612334046913,0.08730697364716077,64.34782608695652,0.5432351687333746,0.10142258411143898,43.90243902439025,0.6921247899803668,0.14519685467884424,47.05882352941176,1.1020108166568225,0.14665122763005894,37.5,1.6362029303456893,0.09325770685810393,66.66666666666666,0.6926442001035507,0.09906813264600596,57.14285714285714,0.6932104171168315,0.22108794125078593,70.0,0.6494059920027482,0.12232166679159436,14.285714285714285,0.66865845616205
2,0.6715481802183325,0.07493996025588148,66.14173228346458,0.08832500807219892,60.1063829787234,0.694303054745291,0.06230470112470058,67.74193548387096,0.4150267121688202,0.0899332067114755,64.34782608695652,0.6936527767428966,0.10150620539682752,43.90243902439025,0.6934945463232689,0.11795292205451394,52.94117647058824,0.6023258131933765,0.08650774404532321,62.5,0.6925950040185276,0.11550893100437781,58.333333333333336,0.7078494020861317,0.10169634136736819,42.857142857142854,0.8392299335069802,0.15428385441727696,30.0,0.7272971667838217,0.10917454445523758,28.57142857142857,0.7069482225755971
3,0.7368456172724741,0.07964328328867085,64.56692913385827,0.0884286459626085,50.0,0.6917448896112016,0.06092531991608687,80.64516129032258,0.5543465146306449,0.08966760080762366,64.34782608695652,0.6938410468861712,0.1987573341067542,56.09756097560976,0.669482252914089,0.11486457031268157,52.94117647058824,0.3700451741173959,0.12293855218283332,37.5,0.6632383533283708,0.08311586198680132,66.66666666666666,0.6923436023394065,0.09661145436311304,71.42857142857143,0.7673522777706485,0.1902101636928848,40.0,0.6497352488308804,0.1169892711076059,71.42857142857143,0.6425297585003026
4,0.7389159332998739,0.0742628465370116,70.07874015748031,0.0884078849159382,53.191489361702125,0.6937726813982494,0.058637791310850444,74.19354838709677,0.5282957374889817,0.08458954648692701,64.34782608695652,0.6791345655643308,0.11449573910383046,51.21951219512195,0.4899980219047138,0.16932442381727195,58.82352941176471,0.3292271649857654,0.07767874588831211,62.5,0.6333636596163623,0.1097079970740894,75.0,0.6911439788488049,0.09895065260416268,50.0,0.7729877447193614,0.16261042099018622,30.0,0.5931045342635035,0.11873066662975167,14.285714285714285,0.6711982811367576
5,0.38591729168480465,0.08579542046341,63.77952755905512,0.08833692153601981,56.38297872340425,0.6916035737478073,0.07324115679580034,70.96774193548387,0.654934988867478,0.090882467853439,64.34782608695652,0.6654790929354111,0.10378987411201371,48.78048780487805,1.22715205666562,0.08984358835931396,58.82352941176471,2.83671031055568,0.09894920653545036,37.5,0.728530360467427,0.10668147227636765,58.333333333333336,0.6920681666563713,0.10955394772893401,50.0,0.9090674628928005,0.19099107041081237,40.0,0.5125207296935372,0.13645679665797997,14.285714285714285,0.764224695679969
6,0.5433268360011285,0.07807224769855187,70.07874015748031,0.09159605514148095,54.25531914893617,0.6917177242483351,0.06625826558991042,74.19354838709677,0.707481863970768,0.08436161767285799,64.34782608695652,0.46379237998711975,0.09899054956083993,53.65853658536586,0.6207447928994243,0.12764575398940645,58.82352941176471,1.0353616698351156,0.08951882879316073,62.5,0.6364193971273424,0.111926678652583,41.66666666666667,0.6096476338893742,0.09484677019115502,64.28571428571429,0.5966455193867504,0.13931144565626047,30.0,0.6606983518867937,0.13887877642190846,14.285714285714285,0.6076321758666003
7,0.7559162513970507,0.08020594411201955,73.22834645669292,0.08770449348216856,56.91489361702128,0.6928057592869742,0.0377798409657285,83.87096774193549,0.4281873270475831,0.08370730285676788,64.34782608695652,0.6494484869754485,0.1094070080840779,51.21951219512195,0.6713161137422832,0.10735487886218043,58.82352941176471,0.6045612552164383,0.08911807261095184,37.5,0.6533312340277062,0.09402596267011269,75.0,0.6945159703871095,0.0914811763946888,64.28571428571429,1.3197921905102268,0.12387157455023678,40.0,0.55709790670675,0.10245139086030719,42.857142857142854,0.7646459353609852
8,0.42671165182427995,0.0914522848452032,70.86614173228347,0.08836943265147124,51.59574468085106,0.7508264308826984,0.05350070657838708,77.41935483870968,0.04903571073896478,0.08008850894990961,64.34782608695652,0.8386797311836072,0.1002308703301165,58.536585365853654,0.8464095071757487,0.09770643110462619,58.82352941176471,0.1840137565906022,0.10851816036406987,62.5,0.6460380717567569,0.10912252260180384,66.66666666666666,0.49985631444219164,0.09897067088877763,50.0,0.5351247569891653,0.14292990409794978,40.0,0.46605313794256337,0.10542527659700808,14.285714285714285,0.5972799616796125
9,0.2584535252315593,0.09022708373104174,69.29133858267717,0.09588515007647432,49.46808510638298,0.33368384308665533,0.06618342749722389,74.19354838709677,0.3805070625509967,0.08890436381614686,64.34782608695652,0.5516365039363104,0.10349416890007912,51.21951219512195,0.6691816657769639,0.24184959024187833,58.82352941176471,0.09719167951642696,0.1266622611313901,62.5,0.31896974303081926,0.1098069334294633,58.333333333333336,1.0578205496645214,0.12256005875301297,50.0,0.45811302466072285,0.21617885487710256,30.0,0.3604213049994558,0.14968573124749482,28.57142857142857,0.5822812217623511
10,0.7872276736069395,0.07842105111414932,71.65354330708661,0.08774455953385008,61.170212765957444,0.6666816408299336,0.03265161966840246,90.32258064516128,0.08057898213662298,0.09105435921512431,64.34782608695652,0.9351649727042946,0.12020653343190905,48.78048780487805,0.6911102977943919,0.36843736408796024,70.58823529411765,0.56331723360654,0.10516263881096537,50.0,0.7955557957951137,0.10937873636055795,50.0,0.6954952850864913,0.14503953326339095,50.0,0.7605233968380896,0.17900550272198332,50.0,0.19664538045074326,0.1277356148250466,28.57142857142857,0.6320459860936455
11,0.09912976079237816,0.07805248875319092,75.59055118110236,0.08748143546471135,62.23404255319149,0.694111779893731,0.03728726992953595,87.09677419354838,0.019763614180772004,0.0829466806696992,64.34782608695652,0.5826878383237528,0.10116225202890858,51.21951219512195,0.6885315677847762,0.131947062214664,64.70588235294117,0.2548663395172771,0.11439052274518988,25.0,0.5695524055750323,0.10532583393822333,41.66666666666667,0.7759395005923089,0.09644117985126696,57.14285714285714,0.7008028554621134,0.1710353589876084,40.0,0.5051666550050244,0.17106247786663814,0.0,0.5745065997968375
12,0.7270137334471937,0.09177747965850894,73.22834645669292,0.09730680117447164,59.57446808510638,0.5864003841579455,0.04117951852693857,83.87096774193549,0.2709646964412684,0.08572409691692941,64.34782608695652,0.41945443822696166,0.1188774684656749,53.65853658536586,1.1082882458077055,0.2949862544531368,64.70588235294117,0.04093875878940202,0.15513411608661062,37.5,0.7747663307652253,0.07682573427364625,75.0,0.492356817453813,0.13073713431705158,42.857142857142854,0.37009140244761085,0.11284727175442047,40.0,0.39867929439336713,0.16575072091942672,57.14285714285714,1.0981744146101016
