,SZ,SZ,SZ,ADHD,ADHD,ADHD
,Loss/train,Loss/test,Accuracy/test,Loss/test,Accuracy/test,Loss/train
0,0.685218189657907,0.08628055922337866,50.0,0.08551957217802818,66.95652173913044,0.6812184635575964
1,0.9659588944308242,0.22896675284509455,50.78125,0.08564114182976129,66.95652173913044,0.7448795806885371
2,0.7818071144211695,0.1237455491229529,65.625,0.08546155397709516,66.95652173913044,0.6751195903255628
3,0.6353777318161488,0.13403786237579987,55.46875,0.084362554119035,66.95652173913044,0.6488471023152338
4,2.9497767271776447,0.24089029152029315,57.8125,0.08350761618879927,66.95652173913044,0.6208076151380929
5,0.6134327360780906,0.12412329053494521,72.65625,0.08454130442526749,66.95652173913044,0.6594064436914218
6,1.7840798406337137,0.13621037466197167,66.40625,0.0864495487793375,66.95652173913044,0.7121077054873021
7,1.734894134317458,0.10431023600232095,71.09375,0.12487375972248985,66.95652173913044,1.7127547724989296
8,1.2987608640516648,0.10212582329490255,72.65625,0.0880935018374361,66.95652173913044,0.689546238186009
9,0.8830692102121698,0.10030292197302053,75.78125,0.0862895635133005,66.95652173913044,0.5371760493831725
10,0.44932407511064826,0.09737453373452522,74.21875,0.0853759975799749,66.95652173913044,0.8013465843767547
11,0.3280996016369388,0.09059144171397171,74.21875,0.09076549002648517,66.95652173913044,0.602112223174019
12,0.7090842367337653,0.13819739879707482,57.03125,0.0862701446003471,66.95652173913044,0.6762336349061646
13,0.6975794902107374,0.07820691683638238,71.09375,0.08977393009701742,66.95652173913044,0.680451670808039
14,0.8140705332185924,0.13946812169138506,60.9375,0.09986003640639558,66.95652173913044,0.46730931112892626
15,0.24433037245469383,0.0845849625476531,71.875,0.08225457082235102,66.95652173913044,0.6211613574187498
16,0.31977954123153063,0.06953634145902801,69.53125,0.10082136935395862,66.95652173913044,0.6071564226972156
17,0.24716517873632696,0.06690205419018155,78.125,0.08531124168671977,66.95652173913044,0.6642039302249214
18,0.1847249401001827,0.0744976808529873,75.78125,0.08484989558249088,66.08695652173913,0.6470727813839773
19,0.5789906629264795,0.085350966615115,78.125,0.08185387481856217,69.56521739130434,0.24958952382823055
20,0.3462138122252317,0.10642168296121544,69.53125,0.08978552380548963,66.95652173913044,0.5384125999860132
21,0.0019849379465712064,0.09853778865461067,78.125,0.08620339197852554,69.56521739130434,0.3502746663317511
22,0.024629296992190023,0.11364160363229667,76.5625,0.09273177602438512,69.56521739130434,0.826867007887202
23,0.9808116584607874,0.11124632636349172,76.5625,0.150701819333697,55.65217391304348,0.4061961314345651
24,0.010355034544592575,0.11528539195600056,72.65625,0.15401918333841086,69.56521739130434,0.18185096854387486
25,0.19569576572078054,0.11971210073389146,71.875,0.08532426203719637,68.69565217391305,0.6031899494111027
26,0.13366713336070057,0.09846636920085142,77.34375,0.09027462915402362,58.26086956521739,0.20904245255660517
27,0.016014688338978015,0.10631217209820308,78.125,0.09161074064092332,57.391304347826086,0.3046069475895006
28,0.026667436156636262,0.10522234267681035,80.46875,0.09428397008291726,64.34782608695652,0.6736651626346095
29,0.6645787463987908,0.1627124856307201,73.4375,0.09899581498454967,57.391304347826086,0.4106596842608442
