,HSJ,HSJ,HSJ,HSJ,HSJ,HSJ,HSJ
,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test
0,1487.3928387448057,165.43079015110268,0.0,0.0,0.0,0.0,0.0
1,1336.344219355993,131.5127792579787,0.0,0.0,0.0,0.0,0.0
2,514.4069816072473,102.27810554115152,0.0,0.0,0.0,0.0,0.0
3,528.2808019353738,80.68161664062022,0.0,0.0,0.0,0.0,0.0
4,196.30364290487645,68.61191132524252,0.0,0.0,0.0,0.0,0.0
5,287.47903552845656,65.44470240417765,0.0,0.0,0.0,0.0,0.0
6,313.2783022292611,65.73010755055793,0.0,0.0,0.0,0.0,0.0
7,461.5900500697421,65.24956278264216,0.0,0.0,0.0,0.0,0.0
8,424.9731202927113,63.365242217693485,0.0,0.0,0.0,0.0,0.0
9,172.18831198256368,61.82694260032618,0.0,0.0,0.0,0.0,0.0
10,250.36133348808715,60.8221780770175,0.0,0.0,0.0,0.0,0.0
11,351.8446664316189,60.54405266975422,0.0,0.0,0.0,0.0,0.0
12,312.2282542236299,60.170661452350906,0.0,0.0,0.0,0.0,0.0
13,168.99084289305145,59.788841569084205,0.0,0.0,0.0,0.0,0.0
14,389.64872413520874,59.903279410215305,0.0,0.0,0.0,0.0,0.0
15,244.01864711798513,59.54574697031731,0.0,0.0,0.0,0.0,0.0
16,275.1079822186938,58.16388422701116,0.0,0.0,0.0,0.0,0.0
17,189.07407307283367,55.823198274721776,0.0,0.0,0.0,0.0,0.0
18,384.79932663843516,52.92614677466403,0.0,0.0,0.0,0.0,0.0
19,272.81218163565467,50.25497896929583,0.0,0.0,0.0,0.0,0.0
20,243.23797917206687,48.840872964133354,0.0,0.0,0.0,0.0,0.0
21,255.37208559161414,48.09716780625575,0.0,0.0,0.0,0.0,0.0
22,53.11544876795217,47.54892364331011,0.0,0.0,0.0,0.0,0.0
23,154.33974251604468,46.37444143400906,0.0,0.0,0.0,0.0,0.0
24,226.69642133487397,45.81738619773465,0.0,0.0,0.0,0.0,0.0
25,162.38512717585067,46.97926146322,0.0,0.0,0.0,0.0,0.0
26,272.75425622295666,45.409309815353105,0.0,0.0,0.0,0.0,0.0
27,146.52507937415177,43.6907431959746,0.0,0.0,0.0,0.0,0.0
28,190.39005839935405,44.41326831569882,0.0,0.0,0.0,0.0,0.0
29,94.45739401461313,43.72459721646385,0.0,0.0,0.0,0.0,0.0
30,55.9116354690108,42.50449793205445,0.0,0.0,0.0,0.0,0.0
31,86.4566510324011,41.359320198847186,0.0,0.0,0.0,0.0,0.0
32,50.444366792156984,41.77074128179575,0.0,0.0,0.0,0.0,0.0
33,73.1306758144411,40.67990560980353,0.0,0.0,0.0,0.0,0.0
34,36.571246760882666,39.48920886402375,0.0,0.0,0.0,0.0,0.0
35,32.07710990247084,39.53387789371867,0.0,0.0,0.0,0.0,0.0
36,85.24156087433161,39.42356815559583,0.0,0.0,0.0,0.0,0.0
37,55.56655294034282,40.67053182254982,0.0,0.0,0.0,0.0,0.0
38,63.29345541554614,39.2654808770749,0.0,0.0,0.0,0.0,0.0
39,20.40111135434415,39.342392124905174,0.0,0.0,0.0,0.0,0.0
40,18.150203717866493,40.14830647126803,0.0,0.0,0.0,0.0,0.0
41,19.126923893188795,39.66401210450698,0.0,0.0,0.0,0.0,0.0
42,38.35385197818884,39.41257798148896,0.0,0.0,0.0,0.0,0.0
43,30.570579532655206,39.524851788902886,0.0,0.0,0.0,0.0,0.0
44,4.191836499892171,39.743098643859724,0.0,0.0,0.0,0.0,0.0
45,16.62752390768773,40.101721010497386,0.0,0.0,0.0,0.0,0.0
46,10.375441636233244,40.171078554794946,0.0,0.0,0.0,0.0,0.0
47,7.319839500422832,40.250687159341346,0.0,0.0,0.0,0.0,0.0
48,12.20543754167918,40.59639559867764,0.0,0.0,0.0,0.0,0.0
49,6.336552733532088,41.15481213596431,0.0,0.0,0.0,0.0,0.0
50,8.615284833143289,41.229751010305485,0.0,0.0,0.0,0.0,0.0
51,0.32339718399912465,41.47269320459408,0.0,0.0,0.0,0.0,0.0
52,0.6047913904659505,42.19482815490845,0.0,0.0,0.0,0.0,0.0
53,3.518673887556887,42.05388852842549,0.0,0.0,0.0,0.0,0.0
54,14.952715232381655,42.75965970440592,0.0,0.0,0.0,0.0,0.0
55,0.6989004749240061,42.93847479218731,0.0,0.0,0.0,0.0,0.0
