,DEL16p11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2
,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test
0,0.7062553928589342,0.6940190123333062,46.15384615384615,0.5,0.5512820482254028,0.4125000014901161,1.0
1,0.7321332400019956,0.6940745183185835,46.15384615384615,0.6166666666666667,0.6477272808551788,0.48750001192092896,1.0
2,0.710895893167506,0.69306027002479,46.15384615384615,0.6083333333333334,0.5512820482254028,0.4125000014901161,1.0
3,0.6745418215653637,0.690520089468258,46.15384615384615,0.6166666666666667,0.5512820482254028,0.4125000014901161,1.0
4,0.7070669231715275,0.6862238025525039,46.15384615384615,0.7083333333333333,0.6190476417541504,0.45000000298023224,1.0
5,0.7073793071784635,0.6753730853238624,46.15384615384615,0.8,0.6477272808551788,0.48750001192092896,1.0
6,0.8837275701791546,0.7102393729902702,46.15384615384615,0.8666666666666667,0.6477272808551788,0.48750001192092896,1.0
7,0.5048975983571452,0.6033273611488947,84.61538461538461,0.8,0.875,0.800000011920929,1.0
8,0.330702574706317,0.6146423729953027,76.92307692307693,0.7916666666666667,0.800000011920929,0.6666666865348816,1.0
9,0.24006791684640946,0.4581803503826851,84.61538461538461,0.8,0.875,0.800000011920929,1.0
10,0.24654315564982243,0.7372992284773207,53.84615384615385,0.8333333333333333,0.20000000298023224,0.5,0.125
11,0.6929073976251434,1.5124567240582552,61.53846153846154,0.7395833333333333,0.6969697177410126,0.5357142984867096,1.0
12,0.02262370098609522,1.0901470176516175,61.53846153846154,0.8333333333333333,0.20000000298023224,0.5,0.125
13,0.009049396066963896,0.4259945358059146,76.92307692307693,0.8333333333333333,0.7333333492279053,0.8333333432674408,0.75
14,0.0041567541839151794,0.4763470476386717,76.92307692307693,0.8333333333333333,0.6785714328289032,0.75,0.625
15,0.0038217169255555477,0.6109104432682279,84.61538461538461,0.75,0.8571428656578064,0.75,1.0
16,0.06746667158700022,0.5569467115009056,76.92307692307693,1.0,0.7083333432674408,0.75,0.800000011920929
17,0.00040013300525490724,0.5171547037877329,92.3076923076923,0.9166666666666667,0.9000000059604645,0.8333333432674408,1.0
18,0.005353096406062934,0.5909954103733941,92.3076923076923,0.8333333333333333,0.9000000059604645,0.8333333432674408,1.0
19,0.0002976335540122661,0.6020182618275356,69.23076923076923,0.90625,0.619047611951828,0.8333333432674408,0.5
20,0.0029726716299356745,0.8175309251711906,84.61538461538461,0.9166666666666667,0.8333333432674408,0.75,1.0
21,0.008624131044806088,0.43558480669659094,84.61538461538461,0.9375,0.875,0.875,0.875
22,0.0006337980579525132,0.5979081422810798,92.3076923076923,0.9333333333333333,0.9285714328289032,0.875,1.0
