,Svip1,Svip1,Svip1,ADHD1,ADHD1,ADHD1,ADHD3,ADHD3,ADHD3,ADHD5,ADHD5,ADHD5,ADHD6,ADHD6,ADHD6,HSJ,HSJ,HSJ,NYU,NYU,NYU,SZ1,SZ1,SZ1,SZ2,SZ2,SZ2,SZ3,SZ3,SZ3,SZ6,SZ6,SZ6,Svip2,Svip2,Svip2,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_DS1,UCLA_DS1,UCLA_DS1,USM,USM,USM
,Loss/train,Loss/test,Accuracy/test,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train
0,598.1371971022514,223.22970898679333,0.0,1.4207367757696778,0.0,12.712573420469289,2.720010154420367,0.0,12.522941189687977,3.9747607923830817,0.0,17.91178601475436,4.599406447932764,0.0,73.30497575878778,202.18714855597693,0.0,621.2439454557662,10.946567826568133,0.0,102.43938267266192,156.90947413630673,0.0,2267.2090511609404,54.16547887987018,0.0,527.687542293039,112.15378514136681,0.0,998.891977888313,38.939470259256375,0.0,872.6870429681068,44.19120985214518,0.0,432.4879418322737,4.743194400798238,0.0,31.86244005442374,38.78620403972491,0.0,11.323067452773302,10.233863002322044,0.0,87.01672600815931
1,365.8020191534031,165.16460987898998,0.0,1.7323134272863856,0.0,10.885547342662653,1.2178478551365532,0.0,1.364387845948013,3.9890236756246082,0.0,10.169928183394665,1.2642999163037905,0.0,11.409186617180126,102.75790351691828,0.0,396.694714556952,9.824895777968672,0.0,70.23089633726286,90.10418933228664,0.0,1692.5088640288254,65.69253767101337,0.0,93.05410808842426,47.66811702804848,0.0,657.1766086233732,9.199901112188154,0.0,61.8989009587597,23.97674568393026,0.0,268.11058358034353,3.7462857181617486,0.0,20.288386762949806,24.062135217647697,0.0,40.13923202337803,7.747135585486357,0.0,239.3974137246226
2,133.22118827306886,71.32691568495036,0.0,2.954842359861132,0.0,6.958568159324723,1.6486086265284532,0.0,10.14039403110569,7.311841217511915,0.0,54.62481944664188,0.3789781676992139,0.0,15.494087305431174,56.22247515726607,0.0,278.9130316419893,9.581181339674155,0.0,108.28413764978416,49.0565064158105,0.0,121.84817341962906,21.807307810814333,0.0,68.0228896562117,15.926722822351037,0.0,166.73366193382046,14.71560560906859,0.0,24.063878608285663,19.019159436647904,0.0,562.7302797802442,5.676625960320219,0.0,32.19727723528309,16.055707284119002,0.0,64.76023831440557,4.4173971529869265,0.0,126.69458971986263
3,122.13254085409856,78.54730207615937,0.0,1.1136372081888248,0.0,1.6477393540573617,0.6928944142308477,0.0,0.5404467409446899,1.8381166769403616,0.0,2.285637200985806,0.5063311331398006,0.0,7.645438066252268,35.31580673717214,0.0,333.24513112434704,9.584179828010301,0.0,33.68615979371065,65.86794849447847,0.0,152.75918297379903,11.323333023780364,0.0,119.20643745877534,9.509790336502592,0.0,153.1950509105061,12.824018059359267,0.0,122.02580262539925,21.163084504459484,0.0,23.746525733036073,7.4967839529462985,0.0,13.601129055994367,16.323599933116384,0.0,53.51297392319437,3.495609753444601,0.0,83.97892142267064
4,149.34858541480045,53.25076379208533,0.0,4.120462508829497,0.0,4.262969219593779,3.631171706438419,0.0,2.85469215816458,2.9660470235003413,0.0,4.272203298990822,0.12489340550782885,0.0,5.16121340901804,41.09575831018013,0.0,63.241682672621224,13.182291174775832,0.0,24.765297387694233,28.01147613420643,0.0,140.2901235125212,8.420801738756506,0.0,75.60444202510162,7.5316408771921655,0.0,110.24784877666583,23.15919952427199,0.0,95.22881767281578,13.147406904666617,0.0,95.56375009597397,15.816895362764813,0.0,0.3127359910373681,17.33515116439163,0.0,83.88393409431161,2.1358674725196574,0.0,67.8568262411796
5,111.5218806636786,49.37302108689174,0.0,2.0542525015742346,0.0,4.304697411574165,0.8965421380485203,0.0,4.3856193081502335,1.691475027891871,0.0,11.323915864920519,0.07449591118327423,0.0,5.558596042868708,44.66115009060154,0.0,127.81531153357284,14.652001069697665,0.0,42.080496587766895,17.41901696992067,0.0,17.85700123058393,9.385030333633557,0.0,33.717260211185156,5.997004865482404,0.0,84.07751956172888,12.302637695540751,0.0,101.1383511554321,11.453285980979347,0.0,81.36790281363044,13.93033498662568,0.0,16.57222177970752,40.52566842317069,0.0,11.989661173878687,2.743635168830257,0.0,23.738301583783414
6,64.46010715591028,76.8089672998464,0.0,1.0098059174726546,0.0,3.715802658248347,1.32980940744652,0.0,3.5388212926945672,1.956070928514819,0.0,8.095247168728772,0.12237136981887112,0.0,9.20104231820967,43.43002272370833,0.0,111.78303205708225,9.886322552218276,0.0,3.4062298604634735,26.258454603180375,0.0,4.2113358533993805,9.473758257687724,0.0,109.60122297983283,9.85502357703437,0.0,78.70607133234205,13.324303158803849,0.0,34.22794412483595,9.350659417552837,0.0,55.67692259234788,11.995259857151597,0.0,52.831625983559206,28.256049080748415,0.0,63.35534158435011,1.7851272081930423,0.0,76.75125235429323
7,150.4089376779337,36.13747304855155,0.0,0.9661056797601401,0.0,1.4090488770286882,1.1859129999778,0.0,3.05300292721072,1.5984530377021993,0.0,4.699075296911177,0.16587644793265305,0.0,8.634061499916296,38.6507883056571,0.0,185.74053250524352,10.603119634487546,0.0,14.039873356442728,25.0891639230099,0.0,28.07028665328863,22.787092658586445,0.0,171.29936091852505,4.820422252752287,0.0,35.06119122688327,9.253446977755841,0.0,114.61120507341838,9.77598056931512,0.0,34.805166514543004,3.1436111659937094,0.0,27.173835757388943,32.202102371322795,0.0,7.0345703515076226,1.737913361157524,0.0,44.018894364289835
8,36.79049148622767,25.10848962823001,0.0,1.09454184538096,0.0,1.0775366345975577,4.005865552186216,0.0,14.238211203907502,1.5778840675175505,0.0,13.336482482582923,0.3257228843002167,0.0,3.4052541827961713,33.735226538871565,0.0,111.18066780933431,9.601961254109165,0.0,9.546689157653514,15.330761848537175,0.0,19.834675746893634,11.124764871697561,0.0,50.642476322096364,10.638772386405218,0.0,43.98932484890864,7.962110776339356,0.0,92.05920407142727,12.912647556177916,0.0,36.534462194684664,8.332928469083157,0.0,23.723706317525874,14.878510768767384,0.0,95.67392622267256,2.816365180137097,0.0,56.48101068711163
