,ADHD1,ADHD1,ADHD1
,Loss/train,Loss/test,Accuracy/test
0,96.30539923214984,7.0948222503859375,0.0
1,55.94643187327941,2.7685031159587195,0.0
2,17.271828650621124,0.22784314087181068,0.0
3,16.806709703134516,1.9369342609278897,0.0
4,47.57025757362332,3.4209723614558443,0.0
5,55.204709057158375,2.692547708992051,0.0
6,26.31317258683111,1.1110015398746815,0.0
7,13.662391468580829,0.22094126333064087,0.0
8,12.510845525172295,0.39841781464055903,0.0
9,10.33823160693634,0.4445665182369535,0.0
10,9.129416942006753,0.22746499115119387,0.0
11,6.097647193014552,0.25539278710103974,0.0
12,8.41330875300539,0.2623081537225587,0.0
13,7.395433151484297,0.17758564724637302,0.0
14,6.322739040181221,0.42408448653334685,0.0
15,9.06855544042804,0.37281783220271564,0.0
16,4.222883779093329,0.1499017725423127,0.0
17,4.333565455435525,0.2621511552924586,0.0
18,2.308550966060646,0.18832683844520706,0.0
19,1.5539082803853874,0.14213708437001174,0.0
20,2.7449527177231245,0.13910485853258384,0.0
21,2.3369314634705933,0.15498472497925564,0.0
22,2.095022714410603,0.15763138979107325,0.0
23,1.4427701143533926,0.19469920235131807,0.0
24,2.6917719929600237,0.23784974448339205,0.0
25,0.25491021052259133,0.1699509688573581,0.0
26,2.200260913656978,0.18486564346465165,0.0
27,1.2575003263417999,0.16150595254374595,0.0
28,0.35778895157520485,0.1614984570768298,0.0
29,0.832408997788411,0.162351758867227,0.0
30,0.7624894140363743,0.1701710053027414,0.0
31,0.524838414669473,0.15745731279108532,0.0
32,0.3440962768429346,0.15574800303534586,0.0
33,0.12240784619068532,0.20275687947298654,0.0
34,0.19300793376453046,0.1662801978432813,0.0
35,0.19366238383366632,0.17319922726538264,0.0
36,0.22389971018239943,0.2025296940983953,0.0
37,0.09500302163504641,0.164706241120384,0.0
38,0.10231512281011455,0.19148499517773987,0.0
39,0.08706256452168908,0.16447596438435283,0.0
40,0.22005768700859576,0.17203486590239794,0.0
41,0.834385666662373,0.2553802461591931,0.0
42,0.22673732422863158,0.17343950721465362,0.0
43,0.08595571667134737,0.21420260667510174,0.0
44,0.3740440625758644,0.19924564972298195,0.0
45,0.3998044531631392,0.17169011961387992,0.0
46,0.28522835315638495,0.29136980510873567,0.0
47,0.24789013277279592,0.17768957313072892,0.0
48,0.1634841256726166,0.18670271229148777,0.0
49,0.10431684165950617,0.19496521193791908,0.0
50,0.20170662526452923,0.1880874152514094,0.0
51,0.48142639251658537,0.27363844583343283,0.0
52,0.13209292741256531,0.18032002597321017,0.0
53,0.036781949901094284,0.24360097130220917,0.0
54,0.2038426364129992,0.19933466581987275,0.0
55,1.359772244303087,0.2379227356628518,0.0
56,0.08778201388855028,0.2629067557942803,0.0
57,1.3474662402407078,0.34663420706144227,0.0
58,0.03979247079296418,0.1942928778998945,0.0
59,0.041486596415242064,0.2502955707309604,0.0
60,0.3483995115439589,0.22895219304910827,0.0
61,0.3759976398055421,0.1923184871048031,0.0
62,0.289846522124938,0.3219515122995968,0.0
63,0.44223233066333667,0.20660726245269095,0.0
64,1.2943628305524109,0.2447632542174393,0.0
65,0.2458928882040113,0.21462118945021,0.0
66,0.3511520880511558,0.2317935673715212,0.0
67,0.13491770095809086,0.19044590496127434,0.0
68,0.021679813201888314,0.1926703820866802,0.0
69,0.002025173645144973,0.24882065555778227,0.0
70,0.1348486612067983,0.20434428963383766,0.0
71,0.059976485724208176,0.22884097498513445,0.0
72,0.1752907892781774,0.18900746317108402,0.0
73,0.009937728179775762,0.21390318224484578,0.0
74,0.28830254720506027,0.1959000192703131,0.0
75,0.09876427033853058,0.21694784938568262,0.0
76,0.16856473585854925,0.20245498542887547,0.0
77,0.5102829693991567,0.1934072052009282,0.0
78,0.06185590935357264,0.24714420046452848,0.0
79,0.01555177325677745,0.18529974605540758,0.0
80,0.29594547809355115,0.18773227181412822,0.0
81,0.5739383911787215,0.3092276696486647,0.0
82,0.01584094837551375,0.1848877729441189,0.0
83,0.8320767738080384,0.19056563765344584,0.0
84,0.17272624720068427,0.3202061981934563,0.0
85,0.9807272141163029,0.24003602578894068,0.0
86,0.16172913546100098,0.1800660302408476,0.0
87,0.02446160435470608,0.19939152416277398,0.0
88,0.0142023543578266,0.2073046681265117,0.0
89,0.036405343781932116,0.18841410235760483,0.0
90,0.04170461909694869,0.19428676496082087,0.0
91,0.0038638018397381957,0.189399445053252,0.0
92,0.00524616409621186,0.187720104680729,0.0
93,0.005439416337914997,0.1903636020716478,0.0
94,0.00669320126166567,0.18563779071671122,0.0
95,0.014817338663015088,0.2133966943437902,0.0
96,0.02574661010936993,0.20067050777440854,0.0
97,0.010017814685864185,0.19531453656371325,0.0
98,0.19633923939212491,0.18932628762127893,0.0
99,0.0031257047964123137,0.23869245143158369,0.0
