,SZ,SZ,SZ,BIP,BIP,BIP
,Loss/train,Loss/test,Accuracy/test,Loss/test,Accuracy/test,Loss/train
0,0.6897440565816407,0.08653752969616378,61.71875,0.08642182180596374,68.75,0.6922474868140277
1,1.3821927521494362,0.1355353834319882,50.0,0.0863585736356011,71.875,0.6922715196499586
2,0.8737158040464362,0.18006002826267803,53.125,0.07728368466265932,75.0,0.2927974363732373
3,0.3479794675234003,0.0766535881450114,66.40625,0.07494797243248069,68.75,0.4044406330305442
4,0.8058647384924473,0.07181844179994182,71.875,0.06672338580029752,75.0,0.5078368676437746
5,0.393735040257785,0.06690659245582972,74.21875,0.07370245153549489,78.125,0.19200383499207177
6,0.28209972262728,0.0869754081722677,62.5,0.06992739171785063,81.25,0.8587221983381982
7,0.4861631753746045,0.07774397414307554,66.40625,0.06647448662828341,78.125,0.9813930994393953
8,0.29816950195434083,0.08157695607331981,73.4375,0.07993103269777393,78.125,0.3924831149042191
9,0.11270214859972598,0.07661396113682656,73.4375,0.06253564550185847,78.125,0.03380267317622053
10,0.4511139221485653,0.09131873014979189,74.21875,0.05791145669969238,84.375,0.14616583127348176
11,0.26044027190016933,0.0694366513759832,72.65625,0.062418527989566555,81.25,0.7699329358515353
12,0.20245788670086326,0.10830776119406989,62.5,0.08781231748219957,71.875,0.11536682051491601
13,0.0014594199074753924,0.0918072245586777,76.5625,0.08409673090534171,81.25,0.8679562166844086
14,0.052507604687352126,0.09339201675487378,75.0,0.06616235829426617,84.375,0.1474135460395838
15,0.2507880912790735,0.11395345432815393,70.3125,0.06240184661616262,87.5,0.184875256918374
16,0.008019197142220363,0.09634657747413422,75.78125,0.0691843599725006,81.25,0.0041713780581136275
17,0.01757838376759927,0.12125729726220282,75.0,0.13591392082021586,68.75,0.3830378654994644
18,0.007822189811357369,0.10320345033395757,77.34375,0.10192129730581431,78.125,0.1241441463919349
19,0.017729448633236767,0.18311411194754135,64.84375,0.10111590962915384,78.125,0.022547414289288963
20,0.0006360710326486799,0.13756665264016313,75.0,0.13521730214600688,78.125,0.00372687670695432
21,0.028738858012270847,0.15218142119953681,74.21875,0.11457663876286146,81.25,0.3807830781498912
22,0.01935088311072828,0.13536376080731993,75.78125,0.08538381431370637,87.5,0.008498165405105637
23,0.0010211177401593097,0.15732479400955066,75.78125,0.08940300715546126,81.25,0.48024892523781115
24,0.0009631868634196626,0.16508408803180877,75.0,0.11121556217223692,81.25,0.000776097412910542
25,0.14613225062095456,0.13168422380635403,75.78125,0.09120780197176694,87.5,0.0019491890312939672
26,0.24982282750149087,0.1676315330492976,74.21875,0.21288956759114255,75.0,0.04485531866865168
27,0.9398321531764995,0.24445111444868228,64.84375,0.1288133116931979,84.375,0.0020205328821120304
