,Svip1,Svip1,Svip1,Svip1,Svip1,Svip1,Svip1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,HSJ,HSJ,HSJ,HSJ,HSJ,HSJ,HSJ,SZ3,SZ3,SZ3,SZ3,SZ3,SZ3,SZ3,SZ6,SZ6,SZ6,SZ6,SZ6,SZ6,SZ6,Svip2,Svip2,Svip2,Svip2,Svip2,Svip2,Svip2,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027
,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train
0,0.6920334381684313,0.7000942704216835,40.0,0.5,0.7000000029802322,0.625,1.0,0.6928072603611714,63.63636363636363,0.7666666666666666,0.7846153974533081,0.6458333432674408,1.0,0.6940972119319647,0.6931283885849191,50.0,0.8333333333333333,0.0,0.0,0.0,0.6931656146023589,0.6934112431499944,50.0,0.4666666666666667,0.0,0.0,0.0,0.6936214992671127,0.7078845532742299,37.5,0.2,0.5454545617103577,0.375,1.0,0.6934824925842219,0.6686766153647922,62.5,0.4666666666666667,0.7692307829856873,0.625,1.0,0.6783701210236651,0.6907661061588507,57.14285714285714,0.5,0.0,0.0,0.0,0.6925047739750387,0.6933989262351927,28.57142857142857,0.5,0.444444477558136,0.2857142984867096,1.0,0.7025942228573039,0.6932027023227981,50.0,0.375,0.6666666865348816,0.5,1.0,0.7025540171648688,0.6932215043013344,44.44444444444444,0.375,0.0,0.0,0.0,0.6928394083640818,0.6932385392797509,47.368421052631575,0.6555555555555556,0.6564102669556936,0.5138888955116272,1.0,0.7117233121543762,0.7462701229056841,30.0,0.6833333333333333,0.0,0.0,0.0,0.7098816243221362,0.6914158441576832,60.0,0.36666666666666664,0.7179487347602844,0.5625,1.0,0.692810878350255,0.7135628890465802,30.0,0.625,0.0,0.0,0.0,0.803563316697562
1,0.6931384754034049,0.6931948173440586,40.0,0.375,0.3333333432674408,0.25,0.5,0.6729569460362678,63.63636363636363,0.5833333333333333,0.7846153974533081,0.6458333432674408,1.0,0.6916561286502754,0.6932326723052844,50.0,0.375,0.0,0.0,0.0,0.6933496011922726,0.6931286221810434,56.25,0.5416666666666666,0.6615384668111801,0.5535714328289032,1.0,0.6932754614063528,0.6929210910475685,62.5,0.7333333333333333,0.0,0.0,0.0,0.705267725051951,0.6636502996779297,62.5,0.5333333333333333,0.7692307829856873,0.625,1.0,0.7138602934767649,0.6914461590042498,57.14285714285714,0.5833333333333334,0.0,0.0,0.0,0.6870658497633194,0.6935763695949034,28.57142857142857,0.5,0.444444477558136,0.2857142984867096,1.0,0.694333104249317,0.6925283191469416,50.0,0.8125,0.0,0.0,0.0,0.6931188868300651,0.6948910348446604,44.44444444444444,0.35,0.0,0.0,0.0,0.6944001756359595,0.6931898546084608,47.368421052631575,0.4583333333333333,0.6111111243565878,0.4444444477558136,1.0,0.6928957510393626,0.6723415370583871,70.0,0.041666666666666664,0.761904776096344,0.625,1.0,0.6983412368814947,0.6930334612458641,60.0,0.53125,0.8333333432674408,0.75,1.0,0.6932055380995461,0.734292773285022,30.0,0.5166666666666666,0.0,0.0,0.0,0.7320873589709904
2,0.6942258895274959,0.6933292333971315,40.0,0.8333333333333333,0.6060606241226196,0.4375,1.0,0.654216034519121,63.63636363636363,0.6166666666666667,0.7846153974533081,0.6458333432674408,1.0,0.9760720883511732,0.6933758561949581,50.0,0.28125,0.0,0.0,0.0,0.6919381453264348,0.6931485614974748,50.0,0.4666666666666667,0.0,0.0,0.0,0.6930152492976203,0.693275656132071,37.5,0.3333333333333333,0.5454545617103577,0.375,1.0,0.6931519647507337,0.692249067507335,62.5,0.4666666666666667,0.7692307829856873,0.625,1.0,0.6897376333366277,0.6930204915761495,57.14285714285714,0.4166666666666667,0.0,0.0,0.0,0.7278219278036064,0.6931636117433578,42.857142857142854,0.5,0.3333333432674408,0.25,0.5,0.6933015748691648,0.6951716778590161,50.0,0.5625,0.0,0.0,0.0,0.7748390163975543,0.6930577152478304,55.55555555555556,0.65625,0.8333333432674408,0.75,1.0,0.6918771087435889,0.6918061545781757,52.63157894736842,0.5055555555555555,0.0,0.0,0.0,0.695695447529534,0.6572219575868814,70.0,0.31666666666666665,0.8846153914928436,0.8125,1.0,0.6329789302364077,0.7655218345262865,40.0,0.5,0.0,0.0,0.0,0.6610266229227979,0.669251305918808,70.0,0.25,0.46666666865348816,0.4375,0.5,0.6996161353101467
3,0.6950716374710987,0.6931747811171339,40.0,0.8,0.6060606241226196,0.4375,1.0,0.6503427327052413,63.63636363636363,0.7333333333333334,0.7846153974533081,0.6458333432674408,1.0,0.595440749259431,0.6932627852262555,50.0,0.23333333333333334,0.0,0.0,0.0,0.6923797032157832,0.6930765555770194,50.0,0.46875,0.6666666865348816,0.5,1.0,0.692965893486283,0.6930428103319308,62.5,0.6,0.0,0.0,0.0,0.6930587606078936,0.6594266541994548,62.5,0.4666666666666667,0.7692307829856873,0.625,1.0,0.6565351652074913,0.6921816331063314,57.14285714285714,0.4166666666666667,0.0,0.0,0.0,0.70350167221254,0.6935197096032022,28.57142857142857,0.5,0.444444477558136,0.2857142984867096,1.0,0.6930392057306562,0.6945730733286031,50.0,0.5625,0.0,0.0,0.0,0.6729011976519514,0.6932751285084171,44.44444444444444,0.31666666666666665,0.0,0.0,0.0,0.7000916068261689,0.693220556238172,47.368421052631575,0.3333333333333333,0.6048951148986816,0.4444444477558136,1.0,0.6936597560023939,0.6928965264374221,70.0,0.31666666666666665,0.8846153914928436,0.8125,1.0,0.6926874088984118,0.6918338659729594,60.0,0.6666666666666666,0.7179487347602844,0.5625,1.0,0.6924547772991602,0.6930881402943738,70.0,0.48333333333333334,0.8846153914928436,0.8125,1.0,0.693162069708416
4,0.6931785576748483,0.6930287224004473,60.0,0.41666666666666663,0.0,0.0,0.0,0.6547257169339818,63.63636363636363,0.5833333333333333,0.6785714328289032,0.5416666716337204,1.0,0.47550120176931915,0.7116609366710002,50.0,0.3333333333333333,0.0,0.0,0.0,0.6922156422895257,0.6931019449401932,50.0,0.5,0.6666666865348816,0.5,1.0,0.6931992658988726,0.6929202815655444,62.5,0.4666666666666667,0.0,0.0,0.0,0.6928417760551774,0.6835306073169716,62.5,0.7333333333333333,0.7692307829856873,0.625,1.0,0.640675810698273,0.6925021103847306,57.14285714285714,0.3333333333333333,0.0,0.0,0.0,0.7093456399868397,0.693194815385013,57.14285714285714,0.4,0.4000000059604645,0.3333333432674408,0.5,0.6938357260860415,0.6931845322829397,50.0,0.4375,0.5,0.5,0.5,0.6927362716734426,0.6924119362750334,55.55555555555556,0.59375,0.8333333432674408,0.75,1.0,0.6921375056096615,0.6930864704921836,52.63157894736842,0.4791666666666667,0.0,0.0,0.0,0.6935089037026559,0.6704044671286373,70.0,0.25,0.8846153914928436,0.8125,1.0,0.7380420102665615,0.6931715148448693,50.0,0.7,0.30000001192092896,0.30000001192092896,0.30000001192092896,0.6931365287968367,0.6823586715503367,70.0,0.3333333333333333,0.761904776096344,0.625,1.0,0.6929473826897671
5,0.6930559488455453,0.6929232939834489,60.0,0.2,0.0,0.0,0.0,0.6558553016984313,63.63636363636363,0.36666666666666664,0.7846153974533081,0.6458333432674408,1.0,0.44636843653438857,0.7175854516489529,50.0,0.6,0.0,0.0,0.0,0.7513374430584607,0.6931192679903065,50.0,0.46875,0.6666666865348816,0.5,1.0,0.6931841804633263,0.6926290985183591,62.5,0.4666666666666667,0.0,0.0,0.0,0.6924039367310273,0.6804973287694325,62.5,0.6,0.7692307829856873,0.625,1.0,0.6666240446621032,0.6929776823747282,57.14285714285714,0.25,0.0,0.0,0.0,0.6932618486460289,0.6920827414241432,71.42857142857143,0.5,0.0,0.0,0.0,0.6932085895161342,0.6931980152009162,50.0,0.375,0.5,0.5,0.5,0.6929756549629271,0.6828409844009588,55.55555555555556,0.65,0.38461539149284363,0.3125,0.5,0.6964090820733455,0.6930896590361957,52.63157894736842,0.5,0.0,0.0,0.0,0.6920624082843249,0.6533731718684302,70.0,0.16666666666666666,0.761904776096344,0.625,1.0,0.6368916160258163,0.7087004891634324,40.0,0.46875,0.0,0.0,0.0,0.7336913065208249,0.6576410043680153,70.0,0.7916666666666667,0.761904776096344,0.625,1.0,0.6812647278443527
6,0.6914719050428256,0.6923156094557981,60.0,0.2,0.0,0.0,0.0,0.6776841447105956,63.63636363636363,0.7083333333333334,0.6785714328289032,0.5416666716337204,1.0,0.39025459506303356,0.7283328149496572,50.0,0.1875,0.0,0.0,0.0,0.6756460647582636,0.6930769977744591,50.0,0.5,0.6666666865348816,0.5,1.0,0.6932803550745561,0.6919792906670205,62.5,0.4666666666666667,0.0,0.0,0.0,0.695818834273037,0.7255549642760106,62.5,0.5333333333333333,0.7692307829856873,0.625,1.0,1.2921219902552872,0.6929974539218896,57.14285714285714,0.25,0.0,0.0,0.0,0.6923673196402712,0.6260364203923595,71.42857142857143,0.5,0.0,0.0,0.0,0.6893389373427202,0.6930768288422327,50.0,0.5625,0.0,0.0,0.0,0.6926133346821535,0.6927893857255962,55.55555555555556,0.5833333333333333,0.38461539149284363,0.3125,0.5,0.6931182750264258,0.6930929203616577,52.63157894736842,0.5208333333333334,0.0,0.0,0.0,0.6934628472786799,0.6581708668939541,70.0,0.125,0.761904776096344,0.625,1.0,0.696460248697739,0.6937543515322552,40.0,0.6666666666666666,0.0,0.0,0.0,0.6928101133894632,0.649392520514516,70.0,0.6666666666666666,0.761904776096344,0.625,1.0,0.6503837125297278
7,0.6919464759047137,0.6926939784658014,60.0,0.375,0.0,0.0,0.0,0.651834121310891,63.63636363636363,0.8333333333333333,0.7846153974533081,0.6458333432674408,1.0,0.8461146039195393,0.7188853746011796,50.0,0.34375,0.0,0.0,0.0,0.7025860427506427,0.6930998926562868,50.0,0.59375,0.6666666865348816,0.5,1.0,0.6933676701494063,0.6929676619701687,62.5,0.26666666666666666,0.0,0.0,0.0,0.6930112128202748,0.6488677694352384,62.5,0.6666666666666666,0.7692307829856873,0.625,1.0,0.578365530188974,0.6930762825568256,57.14285714285714,0.25,0.0,0.0,0.0,0.6932297490755429,0.5957260746108451,71.42857142857143,1.0,0.0,0.0,0.0,0.6261008255756184,0.6932114070217681,50.0,0.375,0.0,0.0,0.0,0.6936248395177438,0.6929672010249253,55.55555555555556,0.59375,0.8333333432674408,0.75,1.0,0.6945919789451827,0.6931757535202955,57.89473684210527,0.3888888888888889,0.22222222884496054,0.3333333333333333,0.16666666666666666,0.6934123522829864,0.6626667870090659,70.0,0.5833333333333334,0.761904776096344,0.625,1.0,0.679619721187401,0.7022208915477395,40.0,0.5416666666666667,0.0,0.0,0.0,0.6854605637722714,0.6927669387664217,70.0,0.75,0.46666666865348816,0.4375,0.5,0.6928214311173256
8,0.6925060655979692,0.6894590544092847,60.0,0.625,0.0,0.0,0.0,0.6556866807646187,63.63636363636363,0.4583333333333333,0.6785714328289032,0.5416666716337204,1.0,0.5931743223539298,0.7259957619639698,50.0,0.23333333333333334,0.0,0.0,0.0,0.6169490021745313,0.693054218366464,50.0,0.65625,0.6666666865348816,0.5,1.0,0.6928662445461368,0.7010617636168691,62.5,0.0,0.0,0.0,0.0,0.6916565358541465,0.6477001178887963,62.5,0.7333333333333333,0.7692307829856873,0.625,1.0,0.6598621004625997,0.6933357101427513,57.14285714285714,0.3333333333333333,0.0,0.0,0.0,0.6930451069122362,0.5539725402765333,71.42857142857143,0.9,0.0,0.0,0.0,0.6846115208775979,0.6935781232432894,37.5,0.25,0.2857142686843872,0.3333333432674408,0.25,0.6933078532053868,0.6929055732510906,55.55555555555556,0.55,0.38461539149284363,0.3125,0.5,0.6953371344378914,0.6931245609400669,47.368421052631575,0.5277777777777778,0.0,0.0,0.0,0.6938033765438263,0.6432245355966695,70.0,0.3833333333333333,0.8846153914928436,0.8125,1.0,0.5967172755756702,0.7216103814602203,40.0,0.3333333333333333,0.0,0.0,0.0,0.7541117223657745,0.6883969951210801,70.0,0.8333333333333333,0.8636363744735718,0.9000000059604645,0.8333333432674408,0.6889252606499644
