,SZ,SZ,SZ,DEL16p11_2,DEL16p11_2,DEL16p11_2
,Loss/train,Loss/test,Accuracy/test,Loss/test,Accuracy/test,Loss/train
0,0.6968439325325875,0.08628259118585731,60.15625,0.1071134753179481,23.076923076923077,0.6938013709451303
1,0.7184657905950232,0.08471676851051932,60.15625,0.12221825907378146,23.076923076923077,1.384692655877216
2,0.6602411283073565,0.08111177726122464,60.9375,0.10823844986711623,23.076923076923077,0.7002187729366921
3,1.7397041005899017,0.12705224214807084,66.40625,0.10749951044089591,23.076923076923077,0.7059484687641929
4,0.402492946947093,0.07816556886819867,67.1875,0.10693002367906673,23.076923076923077,0.714104094991704
5,0.2693602212522314,0.07359956050341927,65.625,0.10836500143464978,23.076923076923077,0.6884200675006692
6,0.24974424695951317,0.11998768824315319,67.96875,0.11237872599099408,23.076923076923077,0.638443046783519
7,0.3756854470687072,0.09413458398242304,69.53125,0.5056439980371997,23.076923076923077,0.6482060895305946
8,0.08327636846194138,0.09523024697063151,70.3125,0.12382135661506705,23.076923076923077,0.6291063391951445
9,0.34611909389940604,0.11012921609766858,74.21875,0.13318425884159948,23.076923076923077,0.7429937506394059
10,0.3592152199996274,0.09182397197140818,71.875,0.07313718193290931,84.61538461538461,0.8460951515160949
11,0.4627627972667961,0.09653489952606027,62.5,0.16404990832943536,38.46153846153847,0.793359920672934
12,0.054470258250600125,0.11076158180938939,71.09375,0.27396338734523573,23.076923076923077,12.087555678981346
13,0.16838467168719853,0.13317751720790094,68.75,0.12180559756423784,23.076923076923077,0.4568065355969177
14,0.009767278250449223,0.15188330380649614,64.0625,0.20911091967108758,23.076923076923077,0.4156786700960329
15,0.005648110211516171,0.15348077618898,71.875,0.17244892849578572,23.076923076923077,0.372373606234594
16,0.41870203229037023,0.13643382645917626,71.09375,0.14110182952013722,76.92307692307693,0.5658830650359651
17,1.7817095046176783,0.1838152039314398,67.1875,0.20595878976484844,30.76923076923077,5.597421972052483
18,0.006887021625804503,0.2112313358245349,63.28125,0.15141625085204802,23.076923076923077,0.3024121871575393
