,HSJ,HSJ,HSJ
,Loss/train,Loss/test,Accuracy/test
0,1136.0286771872927,255.95259537583297,0.0
1,949.5046430957195,237.98123526296087,0.0
2,701.1418801342767,213.9221056147231,0.0
3,869.440697919549,183.6755291428918,0.0
4,832.4268481855324,148.61055824150003,0.0
5,641.2805672567664,111.33776821040328,0.0
6,290.5097683787365,75.72965093618237,0.0
7,339.0957429994304,49.43037228393675,0.0
8,431.6526575379255,36.145826020153315,0.0
9,587.1616557037411,31.58825956060683,0.0
10,376.9262860658592,30.549163853629786,0.0
11,423.55074255297865,31.32729045115243,0.0
12,549.0828256864323,34.23546354424528,0.0
13,325.63372017761986,40.284369966859636,0.0
14,357.65027228388243,50.37438689297537,0.0
15,225.60283297678282,64.86440609153776,0.0
16,281.4232621084884,76.79800667135578,0.0
17,366.0614544063758,81.83426332665681,0.0
18,205.23686071904643,81.23352155770759,0.0
19,380.25496392882434,75.57131138753182,0.0
20,298.0123566181291,66.09243030155444,0.0
21,243.63868123180683,54.908244561202295,0.0
22,295.9367641488563,45.37854076599676,0.0
23,290.27622501563656,39.21934141976199,0.0
24,314.495894926646,38.84027449533925,0.0
25,301.9372234930515,43.28554456496712,0.0
26,292.54967377581886,54.23960348878761,0.0
27,151.73640609750493,64.4733225155188,0.0
28,142.98634306861058,68.35611742649509,0.0
29,191.14934244964596,66.43559499896993,0.0
30,275.04875894543954,60.088856553875516,0.0
31,223.79848774206252,50.58057239227471,0.0
32,211.40365172900974,43.87190488455661,0.0
33,106.47148892553159,48.37661487146213,0.0
34,88.29477152561853,52.84602375588363,0.0
35,173.11679611663683,55.52278847302807,0.0
36,85.70015719446452,51.52842344175751,0.0
37,140.66059164243612,42.42170013290683,0.0
38,84.69115738582417,35.73832132766702,0.0
39,119.79586171591717,39.18209097970858,0.0
40,72.55363375306915,41.240499389481535,0.0
41,54.213308823827155,39.494412131382404,0.0
42,58.938421897299236,47.00948666262704,0.0
43,49.27949653174825,44.11744864912638,0.0
44,48.71679139108698,35.89288450224897,0.0
45,42.18596086228734,33.59237872134704,0.0
46,26.56176109266321,48.45133676726175,0.0
47,49.70963485717944,57.598106679377835,0.0
48,30.04421429296323,47.7751518433175,0.0
49,12.814260916584931,34.09584250615709,0.0
50,8.604719401873828,33.64186839327688,0.0
51,7.101594886876803,42.3364348701633,0.0
52,11.731349342787512,36.482228920419075,0.0
53,6.2917880650566795,37.2156901749416,0.0
54,7.18090653037977,43.778306234733975,0.0
55,8.801769506523934,36.703225302238444,0.0
56,5.5332143513411305,37.47965801021239,0.0
57,9.455958028103677,47.82172967808364,0.0
58,8.861698911457504,42.98183407106633,0.0
59,1.7547751276127106,35.177274223746736,0.0
60,2.9665974081046156,39.132549051688365,0.0
61,1.9272212730456924,34.52618487130445,0.0
62,7.874395436488368,33.93907047373935,0.0
63,0.877391090601528,38.0799990259999,0.0
64,0.6531268427835981,38.191128144996355,0.0
65,0.7017158337243663,34.775408955115765,0.0
66,0.4397079354743505,39.46262915118434,0.0
67,3.64837604709841,37.680693119472295,0.0
68,2.030025817459277,32.03886219557063,0.0
69,2.423823081263222,35.658387429409714,0.0
70,0.6695624701476279,37.028767537308525,0.0
71,0.25483096468100086,37.06826068747807,0.0
72,0.3090848108811325,39.657660437480814,0.0
73,2.7551439217384486,37.828398092697036,0.0
74,3.1064878515396743,31.434870070032847,0.0
75,9.778896246731609,33.587799850616506,0.0
76,1.1281665520240856,39.32875156634603,0.0
77,0.7739270957723539,35.40153920187827,0.0
78,1.9336687164407076,38.902830273357964,0.0
79,3.17893603589905,38.95011004779302,0.0
80,2.2154794959368065,37.39103002973737,0.0
81,7.158484900150047,44.1809982032785,0.0
82,10.552112769368568,38.444496203576136,0.0
83,7.817966702824309,28.625874606103583,0.0
84,35.294208744256785,27.514059719925232,0.0
85,28.011967781072638,29.403977687543538,0.0
86,3.3485093968330277,38.87074777170441,0.0
87,9.236201272574892,39.97812023779866,0.0
88,1.36494209243232,30.856890779174645,0.0
89,16.764199563104203,28.45386906524798,0.0
90,19.629800067281426,31.125210395900876,0.0
91,0.6381765174559134,39.995651452865495,0.0
92,8.888968132001684,42.35443997491505,0.0
93,3.1375686269493213,35.85217081664244,0.0
94,0.347958999398658,35.31207981592118,0.0
95,0.2441844872651781,35.31536006998394,0.0
96,0.240748986162718,37.73324854222271,0.0
97,0.1922376358817093,32.53090205900085,0.0
98,7.404894486342379,31.232548911207047,0.0
99,4.7215137243565595,36.56253986557065,0.0
