,DEL1q21_1,DEL1q21_1,DEL1q21_1,SZ,SZ,SZ
,Loss/train,Loss/test,Accuracy/test,Loss/test,Accuracy/test,Loss/train
0,1.0154587595306621,0.22719438611794365,50.0,0.1274098339852271,49.21875,0.6081903812020572
1,12.550651475013101,1.4747150317737252,50.0,0.08437226223329028,66.40625,2.1163972351202047
2,3.5151372172867337,0.21766569362384097,50.0,0.09514574691565003,66.40625,0.7726647274016961
3,0.4511355377532673,0.15197945172228175,60.0,0.07818909808325768,68.75,0.6692124293320085
4,0.6837968639393641,0.14199427614698001,60.0,0.1579649790543996,57.8125,0.030248896649234216
5,4.678509362223814,1.0057597742374615,50.0,0.08103948388562808,66.40625,0.019066344095613596
6,1.7809352142930064,0.6308160470080559,50.0,0.10401672901983296,71.09375,0.08791817995495878
7,3.669573158613625,0.6088927792028261,50.0,0.12267286863963736,72.65625,0.6319509798542615
8,0.6680472980505322,0.3540951660927637,50.0,0.08993750420963696,71.875,0.060112238147483454
9,0.226609792700476,0.3661604425128129,50.0,0.11908690348985165,67.96875,0.01618121907431492
10,0.06777401662520773,0.564131495304086,40.0,0.10911882176692234,71.09375,0.20557294903142956
11,0.5838499784525337,0.48063020316063965,50.0,0.37139786113354795,63.28125,0.5896405492930595
12,1.1530811968867183,0.17076959591141644,50.0,0.14789925585035194,67.1875,0.004986022868898865
13,0.3491862190147994,0.2612103243301272,40.0,0.1897720229629594,64.0625,0.5284958825402396
14,0.3176410978451425,0.2981541898915369,50.0,0.13065909524841313,73.4375,0.043065666253156526
15,0.2738508955703932,0.2107446574293848,60.0,0.1401613349655157,75.78125,0.0155411869355276
16,0.4320939890621926,0.21456854963494193,60.0,0.1381079206338704,74.21875,0.005511104855088401
17,0.5173468018786366,0.19563659102195077,60.0,0.28508342008368603,56.25,0.18887254319404634
18,0.16558649889994567,0.5394815999868527,50.0,0.15377463718520182,71.09375,0.08727103348255598
19,0.9858929636028713,0.23777259054513583,70.0,0.16471276898814444,70.3125,0.03235760980456909
20,0.16018828237871285,0.1255734344787695,70.0,0.1606519639043143,75.78125,0.20181763446521264
21,0.09540646532941752,0.2938511985745097,80.0,0.1857559884494281,70.3125,0.41523824226932327
22,0.48402433604761774,0.26052736687482936,40.0,0.2064915775806517,73.4375,0.021655211962822326
23,0.017579856602904495,0.1201039995358617,80.0,0.20822211713714467,68.75,0.001464429184413819
24,0.07394942487890563,0.12990675439161517,80.0,0.3168667030252447,62.5,1.86662828187299
25,0.022187453817742064,0.5841109850471156,50.0,0.19847446683634284,72.65625,0.0011707507337491282
26,1.9384142307691181,0.4642869469941748,60.0,0.2819827098407453,67.1875,0.040847614066612414
27,0.01845862632254261,0.17721344214587015,50.0,0.22050842158750575,73.4375,0.21260042823775882
28,0.6049627802691069,0.27589910397445433,80.0,0.2232073709027718,68.75,0.05751626961095727
29,0.005664418510606895,0.10809528540804056,80.0,0.21542351469150922,75.0,0.0012931160115809994
30,0.6602540503266012,0.3111301924306161,50.0,0.23004873893245045,71.875,0.0007086246113727901
31,0.006655904820417664,0.33922424798199813,50.0,0.22526446045829612,75.0,0.0010375221345858537
32,0.00791869806572719,0.11642524188999155,90.0,0.24788785305572042,71.875,0.0009550761194931845
33,0.005595909855928888,0.3070130983655926,60.0,0.2824341309875934,75.0,0.012327554218779941
34,0.0008699869834301176,0.1058098210242294,80.0,0.2641540352844138,71.09375,0.0026437795501843865
35,0.004616613324580709,0.1518275204567583,80.0,0.3171920010806173,71.09375,0.00014593022935556555
36,0.0021940676207388267,0.09923729115204168,80.0,0.2514312333432354,72.65625,0.0008508828108626274
37,0.0004604610935188893,0.13115597615348956,70.0,0.30488655128482656,72.65625,0.0010770137448039118
38,0.0034498513261234853,0.13237092240452342,70.0,0.2908983380872114,71.09375,0.00524775098408213
39,0.00031515762426562324,0.27717312168656677,70.0,0.2765299401530895,73.4375,0.006906534742857
40,0.000733506937611317,0.30564728757033527,90.0,0.3018729257371613,71.09375,2.508015922714083e-06
41,0.0027355072885734293,0.13225093895338577,90.0,0.30675008896174005,71.875,0.24078023020612294
42,5.387587483488382e-05,0.09888824624535825,70.0,0.30654991587794356,69.53125,0.0004456652096514223
43,0.00016784470356149335,0.09610608161039202,80.0,0.2961516273993822,75.0,0.0001568608276088648
44,0.0002608614380457871,0.0864424228978872,90.0,0.30472769819609835,71.875,0.0008177102220032847
45,0.0003688935251455308,0.10007261112017854,70.0,0.30161390582732045,72.65625,0.008332603508536578
46,0.00022596900321229094,0.12135118791977599,70.0,0.3144630100506882,69.53125,3.827772845059922e-05
47,0.00026151117767119234,0.08658636332922079,80.0,0.29867220811259626,71.875,0.00011988333147286418
48,0.00023014278706357297,0.08883184875455077,90.0,0.3096805677663286,71.875,1.4332219131869906e-05
49,0.0002473084445721034,0.09329558176797678,80.0,0.3112655835755877,71.875,3.730894796838795e-06
50,0.0003322049667877641,0.11571188536710642,70.0,0.31178035589198655,71.875,4.558990037078766e-05
51,0.00013183870233977651,0.2732964345191401,80.0,0.31226339302997397,72.65625,0.0003033983021505178
52,0.0001497835351605114,0.12524701775914585,80.0,0.31331468420342196,74.21875,0.0002791725664488242
53,0.00014433195005610425,0.10357600023598512,80.0,0.3138126400942091,74.21875,4.240384652949843e-05
54,6.16790221615168e-05,0.11174717399483676,80.0,0.3148163950810125,73.4375,6.525826476133516e-06
55,0.00013030604026023854,0.08499327144673939,70.0,0.31587879361661053,73.4375,1.8707785765410775e-05
56,7.994457630101482e-05,0.14103498968006128,60.0,0.316277280807644,75.0,5.689192773712891e-06
57,7.679157912963272e-05,0.08591973148308861,70.0,0.31715411832085794,75.0,5.2546833251494795e-05
58,5.960477776763464e-05,0.26099675719513477,80.0,0.3181389877002412,73.4375,2.6568420504426954e-06
59,7.602195674316495e-05,0.09814586006325524,80.0,0.31866511410272713,73.4375,3.119158910395787e-05
60,7.33908860086966e-05,0.08565404382433127,70.0,0.3198119542924081,71.875,1.495818259918051e-05
61,2.7714587554108942e-05,0.10049874017997926,80.0,0.3202034595735607,73.4375,1.9072752294481511e-06
62,4.938075328281758e-05,0.10599844314912947,70.0,0.32110132660949225,73.4375,8.566691750814058e-05
63,3.0317285336812793e-05,0.0906350347000592,60.0,0.3219213370676009,73.4375,7.372438870625123e-05
64,3.573970508805523e-05,0.0768117023679,80.0,0.3224951284519997,73.4375,5.041469712285621e-07
65,2.744129066262865e-05,0.11022809413593486,70.0,0.3237372104782131,73.4375,2.645547146485141e-06
66,4.561417855166592e-05,0.23559261228796183,80.0,0.32401886251782797,73.4375,1.5896718162567953e-05
67,3.198059155953556e-05,0.13371589949664275,60.0,0.32454772521718483,73.4375,3.2889751515686377e-06
68,1.1400008772992569e-05,0.08525881107284558,70.0,0.325175167950031,72.65625,3.5361946287642364e-05
69,4.300798029571353e-05,0.08835673298977673,60.0,0.3255463559600099,71.875,1.5485730730566763e-05
70,3.348417106231381e-05,0.08013699541016396,80.0,0.32638013379104824,73.4375,7.101940442153671e-06
71,2.9303775866431415e-05,0.0799477864476076,80.0,0.32746751499658733,73.4375,1.5965586766862522e-05
72,4.8513579723899224e-05,0.12554227125189704,60.0,0.32788912943019727,72.65625,2.364855867309226e-05
73,3.154973874151246e-05,0.08735544730216616,60.0,0.32868209425698347,73.4375,6.457901917367616e-05
74,9.193103572343185e-06,0.13428444466387593,60.0,0.32937708235467833,72.65625,2.0735303101702683e-05
75,4.323153493606272e-06,0.2796116259593535,60.0,0.32980336311035835,73.4375,3.978039162228075e-06
