,SZ,SZ,SZ,SZ,SZ,SZ,SZ
,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test
0,5.992415796214696,0.450285151144636,59.055118110236215,0.6688988095238095,0.572253804653883,0.5049107223749161,0.7291666697710752
1,0.7322713805384681,0.1443246317637405,74.80314960629921,0.7668526785714285,0.700744055211544,0.7156250085681677,0.7447916697710752
2,0.508152124433875,0.1906986339035805,66.14173228346458,0.8020089285714286,0.6614087428897619,0.5553571535274386,0.8864583373069763
3,0.07911115679210581,0.1205280369499889,74.80314960629921,0.8380208333333334,0.6003472339361906,0.7552083358168602,0.5645833350718021
4,0.23478007281160812,0.12189505867104364,73.22834645669292,0.8247395833333334,0.6478851139545441,0.7385416720062494,0.6072916761040688
5,2.9626984774213403,0.12352700532828187,74.80314960629921,0.8807291666666666,0.5611607208848,0.7916666679084301,0.4541666693985462
6,0.02551362017849283,0.10087900719996852,82.67716535433071,0.8716145833333334,0.7483135145157576,0.8812500033527613,0.7031250074505806
7,1.6327183916223416,0.14248086570922283,77.16535433070865,0.8566220238095239,0.7290789186954498,0.7248511984944344,0.8197916708886623
8,0.4256990682021877,0.23495668119706578,76.37795275590551,0.8274925595238096,0.5035714395344257,0.65625,0.44360119476914406
9,0.030885265486775525,0.23848989381726196,68.50393700787401,0.850186011904762,0.6836535148322582,0.5803571483120322,0.9160714317113161
10,0.7154359958246521,0.11897030363395951,81.10236220472441,0.8630208333333333,0.7117063608020544,0.8322916701436043,0.6854166723787785
11,0.6351566454431273,0.11174453128361224,73.22834645669292,0.8039806547619048,0.679468110203743,0.6367559563368559,0.7864583358168602
12,0.2574688421369247,0.09252169012782749,76.37795275590551,0.8786458333333333,0.7221726272255182,0.6927083376795053,0.8380952421575785
13,0.035442977065505005,0.15568327322456849,74.01574803149606,0.8872395833333333,0.7411505430936813,0.6505208406597376,0.9260416701436043
14,0.00687183281268134,0.15398336385911476,79.52755905511812,0.8317708333333333,0.6416666731238365,0.7031250055879354,0.6364583410322666
15,1.2641018182249707e-05,0.1892061774418156,76.37795275590551,0.8346354166666666,0.7111336663365364,0.6812500040978193,0.7906250022351742
16,0.027388492924808237,0.2364647186461113,74.80314960629921,0.8208333333333333,0.7002660650759935,0.6958333402872086,0.7708333414047956
17,0.006011836119626975,0.19146132969925966,75.59055118110236,0.8453124999999999,0.7214466258883476,0.7135416753590107,0.7770833410322666
