,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3
,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test
0,0.6935575304892245,0.6921118106616618,63.63636363636363,0.84375,0.20000000298023224,0.5,0.125
1,0.4464399470419599,0.7598231047824435,54.54545454545454,0.625,0.0,0.0,0.0
2,0.5849217668843523,0.6588047745590635,45.45454545454545,0.875,0.5833333432674408,0.4166666716337204,1.0
3,0.5211074398167455,0.6906733529478153,54.54545454545454,0.65,0.38461539149284363,0.3125,0.5
4,0.454995461766919,0.6553633487530738,63.63636363636363,0.7,0.6666666716337204,0.6666666716337204,0.6666666716337204
5,1.0103227534340928,0.8584250947290714,54.54545454545454,0.6833333333333333,0.4166666865348816,0.3571428656578064,0.5
6,0.39526009474777546,0.7376154198114335,54.54545454545454,0.59375,0.0,0.0,0.0
7,0.31691076536214247,0.6072654016502288,54.54545454545454,0.6166666666666667,0.3636363744735718,0.3333333432674408,0.4000000059604645
8,0.21398420382645603,0.7623740812943768,54.54545454545454,0.8333333333333333,0.0,0.0,0.0
9,0.5224812638931363,0.5893367394288828,63.63636363636363,0.6833333333333333,0.3636363744735718,0.3333333432674408,0.4000000059604645
10,0.30039192686052274,0.6830563925604867,63.63636363636363,0.59375,0.2857142686843872,0.3333333432674408,0.25
11,0.16747455433896125,0.6686052699886651,54.54545454545454,0.5,0.4000000059604645,0.3333333432674408,0.5
12,0.33146726215027283,0.8513616596714797,63.63636363636363,0.375,0.20000000298023224,0.5,0.125
13,0.3080234244113732,0.8016821703297302,54.54545454545454,0.78125,0.6333333551883698,0.5,0.875
14,0.30909364026234676,0.9675005673361187,45.45454545454545,0.55,0.0,0.0,0.0
15,0.043472715008616644,0.8628431738165191,54.54545454545454,0.375,0.5833333432674408,0.46666668355464935,0.875
16,0.026685709994738877,0.9728321344518012,45.45454545454545,0.23333333333333334,0.20000000298023224,0.25,0.1666666716337204
17,0.14394357069403924,1.3386355029390509,54.54545454545454,0.8,0.722222238779068,0.6666666716337204,0.8333333432674408
18,0.11748585601176446,1.0025244195978937,45.45454545454545,0.65625,0.5,0.5,0.5
19,0.02991606137301337,1.01905147819145,54.54545454545454,0.6875,0.6333333551883698,0.5,0.875
20,0.02164268219374903,1.025279257652821,54.54545454545454,0.6666666666666666,0.6428571343421936,0.625,0.6666666716337204
21,0.05388868342478668,1.0674555186563155,63.63636363636363,0.7333333333333334,0.75,0.7000000029802322,0.8333333432674408
22,0.06915866743737391,1.0888665628875707,63.63636363636363,0.375,0.625,0.5416666716337204,0.875
23,0.011083637262443108,1.1254496071183817,63.63636363636363,0.7666666666666666,0.75,0.7000000029802322,0.8333333432674408
24,0.011131172118558033,1.1830786394372004,63.63636363636363,0.7333333333333334,0.75,0.7000000029802322,0.8333333432674408
25,0.01754419421024955,1.1735691855084605,54.54545454545454,0.5,0.5833333432674408,0.5,0.75
26,0.015821260816631686,1.271333937916314,63.63636363636363,0.75,0.6666666865348816,0.550000011920929,0.875
27,0.004695312934165547,1.275052729601824,63.63636363636363,0.34375,0.4000000059604645,0.3333333432674408,0.5
28,0.00789324324067405,1.2909703754539175,63.63636363636363,0.45,0.3636363744735718,0.3333333432674408,0.4000000059604645
29,0.002487143738613304,1.3153440618485588,63.63636363636363,0.6875,0.800000011920929,0.75,0.875
30,0.00247055078861638,1.36696503262217,63.63636363636363,0.59375,0.800000011920929,0.75,0.875
31,0.0051744054291867955,1.3575047467285595,63.63636363636363,0.5,0.6857143044471741,0.7000000029802322,0.8333333432674408
32,0.0037332796167952,1.3796749023689245,63.63636363636363,0.45,0.6857142746448517,0.5833333432674408,0.8333333432674408
33,0.0029183825760177176,1.3844040622454175,63.63636363636363,0.55,0.40000003576278687,0.4000000059604645,0.4000000059604645
34,0.0023641706348879556,1.4338527446156886,63.63636363636363,0.34375,0.625,0.5416666716337204,0.875
35,0.0020650220323610614,1.4084816786950638,63.63636363636363,0.40625,0.444444477558136,0.4000000059604645,0.5
36,0.004189152301328951,1.4195492295565288,63.63636363636363,0.36666666666666664,0.625,0.550000011920929,0.75
37,0.0028798254832240596,1.4891576060118685,63.63636363636363,0.45,0.3636363744735718,0.3333333432674408,0.4000000059604645
38,0.0038853710400174393,1.4190067864335922,54.54545454545454,0.26666666666666666,0.5357142686843872,0.5,0.5833333432674408
39,0.002656486659899511,1.5099564989463574,54.54545454545454,0.4375,0.4000000059604645,0.3333333432674408,0.5
40,0.0017747262435195987,1.4315143972705642,54.54545454545454,0.5,0.5833333432674408,0.5,0.75
41,0.0011619219410427205,1.5161430068098296,63.63636363636363,0.5833333333333333,0.625,0.550000011920929,0.75
42,0.0008822163527589441,1.4697354261601878,63.63636363636363,0.5,0.6666666865348816,0.550000011920929,0.875
43,0.002392080242862818,1.4958175199736126,63.63636363636363,0.55,0.6666666865348816,0.75,0.75
44,0.0013254055041845173,1.5204394280153877,63.63636363636363,0.40625,0.444444477558136,0.4000000059604645,0.5
45,0.001227920475737754,1.5172926311982347,63.63636363636363,0.55,0.40000003576278687,0.4000000059604645,0.4000000059604645
46,0.0022444054350460613,1.5229467782764452,63.63636363636363,0.7333333333333334,0.75,0.7000000029802322,0.8333333432674408
47,0.002574065834691331,1.5849130419329702,63.63636363636363,0.6666666666666666,0.75,0.7000000029802322,0.8333333432674408
48,0.0021835387279751234,1.5105274244429525,54.54545454545454,0.71875,0.5833333432674408,0.5,0.75
49,0.0018183584480424026,1.6019513904643714,63.63636363636363,0.5625,0.6666666865348816,0.550000011920929,0.875
50,0.0022558608113283423,1.5733408557041348,63.63636363636363,0.4,0.625,0.550000011920929,0.75
51,0.001047766337789926,1.5594441005529154,63.63636363636363,0.34375,0.625,0.5416666716337204,0.875
52,0.0010799551272018225,1.5891991146388784,63.63636363636363,0.5166666666666666,0.3636363744735718,0.3333333432674408,0.4000000059604645
