,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,HSJ,HSJ,HSJ,HSJ,HSJ,HSJ,HSJ,SZ3,SZ3,SZ3,SZ3,SZ3,SZ3,SZ3,SZ6,SZ6,SZ6,SZ6,SZ6,SZ6,SZ6,Svip1,Svip1,Svip1,Svip1,Svip1,Svip1,Svip1,Svip2,Svip2,Svip2,Svip2,Svip2,Svip2,Svip2,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027
9,0.6903274572999691,0.70396576795179,50.0,0.6541666666666667,0.22857142488161722,0.2777777810891469,0.1944444477558136,0.6425361402471408,70.0,0.48333333333333334,0.8846153914928436,0.8125,1.0,0.6915311670235016,0.7089175885973611,53.333333333333336,0.75,0.5512820184230804,0.4571428671479225,0.9166666567325592,0.7314398631991806,0.7283080523217416,28.57142857142857,0.25,0.0,0.0,0.0,0.850819271936234,0.6505611971389651,57.14285714285714,0.6,0.7272727489471436,0.6666666865348816,0.800000011920929,0.6930063182265129,0.6619177088493572,50.0,1.0,0.0,0.0,0.0,0.6746398253702738,0.6275445062000423,57.14285714285714,0.9166666666666666,0.0,0.0,0.0,0.5713761801059591,0.5106991675703193,66.66666666666666,0.75,0.0,0.0,0.0,0.48644538129023523,0.7436794384087416,42.857142857142854,0.0,0.0,0.0,0.0,0.605831566565618,0.6933222948356061,50.0,0.4375,0.6666666865348816,0.5,1.0,0.7141325316337298,0.7654706237088916,50.0,0.75,0.6666666865348816,0.5,1.0,0.7481988614233419,0.7133648162826068,60.0,0.5166666666666666,0.6666666865348816,0.875,0.550000011920929,0.6928578416826094,0.616243062623594,70.0,0.6166666666666667,0.8846153914928436,0.8125,1.0,0.693097820662654
10,0.9594224450388916,0.9656920241180159,44.44444444444444,0.6958333333333333,0.6262626449267069,0.4583333333333333,1.0,0.6284592714857471,70.0,0.5833333333333333,0.8846153914928436,0.8125,1.0,0.27950209501498324,0.8060206103954864,53.333333333333336,0.59375,0.6666666865348816,0.5,1.0,0.823644258321801,0.8158261319939131,42.857142857142854,0.25,0.3333333432674408,0.3333333432674408,0.3333333432674408,0.5813049495044105,0.6736645433455618,71.42857142857143,0.3,0.8333333730697632,0.7142857313156128,1.0,0.6764223176573193,0.6274282013380597,66.66666666666666,0.7777777777777778,0.75,0.6000000238418579,1.0,0.2662408047553024,0.9287131739815082,57.14285714285714,0.8333333333333334,0.0,0.0,0.0,0.4021933029877025,0.558336068730418,66.66666666666666,0.6666666666666667,0.0,0.0,0.0,0.6516716808058651,0.6927066298805754,57.14285714285714,1.0,0.4000000059604645,1.0,0.25,0.6630342350184467,0.6931154085157328,50.0,0.5625,0.6666666865348816,0.5,1.0,0.6915626120649944,0.9005345822302363,50.0,0.55,0.7727272808551788,0.6875,1.0,0.721369155119777,0.694025698427597,20.0,0.6666666666666666,0.0,0.0,0.0,0.6683885072921631,0.627700660413461,70.0,0.48333333333333334,0.8846153914928436,0.8125,1.0,0.6161765432135378
11,0.6320358777738414,0.7358822588593819,61.111111111111114,0.47222222222222215,0.4696969787279765,0.3888888855775197,0.6666666666666666,0.6078874366741912,70.0,0.7083333333333334,0.761904776096344,0.625,1.0,0.6190307239526354,0.7283375366698063,53.333333333333336,0.5416666666666667,0.20000000298023224,0.5,0.125,0.7437750041330267,0.829323648506138,28.57142857142857,0.25,0.2857142686843872,0.25,0.3333333432674408,0.6100288552432425,0.6531537184008289,71.42857142857143,0.4,0.8333333730697632,0.7142857313156128,1.0,0.5974878040630553,0.6109284579781952,66.66666666666666,1.0,0.75,0.6000000238418579,1.0,0.6926307768177421,0.7154925399506344,57.14285714285714,0.9166666666666666,0.0,0.0,0.0,0.5008138690067673,0.6431746467580051,55.55555555555556,0.5833333333333333,0.20000000298023224,0.25,0.1666666716337204,0.5943148669589594,0.6931714432959125,28.57142857142857,0.5,0.444444477558136,0.4000000059604645,0.5,0.5750602871864776,0.6928652178181958,50.0,0.8125,0.3333333432674408,0.5,0.25,0.693237407643335,0.736189907118307,50.0,0.48333333333333334,0.7727272808551788,0.6875,1.0,0.7012300114021194,0.6858233162271793,30.0,0.25,0.0,0.0,0.0,0.7022875541172237,0.576003945632882,70.0,0.8333333333333333,0.761904776096344,0.625,1.0,0.6139030625994317
12,0.6666453546290042,0.7395507612448238,61.111111111111114,0.47222222222222227,0.3757575849692027,0.3777777850627899,0.3888888955116272,0.6119446740840722,70.0,0.8333333333333333,0.761904776096344,0.625,1.0,0.43845704259936025,0.7134759494275003,53.333333333333336,0.6041666666666667,0.472222238779068,0.7000000029802322,0.4166666716337204,0.5248638964231511,0.9993856773378348,28.57142857142857,0.25,0.2857142686843872,0.25,0.3333333432674408,0.5754796576873359,0.6785615985081306,57.14285714285714,0.5,0.7272727489471436,0.6666666865348816,0.800000011920929,0.8852822789616132,0.5305337059640315,66.66666666666666,0.7777777777777778,0.6666666865348816,0.6666666865348816,0.6666666865348816,0.3517054374235921,0.7997035994416992,57.14285714285714,0.8333333333333334,0.0,0.0,0.0,1.1074806417491503,0.5649721087636127,77.77777777777779,0.625,0.3333333432674408,0.5,0.25,0.5336957222271029,0.8101555326731651,42.857142857142854,0.0,0.0,0.0,0.0,0.5207319249463862,0.6927708533832727,50.0,0.6875,0.6666666865348816,0.5,1.0,0.6910901338894977,0.8944367268285951,50.0,0.5166666666666666,0.38461539149284363,0.3125,0.5,0.4630282686322442,0.7096577320145929,30.0,0.5166666666666666,0.1428571492433548,0.25,0.10000000149011612,0.973304785718185,0.5776118452147927,70.0,0.4166666666666667,0.761904776096344,0.625,1.0,0.5148330158963752
13,0.8758970077702936,0.67264578683637,55.55555555555556,0.9166666666666666,0.46666666865348816,0.6111111144224802,0.5666666676600774,0.6780937549423294,60.0,0.65,0.40000003576278687,0.4000000059604645,0.4000000059604645,0.7657128341778389,0.7345240063983416,46.666666666666664,0.5666666666666667,0.5416666865348816,0.4404762014746666,0.75,0.583485266722639,1.0056219505800919,42.857142857142854,0.08333333333333333,0.5999999642372131,0.4285714328289032,1.0,0.5260213817759807,0.6277738141790686,57.14285714285714,0.6,0.7272727489471436,0.6666666865348816,0.800000011920929,0.49350911458128277,0.5052319333805787,50.0,0.7777777777777778,0.5714285373687744,0.5,0.6666666865348816,0.3211449329518073,0.7501300015614552,57.14285714285714,0.9166666666666666,0.0,0.0,0.0,0.6905351429572404,0.7383984132041792,33.33333333333333,0.5833333333333333,0.222222238779068,0.1666666716337204,0.3333333432674408,0.41936341559860585,0.8538169344620367,42.857142857142854,0.08333333333333333,0.0,0.0,0.0,0.4936560195464101,0.6932329340699191,25.0,0.5,0.0,0.0,0.0,0.6889937434987387,0.7522549688560898,50.0,0.55,0.7727272808551788,0.6875,1.0,0.7240556462667816,0.9105029865134181,30.0,0.375,0.0,0.0,0.0,0.6218429884682704,0.6057241904324632,70.0,0.4642857142857143,0.46666666865348816,0.4375,0.5,0.8913284165236753
14,0.5523762765750876,0.7424265843535829,61.111111111111114,0.49722222222222223,0.6111111243565878,0.5555555621782938,0.7222222288449606,0.5822472042891709,70.0,0.55,0.8846153914928436,0.8125,1.0,0.3745562032041837,0.8717152758375543,46.666666666666664,0.5729166666666666,0.6333333253860474,0.4642857164144516,1.0,0.587646313720064,1.4096910509256702,28.57142857142857,0.16666666666666666,0.444444477558136,0.3333333432674408,0.6666666865348816,0.914216027059012,0.7330532852793326,57.14285714285714,0.4,0.7272727489471436,0.6666666865348816,0.800000011920929,0.7047137092216446,0.5365849610802302,66.66666666666666,0.7777777777777778,0.75,0.6000000238418579,1.0,0.21460992345994365,0.9290980044298404,57.14285714285714,0.9166666666666666,0.0,0.0,0.0,0.3378613118130587,0.5612274638796811,77.77777777777779,0.65,0.375,0.30000001192092896,0.5,0.32871941306646635,0.7645935858985059,57.14285714285714,0.4166666666666667,0.4000000059604645,1.0,0.25,0.6012718663298952,0.6929995448795165,37.5,0.5625,0.2857142686843872,0.3333333432674408,0.25,0.6937958796960709,0.8981481254152166,50.0,0.5166666666666666,0.38461539149284363,0.3125,0.5,0.6073099388978849,0.7158417600951079,30.0,0.48333333333333334,0.0,0.0,0.0,0.6817816782042326,0.6291958066221471,70.0,0.6166666666666667,0.8846153914928436,0.8125,1.0,0.2900735547556611
15,0.23492850854174474,0.6803921400009679,61.111111111111114,0.6777777777777777,0.32380953431129456,0.5,0.2444444497426351,0.6005761129204211,70.0,0.8333333333333333,0.761904776096344,0.625,1.0,0.5801085525695161,0.785605905067139,53.333333333333336,0.6666666666666666,0.6636363565921783,0.5000000149011612,1.0,0.8562905139781556,1.6218917878331087,28.57142857142857,0.25,0.2857142686843872,0.25,0.3333333432674408,0.6474203320736507,0.5985348446241616,42.857142857142854,0.6,0.6000000238418579,0.6000000238418579,0.6000000238418579,0.5443768178287165,0.4026623864773109,83.33333333333334,0.8888888888888888,0.800000011920929,1.0,0.6666666865348816,1.206035598627036,0.7117844944539881,57.14285714285714,1.0,0.0,0.0,0.0,0.420719647665567,1.111880525872103,33.33333333333333,0.5,0.625,0.5833333358168602,0.75,0.8597716415459341,0.9224169546606568,42.857142857142854,0.4166666666666667,0.0,0.0,0.0,0.504258969989864,0.6910971362528688,50.0,0.8125,0.6666666865348816,0.5,1.0,0.5806738978504716,0.7867694794628256,50.0,0.55,0.7727272808551788,0.6875,1.0,0.5087280270178106,0.6712831007087612,30.0,0.7916666666666667,0.0,0.0,0.0,0.6669999861748456,0.5825521565157967,70.0,0.55,0.8636363744735718,0.8333333432674408,0.9000000059604645,0.8721040224404086
16,0.2940339290516898,0.6922285470575588,66.66666666666666,0.6041666666666666,0.4166666666666667,0.4166666666666667,0.4166666666666667,0.5726289779661172,70.0,0.6833333333333333,0.8846153914928436,0.8125,1.0,0.458875386537974,0.8136228760608346,60.0,0.575,0.6500000059604645,0.533333346247673,0.8333333432674408,0.7585314308838056,1.3849511946285966,42.857142857142854,0.25,0.5,0.4000000059604645,0.6666666865348816,0.551040435221477,0.688961738731421,42.857142857142854,0.6,0.6000000238418579,0.6000000238418579,0.6000000238418579,0.5463368766101186,0.4010345199452541,83.33333333333334,1.0,0.800000011920929,1.0,0.6666666865348816,0.08909184084327913,0.933046741742668,57.14285714285714,0.9166666666666666,0.0,0.0,0.0,0.1633613859101948,0.6237470456808958,66.66666666666666,0.55,0.0,0.0,0.0,0.6074003004372545,0.8393434782047909,42.857142857142854,0.4166666666666667,0.0,0.0,0.0,0.5366586565891743,0.682940375171646,62.5,0.8125,0.7272727489471436,0.5714285969734192,1.0,0.7724888592651462,0.8376870717529654,50.0,0.75,0.6666666865348816,0.5,1.0,0.41682169036293826,0.8726829519089166,30.0,0.6166666666666667,0.0,0.0,0.0,0.6119727178504989,0.7909941710060966,70.0,0.5833333333333333,0.8846153914928436,0.8125,1.0,0.2891455911622015
17,0.7503354103323838,0.7232102951546833,66.66666666666666,0.75,0.5185185472170512,0.46666667858759564,0.5833333333333334,0.6003831242866982,70.0,0.4166666666666667,0.761904776096344,0.625,1.0,0.5809666790096352,0.818444495822822,53.333333333333336,0.55,0.25,0.5,0.1666666716337204,0.3534127912946244,0.9985160283765838,28.57142857142857,0.3333333333333333,0.2857142686843872,0.25,0.3333333432674408,0.6191389976513232,0.6543582920925545,71.42857142857143,0.6,0.75,1.0,0.6000000238418579,0.47859898476350643,0.34280039262429485,83.33333333333334,1.0,0.800000011920929,1.0,0.6666666865348816,0.5848749014098612,0.5364045706477594,71.42857142857143,0.9166666666666666,0.5,1.0,0.3333333432674408,1.441362035953811,0.5693248118972475,77.77777777777779,0.7166666666666667,0.25,0.5,0.1666666716337204,0.18641657428290986,0.8107057297093877,42.857142857142854,0.5833333333333334,0.0,0.0,0.0,0.7931030686754401,0.6143502978022664,50.0,1.0,0.6666666865348816,0.5,1.0,0.49150731903214856,0.7607653660042171,50.0,0.5166666666666666,0.38461539149284363,0.3125,0.5,0.6537361934487013,0.8889075086504139,30.0,0.4583333333333333,0.0,0.0,0.0,0.46766255607618157,0.7498891804732111,70.0,0.55,0.8846153914928436,0.8125,1.0,0.4543318830239836
18,0.25470846899857963,0.7848323891382996,61.111111111111114,0.8069444444444445,0.13333333532015482,0.3333333333333333,0.08333333333333333,0.5303865443449214,70.0,0.55,0.8846153914928436,0.8125,1.0,0.37554134884145285,0.7076374110433347,60.0,0.4666666666666667,0.48571427166461945,0.75,0.4583333432674408,0.4872283631848811,1.3189503618188019,42.857142857142854,0.25,0.0,0.0,0.0,0.5195050163495099,0.6744528585049719,71.42857142857143,0.7,0.75,1.0,0.6000000238418579,0.6242825917906495,0.5412787169096552,66.66666666666666,1.0,0.5,1.0,0.3333333432674408,0.05191021240520767,0.5031424736635325,57.14285714285714,1.0,0.0,0.0,0.0,1.0969825480251305,0.6798118434933257,77.77777777777779,0.5166666666666666,0.25,0.5,0.1666666716337204,0.10854099744169513,1.4133584326968591,42.857142857142854,0.25,0.0,0.0,0.0,0.4744487833690066,0.6909539486841492,50.0,0.875,0.6666666865348816,0.5,1.0,0.9057545904172751,0.7900103637538033,50.0,0.6875,0.6666666865348816,0.5,1.0,0.7101243552720033,0.6644313489151088,40.0,0.5,0.25,0.5,0.1666666716337204,0.3836539138766181,0.5812817096078112,60.0,0.5833333333333333,0.800000011920929,0.800000011920929,0.800000011920929,0.22584092292858748
