,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,HSJ,HSJ,HSJ,HSJ,HSJ,HSJ,HSJ,NYU,NYU,NYU,NYU,NYU,NYU,NYU,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ2,SZ2,SZ2,SZ2,SZ2,SZ2,SZ2,SZ3,SZ3,SZ3,SZ3,SZ3,SZ3,SZ3,SZ6,SZ6,SZ6,SZ6,SZ6,SZ6,SZ6,Svip1,Svip1,Svip1,Svip1,Svip1,Svip1,Svip1,Svip2,Svip2,Svip2,Svip2,Svip2,Svip2,Svip2,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,USM,USM,USM,USM,USM,USM,USM
,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train
0,3259.445336915297,2956.273644648859,0.0,0.0,0.0,0.0,0.0,94.94734836828451,0.0,0.0,0.0,0.0,0.0,33.7024585043213,14.009424547741695,0.0,0.0,0.0,0.0,0.0,16.852353770688687,84.41193046566286,0.0,0.0,0.0,0.0,0.0,59.9989231091917,1055.4666763713456,0.0,0.0,0.0,0.0,0.0,1268.0905609160218,24.857574907406256,0.0,0.0,0.0,0.0,0.0,79.9916353104171,1232.6442137538936,0.0,0.0,0.0,0.0,0.0,1253.6194790001505,977.8315798857179,0.0,0.0,0.0,0.0,0.0,1414.8333870487684,1038.8494564285509,0.0,0.0,0.0,0.0,0.0,1606.033143627439,680.9170791493322,0.0,0.0,0.0,0.0,0.0,690.3107848918573,318.97027347844625,0.0,0.0,0.0,0.0,0.0,561.17882944453,137.1429336536782,0.0,0.0,0.0,0.0,0.0,450.39821000748907,92.05019006629995,0.0,0.0,0.0,0.0,0.0,162.7945856353163,148.49680974571027,0.0,0.0,0.0,0.0,0.0,274.07450465835075,3946.793994468496,0.0,0.0,0.0,0.0,0.0,3840.74692225263,2406.2390584010177,0.0,0.0,0.0,0.0,0.0,2283.0179094937153,105.35366747197757,0.0,0.0,0.0,0.0,0.0,432.9084203788525
1,2569.5137788691836,2279.6583737064134,0.0,0.0,0.0,0.0,0.0,9.620963511944755,0.0,0.0,0.0,0.0,0.0,23.27914285909671,6.175505661295864,0.0,0.0,0.0,0.0,0.0,1.6664769103168031,38.57272964228538,0.0,0.0,0.0,0.0,0.0,46.06982858030644,1008.9181943545698,0.0,0.0,0.0,0.0,0.0,1091.7978207905487,12.36181735410241,0.0,0.0,0.0,0.0,0.0,31.628822305953065,697.0378695945244,0.0,0.0,0.0,0.0,0.0,366.12834303283626,714.3501450790789,0.0,0.0,0.0,0.0,0.0,407.4359151979715,1037.4289086185804,0.0,0.0,0.0,0.0,0.0,964.387971848973,539.2638187504847,0.0,0.0,0.0,0.0,0.0,521.9026328230425,275.01413981481284,0.0,0.0,0.0,0.0,0.0,308.0793560544152,9.333349243603909,0.0,0.0,0.0,0.0,0.0,87.02921325872683,38.78894927680706,0.0,0.0,0.0,0.0,0.0,7.7497486479686195,108.2431010532434,0.0,0.0,0.0,0.0,0.0,89.16490761977812,2707.4082215922576,0.0,0.0,0.0,0.0,0.0,2830.028405315629,1391.501740195501,0.0,0.0,0.0,0.0,0.0,1318.6141072047803,69.6527877276411,0.0,0.0,0.0,0.0,0.0,198.0056502107048
2,1528.8770505064383,1610.763758428569,0.0,0.0,0.0,0.0,0.0,5.919415628563157,0.0,0.0,0.0,0.0,0.0,2.9925063311990963,6.151211688937345,0.0,0.0,0.0,0.0,0.0,4.188068300373947,11.96625581928448,0.0,0.0,0.0,0.0,0.0,15.066666806346523,607.1069838002151,0.0,0.0,0.0,0.0,0.0,320.47757555392724,49.909574763538394,0.0,0.0,0.0,0.0,0.0,87.41302288439775,405.61783511934664,0.0,0.0,0.0,0.0,0.0,55.95858071238686,301.33852434977257,0.0,0.0,0.0,0.0,0.0,109.68452498423865,1035.0402580651785,0.0,0.0,0.0,0.0,0.0,2117.5187305392615,370.9369866520505,0.0,0.0,0.0,0.0,0.0,141.73520502219105,433.80547910964594,0.0,0.0,0.0,0.0,0.0,554.1709808165148,43.92658543543663,0.0,0.0,0.0,0.0,0.0,106.67547793558956,80.14534061897173,0.0,0.0,0.0,0.0,0.0,5.798491054454597,114.3019356883895,0.0,0.0,0.0,0.0,0.0,73.64360925952026,1808.5475147023378,0.0,0.0,0.0,0.0,0.0,2244.0887659119303,594.889952495353,0.0,0.0,0.0,0.0,0.0,523.620731131771,72.87458670506122,0.0,0.0,0.0,0.0,0.0,58.61896799675517
3,1090.7831558310365,1071.8535256784608,0.0,0.0,0.0,0.0,0.0,4.509308766872097,0.0,0.0,0.0,0.0,0.0,4.915261768963203,3.0767933858829735,0.0,0.0,0.0,0.0,0.0,4.2477144745140345,15.98522790146197,0.0,0.0,0.0,0.0,0.0,33.610922149349925,312.7417690506363,0.0,0.0,0.0,0.0,0.0,481.3055980139485,36.462392426908636,0.0,0.0,0.0,0.0,0.0,16.211787011087175,313.5637454486686,0.0,0.0,0.0,0.0,0.0,134.11195596143986,116.19164760441325,0.0,0.0,0.0,0.0,0.0,175.23576376236576,800.3913514192445,0.0,0.0,0.0,0.0,0.0,795.676070698366,180.64748833351362,0.0,0.0,0.0,0.0,0.0,161.19030853695324,397.35546040389613,0.0,0.0,0.0,0.0,0.0,205.49557887421773,104.24905342090325,0.0,0.0,0.0,0.0,0.0,161.76819059734538,98.900096083889,0.0,0.0,0.0,0.0,0.0,73.00283422547739,96.14096750914655,0.0,0.0,0.0,0.0,0.0,151.3605199056648,1353.7583099139877,0.0,0.0,0.0,0.0,0.0,1885.7133217998569,199.43544130348954,0.0,0.0,0.0,0.0,0.0,107.9144067998678,51.277263321251745,0.0,0.0,0.0,0.0,0.0,53.283378703663814
4,781.3496285338409,461.2589660998627,0.0,0.0,0.0,0.0,0.0,5.39485477651999,0.0,0.0,0.0,0.0,0.0,2.979809744980437,3.482273149735642,0.0,0.0,0.0,0.0,0.0,2.369937543991426,7.837037557214215,0.0,0.0,0.0,0.0,0.0,41.42469253590005,181.6464288893478,0.0,0.0,0.0,0.0,0.0,272.65408203502557,10.629307067223902,0.0,0.0,0.0,0.0,0.0,38.51609340110305,290.7216550669039,0.0,0.0,0.0,0.0,0.0,10.953025044399975,134.45663584891545,0.0,0.0,0.0,0.0,0.0,104.50048273778899,311.77029922220873,0.0,0.0,0.0,0.0,0.0,7.037419090761718,117.29689138984943,0.0,0.0,0.0,0.0,0.0,38.217388848925665,171.85747075687217,0.0,0.0,0.0,0.0,0.0,337.5643795677415,27.50113568928025,0.0,0.0,0.0,0.0,0.0,124.78283510410583,28.106020253685504,0.0,0.0,0.0,0.0,0.0,7.3203142486326085,115.85836899680446,0.0,0.0,0.0,0.0,0.0,5.075579925795408,876.7326119806218,0.0,0.0,0.0,0.0,0.0,1061.4137833360428,188.34234528778595,0.0,0.0,0.0,0.0,0.0,64.88725161901613,87.69773635829375,0.0,0.0,0.0,0.0,0.0,68.07048555816526
5,172.81873317556716,198.52399894979163,0.0,0.0,0.0,0.0,0.0,7.751685701201557,0.0,0.0,0.0,0.0,0.0,17.645555466643497,23.810866695202193,0.0,0.0,0.0,0.0,0.0,2.295529250094895,6.32040044755297,0.0,0.0,0.0,0.0,0.0,2.039792845819886,133.2452211029121,0.0,0.0,0.0,0.0,0.0,221.97678523581183,19.731567271957925,0.0,0.0,0.0,0.0,0.0,103.38693191801724,283.87764319996404,0.0,0.0,0.0,0.0,0.0,250.32012935366822,82.81286255803072,0.0,0.0,0.0,0.0,0.0,13.377617930977934,148.02912287628934,0.0,0.0,0.0,0.0,0.0,14.279508049148216,93.72907071791951,0.0,0.0,0.0,0.0,0.0,143.98401631568066,185.23767576592252,0.0,0.0,0.0,0.0,0.0,258.6227300351048,31.001880148465716,0.0,0.0,0.0,0.0,0.0,235.3039772787446,23.250106844790018,0.0,0.0,0.0,0.0,0.0,49.94712284711997,94.98488854997782,0.0,0.0,0.0,0.0,0.0,270.04738887901203,225.79819786243056,0.0,0.0,0.0,0.0,0.0,747.5599965302622,86.77271073109097,0.0,0.0,0.0,0.0,0.0,135.50968175384872,57.383198251109924,0.0,0.0,0.0,0.0,0.0,32.176386785421876
6,68.65690483386399,210.92740038701027,0.0,0.0,0.0,0.0,0.0,5.401769608722329,0.0,0.0,0.0,0.0,0.0,2.042836614068765,24.38566950763669,0.0,0.0,0.0,0.0,0.0,11.18237610190463,10.181437374444887,0.0,0.0,0.0,0.0,0.0,6.386630748344488,123.6765910879728,0.0,0.0,0.0,0.0,0.0,265.5932580349597,25.670277219764767,0.0,0.0,0.0,0.0,0.0,24.761378828559863,258.5275378461886,0.0,0.0,0.0,0.0,0.0,201.777379232403,84.23909676871449,0.0,0.0,0.0,0.0,0.0,50.13071330439786,124.42815527127516,0.0,0.0,0.0,0.0,0.0,2.001770941250012e-07,77.91141965827738,0.0,0.0,0.0,0.0,0.0,40.22289342880577,184.4233346476948,0.0,0.0,0.0,0.0,0.0,188.04388837965752,26.661665454516562,0.0,0.0,0.0,0.0,0.0,163.6721997664307,21.956620702322592,0.0,0.0,0.0,0.0,0.0,5.405725225149599,83.95164483476555,0.0,0.0,0.0,0.0,0.0,97.83705871573568,159.0330752891292,0.0,0.0,0.0,0.0,0.0,163.05007846840255,85.80360087222981,0.0,0.0,0.0,0.0,0.0,71.91174877869969,57.304771924301555,0.0,0.0,0.0,0.0,0.0,35.380806033974764
7,87.3505636407208,326.40665621632775,0.0,0.0,0.0,0.0,0.0,22.679057775455323,0.0,0.0,0.0,0.0,0.0,0.1815105664586348,39.38389638197476,0.0,0.0,0.0,0.0,0.0,4.2893731951266645,13.797596351680621,0.0,0.0,0.0,0.0,0.0,5.982057617305579,130.35766432852023,0.0,0.0,0.0,0.0,0.0,236.86142437942274,31.947910535963675,0.0,0.0,0.0,0.0,0.0,48.291218057912296,224.37685381412726,0.0,0.0,0.0,0.0,0.0,11.587389534363,71.75038106809802,0.0,0.0,0.0,0.0,0.0,33.57166213207938,125.39079277804139,0.0,0.0,0.0,0.0,0.0,119.46075243734353,68.10617078822916,0.0,0.0,0.0,0.0,0.0,87.71380013674136,157.26465772461702,0.0,0.0,0.0,0.0,0.0,220.47311026105908,25.425176974215145,0.0,0.0,0.0,0.0,0.0,30.1460546215197,22.64339396078168,0.0,0.0,0.0,0.0,0.0,6.420868240058298,95.16669827183881,0.0,0.0,0.0,0.0,0.0,246.61203843020468,159.33941140178823,0.0,0.0,0.0,0.0,0.0,90.58355472289253,117.04445282460763,0.0,0.0,0.0,0.0,0.0,126.25860205965705,46.619352980919096,0.0,0.0,0.0,0.0,0.0,76.19722018140746
8,92.97047806703394,434.681879497581,0.0,0.0,0.0,0.0,0.0,10.282439436239756,0.0,0.0,0.0,0.0,0.0,17.133327599662646,12.243967325120803,0.0,0.0,0.0,0.0,0.0,4.487068636351838,14.785264407650825,0.0,0.0,0.0,0.0,0.0,8.599668395182448,167.9289250560209,0.0,0.0,0.0,0.0,0.0,210.5506092060583,22.188876609675294,0.0,0.0,0.0,0.0,0.0,21.66992574868473,205.35528935874356,0.0,0.0,0.0,0.0,0.0,158.98289094651324,108.1104232470615,0.0,0.0,0.0,0.0,0.0,13.957743386030552,101.33549056393149,0.0,0.0,0.0,0.0,0.0,54.11984330117224,84.09088807650235,0.0,0.0,0.0,0.0,0.0,69.29858600893789,387.18582937534234,0.0,0.0,0.0,0.0,0.0,59.4587008206987,95.63197264157955,0.0,0.0,0.0,0.0,0.0,31.413270206380293,37.093242466815745,0.0,0.0,0.0,0.0,0.0,66.796307431959,95.13119973310722,0.0,0.0,0.0,0.0,0.0,103.67522938836763,282.5947801089784,0.0,0.0,0.0,0.0,0.0,86.12035543618036,204.11523717927685,0.0,0.0,0.0,0.0,0.0,261.8282071995552,132.26176145487028,0.0,0.0,0.0,0.0,0.0,137.79474953051425
