,USM,USM,USM
,Loss/train,Loss/test,Accuracy/test
0,406.7807186954933,115.26429751113686,0.0
1,266.5858519649237,88.41149970791088,0.0
2,158.42529655038334,52.920059066632966,0.0
3,131.35177921902672,24.830476338278217,0.0
4,180.0826581843661,18.38532974860998,0.0
5,140.722808665998,18.67439139323546,0.0
6,68.21447820791101,21.201899639699977,0.0
7,114.8646851236547,27.449275767607826,0.0
8,47.53787368587483,36.250746802008116,0.0
9,97.9072684041925,40.19628324378993,0.0
10,108.55871247190434,38.77679833734685,0.0
11,54.01744795802743,31.03496472881037,0.0
12,58.780171383618125,21.85480228866729,0.0
13,60.96754093144795,19.705243854591263,0.0
14,103.07048771554172,18.520088755352937,0.0
15,45.23714018714524,22.578495966039256,0.0
16,63.2043536848316,26.083549625243407,0.0
17,16.094961355957324,24.79883632737877,0.0
18,15.39508788077437,21.29276227016722,0.0
19,23.640537225584744,19.45932374062215,0.0
20,22.889940056628937,15.514672177701975,0.0
21,16.85639238614336,15.093266773319053,0.0
22,21.117844848992945,16.40465821073417,0.0
23,27.135567076659484,18.27940407082852,0.0
24,20.925972858693534,15.23593386654152,0.0
25,26.687076385494557,18.768567257194444,0.0
26,36.13547803812334,18.400341991617246,0.0
27,8.526175937662813,12.279082015796655,0.0
28,17.00311966632156,13.273055844449251,0.0
29,5.307833551173779,17.46582355836158,0.0
30,9.353843934845369,14.839654246925777,0.0
31,17.560552345865375,10.20017477979952,0.0
32,15.699081076446276,11.123756314697532,0.0
33,6.785447534372661,14.795973143786114,0.0
34,5.7217026319343915,13.001055801924425,0.0
35,5.18647198985551,12.77390077784395,0.0
36,4.730962510782562,11.845787762819244,0.0
37,1.7460089831724308,14.637716266313276,0.0
38,5.86663089124312,13.734376597414787,0.0
39,2.1228552510804954,11.236996512180172,0.0
40,3.751809911101181,11.146868812193283,0.0
41,3.511939794280268,13.091915359755001,0.0
42,3.6103544856183563,8.416413951308511,0.0
43,4.192218987047883,9.988313933877668,0.0
44,4.057845790214478,12.098520256626559,0.0
45,3.5660109734515557,8.245679419705363,0.0
46,1.0960812859592748,11.571811065006559,0.0
47,2.9410535858383016,12.84418923195686,0.0
48,4.799166492036607,8.278500968539143,0.0
49,4.308274104553426,9.915205214034943,0.0
50,3.6651132001292517,16.149582865693507,0.0
51,2.8220280211137894,12.503730976667505,0.0
52,1.4527229884615716,10.692382631467437,0.0
53,2.401014240751418,13.191139039241106,0.0
54,2.7704452792878813,7.36253186416664,0.0
55,15.894507667711633,7.236415525211466,0.0
56,2.4813537252509574,11.74780666241904,0.0
57,4.872878843881568,11.806987471372425,0.0
58,4.232629274983486,8.117241389093882,0.0
59,3.7043276107089893,10.807995797062537,0.0
60,7.461589420980369,18.40294187288575,0.0
61,5.420756308124863,13.600270635191889,0.0
62,2.389679741737618,9.974371078897901,0.0
63,0.4612637446792713,13.615706729437262,0.0
64,0.7524016427545659,11.146526380467344,0.0
65,0.5838816393171239,10.728528895141599,0.0
66,0.5484649788118658,9.887445853246074,0.0
67,0.40369653354854834,12.922201159426223,0.0
68,0.552321612412262,10.425497100415106,0.0
69,0.1660257322748755,11.732674145218512,0.0
70,0.29535429024342985,11.102207863279391,0.0
71,1.7900392290132539,9.468573733221067,0.0
72,0.7476628532023999,13.158896040159123,0.0
73,0.1530983763169115,9.240571330127219,0.0
74,5.053049396672386,8.664965249440385,0.0
75,0.014044183757354535,12.706188476283858,0.0
76,0.2955679845055014,11.14979266209542,0.0
77,0.18865304683647185,12.15266071755685,0.0
78,0.024628930997133532,11.6637191578008,0.0
79,0.0068955106901744095,11.750144363285044,0.0
80,0.007816681773683302,10.806230183055389,0.0
81,0.25902948738755516,12.261887696390952,0.0
82,0.8948535453999715,9.434652462976917,0.0
83,0.11359585945967939,12.788479701513404,0.0
84,2.6352165563209677,12.572397575744445,0.0
85,0.6919652834470018,9.994519703922686,0.0
86,1.3787073192244224,14.334710731659746,0.0
87,0.8956623021450576,10.708436097236602,0.0
88,0.5491851601069024,11.050988777824125,0.0
89,0.07025405798294762,11.118556403182252,0.0
90,0.6979159331173552,11.541643483295047,0.0
91,2.122528507068641,9.080700644488852,0.0
92,0.09221456513159562,12.826044233843632,0.0
93,4.502708682715499,12.161326398347372,0.0
94,3.76597309429777,8.454326593116562,0.0
95,4.077156471830477,10.561357635635774,0.0
96,4.135047864625825,15.858951702545992,0.0
97,1.615809453491904,12.06441114587549,0.0
98,2.9251063537461404,9.65141733754997,0.0
99,0.11658145740776993,13.155668800941255,0.0
