,DEL22q11_2,DEL22q11_2,DEL22q11_2,SZ,SZ,SZ,ASD,ASD,ASD,BIP,BIP,BIP,DUP22q11_2,DUP22q11_2,DUP22q11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DEL1q21_1,DEL1q21_1,DEL1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1
,Loss/train,Loss/test,Accuracy/test,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train
0,0.7503183489577088,0.09901498604416531,50.0,0.08621433131081868,58.12500000000001,0.6921621715739098,0.08810710889341193,54.23728813559322,0.6931492328622316,0.08678569933147995,72.5,0.3876576131712118,0.1316764506544249,54.54545454545454,1.7666687370227656,0.08663212031652953,50.0,0.7956417018473207,0.11554335965752942,50.0,0.6939672144321488,0.09820683868980627,53.84615384615385,1.6471018365682426,0.1567328098837636,50.0,0.693802405080675
1,0.8595016795175284,0.09439780206297915,50.0,0.09575606898790344,52.5,0.9396632692527541,0.08810784548291692,50.42372881355932,0.6923117957971345,0.08965511041029825,72.5,0.9091535963765646,0.1266221977508011,45.45454545454545,0.6988284038860507,0.08977226965676258,50.0,0.718362227409142,0.16184199276296593,50.0,0.575353480362871,0.10287874896087017,53.84615384615385,0.6936579252414121,0.20110619966924892,50.0,0.7467763083104484
2,0.6413380244424323,0.15264189279615056,50.0,0.12013557924910448,55.00000000000001,0.6198584328201339,0.08805436131636427,50.0,0.6982371229649491,0.07610954934005071,72.5,0.48163293819805847,0.12610146647469397,45.45454545454545,0.6948897138000484,0.08667828909756678,31.25,0.6915091703051908,0.1160861427687285,50.0,0.6953709586832775,0.10538321641003903,61.53846153846154,0.9686131821661876,0.13948774475644193,40.0,0.7507860504551126
3,0.8656610875571537,0.12186527753266517,50.0,0.07711228802920168,70.0,0.5472086310056137,0.0880638661683399,54.66101694915254,0.6934664294830967,0.08870927789222086,75.0,0.6261430692601729,0.1260434030330555,54.54545454545454,0.6918597079027788,0.08668622782931262,43.75,0.694183402809624,0.11797000780449515,55.55555555555556,0.6611696229434783,0.10026683979581456,61.53846153846154,0.6863899613046576,0.1386488357094048,30.0,0.8559652200473991
4,0.6008379415317374,0.09162117251913443,50.0,0.07992044721573124,72.5,0.15828953357921913,0.08754807280741604,51.271186440677965,0.6955818350703824,0.077579673873669,75.0,1.0445330821648804,0.12777563470641431,45.45454545454545,0.6965033410104853,0.08671126772969517,56.25,0.6922093531186796,0.11835210073747929,44.44444444444444,0.6933407072025142,0.09945961771205522,76.92307692307693,0.7366098557957012,0.13886407083485258,50.0,0.6928804043697406
5,0.4697502235954901,0.12300356242445674,50.0,0.08654080811711523,69.375,0.7710828831041958,0.08982767728172115,55.50847457627118,0.6077637422304544,0.11037614944696669,77.5,0.368255263451727,0.12617129345060737,45.45454545454545,0.6895168104784883,0.08678244958592984,43.75,0.6929998749055836,0.13104942294629554,44.44444444444444,0.48817101447806976,0.11827300794247142,69.23076923076923,0.7977465648360258,0.15992480171058301,50.0,0.6918022774513519
6,0.594970430369048,0.08597948333355246,68.18181818181817,0.07096408388499356,71.25,0.5305822628485922,0.08791944371601966,56.355932203389834,0.6935183102282004,0.08640338760894214,75.0,0.36432817148526436,0.12617532081296523,45.45454545454545,0.7000275681483467,0.08682668318383387,31.25,0.6936351785639341,0.12036058961815845,33.33333333333333,0.7421537184657512,0.09577906132183059,76.92307692307693,0.6605428889819284,0.1385591903233164,40.0,0.6927023502039906
7,0.17478534820679892,0.11610823987056645,59.09090909090909,0.07730974423690183,70.625,0.2424220374175189,0.08681519669717076,60.59322033898306,0.6939754726309721,0.09688127029265751,75.0,0.3026034516982057,0.12623704541489014,45.45454545454545,0.6975986558510259,0.08843028766956179,43.75,0.69443407073271,0.12491701924215443,38.88888888888889,0.8268015538258565,0.09311045550698045,69.23076923076923,0.6788658123400542,0.159418674140598,30.0,0.8380050664874342
8,0.528778956223042,0.09232388256551348,59.09090909090909,0.07632045578043137,70.625,0.657850821967693,0.08594475958820244,53.813559322033896,0.6290543392924849,0.1215455757266775,72.5,0.3112168851938975,0.1260064709568221,54.54545454545454,0.6987266465862725,0.09514365382135241,50.0,0.6934972572800194,0.13705916391507894,44.44444444444444,0.5871881977604494,0.09029705490582678,69.23076923076923,0.5448571483548104,0.1439596464044587,40.0,0.692401078358569
9,0.4628837593079691,0.09466187743683271,59.09090909090909,0.06620432638768564,73.125,0.42343607080599366,0.10349070954511619,54.66101694915254,0.468568277675309,0.12693374647402872,72.5,0.13658037782512056,0.12630192019492273,45.45454545454545,0.697491569764141,0.0867568249164739,50.0,0.6900137435532401,0.1590350944633565,38.88888888888889,0.48004266072258467,0.08620238827606445,69.23076923076923,0.6908439411985111,0.1462057793059981,30.0,0.6902863939001339
10,0.3892286511268909,0.10392409344800231,68.18181818181817,0.10913255487521434,73.75,1.0605265830555035,0.08367165410582593,60.16949152542372,0.5891485002793179,0.14006808337296534,75.0,0.07431963865858474,0.1270046197421859,27.27272727272727,0.39621359727618566,0.08690569448133192,50.0,0.6940436575327612,0.15193079476534957,50.0,0.6999870267036954,0.09799311323261979,76.92307692307693,0.6120512764502685,0.1388614946292713,30.0,0.7759996137663674
