,SZ2,SZ2,SZ2,SZ2,SZ2,SZ2,SZ2
,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test
0,572.0904143812702,680.674273805183,0.0,0.0,0.0,0.0,0.0
1,461.6073340283912,334.4932544318729,0.0,0.0,0.0,0.0,0.0
2,21.012133570048498,77.72225435906246,0.0,0.0,0.0,0.0,0.0
3,70.70978538858374,183.91147253156805,0.0,0.0,0.0,0.0,0.0
4,607.2210538801309,212.7854886932344,0.0,0.0,0.0,0.0,0.0
5,9.848253800594218,93.84733918359628,0.0,0.0,0.0,0.0,0.0
6,14.879032958809875,67.82182407552355,0.0,0.0,0.0,0.0,0.0
7,7.097947178060961,67.66927434369313,0.0,0.0,0.0,0.0,0.0
8,22.446001449209785,73.70292261693375,0.0,0.0,0.0,0.0,0.0
9,143.10240252900533,78.23980539581484,0.0,0.0,0.0,0.0,0.0
10,0.0007448828131485303,60.0358342648604,0.0,0.0,0.0,0.0,0.0
11,46.72744519465702,60.932267610298005,0.0,0.0,0.0,0.0,0.0
12,96.21591055260771,57.10873059301544,0.0,0.0,0.0,0.0,0.0
13,3.2597502274554966,81.86073998774734,0.0,0.0,0.0,0.0,0.0
14,20.63082988994859,60.44510961812246,0.0,0.0,0.0,0.0,0.0
15,122.97531243509843,52.6857566672415,0.0,0.0,0.0,0.0,0.0
16,109.61766136147486,55.370513959676614,0.0,0.0,0.0,0.0,0.0
17,75.10302454916321,53.26173785058983,0.0,0.0,0.0,0.0,0.0
18,20.63478639301527,51.95687688683619,0.0,0.0,0.0,0.0,0.0
19,14.640107821807456,53.682896843001565,0.0,0.0,0.0,0.0,0.0
20,0.03911593234306977,56.250537592498404,0.0,0.0,0.0,0.0,0.0
21,30.113924125751208,84.49227996674196,0.0,0.0,0.0,0.0,0.0
22,52.66655695057637,66.37585645814285,0.0,0.0,0.0,0.0,0.0
23,35.88273706626116,61.086261035109196,0.0,0.0,0.0,0.0,0.0
24,0.007954271783698732,59.4637145406269,0.0,0.0,0.0,0.0,0.0
25,24.109707803731677,59.9331843046645,0.0,0.0,0.0,0.0,0.0
26,5.987713540683147,66.27081647217649,0.0,0.0,0.0,0.0,0.0
27,1.5118268392917829,70.09429846866917,0.0,0.0,0.0,0.0,0.0
28,23.74160616847227,70.32249872098402,0.0,0.0,0.0,0.0,0.0
29,28.12377403864273,70.42274230585821,0.0,0.0,0.0,0.0,0.0
30,9.551984963114892,71.36666932700871,0.0,0.0,0.0,0.0,0.0
31,0.45801186866603893,79.24306626055927,0.0,0.0,0.0,0.0,0.0
32,0.002872982781300555,71.94862005819847,0.0,0.0,0.0,0.0,0.0
33,0.1868181723761563,80.2802691694045,0.0,0.0,0.0,0.0,0.0
34,18.210928770154325,73.08375387388696,0.0,0.0,0.0,0.0,0.0
35,1.0125175555247607,75.02666069081594,0.0,0.0,0.0,0.0,0.0
36,0.7882203671034369,83.15609109448175,0.0,0.0,0.0,0.0,0.0
37,7.177853476001749,75.86333578891282,0.0,0.0,0.0,0.0,0.0
38,0.018038504331118758,76.40840405000999,0.0,0.0,0.0,0.0,0.0
39,0.03892921654975439,76.39228923325356,0.0,0.0,0.0,0.0,0.0
40,0.10153759891791096,76.67193533373118,0.0,0.0,0.0,0.0,0.0
41,7.880130790601032,75.08076109618972,0.0,0.0,0.0,0.0,0.0
42,1.3787144190585892,76.65458422547879,0.0,0.0,0.0,0.0,0.0
43,1.3015788350027455,73.74382787631684,0.0,0.0,0.0,0.0,0.0
44,3.0420484973060162,82.53758172882846,0.0,0.0,0.0,0.0,0.0
45,3.109411047791186,87.97415971673094,0.0,0.0,0.0,0.0,0.0
46,3.46432650155311,81.42522284787513,0.0,0.0,0.0,0.0,0.0
47,5.276767440166027,77.49516029662428,0.0,0.0,0.0,0.0,0.0
