,DEL15q11_2,DEL15q11_2,DEL15q11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2
,Loss/train,Loss/test,Accuracy/test,Loss/test,Accuracy/test,Loss/train
0,0.8336463560793291,0.10546832234646762,60.97560975609756,0.12077051841532674,28.57142857142857,0.915336122278345
1,0.6876449720113177,0.10673754521101494,53.65853658536586,0.19898858962502036,21.428571428571427,0.5579119757822627
2,0.6642153601849133,0.11712228436998706,58.536585365853654,0.12827015026931626,42.857142857142854,0.8166610746680516
3,0.22652400457860752,0.14352337489326472,56.09756097560976,0.8296265346540357,21.428571428571427,0.35119877769250185
4,0.6709242937001717,0.23140877129030224,43.90243902439025,0.07308098730229758,78.57142857142857,0.5233884334762707
5,0.625976792638209,0.10425775881625862,65.85365853658537,0.05092591128202427,78.57142857142857,1.3904964822176262
6,1.1388896214762017,0.14682351371638702,58.536585365853654,0.14718126409430332,28.57142857142857,0.7007647162606307
7,0.7579178204697073,0.15119830848201732,48.78048780487805,0.10182691324885791,64.28571428571429,1.1265860403268266
8,0.40989534246684933,0.1108418092049889,51.21951219512195,0.12823417254662864,42.857142857142854,0.2693748860770803
9,0.28857289485464727,0.1844151870791976,39.02439024390244,0.09646717956114288,64.28571428571429,0.3236265502197183
10,0.06678056105247081,0.35343552796226235,43.90243902439025,0.10372189457354793,78.57142857142857,0.5281346843607337
11,0.13796366233481824,0.14575474557651716,53.65853658536586,0.17983626279449552,35.714285714285715,0.5728920712666201
12,0.23050876398513762,0.1795608849102726,65.85365853658537,0.5380301483132287,21.428571428571427,0.209626448568125
13,0.35772907034223345,0.1816173523147783,63.41463414634146,0.5937222700008454,21.428571428571427,0.9527564634168426
14,0.25046618118984665,0.14355572668710795,56.09756097560976,0.1567731956235822,57.14285714285714,0.35125382410521944
15,0.15174409600428815,0.17629783810151478,53.65853658536586,0.12389441021183542,71.42857142857143,0.06800969423080944
16,0.8303325239511075,0.12098077805072573,56.09756097560976,0.26102275414704657,28.57142857142857,0.09271335395699548
17,1.2478979306568239,0.17509995923446595,63.41463414634146,0.4908600598380111,21.428571428571427,0.5492041451116224
18,0.20882495699046366,0.150528705469511,53.65853658536586,0.23178799842885361,42.857142857142854,0.25002447882712675
19,1.8951353675101779,0.4837944042777395,46.34146341463415,0.1114701504267169,78.57142857142857,0.053741711690588743
20,3.4318866350503634,0.5246674292687658,46.34146341463415,0.13968515245887742,71.42857142857143,0.005034461251384952
21,0.4381963578352991,0.3283691731607925,60.97560975609756,0.4830153724561222,28.57142857142857,0.007065212588743796
22,0.1131401677693272,0.1680186142531991,53.65853658536586,0.47316094067734865,35.714285714285715,0.04068015108858233
23,0.003022261649017713,0.22188446893069408,56.09756097560976,0.17140292814726368,71.42857142857143,0.022844648509375957
24,0.661670293672689,0.2406279702375054,58.536585365853654,2.870689672251842,21.428571428571427,0.038859371585926936
25,0.2307696623764237,0.33244419317389856,56.09756097560976,0.31568528640010335,42.857142857142854,0.008188907801390541
26,0.002634985412458727,0.23755214784614162,51.21951219512195,0.2741680870420878,50.0,0.004092468704139304
27,0.025679338689367753,0.44142931351091497,56.09756097560976,1.2529427376319653,21.428571428571427,5.282313744556365
28,0.7494251473091545,0.22598348621484368,65.85365853658537,1.1222063740921322,35.714285714285715,0.029088300133612598
29,0.012525015589437652,0.3581829004398852,51.21951219512195,0.32334928305668015,57.14285714285714,0.008006083689497527
30,0.004557703958672326,0.22280539966379548,63.41463414634146,0.5364064896068531,35.714285714285715,7.315110928461428e-05
31,0.01140713635162803,0.43858962520341865,51.21951219512195,0.1977393382890762,71.42857142857143,0.0019014843979949937
32,0.007834646644352464,0.21211520480751297,63.41463414634146,0.5129848765148237,42.857142857142854,0.49616183272451214
33,0.004560404655450478,0.2691780227816391,58.536585365853654,0.2239498121828172,64.28571428571429,0.0003975134442060116
