,ADHD,ADHD,ADHD,DEL15q11_2,DEL15q11_2,DEL15q11_2
,Loss/train,Loss/test,Accuracy/test,Loss/test,Accuracy/test,Loss/train
0,0.7029789537963225,0.0895839323248184,66.95652173913044,0.10143074708305419,43.90243902439025,0.6929419595813467
1,0.7161496225683234,0.08946563715623224,66.95652173913044,0.10142120630538136,43.90243902439025,0.6998907973092103
2,0.7718903385782336,0.08737086149279771,66.95652173913044,0.10143472420983508,43.90243902439025,0.6939648048697705
3,0.8257105618968534,0.08215761796162695,66.95652173913044,0.1014053739553333,43.90243902439025,0.6928408329421739
4,0.6384674618655757,0.08434563330835229,66.95652173913044,0.10156148667152792,56.09756097560976,0.7059716956475088
5,0.7491543609059219,0.08502374584592766,66.95652173913044,0.10138267744930353,43.90243902439025,0.6955982589682146
6,0.6413961289867144,0.08510103290825123,66.95652173913044,0.10135100695040831,43.90243902439025,0.6932560702774004
7,0.5478722993184226,0.08487082607153922,66.95652173913044,0.10141605997486632,48.78048780487805,0.6919055822368979
8,0.4514245400125495,0.08423453534172903,66.95652173913044,0.10317470245730977,43.90243902439025,0.6724730681913982
9,0.6176831162744829,0.08431804170992248,66.95652173913044,0.10072021940149384,43.90243902439025,0.7155598114700382
10,0.6244933605361166,0.08249724512848532,66.95652173913044,0.1011742758260153,53.65853658536586,0.6863565235336349
11,0.6548260687247565,0.08155668713931502,66.95652173913044,0.10559322730552573,43.90243902439025,0.8122215333199574
12,0.591181757783228,0.08893802473386313,56.52173913043478,0.12939652820509093,48.78048780487805,0.522060925609209
13,0.8297407843491955,0.09383277543062263,66.95652173913044,0.09995449620775958,46.34146341463415,0.7243921612363088
14,0.6498470347692902,0.14218432625081384,66.95652173913044,0.10093037761618394,46.34146341463415,0.6710380016409838
15,1.1979400240701712,0.10963151894349576,66.95652173913044,0.09829954791484362,51.21951219512195,0.66244934535322
16,0.5935072354749379,0.12982259178684294,66.95652173913044,0.1048807431837171,46.34146341463415,0.70419709008564
17,0.6023914935656242,0.11173642520234461,66.95652173913044,0.09889483157966304,58.536585365853654,0.6759969741366423
18,0.5434964324449314,0.08891397322578641,67.82608695652173,0.0842345467621971,58.536585365853654,0.7346179283233469
