,Svip2,Svip2,Svip2
,Loss/train,Loss/test,Accuracy/test
0,0.8065636552212974,0.09237635567251816,50.0
1,0.6933681636008899,0.08665018779134218,50.0
2,0.6917336697526109,0.08662431376274637,50.0
3,0.692406932352875,0.08661057424476061,62.5
4,0.6926964139261922,0.08660493690262061,62.5
5,0.6918391430887665,0.08660748321456413,62.5
6,0.6921957809514316,0.08660881282002608,62.5
7,0.6924395196962594,0.08661440826584056,37.5
8,0.6913196336666936,0.08660930236080785,62.5
9,0.6928611197571086,0.08663409463600841,62.5
10,0.6915460974139412,0.08664169613556388,62.5
11,0.6890912526470266,0.0866575986747489,50.0
12,0.688794286028321,0.08667163976358645,50.0
13,0.6968939866170761,0.08670448779416831,50.0
14,0.6890013999195861,0.08670097631103466,50.0
15,0.679255308503029,0.08671457226547902,50.0
16,0.6851050471834763,0.08673242076914067,50.0
17,0.6764600924803403,0.08679865648355531,50.0
18,0.6248418695337915,0.08915065903007592,50.0
19,0.34682395828146695,0.12397258614404011,50.0
20,0.5164541390996891,0.0928224251462913,62.5
21,0.2436747377417943,0.10132180624088735,37.5
22,0.2307866864267687,0.11862773123197952,62.5
23,0.6822145950562816,0.1264540749573125,62.5
24,0.11551014122490202,0.14503486777568791,50.0
25,0.012331007077825359,0.13293597270638252,50.0
26,0.011666027404795415,0.27249786144826726,50.0
27,0.02735554113030455,0.0770900567012692,62.5
28,0.17419280720157437,0.05842703460178876,62.5
29,0.04208152357049626,0.3125609751846183,50.0
30,0.008491522728279986,0.06594068334606344,62.5
31,0.0004810406851314173,0.12950688444898634,62.5
32,0.012959710051450128,0.2000431193686447,50.0
33,0.001527085559883363,0.07474771430954773,62.5
34,0.0021113763425095427,0.07092576434162168,62.5
35,0.0012952093185450903,0.08135177589727283,62.5
36,0.0006504743049589919,0.13431294426017582,62.5
37,0.000556118720344231,0.18813673062446196,62.5
38,0.0003508736680982818,0.21565703808100323,62.5
39,0.0006741785593744874,0.21682603918791096,62.5
40,0.0005151146502357251,0.1926654324973857,62.5
41,0.0003526247284853006,0.1670930929331427,62.5
42,0.0002490771434009258,0.1446554914992161,62.5
43,0.0002255617822411169,0.1305768975101915,62.5
44,0.0001661531520416026,0.12100407732044012,75.0
45,0.00011448332974866417,0.11581845774045714,75.0
46,0.00026104553552866797,0.11297768950776635,75.0
47,0.00016138363925199785,0.11210027561294401,75.0
48,0.00010748351313769987,0.1124981683056457,75.0
49,0.00011740046417302773,0.11336525424628614,75.0
50,0.000118212558674272,0.11437765729336263,75.0
51,0.00010699160178334597,0.11637970886486124,75.0
52,0.0002589530957465845,0.11882823898799133,75.0
53,0.00012386079251801676,0.12197010388095883,62.5
54,0.00012724399376935267,0.12434730266224421,62.5
55,2.2509137471355223e-05,0.12539850268714164,62.5
56,9.495008955610394e-05,0.12572501913876508,62.5
57,3.3697487446754265e-05,0.12573431673031416,62.5
58,8.512150698555671e-05,0.12597153718811796,62.5
59,6.654474282726889e-05,0.1257831119349093,62.5
60,8.109421154237736e-05,0.12555070463826903,62.5
61,9.439991739410055e-05,0.12558069521300017,62.5
62,0.00010517495716577536,0.12563355643219354,62.5
63,0.00010144434656442138,0.1253494828120031,62.5
64,4.614936390789133e-05,0.12448752422557414,62.5
65,6.694247384833815e-05,0.12394372134365567,62.5
66,8.30529150266822e-05,0.12389827612181475,62.5
67,3.8782602477894365e-05,0.12305517236720541,62.5
68,2.631204153771809e-05,0.12238838201609883,62.5
69,7.844734466257038e-05,0.12219460182669445,62.5
70,6.398658213596642e-05,0.12200988623624755,62.5
71,8.696915028729343e-05,0.12239294897153379,62.5
72,6.162455023345318e-05,0.12214335576770285,62.5
73,0.00012098674078200289,0.1227287753699856,62.5
74,0.00010029808496281645,0.12369246191789927,62.5
75,3.194889187100637e-05,0.12478104690518106,62.5
76,0.00010971936812241953,0.12551066060065275,62.5
77,8.702518337960205e-05,0.12656752793311685,62.5
78,2.0405384015575576e-05,0.1267893743996785,62.5
79,1.803749645271306e-05,0.12701647595396595,62.5
80,4.679150088143453e-05,0.12679405352564985,62.5
81,7.903018637844944e-05,0.12593434942449752,62.5
82,3.439355521854537e-05,0.12517618757952897,62.5
83,6.0168571569888e-05,0.12481287594413724,62.5
84,4.997538490073533e-05,0.12479388352858521,62.5
85,3.5490929463260996e-05,0.12476615436194016,62.5
86,7.084627714569903e-05,0.12476554499318077,62.5
87,5.527674350424539e-05,0.12421134694716311,62.5
88,5.5249905499062056e-05,0.12476898763091963,62.5
89,2.7723352363003052e-05,0.12532560501205814,62.5
90,3.456526965473775e-05,0.12538510556319052,62.5
91,3.357273537155535e-05,0.12571658108343098,62.5
92,6.327250746098633e-05,0.12630562574903828,62.5
93,3.968467433388865e-05,0.12670824727567717,62.5
94,7.664995618646625e-05,0.12670174176022464,62.5
95,1.9334085416145123e-05,0.12616318344826313,62.5
96,6.990112744315982e-05,0.12582480891838982,62.5
97,4.4757627834667886e-05,0.12633061556357422,62.5
98,2.4919621915552036e-05,0.1262989716450978,62.5
99,5.2289902211373455e-05,0.1265895689479603,62.5
