,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,HSJ,HSJ,HSJ,HSJ,HSJ,HSJ,HSJ,SZ3,SZ3,SZ3,SZ3,SZ3,SZ3,SZ3,SZ6,SZ6,SZ6,SZ6,SZ6,SZ6,SZ6,Svip1,Svip1,Svip1,Svip1,Svip1,Svip1,Svip1,Svip2,Svip2,Svip2,Svip2,Svip2,Svip2,Svip2,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027
,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train
0,0.6926153959978215,0.6929804636554767,50.0,0.875,0.6666666865348816,0.5,1.0,0.7065909346933743,54.54545454545454,0.3125,0.0,0.0,0.0,1.0521708365666922,0.6930561422270536,53.333333333333336,0.5833333333333334,0.0,0.0,0.0,0.693974214863112,0.7202328689096121,57.14285714285714,0.25,0.0,0.0,0.0,0.7111231305445981,0.6941169771843724,28.57142857142857,0.8,0.0,0.0,0.0,0.6922075874254019,0.6948845145943142,50.0,0.5555555555555556,0.0,0.0,0.0,0.8407508641580987,0.6939983543416827,57.14285714285714,0.16666666666666666,0.0,0.0,0.0,0.6930758663263389,0.6932458111511333,33.33333333333333,0.7083333333333333,0.7000000029802322,0.625,1.0,0.6929844504862818,0.6932504452768432,42.857142857142854,0.25,0.0,0.0,0.0,0.6935233745884493,0.6932036867278872,44.44444444444444,0.7430555555555555,0.6888888974984487,0.5833333333333334,1.0,0.6981876132033988,0.6929465428706962,50.0,0.5166666666666666,0.7727272808551788,0.6875,1.0,0.6931457501719482,0.645276699517557,70.0,0.5416666666666666,0.761904776096344,0.625,1.0,0.6743683884790633,0.6941528815556822,30.0,0.6166666666666667,0.0,0.0,0.0,0.6921276604540759
1,0.6934039130940327,0.6931172036756592,50.0,0.6875,0.6000000238418579,0.5,0.75,0.7043023985203968,54.54545454545454,0.13333333333333333,0.0,0.0,0.0,0.7240185538403244,0.6931840511864509,46.666666666666664,0.43333333333333335,0.6068376302719116,0.4553571492433548,1.0,0.6932734055516062,0.6995727278938488,42.857142857142854,0.4166666666666667,0.0,0.0,0.0,0.7526500622261325,0.6930454651566589,71.42857142857143,0.2,0.8333333730697632,0.7142857313156128,1.0,0.6931134778751693,0.7394998268623203,50.0,0.5555555555555556,0.0,0.0,0.0,0.5727672268767392,0.7675740547083446,57.14285714285714,0.16666666666666666,0.0,0.0,0.0,0.6781968637304638,0.6899720968395839,66.66666666666666,0.2916666666666667,0.0,0.0,0.0,0.693210014339316,0.6920744019850319,42.857142857142854,0.6666666666666666,0.0,0.0,0.0,0.6908669634391333,0.6931228249972952,61.111111111111114,0.40972222222222215,0.6551226576169332,0.523809532324473,0.8888888955116272,0.69915814621038,0.7367182428142174,50.0,0.71875,0.6666666865348816,0.5,1.0,0.6931195304356463,0.6498468618882662,70.0,0.35,0.8846153914928436,0.8125,1.0,0.6825477202490314,0.6962962800094138,30.0,0.375,0.0,0.0,0.0,0.6897548151818995
2,0.6914990586915096,0.6970225054422241,50.0,0.375,0.6666666865348816,0.5,1.0,0.7018166255157895,54.54545454545454,0.5166666666666666,0.0,0.0,0.0,0.8104109303853034,0.6931050478870501,60.0,0.7583333333333333,0.7171717584133148,0.5875000059604645,1.0,0.6921324646139104,0.693192906304307,42.857142857142854,0.4166666666666667,0.0,0.0,0.0,0.6828395285106139,0.6936565029736315,28.57142857142857,0.6,0.0,0.0,0.0,0.6928655693694472,0.7019797066883688,50.0,0.5555555555555556,0.6666666865348816,0.5,1.0,0.7244155790546922,0.6872918040846515,57.14285714285714,0.5,0.0,0.0,0.0,0.5910715420593229,0.6933497392481612,33.33333333333333,0.6833333333333333,0.27272728085517883,0.1875,0.5,0.694646393734206,0.6921395269499989,42.857142857142854,0.5,0.0,0.0,0.0,0.6931717626562713,0.6933443287727101,44.44444444444444,0.5611111111111111,0.6262626449267069,0.4583333333333333,1.0,0.6928764839550394,0.6922542506613667,50.0,0.34375,0.6666666865348816,0.5,1.0,0.7030563541972122,0.656095996943122,70.0,0.125,0.761904776096344,0.625,1.0,0.6822352852024122,0.6951038260230822,30.0,0.2916666666666667,0.0,0.0,0.0,0.6925233485881438
3,0.6929277037325474,0.6931748530045395,50.0,0.5,0.6666666865348816,0.5,1.0,0.6997014795499122,45.45454545454545,0.1875,0.5833333432674408,0.4166666716337204,1.0,0.6822061617512125,0.6929830809620652,53.333333333333336,0.6,0.6727272868156433,0.5208333432674408,1.0,0.6931681508626196,0.6886382221550787,42.857142857142854,0.5833333333333334,0.0,0.0,0.0,0.6751474177493648,0.6920291770038072,71.42857142857143,0.3,0.8333333730697632,0.7142857313156128,1.0,0.6930402120909437,0.6870960397664051,50.0,0.7777777777777778,0.0,0.0,0.0,0.975460671836417,0.6786810362169876,57.14285714285714,0.75,0.0,0.0,0.0,0.5411974279030312,0.6929410988234181,44.44444444444444,0.625,0.722222238779068,0.6428571492433548,1.0,0.6930432690736418,0.7667667736306464,42.857142857142854,0.16666666666666666,0.0,0.0,0.0,0.6645435487329119,0.693318157118746,44.44444444444444,0.5,0.6119658251603445,0.4583333333333333,1.0,0.6919186426114626,0.693521308205247,50.0,0.3125,0.6666666865348816,0.5,1.0,0.689455721356485,0.6851159586057709,70.0,0.55,0.8846153914928436,0.8125,1.0,0.6824293574005851,0.6948777392789305,30.0,0.3833333333333333,0.0,0.0,0.0,0.6924308704514156
4,0.6936098352174577,0.6928669984251841,50.0,0.875,0.6666666865348816,0.5,1.0,0.7018985619304475,45.45454545454545,0.48333333333333334,0.0,0.0,0.0,0.6929048221884895,0.6929155675661103,46.666666666666664,0.59375,0.3333333432674408,0.4166666716337204,0.2916666716337204,0.6931246041227838,0.7111960734152094,42.857142857142854,0.3333333333333333,0.0,0.0,0.0,0.5947908715219448,0.6928540947220523,71.42857142857143,0.1,0.8333333730697632,0.7142857313156128,1.0,0.6928541401113386,0.6796669609434165,50.0,0.6666666666666666,0.0,0.0,0.0,0.8279162862807485,0.6040168572200625,71.42857142857143,0.9166666666666666,0.5,1.0,0.3333333432674408,0.6144214839163538,0.6931018104825342,33.33333333333333,0.6833333333333333,0.27272728085517883,0.1875,0.5,0.6919028058325323,0.6931658774324577,57.14285714285714,0.25,0.7272727489471436,0.5714285969734192,1.0,0.6923299988598184,0.6933931625233396,33.33333333333333,0.12638888888888888,0.0,0.0,0.0,0.693335173920016,0.6929043195284583,50.0,0.375,0.6666666865348816,0.5,1.0,0.6913513847046417,0.6248707280320086,70.0,0.625,0.761904776096344,0.625,1.0,0.6591578441039061,0.6942123091336728,30.0,0.5357142857142857,0.0,0.0,0.0,0.6938522141428454
5,0.7393454191346964,0.7403180062321855,50.0,0.125,0.6666666865348816,0.5,1.0,0.6984047143565651,45.45454545454545,0.7,0.6222222447395325,0.5000000149011612,0.8333333432674408,0.6360085690006848,0.7867186821930503,46.666666666666664,0.6770833333333333,0.6333333253860474,0.4642857164144516,1.0,0.6985189166116097,0.683161581823809,42.857142857142854,0.5,0.0,0.0,0.0,0.5878349536858982,0.6927334341865731,85.71428571428571,0.8,0.888888955116272,1.0,0.800000011920929,0.6933567956077665,0.7512679841520664,50.0,0.7777777777777778,0.0,0.0,0.0,0.11687821138767583,0.6145437114590022,71.42857142857143,0.8333333333333334,0.5,1.0,0.3333333432674408,0.5845534221743125,0.691624546851064,66.66666666666666,0.625,0.0,0.0,0.0,0.6942488180571867,0.7007140597996132,0.0,0.0,0.0,0.0,0.0,0.6484318788260399,0.6936958214407469,44.44444444444444,0.6388888888888888,0.6262626449267069,0.4583333333333333,1.0,0.6946855903572494,0.9524519271743277,50.0,0.34375,0.6666666865348816,0.5,1.0,0.6901818137800904,0.6052368710113101,70.0,0.3333333333333333,0.761904776096344,0.625,1.0,0.5867089671172654,0.7173124350960207,30.0,0.5833333333333333,0.0,0.0,0.0,0.7004467457155121
6,0.6950625980489695,0.6934092453299024,50.0,0.5625,0.6666666865348816,0.5,1.0,0.7363135792653853,45.45454545454545,0.45,0.38461539149284363,0.3125,0.5,0.7083013000651442,0.8945920791263906,46.666666666666664,0.5,0.6068376302719116,0.4553571492433548,1.0,0.7334278763983458,0.8546419337519604,42.857142857142854,0.75,0.5999999642372131,0.4285714328289032,1.0,0.6393858900680982,0.7006230676637201,71.42857142857143,0.6,0.75,1.0,0.6000000238418579,0.6936913826706793,0.6862330399578421,50.0,0.7777777777777778,0.0,0.0,0.0,0.6441591879793389,0.6670844868978215,57.14285714285714,0.8333333333333334,0.0,0.0,0.0,0.6829311493517168,0.7582188596944613,66.66666666666666,0.31666666666666665,0.0,0.0,0.0,0.5359408818005429,0.6670211585767384,57.14285714285714,0.8333333333333334,0.7272727489471436,0.5714285969734192,1.0,0.6501125185083566,0.6933739934425366,44.44444444444444,0.45555555555555555,0.6969697078069051,0.5833333333333334,1.0,0.6955174650280057,0.6835332195978207,50.0,0.84375,0.6666666865348816,0.5,1.0,0.6747462964361766,0.63000220195238,70.0,0.6166666666666667,0.8846153914928436,0.8125,1.0,0.6781258421360389,0.6924643020812202,70.0,0.25,0.8846153914928436,0.8125,1.0,0.6939484181539693
7,0.6941927326437863,0.6933939152888722,50.0,0.5625,0.6666666865348816,0.5,1.0,0.7163154839600544,63.63636363636363,0.48333333333333334,0.3333333432674408,0.375,0.30000001192092896,0.8189831851758228,0.6851114622053633,53.333333333333336,0.5729166666666667,0.25,0.5,0.1666666716337204,0.6978355316620292,0.7475604360846564,71.42857142857143,0.5833333333333334,0.75,0.6000000238418579,1.0,0.6408726243909985,0.6918439700150334,71.42857142857143,0.5,0.8333333730697632,0.7142857313156128,1.0,0.6912133478630815,0.6109257577591275,50.0,0.7777777777777778,0.0,0.0,0.0,1.22669024650273,0.554023238983888,71.42857142857143,0.8333333333333334,0.5,1.0,0.3333333432674408,2.335872720317714,0.5410117837771167,66.66666666666666,0.6833333333333333,0.0,0.0,0.0,0.6072117752051808,0.9499537775227206,14.285714285714285,0.0,0.0,0.0,0.0,0.4498581362385055,0.6934033319593839,55.55555555555556,0.45555555555555555,0.0,0.0,0.0,0.6947123159247084,0.6824226407990235,50.0,0.55,0.38461539149284363,0.3125,0.5,0.6848121074405467,0.5591393179452369,70.0,0.6166666666666667,0.8846153914928436,0.8125,1.0,0.5046649406086993,0.6932810798780232,40.0,0.3833333333333333,0.6060606241226196,0.75,0.550000011920929,0.6935604047177031
8,0.6883893646434598,0.692718012430346,50.0,0.625,0.6666666865348816,0.5,1.0,0.7260592125795367,36.36363636363637,0.55,0.3333333432674408,0.2857142984867096,0.4000000059604645,0.5700895515370218,0.8316993105048135,46.666666666666664,0.525,0.6363636553287506,0.4732142984867096,1.0,0.6221510816282376,0.8084427858907587,57.14285714285714,0.5,0.6666666865348816,0.5,1.0,0.5650056930314364,0.6825084140003911,71.42857142857143,0.5,0.8333333730697632,0.7142857313156128,1.0,0.6940342410396092,0.6400140838767592,50.0,0.7777777777777778,0.0,0.0,0.0,0.27175525672888223,0.47203614699563184,71.42857142857143,1.0,0.5,1.0,0.3333333432674408,0.6164076431081,0.5493168391282282,66.66666666666666,0.6666666666666667,0.0,0.0,0.0,0.5554352203488088,0.7107673000401836,57.14285714285714,0.16666666666666666,0.7272727489471436,0.5714285969734192,1.0,0.5993082685414872,0.6941508254512117,44.44444444444444,0.08472222222222221,0.6262626449267069,0.4583333333333333,1.0,0.691709307882631,0.9339295561573042,50.0,0.5,0.6666666865348816,0.5,1.0,0.7467768083767335,0.7381768555647327,70.0,0.75,0.761904776096344,0.625,1.0,0.40904583001521,0.6928269439034201,70.0,0.25,0.8846153914928436,0.8125,1.0,0.6933632354780159
9,0.6926410618614763,0.6915332833088486,50.0,0.4375,0.6666666865348816,0.5,1.0,0.724888824739407,54.54545454545454,0.5,0.5666666775941849,0.625,0.5833333432674408,0.5999674187752506,0.832537226432877,53.333333333333336,0.7666666666666666,0.25,0.25,0.25,0.6770499285445107,0.6685626369434813,42.857142857142854,0.5,0.0,0.0,0.0,0.9359592062463142,0.7434909999604259,28.57142857142857,0.9,0.0,0.0,0.0,0.8046267852151205,0.6922025143329313,66.66666666666666,0.8888888888888888,0.75,0.6000000238418579,1.0,0.6880367230138911,0.4149279368447784,85.71428571428571,1.0,0.800000011920929,1.0,0.6666666865348816,0.7202850921991173,0.6908884884062629,66.66666666666666,0.6166666666666667,0.0,0.0,0.0,0.6439396159929183,0.6504274285605345,57.14285714285714,0.75,0.7272727489471436,0.5714285969734192,1.0,0.49273885348655655,0.6906488511241651,55.55555555555556,0.3236111111111111,0.0,0.0,0.0,0.6920375181656531,0.8117753855202878,50.0,0.5,0.6666666865348816,0.5,1.0,0.48872074540809823,0.7898869612700131,70.0,0.5166666666666666,0.8846153914928436,0.8125,1.0,0.44886499435807337,0.6912923296126556,70.0,0.31666666666666665,0.8846153914928436,0.8125,1.0,0.6984118521702781
10,0.6999412958098432,0.6934873894207931,50.0,0.5625,0.6666666865348816,0.5,1.0,1.1107852228960908,54.54545454545454,0.5,0.0,0.0,0.0,0.5517616896855564,0.7849550421186837,60.0,0.4895833333333333,0.649350643157959,0.5357142984867096,0.8333333432674408,0.5400041855409227,0.6782681019778395,28.57142857142857,0.5,0.0,0.0,0.0,0.7774116435058664,0.6910443728127895,71.42857142857143,0.8,0.75,1.0,0.6000000238418579,0.6754269023496896,0.6441953890863451,50.0,0.8888888888888888,0.0,0.0,0.0,0.5273320945264316,0.396109541204051,100.0,1.0,1.0,1.0,1.0,0.24898265360679028,0.6240587511389688,66.66666666666666,0.5833333333333333,0.0,0.0,0.0,0.5704901875423682,0.7973984403879523,28.57142857142857,0.16666666666666666,0.2857142686843872,0.3333333432674408,0.25,0.6111313006563139,0.6938707008663269,44.44444444444444,0.2736111111111111,0.6262626449267069,0.4583333333333333,1.0,0.6958036392785824,0.7390190707259711,50.0,0.90625,0.6666666865348816,0.5,1.0,0.7790299392292922,0.5782062727656708,70.0,0.65,0.7500000298023224,0.8571428656578064,0.75,0.46561665698568033,0.6950456142559233,30.0,0.25,0.0,0.0,0.0,0.6925033556077035
11,0.6987945167469712,0.6933171557270339,50.0,0.5625,0.6666666865348816,0.5,1.0,0.8359082174438238,45.45454545454545,0.5833333333333333,0.2857142984867096,0.5,0.20000000298023224,0.55437078131301,0.806189756066581,53.333333333333336,0.5333333333333333,0.5833333432674408,0.5000000149011612,0.7083333432674408,0.6947355568650281,0.8910859164411453,28.57142857142857,0.4166666666666667,0.0,0.0,0.0,0.40268474386340763,0.7016125224337444,57.14285714285714,0.6,0.5714285969734192,1.0,0.4000000059604645,0.6926802861032428,0.5947659089534248,50.0,0.8888888888888888,0.0,0.0,0.0,0.6935082198118043,0.7039897294694822,71.42857142857143,0.9166666666666666,0.5,1.0,0.3333333432674408,0.21881759179031904,0.7083816309125276,66.66666666666666,0.5,0.0,0.0,0.0,0.7604817211542035,0.7197087348237895,42.857142857142854,0.4166666666666667,0.6000000238418579,0.5,0.75,0.6893334028279158,0.6938641666868895,44.44444444444444,0.5888888888888889,0.6969697078069051,0.5833333333333334,1.0,0.6955164392648795,0.7050356323505361,50.0,0.5833333333333333,0.38461539149284363,0.3125,0.5,0.5845691867212792,0.5946701836231254,60.0,0.6166666666666667,0.8333333432674408,0.7857142984867096,0.9000000059604645,0.28906190434298085,0.6930129390618315,60.0,0.2833333333333333,0.8333333432674408,0.7857142984867096,0.9000000059604645,0.6936821773269513
