,ADHD,ADHD,ADHD,DEL16p11_2,DEL16p11_2,DEL16p11_2
,Loss/train,Loss/test,Accuracy/test,Loss/test,Accuracy/test,Loss/train
0,0.6836737301408491,0.08999258165824713,64.34782608695652,0.16806201854660188,33.33333333333333,0.6180110367886699
1,0.6835737422537045,0.08988940928357812,64.34782608695652,0.12486935458783233,33.33333333333333,0.7707027020379164
2,0.6820154637754763,0.08885133702361543,64.34782608695652,0.11756781438473866,33.33333333333333,0.6682639492561587
3,0.6692707726102913,0.0877024414815956,64.34782608695652,0.0949563665481089,66.66666666666666,0.4968135297112549
4,1.2761221548786041,0.09210442037753185,64.34782608695652,0.1321249348590243,66.66666666666666,0.8092213886733906
5,0.6218009066538823,0.08568987520403404,64.34782608695652,0.11449024131419235,66.66666666666666,0.6233886072709429
6,0.3326724048673471,0.0966179472185824,64.34782608695652,0.07616060921754729,66.66666666666666,0.8150147371879526
7,0.6156691911852701,0.08541480267434957,64.34782608695652,0.07635135486497295,66.66666666666666,0.6415836941802961
8,0.5923138436206308,0.0841193703075135,64.34782608695652,0.1187692973131309,75.0,0.5129515901299491
9,0.7465038784735262,0.08400483652378732,64.34782608695652,0.08168520029301833,75.0,0.1604168932901146
10,0.6705214198203275,0.0873794703099128,64.34782608695652,0.11484257177612771,58.333333333333336,0.39781395388401203
11,0.8146918925934958,0.0842597786330236,64.34782608695652,0.06976003636254717,83.33333333333334,1.241748019595796
12,0.662924918068909,0.08506380168399673,64.34782608695652,0.05139456150177312,83.33333333333334,0.3184656799814368
13,0.6713079842111169,0.08899056440000375,64.34782608695652,0.08172989064156298,83.33333333333334,0.39060846969954055
14,0.5627871113179518,0.08755787377515717,64.34782608695652,0.08043807356973433,75.0,2.295246814075631
15,0.6193858978305548,0.08833197223962341,64.34782608695652,0.09532610441126321,75.0,0.7043876345929587
16,0.419253043288503,0.09239796493137745,64.34782608695652,0.19037458708052168,58.333333333333336,0.22940504111248808
17,0.5120212139004299,0.0924099253080858,64.34782608695652,0.6386286227062838,33.33333333333333,0.11694582302372934
