,SZ,SZ,SZ,SZ,SZ,SZ,SZ,ASD,ASD,ASD,ASD,ASD,ASD,ASD,BIP,BIP,BIP,BIP,BIP,BIP,BIP,DEL22q11_2,DEL22q11_2,DEL22q11_2,DEL22q11_2,DEL22q11_2,DEL22q11_2,DEL22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DEL1q21_1,DEL1q21_1,DEL1q21_1,DEL1q21_1,DEL1q21_1,DEL1q21_1,DEL1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1,ADHD,ADHD,ADHD,ADHD,ADHD,ADHD,ADHD,DEL15q11_2,DEL15q11_2,DEL15q11_2,DEL15q11_2,DEL15q11_2,DEL15q11_2,DEL15q11_2
,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train
0,0.692387775166094,0.6933078969338409,41.732283464566926,0.5019717261904761,0.5573665974661708,0.4185267882421613,0.9739583320915699,0.6934451710789277,44.680851063829785,0.4524553571428571,0.5770507386575142,0.4427083333333333,0.9583333333333334,0.6958939672554579,0.5707132432103613,67.74193548387096,0.8625,0.0,0.0,0.0,0.34209021915264876,0.6125260192028812,70.58823529411765,0.719047619047619,0.0,0.0,0.0,0.6864244143583458,0.7880254156310227,33.33333333333333,0.5833333333333333,0.7000000029802322,0.625,1.0,0.6517705420830687,0.7013057995278,42.857142857142854,0.3111111111111111,0.0,0.0,0.0,0.7080423869110837,0.6931938376728126,50.0,0.6875,0.6333333551883698,0.5,0.875,0.7103784805110498,0.710133521235366,57.14285714285714,0.4166666666666667,0.0,0.0,0.0,0.6775700699913649,0.6932630787647361,45.21739130434783,0.5122222222222221,0.6215902755657832,0.475,1.0,0.6945368548417111,0.6929832800484929,56.09756097560976,0.5861111111111111,0.0,0.0,0.0,0.6928105933638986
1,0.8614834809172345,0.6744194732627604,57.48031496062992,0.6778645833333333,0.0,0.0,0.0,0.6927223676487355,55.319148936170215,0.5930555555555557,0.0,0.0,0.0,0.6948068305892128,0.6485349656803272,67.74193548387096,0.4988095238095238,0.0,0.0,0.0,0.6320650697791635,0.6874330504149152,70.58823529411765,0.3444444444444444,0.0,0.0,0.0,0.5580157931185981,0.7349140588062291,33.33333333333333,0.5833333333333333,0.7000000029802322,0.625,1.0,0.6715674590390069,0.7137861975115606,42.857142857142854,0.625,0.0,0.0,0.0,0.6920755742430431,0.7032869953267953,40.0,0.625,0.6060605943202972,0.4642857164144516,0.875,0.7768231763770366,0.6931776452783177,42.857142857142854,0.6666666666666666,0.5999999642372131,0.4285714328289032,1.0,0.7030575812338692,0.6927708705112924,54.78260869565217,0.4455555555555556,0.0,0.0,0.0,0.6880689059278562,0.7718241925478216,43.90243902439025,0.5325396825396825,0.6394901499152184,0.5208333333333334,1.0,0.7097475317466759
2,0.6942009414558232,0.6917091902946911,58.26771653543307,0.8047991071428572,0.0208333320915699,0.0625,0.012500000186264515,0.6929368521937972,55.319148936170215,0.5838293650793651,0.0,0.0,0.0,0.6937725918312608,0.6115499804950256,67.74193548387096,0.9375,0.0,0.0,0.0,0.7950229267143354,0.6151030810162427,70.58823529411765,0.5888888888888889,0.0,0.0,0.0,0.7069142834590423,0.7213290706023711,33.33333333333333,0.35,0.27272728085517883,0.1875,0.5,0.814397856303852,0.6964648552966081,50.0,0.5625,0.2857142686843872,0.3333333432674408,0.25,0.6809508874471663,0.7426314614688424,50.0,0.48333333333333334,0.7727272808551788,0.6875,1.0,0.7118808516985788,0.6930694247790944,57.14285714285714,0.3333333333333333,0.0,0.0,0.0,0.6925840288133186,0.6889688306966216,54.78260869565217,0.5490873015873016,0.0,0.0,0.0,0.7510320942429584,0.6927538577877868,56.09756097560976,0.5527777777777777,0.0,0.0,0.0,0.6920014790653488
3,0.5576675941282697,0.6193950855588489,68.50393700787401,0.7520833333333333,0.5978174768388271,0.5958333425223827,0.6479166746139526,0.692908796636505,56.91489361702128,0.5740823412698414,0.5323352639873823,0.5495039746165276,0.6173611171543598,0.6943168735663833,0.6521264118568594,77.41935483870968,0.8080357142857143,0.49166667461395264,0.625,0.4166666716337204,0.6676259088569289,0.6796862867029382,58.82352941176471,0.7222222222222222,0.6333333353201548,0.5500000019868215,0.8888888955116272,0.6007530653289772,0.6915258141137085,66.66666666666666,0.41666666666666663,0.0,0.0,0.0,0.5792736438619591,0.7844443408354584,57.14285714285714,0.25,0.6785714328289032,0.5416666716337204,1.0,0.6273288995712304,0.6775389665369665,50.0,0.78125,0.5833333432674408,0.5,0.75,0.7048513948851789,0.6920955880486017,71.42857142857143,0.75,0.6666666865348816,0.6666666865348816,0.6666666865348816,0.7100697248058132,0.6932132426603754,49.56521739130435,0.5187698412698413,0.03333333333333333,0.06666666666666667,0.022222222884496053,0.691716727514281,0.6905519910876045,46.34146341463415,0.75625,0.6578347732623419,0.5267857164144516,1.0,0.7272119721582053
4,0.8372463520725765,0.648820555067376,66.14173228346458,0.8267113095238096,0.6683847494423389,0.5616071512922645,0.9281250014901161,0.6927077504868469,44.680851063829785,0.5508680555555555,0.5989122117559115,0.4479166666666667,1.0,0.6959583747220033,0.47410004946122686,77.41935483870968,0.79375,0.5142857208848,0.5416666716337204,0.5208333358168602,0.40137854378609444,0.9699822424734172,29.411764705882355,0.6666666666666666,0.600000003973643,0.5,1.0,0.553860440784438,0.6785042464313341,44.44444444444444,0.41666666666666663,0.0,0.0,0.0,1.1028317740863087,0.7460213685113317,64.28571428571429,0.6875,0.6857142746448517,0.6666666865348816,0.75,0.9218504329840771,0.6806085065490631,50.0,0.7166666666666667,0.0,0.0,0.0,0.6179460480198571,0.692171412704359,57.14285714285714,0.5833333333333334,0.0,0.0,0.0,0.8059115259874975,0.7305793431675532,54.78260869565217,0.5316666666666666,0.0,0.0,0.0,0.6511675121952698,0.688931510821098,43.90243902439025,0.6541666666666667,0.661616176366806,0.5208333333333334,1.0,0.5395441372231997
5,0.6399955974806125,0.5704005387810046,72.44094488188976,0.77890625,0.545684527605772,0.7656250037252903,0.4697916703298688,0.6928909242964955,55.85106382978723,0.615798611111111,0.19761905074119568,0.375,0.1388888911654552,0.6945013093465082,0.5038947125807871,70.96774193548387,0.8958333333333333,0.1666666716337204,0.25,0.125,0.4960006471831435,0.4389941221483404,82.35294117647058,0.8333333333333334,0.46666666865348816,0.6666666666666666,0.4166666666666667,0.9663115716301608,0.7463878775189758,33.33333333333333,0.5833333333333333,0.27272728085517883,0.1875,0.5,0.7316440799698789,0.7150070619277732,42.857142857142854,0.3666666666666667,0.0,0.0,0.0,0.7002801952007728,0.7212600285123463,50.0,0.78125,0.6666666865348816,0.5,1.0,0.6412835836376591,0.6980665020498371,42.857142857142854,0.5833333333333334,0.5999999642372131,0.4285714328289032,1.0,0.6932267707810661,0.6960668429343616,54.78260869565217,0.5446428571428572,0.0,0.0,0.0,0.8923892481366001,0.6920919218193627,75.60975609756098,0.75,0.5925926119089127,0.6666666716337204,0.5777777830759684,0.6919106864021217
6,0.7566170396759077,0.5310653228907808,75.59055118110236,0.8140252976190475,0.6418650932610035,0.8333333376795053,0.5625000055879354,0.6924341097761467,53.72340425531915,0.6156994047619049,0.4467923380434513,0.4645833397905032,0.48819444825251895,0.6931689480377144,0.4358054086321469,83.87096774193549,0.9114583333333334,0.5666666775941849,0.6666666716337204,0.5416666716337204,0.5248205300833051,0.388080588827272,88.23529411764706,0.7888888888888889,0.5,0.6666666666666666,0.4444444477558136,0.33331436753105387,0.828309917488627,33.33333333333333,0.25,0.27272728085517883,0.1875,0.5,0.6395455261644544,0.7647255660985446,42.857142857142854,0.41666666666666663,0.0,0.0,0.0,0.7120018376409594,0.7909824573560132,50.0,0.75,0.6666666865348816,0.5,1.0,0.5811617114911597,0.6928424345617045,57.14285714285714,0.5833333333333334,0.4000000059604645,0.5,0.3333333432674408,0.6937349666091741,0.6916324667499975,54.78260869565217,0.5016666666666667,0.0,0.0,0.0,0.7098085315418483,0.6915459468825012,60.97560975609756,0.6611111111111111,0.5322751402854919,0.5694444477558136,0.5222222258647283,0.6924037325804615
7,0.6536862705153179,0.5635421605579607,66.92913385826772,0.852046130952381,0.32301587983965874,0.5729166679084301,0.25848214514553547,0.7097646743697773,44.680851063829785,0.49409722222222224,0.6060717205206553,0.4479166666666667,1.0,0.6781808098135399,0.5771608227949077,74.19354838709677,0.8583333333333334,0.2916666716337204,0.5,0.2083333358168602,0.5990300629348088,0.592670729704638,88.23529411764706,0.5507936507936507,0.600000003973643,0.6666666666666666,0.5555555621782938,0.5400506424911228,0.7859298580395685,33.33333333333333,0.3833333333333333,0.125,0.10000000149011612,0.1666666716337204,0.7525331043042432,0.9504333264434462,42.857142857142854,0.5625,0.0,0.0,0.0,0.5689452465649972,0.7423914150299099,40.0,0.6875,0.0,0.0,0.0,0.7558843232624489,0.704159481237255,42.857142857142854,0.5833333333333334,0.5999999642372131,0.4285714328289032,1.0,0.6925817511250488,0.7040543014563886,53.91304347826087,0.4811111111111111,0.04571428696314494,0.13333333333333333,0.027777778108914693,0.9061968268342415,0.9125537725807322,43.90243902439025,0.5611111111111111,0.6544677664836248,0.5208333333333334,1.0,0.4503707728570481
8,0.5419346018867959,0.4762109943336659,78.74015748031496,0.8822916666666668,0.7042696997523308,0.8187500070780516,0.7035714350640774,0.6630939594846241,59.04255319148937,0.6152777777777777,0.5581876498957475,0.49092262983322144,0.6784722258647283,0.6667120029538057,0.42903328899163584,80.64516129032258,0.7583333333333333,0.5535714328289032,0.6875,0.5208333358168602,0.7435822039170503,0.4762581551783742,76.47058823529412,0.6904761904761904,0.4296296536922455,0.350000003973643,0.6666666666666666,0.3535850158510077,0.7613924144051666,33.33333333333333,0.25,0.27272728085517883,0.1875,0.5,0.7111605269528862,0.9171102511824254,42.857142857142854,0.4666666666666667,0.0,0.0,0.0,0.5460231087797486,0.6831381925770627,60.0,0.71875,0.800000011920929,0.75,0.875,0.7602782633384704,0.7075192093644832,42.857142857142854,0.5,0.5999999642372131,0.4285714328289032,1.0,0.6927537449748236,0.7594652971923234,54.78260869565217,0.5488095238095239,0.0,0.0,0.0,0.753456445004829,0.6653593828344784,43.90243902439025,0.6819444444444445,0.5080031206210455,0.375,0.8333333333333334,0.6538790360011777
