,USM,USM,USM,USM,USM,USM,USM
,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test
0,287.4829452920277,755.3240310976631,0.0,0.0,0.0,0.0,0.0
1,384.7051296063093,728.7676412077684,0.0,0.0,0.0,0.0,0.0
2,386.5875990083973,670.3487651335046,0.0,0.0,0.0,0.0,0.0
3,331.69308610607743,566.9908534273426,0.0,0.0,0.0,0.0,0.0
4,274.7971266804816,413.6921674432058,0.0,0.0,0.0,0.0,0.0
5,68.95485156861933,229.0347488858558,0.0,0.0,0.0,0.0,0.0
6,46.75794577037287,109.40289874265109,0.0,0.0,0.0,0.0,0.0
7,214.47757545103667,97.41726762915697,0.0,0.0,0.0,0.0,0.0
8,210.40733368681407,96.53931559467735,0.0,0.0,0.0,0.0,0.0
9,170.19521389686713,99.37080405690564,0.0,0.0,0.0,0.0,0.0
10,165.26147490315805,144.82631683383462,0.0,0.0,0.0,0.0,0.0
11,141.49815167553334,219.70256343284552,0.0,0.0,0.0,0.0,0.0
12,79.33993106249227,253.8640043372146,0.0,0.0,0.0,0.0,0.0
13,105.03639116711463,232.46794916893396,0.0,0.0,0.0,0.0,0.0
14,69.3964434412914,188.95511156176966,0.0,0.0,0.0,0.0,0.0
15,56.71842659607496,155.7900699133289,0.0,0.0,0.0,0.0,0.0
16,32.86925353420623,147.1808734807547,0.0,0.0,0.0,0.0,0.0
17,39.116550162159946,149.74485289282177,0.0,0.0,0.0,0.0,0.0
18,58.29074892281531,152.2123745193302,0.0,0.0,0.0,0.0,0.0
19,69.18048127752907,162.2801768978822,0.0,0.0,0.0,0.0,0.0
20,26.06993791794485,177.69719896894222,0.0,0.0,0.0,0.0,0.0
21,77.21163978019474,196.93315071114876,0.0,0.0,0.0,0.0,0.0
22,8.59021737034478,166.55400699594927,0.0,0.0,0.0,0.0,0.0
23,35.99757112476257,119.92428310573113,0.0,0.0,0.0,0.0,0.0
24,10.771904824327695,109.93963117915928,0.0,0.0,0.0,0.0,0.0
25,11.241417403193992,131.04185767629892,0.0,0.0,0.0,0.0,0.0
26,13.843864079375734,99.99949808715157,0.0,0.0,0.0,0.0,0.0
27,25.112280118482083,77.26703954016928,0.0,0.0,0.0,0.0,0.0
28,13.326573616445357,92.84871201381337,0.0,0.0,0.0,0.0,0.0
