,DUP1q21_1,DUP1q21_1,DUP1q21_1,ADHD,ADHD,ADHD
,Loss/train,Loss/test,Accuracy/test,Loss/test,Accuracy/test,Loss/train
0,0.6925085148273883,0.08667275391630895,25.0,0.08566006786017855,66.95652173913044,0.6659642428473449
1,0.7027489455440286,0.08376255365397306,75.0,0.09011352551298372,66.95652173913044,0.6927496546824947
2,0.6932277706786011,0.08670886276147315,25.0,0.08928207825224224,66.95652173913044,0.6851661803357122
3,0.6936943878904412,0.08657494635393594,75.0,0.08530872145229969,66.95652173913044,0.5779375606179373
4,0.6928305416078162,0.08650083472347916,75.0,0.08493134239737266,66.95652173913044,0.605962988544608
5,0.6919798255768957,0.08706495004771446,25.0,0.08424551901813793,66.95652173913044,0.5930661654738472
6,0.6916614331959686,0.08792835233672033,25.0,0.08508851904547629,66.95652173913044,0.5982223542389857
7,0.70691580607176,0.08843811674338671,25.0,0.08598393781198835,66.95652173913044,0.5815709733087095
8,0.6944608262215667,0.08800348437048851,25.0,0.08419015228240749,66.95652173913044,0.6617514627268104
9,0.6908715741220478,0.08785678227071272,25.0,0.08402976161769465,66.95652173913044,0.6604865302677836
10,0.670132575242136,0.10776771637489697,25.0,0.08505297153149911,66.95652173913044,0.7487097121938093
11,0.9259529269333803,0.10246424094434134,25.0,0.08482761457569801,66.95652173913044,0.6742711092207847
12,0.6769825791569581,0.08787603438887344,25.0,0.08905448688419346,66.95652173913044,0.6661348008786986
13,0.6843202466711061,0.08824655561507815,25.0,0.12024013182983226,66.95652173913044,0.8103215374280346
14,0.5657302119741189,0.09038642635677396,25.0,0.11275249430507987,66.95652173913044,0.7246754201580302
15,0.9229161279695092,0.2242564170947841,25.0,0.09073170948723902,66.95652173913044,0.635806490953738
16,0.4642674625446263,0.08557317990845802,25.0,0.0855869048896681,66.95652173913044,0.582045086559823
17,0.5976160563369793,0.31936109106408067,25.0,0.13767087069424133,66.95652173913044,1.1489851424431603
18,1.6063254701982572,0.19666164370126316,25.0,0.10837253550768723,66.95652173913044,0.30458666030601705
19,0.5462060845457437,0.11734798517631143,50.0,0.1120940313100807,55.65217391304348,0.22349508918027355
20,0.6665481097733068,0.1252858023153336,50.0,0.14955561629113917,56.52173913043478,0.2582751902032078
21,0.39678707396305574,0.08470636902063795,62.5,0.13030315034461917,50.43478260869565,0.4100955413703721
22,0.6200013283685052,0.10220315968847746,37.5,0.11481309155747339,52.17391304347826,0.13614547817712302
23,0.2995481142253735,0.09363523932945189,62.5,0.13461133945967885,45.21739130434783,0.22748708088347777
24,0.5361794055557448,0.1898316965565514,25.0,0.12521604685940788,62.60869565217392,0.35988611756999245
25,0.6882538738790279,0.1175901465776195,50.0,0.13051443283094105,50.43478260869565,0.25743953538233
26,0.6207660740918176,0.14797732930743773,50.0,0.1485152862275326,61.73913043478261,0.40359218176702216
27,0.3617448868071315,0.06926509498076897,62.5,0.1581841341141548,43.47826086956522,0.561414247142861
28,0.9271740844864892,0.14158774941507876,50.0,0.13503971791843444,53.91304347826087,0.5450459717919044
29,0.09290050542124999,0.08260337120812034,50.0,0.16047087771592286,53.04347826086957,0.2107066162327485
30,0.10726868511410688,0.12185404268542091,75.0,0.1262866930198815,61.73913043478261,0.1345304541748667
31,0.15481426522149222,0.10517529718203492,50.0,0.18165167147678754,47.82608695652174,0.06350881706059988
32,0.0706076149799648,0.37663688661869643,37.5,0.22168678374179815,56.52173913043478,0.17381788870138976
33,0.07394989591663562,0.07749345579728267,75.0,0.1746128608079269,40.869565217391305,0.28428090662391275
34,0.029153988548995934,0.303629033481158,37.5,0.2335188022300057,49.56521739130435,0.10000586461670116
35,0.03807164157287736,0.07121135732722811,62.5,0.2643573003409806,56.52173913043478,0.020511031480045284
36,0.4379130014771319,0.1919920408045143,37.5,0.19146674325365462,60.0,0.3235087678660772
37,0.012312365599777832,0.38597519302576233,37.5,0.24850948763214742,53.04347826086957,0.009287827568132736
38,0.6686176412904179,0.4802477457022382,37.5,0.28362133750490287,62.60869565217392,0.004721445541549334
39,0.1017330888238633,0.5007302404805568,37.5,0.24355365901853354,53.91304347826087,0.04475050050961619
40,0.047846400755741654,0.19345165979495055,37.5,0.22956896937206495,49.56521739130435,0.2167539692205776
41,0.10105593417368897,0.26381871839450655,37.5,0.246910380175698,49.56521739130435,0.006420989894901645
42,0.1005820375173862,0.5070116012843979,37.5,0.23613484719360783,55.65217391304348,0.34972788522381715
43,0.05047623736856901,0.3459337241149064,37.5,0.30345424113367603,50.43478260869565,0.2703824025721743
44,0.5263910621769152,0.6070986998748911,37.5,0.3315339678323651,53.91304347826087,0.006640938728364076
45,0.31651554682868943,0.27418956098355696,37.5,0.31362159889555724,58.26086956521739,0.004344274590252554
46,0.009940576561865035,0.24826801617783253,37.5,0.3574809607648544,43.47826086956522,0.32149439860006435
47,0.03825608965857665,0.21449653831003607,37.5,0.3305864224680692,56.52173913043478,0.02359812687548767
48,0.015724180468322867,0.0804400523582062,75.0,0.37792599222691503,46.95652173913044,0.09395005821689396
49,0.0065664737410328425,0.3415958851509582,37.5,0.36662865615997164,57.391304347826086,0.19676960381648162
50,0.01728949490412376,0.16440091856888203,37.5,0.32674723408025635,53.04347826086957,0.1459453522814655
51,0.10844950234083146,0.2998458883445785,37.5,0.3265172784376276,52.17391304347826,0.024145404940722363
52,0.0015265260353325713,0.8012751106261345,37.5,0.42538773172502964,59.130434782608695,0.0007983433174849147
53,0.00888738925237941,0.38186297464378643,37.5,0.4353581571448135,60.86956521739131,0.00464189418751775
54,1.2171707275415453,0.38004309098661343,37.5,0.4088477111265836,52.17391304347826,0.0023325136549935993
55,0.0063271526987794015,0.43719963146982815,37.5,0.4088503551709032,46.08695652173913,0.013802904207350145
56,0.3760374745228195,0.8273564081351755,37.5,0.4666230485042371,60.0,0.0366868263929421
57,0.0015099995339905102,0.4377818050736509,37.5,0.4613019415339458,60.0,0.01753443409070512
58,0.0015437799079884528,0.40161097178043925,37.5,0.4819835046078332,55.65217391304348,0.0031012621354083577
59,0.0034751653670551685,0.5232390579873276,37.5,0.5357629033283765,53.04347826086957,0.0038009505306443397
60,0.0024930534235144326,0.6961014658841868,37.5,0.49922544336349317,59.130434782608695,0.0022935465323365655
61,0.006707803202725272,0.52279064511208,37.5,0.510415603916576,49.56521739130435,0.0010843412244600432
62,0.003051373891881698,0.2866204354718905,37.5,0.5581674182071572,60.86956521739131,0.0016639145105027402
63,0.002234180888988396,0.3575534909139859,37.5,0.48550739498132567,54.78260869565217,0.02086071851193751
64,0.13135401283470424,0.7513275963842768,37.5,0.5931366884722794,55.65217391304348,2.251642278051512e-06
65,0.0025513077444465726,0.2985402426136696,50.0,0.5347893229219586,57.391304347826086,0.000926399664150873
66,0.0007004792001862221,0.7888221852684373,37.5,0.5743806102212282,60.86956521739131,0.02415314506023746
67,0.0008599002080078239,0.22501458266862778,50.0,0.5126251494423907,53.04347826086957,0.0005006070311952193
68,0.004882079976281736,0.7681488687853563,37.5,0.6628314796555262,60.0,0.00039269430431782427
69,1.7636855181959916,0.9468339058377832,37.5,0.655239652911055,48.69565217391305,0.00030784431028104797
70,0.0007390368181818405,0.593258908318607,37.5,0.5606778875546538,59.130434782608695,0.0032274977930800705
71,0.0005958388025761758,0.5456995786743004,37.5,0.5916777779790149,53.91304347826087,2.6566360064094537e-05
72,0.01021162973536884,0.6475953288028304,37.5,0.595419154225499,58.26086956521739,0.0008085419994369656
73,0.003241610132265895,0.3464745451464383,37.5,0.6007027600781218,55.65217391304348,0.00013111078080467386
74,0.00023161878087020935,0.3619290259221195,37.5,0.7915857478028422,44.34782608695652,5.484325608603745e-05
75,0.0026479827010347894,0.5181013547249161,37.5,0.5786400719331279,59.130434782608695,0.3548222119952634
76,0.00025188439426400227,0.349317887821346,37.5,0.6280000995614404,56.52173913043478,1.7006601599327706e-06
77,0.12328053282519229,0.48540207355213494,37.5,0.6442333404355327,58.26086956521739,0.0019953198392155874
78,0.00011429632066329506,0.35736626570210833,37.5,0.6339620518499381,56.52173913043478,0.0005795258304410687
79,0.0007188767294318499,0.36355252819866757,37.5,0.6408014109369732,54.78260869565217,0.00021136087268881667
80,0.0005616051348272926,0.3467542798309166,37.5,0.7359717437481397,54.78260869565217,3.892629767230991e-05
81,9.030806903219054e-05,0.39330903889508895,37.5,0.6951228278920157,55.65217391304348,9.081861575115571e-06
82,0.00016872954000284954,0.3853783875087616,37.5,0.6621340007792471,55.65217391304348,0.00015637932519322643
83,0.11527333748075287,0.42639272251092536,37.5,0.6659411462178044,53.91304347826087,4.6461363210361514e-05
84,0.0004231583304683003,0.26706861286256034,37.5,0.7153774243314667,52.17391304347826,6.021206889792176e-06
